Выборы Президента Российской Федерации																																																															
																																																															
Наименование Избирательной комиссии:    Октябрьская																																																															
																																																															
Итоги голосования 																																																															
																																																															
		Сумма	УИК №794	УИК №795	УИК №796	УИК №797	УИК №798	УИК №799	УИК №800	УИК №801	УИК №802	УИК №803	УИК №804	УИК №805	УИК №806	УИК №807	УИК №808	УИК №809	УИК №810	УИК №811	УИК №812	УИК №813	УИК №814	УИК №815	УИК №816	УИК №817	УИК №818	УИК №819	УИК №820	УИК №821	УИК №822	УИК №823	УИК №824	УИК №825	УИК №826	УИК №827	УИК №828	УИК №829	УИК №830	УИК №831	УИК №832	УИК №833	УИК №834	УИК №835	УИК №836	УИК №837	УИК №838	УИК №839	УИК №840	УИК №841	УИК №842	УИК №843	УИК №844	УИК №845	УИК №846	УИК №847	УИК №848	УИК №849					
		0.93%	0.56%	0.73%	2.96%	0.17%	0.51%	0.86%	1.53%	2.10%	1.74%	1.98%	1.55%	1.70%	2.03%	1.00%	1.80%	0.49%	0.72%	1.47%	1.10%	1.02%	0.36%	0.32%	1.29%	0.45%	1.01%	0.60%	1.00%	1.19%	0.28%	0.27%	0.49%	0.71%	0.25%	0.96%	1.78%	0.30%	1.01%	1.69%	1.00%	0.27%	0.00%	1.23%	1.07%	0.86%	0.21%	0.57%	0.06%	0.39%	0.00%	0.48%	1.04%	1.25%	2.37%	0.00%	0.72%	0.00%					
20	. Миронов Сергей Михайлович	310	7	6	12	3	11	5	8	4	8	5	2	10	17	6	8	3	0	9	3	4	17	0	15	6	9	3	6	6	13	5	4	8	4	4	9	0	13	7	1	7	0	4	3	0	2	6	5	7	0	1	0	9	5	0	0	0					
		0.35%	0.44%	0.40%	0.74%	0.26%	0.43%	0.36%	0.34%	0.31%	0.58%	0.55%	0.10%	0.50%	0.75%	0.27%	0.36%	0.12%	0.00%	0.39%	0.13%	0.18%	0.67%	0.00%	0.67%	0.30%	0.48%	0.13%	0.31%	0.31%	0.61%	0.22%	0.16%	0.44%	0.17%	0.32%	0.59%	0.00%	0.69%	0.40%	0.20%	0.32%	0.00%	0.55%	0.46%	0.00%	0.14%	0.38%	0.32%	0.39%	0.00%	0.24%	0.00%	1.13%	1.48%	0.00%	0.00%	0.00%					
21	. Путин Владимир Владимирович	77615	1326	1357	1240	1079	2386	1272	2178	1092	1230	711	1652	1617	1881	1828	1704	2239	1899	1962	1928	2028	2340	1701	2009	1767	1692	2051	1685	1561	1936	2087	2291	1636	2239	1100	1237	996	1701	1623	469	2085	1409	606	493	303	1286	1317	1468	1659	299	382	325	596	216	131	133	177					
		88.18%	83.19%	90.29%	76.50%	93.66%	93.83%	91.64%	92.33%	84.85%	89.39%	78.39%	82.44%	81.01%	83.19%	83.13%	76.72%	91.31%	85.08%	85.01%	84.49%	89.89%	92.82%	92.00%	89.45%	88.04%	89.81%	88.41%	88.27%	80.88%	90.38%	93.25%	93.51%	89.89%	93.64%	88.35%	81.49%	98.03%	90.38%	91.69%	94.18%	95.03%	97.24%	83.13%	75.38%	86.57%	88.02%	83.67%	95.02%	92.99%	95.83%	91.61%	84.86%	74.69%	63.91%	99.24%	95.68%	98.88%					
22	. Хакамада Ирина Муцуовна	867	19	24	38	1	19	3	30	20	19	10	18	28	39	25	44	24	31	18	41	25	29	12	13	7	21	14	37	30	5	18	19	18	8	18	25	1	20	25	2	2	0	7	4	0	4	5	5	14	0	2	0	17	8	0	1	0					
		0.99%	1.19%	1.60%	2.34%	0.09%	0.75%	0.22%	1.27%	1.55%	1.38%	1.10%	0.90%	1.40%	1.72%	1.14%	1.98%	0.98%	1.39%	0.78%	1.80%	1.11%	1.15%	0.65%	0.58%	0.35%	1.11%	0.60%	1.94%	1.55%	0.23%	0.80%	0.78%	0.99%	0.33%	1.45%	1.65%	0.10%	1.06%	1.41%	0.40%	0.09%	0.00%	0.96%	0.61%	0.00%	0.27%	0.32%	0.32%	0.78%	0.00%	0.48%	0.00%	2.13%	2.37%	0.00%	0.72%	0.00%					
23	. Харитонов Николай Михайлович	5069	165	64	160	41	78	44	71	56	74	115	56	221	158	227	277	71	222	223	196	128	82	97	141	133	73	132	93	98	114	57	66	76	95	80	127	15	74	25	7	61	15	39	85	15	130	156	31	71	8	24	23	99	77	0	2	1					
		5.76%	10.35%	4.26%	9.87%	3.56%	3.07%	3.17%	3.01%	4.35%	5.38%	12.68%	2.79%	11.07%	6.99%	10.32%	12.47%	2.90%	9.95%	9.66%	8.59%	5.67%	3.25%	5.25%	6.28%	6.63%	3.87%	5.69%	4.87%	5.08%	5.32%	2.55%	2.69%	4.18%	3.97%	6.43%	8.37%	1.48%	3.93%	1.41%	1.41%	2.78%	1.04%	5.35%	13.00%	4.29%	8.90%	9.91%	2.01%	3.98%	2.56%	5.76%	6.01%	12.41%	22.78%	0.00%	1.44%	0.56%					
																																																															
24	Против всех	971	27	15	48	5	14	17	8	5	13	24	62	21	29	10	55	19	17	22	30	0	12	13	4	9	35	65	11	29	24	29	35	34	9	18	41	0	19	30	7	6	2	10	7	8	7	15	6	8	1	3	3	15	13	1	0	1					
		1.10%	1.69%	1.00%	2.96%	0.43%	0.55%	1.22%	0.34%	0.39%	0.94%	2.65%	3.09%	1.05%	1.28%	0.45%	2.48%	0.77%	0.76%	0.95%	1.31%	0.00%	0.48%	0.70%	0.18%	0.45%	1.86%	2.80%	0.58%	1.50%	1.12%	1.30%	1.43%	1.87%	0.38%	1.45%	2.70%	0.00%	1.01%	1.69%	1.41%	0.27%	0.14%	1.37%	1.07%	2.29%	0.48%	0.95%	0.39%	0.45%	0.32%	0.72%	0.78%	1.88%	3.85%	0.76%	0.00%	0.56%					
																																																															
																																																															
																																																															
																																																															
																																																															
																																																															
																																																															
																																																															
																																																															
																																																															
																																																															
																																																															
																																																															
																																																															
																																																															
