Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации седьмого созыва																																																			
Дата голосования: 18.09.2016																																																			
																																																			
Наименование Избирательной комиссии:    Мартыновская																																																			
																																																			
Сводная таблица итогов голосования по федеральному избирательному округу																																																			
																																																			
		Сумма	УИК №1041	УИК №1042	УИК №1043	УИК №1044	УИК №1045	УИК №1046	УИК №1047	УИК №1048	УИК №1049	УИК №1050	УИК №1051	УИК №1052	УИК №1053	УИК №1054	УИК №1055	УИК №1056	УИК №1057	УИК №1058	УИК №1059	УИК №1060	УИК №1061	УИК №1062	УИК №1063	УИК №1064	УИК №1065	УИК №1066	УИК №1067	УИК №1068	УИК №1069	УИК №1070	УИК №1071	УИК №1072	УИК №1073	УИК №1074	УИК №1075	УИК №1076	УИК №1077	УИК №1078	УИК №1079	УИК №1080									
26	"8. Политическая партия ""Партия народной свободы"" (ПАРНАС)"	40	8	1	2	1	1	0	0	0	0	0	0	0	1	0	1	2	0	4	4	2	0	0	0	2	1	0	1	0	0	0	0	1	1	1	2	0	1	0	2	1									
		0.31%	0.82%	0.17%	0.52%	0.19%	0.34%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.61%	0.00%	0.33%	0.69%	0.00%	1.30%	0.38%	0.29%	0.00%	0.00%	0.00%	0.54%	0.88%	0.00%	0.56%	0.00%	0.00%	0.00%	0.00%	0.37%	1.08%	0.68%	0.95%	0.00%	0.21%	0.00%	0.68%	0.49%									
27	"9. Всероссийская политическая партия ""ПАРТИЯ РОСТА"""	68	5	4	3	9	2	1	2	0	0	0	1	1	0	0	1	0	2	5	8	6	3	0	0	1	1	0	0	1	0	1	2	3	0	0	0	2	0	2	2	0									
		0.52%	0.51%	0.69%	0.77%	1.71%	0.68%	0.32%	1.14%	0.00%	0.00%	0.00%	0.22%	0.28%	0.00%	0.00%	0.33%	0.00%	0.72%	1.62%	0.76%	0.88%	0.50%	0.00%	0.00%	0.27%	0.88%	0.00%	0.00%	0.65%	0.00%	0.83%	1.50%	1.10%	0.00%	0.00%	0.00%	0.45%	0.00%	0.66%	0.68%	0.00%									
28	"10. Общественная организация Всероссийская политическая партия ""Гражданская Сила"""	27	2	2	0	1	3	0	0	1	0	0	1	0	0	1	0	0	1	2	0	2	0	0	0	0	0	0	1	0	2	0	0	0	1	0	0	2	0	1	3	1									
		0.21%	0.21%	0.34%	0.00%	0.19%	1.02%	0.00%	0.00%	0.27%	0.00%	0.00%	0.22%	0.00%	0.00%	0.21%	0.00%	0.00%	0.36%	0.65%	0.00%	0.29%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.56%	0.00%	0.90%	0.00%	0.00%	0.00%	1.08%	0.00%	0.00%	0.45%	0.00%	0.33%	1.03%	0.49%									
29	"11. Политическая партия ""Российская объединенная демократическая партия ""ЯБЛОКО"""	61	3	0	1	7	3	1	1	3	0	0	2	5	1	1	1	1	1	4	7	1	2	0	0	2	0	0	1	0	2	1	1	1	0	1	0	0	3	2	1	1									
		0.47%	0.31%	0.00%	0.26%	1.33%	1.02%	0.32%	0.57%	0.82%	0.00%	0.00%	0.43%	1.40%	0.61%	0.21%	0.33%	0.35%	0.36%	1.30%	0.67%	0.15%	0.33%	0.00%	0.00%	0.54%	0.00%	0.00%	0.56%	0.00%	0.90%	0.83%	0.75%	0.37%	0.00%	0.68%	0.00%	0.00%	0.64%	0.66%	0.34%	0.49%									
30	"12. Политическая партия ""КОММУНИСТИЧЕСКАЯ ПАРТИЯ РОССИЙСКОЙ ФЕДЕРАЦИИ"""	1656	174	95	55	52	36	19	37	43	7	3	56	38	22	59	33	31	24	32	178	126	77	13	16	36	12	15	28	11	39	12	11	39	11	9	3	81	76	16	22	9									
		12.74%	17.88%	16.32%	14.18%	9.87%	12.29%	6.09%	21.02%	11.78%	5.69%	3.95%	12.04%	10.64%	13.50%	12.55%	10.78%	10.73%	8.60%	10.39%	16.95%	18.48%	12.75%	12.38%	6.13%	9.76%	10.53%	13.16%	15.56%	7.19%	17.49%	10.00%	8.27%	14.34%	11.83%	6.16%	1.43%	18.16%	16.14%	5.28%	7.53%	4.41%									
31	"13. Политическая партия ""ПАТРИОТЫ РОССИИ"""	42	1	2	1	5	1	0	0	1	0	0	1	1	0	1	0	2	3	2	8	4	0	0	1	3	0	1	0	0	1	0	1	0	0	1	0	0	1	0	0	0									
		0.32%	0.10%	0.34%	0.26%	0.95%	0.34%	0.00%	0.00%	0.27%	0.00%	0.00%	0.22%	0.28%	0.00%	0.21%	0.00%	0.69%	1.08%	0.65%	0.76%	0.59%	0.00%	0.00%	0.38%	0.81%	0.00%	0.88%	0.00%	0.00%	0.45%	0.00%	0.75%	0.00%	0.00%	0.68%	0.00%	0.00%	0.21%	0.00%	0.00%	0.00%									
32	14. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	618	27	16	20	30	23	4	3	32	8	4	21	17	8	33	8	9	16	12	42	30	53	2	2	24	3	6	3	4	11	3	1	26	5	6	23	18	35	14	13	3									
		4.75%	2.77%	2.75%	5.15%	5.69%	7.85%	1.28%	1.70%	8.77%	6.50%	5.26%	4.52%	4.76%	4.91%	7.02%	2.61%	3.11%	5.73%	3.90%	4.00%	4.40%	8.77%	1.90%	0.77%	6.50%	2.63%	5.26%	1.67%	2.61%	4.93%	2.50%	0.75%	9.56%	5.38%	4.11%	10.95%	4.04%	7.43%	4.62%	4.45%	1.47%									
																																																			
																																																			
																																																			
																																																			
																																																			
																																																			
																																																			
																																																			
																																																			
																																																			
																																																			
																																																			
																																																			
																																																			
																																																			
																																																			
																																																			
																																																			
																																																			
																																																			
																																																			
																																																			
