Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации четвертого созыва																								
Дата голосования: 07.12.2003 0:00:00																								
																								
Наименование Избирательной комиссии:    Кизлярская городская																								
																								
Сводная таблица итогов голосования по пропорциональной системе выборов (Протокол №2)																								
																								
		Сумма	УИК №1535	УИК №1536	УИК №1537	УИК №1538	УИК №1539	УИК №1540	УИК №1541	УИК №1542	УИК №1543	УИК №1544	УИК №1545	УИК №1546	УИК №1547	УИК №1548	УИК №1549	УИК №1550	УИК №1551					
12	"Число открепительных удостоверений, выданных участковыми комиссиями"	22	0	0	3	0	2	0	0	0	3	0	4	8	0	0	0	1	1					
13	"Число избирателей, проголосовавших по открепительным удостоверениям"	12	0	2	2	0	0	0	1	0	2	0	1	0	0	1	2	1	0					
14	Число погашенных открепительных удостоверений	178	15	10	12	15	8	10	10	10	7	15	6	2	10	15	15	9	9					
15	Число открепительных удостоверений выданных ТИК	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
16	Число утраченных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	Число не учтенных при получении бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																								
18	"1. ""ЕДИНЕНИЕ"""	124	4	8	14	9	7	1	7	12	0	3	4	14	6	15	4	8	8					
		1.18%	0.72%	1.12%	2.39%	1.51%	1.63%	0.18%	1.22%	1.56%	0.0%	0.61%	0.78%	1.92%	1.05%	1.95%	0.74%	1.56%	0.89%					
19	"2. ""СОЮЗ ПРАВЫХ СИЛ"""	66	3	7	0	4	4	3	3	1	1	7	1	4	2	15	1	3	7					
		0.62%	0.54%	0.98%	0.0%	0.67%	0.93%	0.56%	0.52%	0.13%	0.12%	1.44%	0.19%	0.55%	0.35%	1.95%	0.18%	0.58%	0.78%					
20	"3. ""РОССИЙСКАЯ ПАРТИЯ ПЕНСИОНЕРОВ И ПАРТИЯ СОЦИАЛЬНОЙ СПРАВЕДЛИВОСТИ"""	295	13	21	11	17	21	20	18	16	10	7	21	17	24	19	14	10	36					
		2.80%	2.36%	2.94%	1.88%	2.86%	4.91%	3.73%	3.14%	2.08%	1.29%	1.44%	4.13%	2.34%	4.22%	2.47%	2.60%	1.96%	4.04%					
21	"4. ""Российская демократическая партия ""ЯБЛОКО"""	84	1	2	4	9	10	2	1	3	0	3	0	3	6	22	4	5	9					
		0.79%	0.18%	0.28%	0.68%	1.51%	2.34%	0.37%	0.17%	0.39%	0.0%	0.61%	0.0%	0.41%	1.05%	2.86%	0.74%	0.98%	1.01%					
22	"5. ""За Русь Святую"""	39	0	0	4	4	3	1	0	1	0	2	4	2	1	10	0	1	6					
		0.37%	0.0%	0.0%	0.68%	0.67%	0.70%	0.18%	0.0%	0.13%	0.0%	0.41%	0.78%	0.27%	0.17%	1.30%	0.0%	0.19%	0.67%					
23	"6. ""Объединенная Российская партия ""Русь"""	26	1	1	0	1	1	3	0	1	3	2	0	1	1	4	3	0	4					
		0.24%	0.18%	0.14%	0.0%	0.16%	0.23%	0.56%	0.0%	0.13%	0.38%	0.41%	0.0%	0.13%	0.17%	0.52%	0.55%	0.0%	0.44%					
24	"7. ""Новый курс - Автомобильная Россия"""	29	1	3	0	1	0	1	2	3	2	2	1	2	1	2	6	1	1					
		0.27%	0.18%	0.42%	0.0%	0.16%	0.0%	0.18%	0.34%	0.39%	0.25%	0.41%	0.19%	0.27%	0.17%	0.26%	1.11%	0.19%	0.11%					
25	"8. ""Народно-республиканская партия России"""	17	0	0	0	1	0	0	2	0	3	2	1	2	1	2	0	2	1					
		0.16%	0.0%	0.0%	0.0%	0.16%	0.0%	0.0%	0.34%	0.0%	0.38%	0.41%	0.19%	0.27%	0.17%	0.26%	0.0%	0.39%	0.11%					
26	"9. ""Российская экологическая партия ""Зеленые"""	33	2	1	3	0	3	10	0	0	0	0	2	0	3	2	1	1	5					
		0.31%	0.36%	0.14%	0.51%	0.0%	0.70%	1.86%	0.0%	0.0%	0.0%	0.0%	0.39%	0.0%	0.52%	0.26%	0.18%	0.19%	0.56%					
27	"10. ""Аграрная партия России"""	683	34	87	43	19	12	21	18	49	65	53	71	92	21	25	23	25	25					
		6.50%	6.19%	12.21%	7.35%	3.20%	2.81%	3.92%	3.14%	6.38%	8.40%	10.90%	13.97%	12.67%	3.69%	3.25%	4.27%	4.90%	2.81%					
28	"11. ""Истинные патриоты России"""	195	5	7	10	5	15	14	10	12	8	8	4	8	13	10	18	17	31					
		1.85%	0.91%	0.98%	1.70%	0.84%	3.51%	2.61%	1.74%	1.56%	1.03%	1.64%	0.78%	1.10%	2.28%	1.30%	3.34%	3.33%	3.48%					
29	"12. ""НАРОДНАЯ ПАРТИЯ Российской Федерации"""	64	2	2	3	3	2	1	5	6	0	1	3	2	6	8	2	8	10					
		0.60%	0.36%	0.28%	0.51%	0.50%	0.46%	0.18%	0.87%	0.78%	0.0%	0.20%	0.59%	0.27%	1.05%	1.04%	0.37%	1.56%	1.12%					
30	"13. ""Демократическая партия России"""	45	5	3	1	6	4	0	3	5	2	3	3	4	1	2	1	0	2					
		0.42%	0.91%	0.42%	0.17%	1.01%	0.93%	0.0%	0.52%	0.65%	0.25%	0.61%	0.59%	0.55%	0.17%	0.26%	0.18%	0.0%	0.22%					
31	"14. ""Великая Россия - Евразийский Союз"""	27	1	0	0	2	1	0	0	6	3	3	0	0	0	3	4	2	2					
		0.25%	0.18%	0.0%	0.0%	0.33%	0.23%	0.0%	0.0%	0.78%	0.38%	0.61%	0.0%	0.0%	0.0%	0.39%	0.74%	0.39%	0.22%					
32	"15. ""Партия СЛОН"""	14	0	0	0	0	0	2	1	0	1	1	1	0	0	4	3	0	1					
		0.13%	0.0%	0.0%	0.0%	0.0%	0.0%	0.37%	0.17%	0.0%	0.12%	0.20%	0.19%	0.0%	0.0%	0.52%	0.55%	0.0%	0.11%					
33	"16. ""Родина"" (народно-патриотический союз)"""	488	29	21	14	37	33	25	28	24	32	27	32	30	32	24	27	33	40					
		4.64%	5.28%	2.94%	2.39%	6.23%	7.72%	4.67%	4.89%	3.12%	4.13%	5.55%	6.29%	4.13%	5.63%	3.12%	5.01%	6.47%	4.49%					
34	"17. ""Партия Мира и Единства (ПМЕ)"""	27	1	2	0	3	1	3	2	4	0	1	0	1	3	2	2	1	1					
		0.25%	0.18%	0.28%	0.0%	0.50%	0.23%	0.56%	0.34%	0.52%	0.0%	0.20%	0.0%	0.13%	0.52%	0.26%	0.37%	0.19%	0.11%					
35	"18. ""ЛДПР"""	825	17	23	55	66	17	39	43	49	39	26	44	46	46	119	47	50	99					
		7.85%	3.09%	3.23%	9.40%	11.12%	3.98%	7.28%	7.51%	6.38%	5.04%	5.34%	8.66%	6.33%	8.09%	15.47%	8.73%	9.80%	11.13%					
36	"19. ""Партия Возрождения России - Российская партия ЖИЗНИ"""	199	21	7	6	8	10	12	5	8	15	8	6	21	24	13	8	11	16					
		1.89%	3.82%	0.98%	1.02%	1.34%	2.34%	2.24%	0.87%	1.04%	1.94%	1.64%	1.18%	2.89%	4.22%	1.69%	1.48%	2.15%	1.79%					
37	"20. ""Политическая партия ""Единая Россия"""	3453	152	296	279	185	129	228	231	302	259	145	121	223	154	282	130	123	214					
		32.86%	27.68%	41.57%	47.69%	31.19%	30.21%	42.61%	40.38%	39.37%	33.50%	29.83%	23.81%	30.71%	27.11%	36.67%	24.16%	24.11%	24.07%					
38	"21. ""Российская Конституционно-демократическая партия"""	12	1	0	1	0	0	1	0	2	1	1	1	0	0	2	2	0	0					
		0.11%	0.18%	0.0%	0.17%	0.0%	0.0%	0.18%	0.0%	0.26%	0.12%	0.20%	0.19%	0.0%	0.0%	0.26%	0.37%	0.0%	0.0%					
39	"22. ""Развитие предпринимательства"""	19	0	0	1	0	0	0	1	4	1	0	1	0	0	6	2	0	3					
		0.18%	0.0%	0.0%	0.17%	0.0%	0.0%	0.0%	0.17%	0.52%	0.12%	0.0%	0.19%	0.0%	0.0%	0.78%	0.37%	0.0%	0.33%					
40	"23. ""Коммунистическая партия Российской Федерации (КПРФ)"""	3160	219	177	102	184	130	123	168	239	302	165	168	236	182	119	199	160	287					
		30.07%	39.89%	24.85%	17.43%	31.02%	30.44%	22.99%	29.37%	31.16%	39.06%	33.95%	33.07%	32.50%	32.04%	15.47%	36.98%	31.37%	32.28%					
																								
41	Против всех	454	27	36	22	24	18	20	14	15	19	16	14	15	35	50	25	43	61					
		4.32%	4.91%	5.05%	3.76%	4.04%	4.21%	3.73%	2.44%	1.95%	2.45%	3.29%	2.75%	2.06%	6.16%	6.50%	4.64%	8.43%	6.86%					
																								
																								
																								
																								
																								
																								
																								
																								
																								
																								
																								
																								
																								
																								
																								
