Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации шестого созыва																																					
Дата голосования: 04.12.2011																																					
																																					
Наименование Избирательной комиссии:    Железноводская городская																																					
																																					
Сводная таблица результатов выборов																																					
																																					
		Сумма	УИК №426	УИК №427	УИК №428	УИК №429	УИК №430	УИК №431	УИК №432	УИК №433	УИК №434	УИК №435	УИК №436	УИК №437	УИК №438	УИК №439	УИК №440	УИК №441	УИК №442	УИК №443	УИК №444	УИК №445	УИК №446	УИК №447	УИК №448	УИК №449	УИК №450	УИК №451	УИК №452	УИК №453	УИК №454	УИК №455					
		26.79%	23.60%	30.41%	24.60%	28.06%	21.82%	30.13%	29.39%	29.49%	26.51%	21.89%	49.32%	38.46%	31.23%	42.86%	20.83%	40.59%	18.73%	30.37%	27.50%	29.17%	26.87%	27.76%	42.52%	30.69%	28.35%	26.74%	9.50%	27.55%	25.62%	24.64%					
23	"5. Политическая партия ""Российская объединенная демократическая партия ""ЯБЛОКО"""	626	32	14	21	25	25	19	11	20	33	30	14	4	17	1	30	10	12	24	14	35	29	43	12	18	15	32	2	22	34	28					
		3.18%	2.21%	2.50%	2.39%	3.22%	2.50%	3.20%	1.91%	2.62%	3.99%	2.49%	9.46%	3.85%	5.96%	3.57%	3.29%	4.95%	4.24%	2.85%	3.89%	3.67%	3.93%	5.21%	2.56%	2.59%	2.91%	3.42%	0.45%	2.81%	4.01%	4.06%					
24	"6. Всероссийская политическая партия ""ЕДИНАЯ РОССИЯ"""	7380	664	144	342	247	504	157	162	212	303	574	27	26	77	5	442	52	117	273	118	319	246	257	130	202	173	386	358	273	350	240					
		37.50%	45.82%	25.76%	38.95%	31.79%	50.45%	26.43%	28.17%	27.79%	36.68%	47.60%	18.24%	25.00%	27.02%	17.86%	48.46%	25.74%	41.34%	32.38%	32.78%	33.47%	33.38%	31.15%	27.78%	29.11%	33.59%	41.28%	80.99%	34.82%	41.32%	34.78%					
25	"7. Всероссийская политическая партия ""ПРАВОЕ ДЕЛО"""	112	7	2	2	2	1	5	3	7	3	4	1	0	3	2	3	1	2	4	3	5	5	7	2	6	6	12	2	5	5	2					
		0.57%	0.48%	0.36%	0.23%	0.26%	0.10%	0.84%	0.52%	0.92%	0.36%	0.33%	0.68%	0.00%	1.05%	7.14%	0.33%	0.50%	0.71%	0.47%	0.83%	0.52%	0.68%	0.85%	0.43%	0.86%	1.17%	1.28%	0.45%	0.64%	0.59%	0.29%					
																																					
																																					
																																					
																																					
																																					
																																					
																																					
																																					
																																					
																																					
																																					
																																					
																																					
																																					
																																					
																																					
																																					
																																					
