Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации седьмого созыва																																																
Дата голосования: 18.09.2016																																																
																																																
Наименование Избирательной комиссии:    Волоконовская																																																
																																																
Сводная таблица итогов голосования по федеральному избирательному округу																																																
																																																
		Сумма	УИК №446	УИК №447	УИК №448	УИК №449	УИК №450	УИК №451	УИК №452	УИК №453	УИК №454	УИК №455	УИК №456	УИК №457	УИК №458	УИК №459	УИК №460	УИК №461	УИК №462	УИК №463	УИК №464	УИК №465	УИК №466	УИК №467	УИК №468	УИК №469	УИК №470	УИК №471	УИК №472	УИК №473	УИК №474	УИК №475	УИК №476	УИК №477	УИК №478	УИК №479	УИК №480	УИК №481	УИК №482									
19	"1. ВСЕРОССИЙСКАЯ ПОЛИТИЧЕСКАЯ ПАРТИЯ ""РОДИНА"""	119	2	7	14	7	8	8	3	11	9	4	0	1	0	4	0	1	2	0	1	3	5	0	0	9	2	1	4	1	0	2	2	0	7	0	0	0	1									
		0.53%	0.33%	0.57%	1.15%	0.55%	0.87%	0.80%	0.41%	1.01%	1.12%	1.20%	0.00%	0.17%	0.00%	0.64%	0.00%	0.65%	0.27%	0.00%	0.24%	0.19%	0.29%	0.00%	0.00%	1.25%	0.69%	0.34%	1.18%	0.17%	0.00%	0.35%	0.93%	0.00%	1.20%	0.00%	0.00%	0.00%	0.16%									
20	2. Политическая партия КОММУНИСТИЧЕСКАЯ ПАРТИЯ КОММУНИСТЫ РОССИИ	365	11	18	29	38	16	21	21	33	6	6	5	11	4	10	2	2	2	0	4	19	6	0	0	18	6	2	7	6	3	8	2	10	7	12	4	3	13									
		1.63%	1.79%	1.46%	2.39%	3.01%	1.73%	2.10%	2.90%	3.02%	0.75%	1.81%	2.56%	1.84%	0.85%	1.61%	1.37%	1.29%	0.27%	0.00%	0.94%	1.18%	0.35%	0.00%	0.00%	2.50%	2.08%	0.68%	2.06%	1.04%	0.91%	1.41%	0.93%	2.03%	1.20%	2.98%	1.63%	1.50%	2.13%									
21	"3. Политическая партия ""Российская партия пенсионеров за справедливость"""	231	2	25	18	28	10	15	9	15	4	6	3	3	5	7	0	0	1	0	0	17	8	0	0	5	0	5	3	5	0	7	0	8	8	7	0	0	7									
		1.03%	0.33%	2.03%	1.48%	2.22%	1.08%	1.50%	1.24%	1.37%	0.50%	1.81%	1.54%	0.50%	1.06%	1.13%	0.00%	0.00%	0.14%	0.00%	0.00%	1.06%	0.47%	0.00%	0.00%	0.69%	0.00%	1.69%	0.88%	0.87%	0.00%	1.23%	0.00%	1.62%	1.37%	1.74%	0.00%	0.00%	1.15%									
22	"4. Всероссийская политическая партия ""ЕДИНАЯ РОССИЯ"""	14958	462	612	701	600	482	506	394	633	594	209	116	487	419	406	132	116	633	154	364	1245	1342	282	159	454	192	166	181	440	302	333	165	381	324	267	188	134	383									
		66.73%	75.24%	49.64%	57.79%	47.51%	52.22%	50.55%	54.42%	57.97%	74.16%	62.95%	59.49%	81.30%	89.15%	65.27%	90.41%	74.84%	86.24%	83.24%	85.65%	77.28%	78.34%	92.46%	83.25%	62.97%	66.44%	56.27%	53.39%	76.26%	91.24%	58.73%	76.39%	77.28%	55.57%	66.25%	76.42%	67.00%	62.89%									
23	"5. Политическая партия ""Российская экологическая партия ""Зеленые"""	64	1	9	3	3	5	6	2	4	2	0	0	1	0	0	0	1	0	0	0	0	5	0	0	2	2	1	8	1	0	2	0	3	1	0	0	1	1									
		0.29%	0.16%	0.73%	0.25%	0.24%	0.54%	0.60%	0.28%	0.37%	0.25%	0.00%	0.00%	0.17%	0.00%	0.00%	0.00%	0.65%	0.00%	0.00%	0.00%	0.00%	0.29%	0.00%	0.00%	0.28%	0.69%	0.34%	2.36%	0.17%	0.00%	0.35%	0.00%	0.61%	0.17%	0.00%	0.00%	0.50%	0.16%									
24	"6. Политическая партия ""Гражданская Платформа"""	28	0	1	0	6	2	1	0	0	1	1	0	3	0	0	0	0	0	0	0	0	3	0	0	1	0	0	4	1	0	0	0	2	0	1	0	0	1									
		0.12%	0.00%	0.08%	0.00%	0.48%	0.22%	0.10%	0.00%	0.00%	0.12%	0.30%	0.00%	0.50%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.18%	0.00%	0.00%	0.14%	0.00%	0.00%	1.18%	0.17%	0.00%	0.00%	0.00%	0.41%	0.00%	0.25%	0.00%	0.00%	0.16%									
25	7. Политическая партия ЛДПР - Либерально-демократическая партия России	2816	71	245	182	253	188	207	129	157	68	52	29	31	19	87	3	10	51	16	24	95	150	12	11	112	36	66	53	54	3	81	18	20	89	43	21	23	107									
		12.56%	11.56%	19.87%	15.00%	20.03%	20.37%	20.68%	17.82%	14.38%	8.49%	15.66%	14.87%	5.18%	4.04%	13.99%	2.05%	6.45%	6.95%	8.65%	5.65%	5.90%	8.76%	3.93%	5.76%	15.53%	12.46%	22.37%	15.63%	9.36%	0.91%	14.29%	8.33%	4.06%	15.27%	10.67%	8.54%	11.50%	17.57%									
26	"8. Политическая партия ""Партия народной свободы"" (ПАРНАС)"	41	1	5	2	1	2	1	1	3	0	1	1	0	0	0	0	1	0	0	0	2	4	0	0	2	0	0	5	0	0	1	0	0	2	2	3	0	1									
		0.18%	0.16%	0.41%	0.16%	0.08%	0.22%	0.10%	0.14%	0.27%	0.00%	0.30%	0.51%	0.00%	0.00%	0.00%	0.00%	0.65%	0.00%	0.00%	0.00%	0.12%	0.23%	0.00%	0.00%	0.28%	0.00%	0.00%	1.47%	0.00%	0.00%	0.18%	0.00%	0.00%	0.34%	0.50%	1.22%	0.00%	0.16%									
27	"9. Всероссийская политическая партия ""ПАРТИЯ РОСТА"""	64	1	6	5	2	8	4	0	5	0	1	2	1	0	1	0	2	0	0	0	9	4	0	0	1	0	0	4	3	0	0	1	1	2	1	0	0	0									
		0.29%	0.16%	0.49%	0.41%	0.16%	0.87%	0.40%	0.00%	0.46%	0.00%	0.30%	1.03%	0.17%	0.00%	0.16%	0.00%	1.29%	0.00%	0.00%	0.00%	0.56%	0.23%	0.00%	0.00%	0.14%	0.00%	0.00%	1.18%	0.52%	0.00%	0.00%	0.46%	0.20%	0.34%	0.25%	0.00%	0.00%	0.00%									
28	"10. Общественная организация Всероссийская политическая партия ""Гражданская Сила"""	26	0	1	0	1	4	1	0	0	1	1	1	0	0	0	0	0	0	0	0	1	1	1	0	2	0	3	1	0	0	2	0	2	2	0	0	1	0									
		0.12%	0.00%	0.08%	0.00%	0.08%	0.43%	0.10%	0.00%	0.00%	0.12%	0.30%	0.51%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.06%	0.06%	0.33%	0.00%	0.28%	0.00%	1.02%	0.29%	0.00%	0.00%	0.35%	0.00%	0.41%	0.34%	0.00%	0.00%	0.50%	0.00%									
29	"11. Политическая партия ""Российская объединенная демократическая партия ""ЯБЛОКО"""	69	2	6	3	7	1	2	1	6	4	1	0	2	0	0	0	2	0	1	0	8	6	0	0	3	2	6	2	1	0	2	0	1	0	0	0	0	0									
		0.31%	0.33%	0.49%	0.25%	0.55%	0.11%	0.20%	0.14%	0.55%	0.50%	0.30%	0.00%	0.33%	0.00%	0.00%	0.00%	1.29%	0.00%	0.54%	0.00%	0.50%	0.35%	0.00%	0.00%	0.42%	0.69%	2.03%	0.59%	0.17%	0.00%	0.35%	0.00%	0.20%	0.00%	0.00%	0.00%	0.00%	0.00%									
30	"12. Политическая партия ""КОММУНИСТИЧЕСКАЯ ПАРТИЯ РОССИЙСКОЙ ФЕДЕРАЦИИ"""	2710	38	233	207	261	160	194	119	165	88	39	33	29	15	85	1	10	41	12	26	45	145	4	19	86	37	40	46	49	19	117	26	53	114	57	22	25	50									
		12.09%	6.19%	18.90%	17.07%	20.67%	17.33%	19.38%	16.44%	15.11%	10.99%	11.75%	16.92%	4.84%	3.19%	13.67%	0.68%	6.45%	5.59%	6.49%	6.12%	2.79%	8.46%	1.31%	9.95%	11.93%	12.80%	13.56%	13.57%	8.49%	5.74%	20.63%	12.04%	10.75%	19.55%	14.14%	8.94%	12.50%	8.21%									
31	"13. Политическая партия ""ПАТРИОТЫ РОССИИ"""	29	0	1	4	1	2	2	1	2	2	1	0	1	0	1	0	0	0	1	0	2	2	0	0	0	0	0	2	0	0	1	0	0	2	0	0	0	1									
		0.13%	0.00%	0.08%	0.33%	0.08%	0.22%	0.20%	0.14%	0.18%	0.25%	0.30%	0.00%	0.17%	0.00%	0.16%	0.00%	0.00%	0.00%	0.54%	0.00%	0.12%	0.12%	0.00%	0.00%	0.00%	0.00%	0.00%	0.59%	0.00%	0.00%	0.18%	0.00%	0.00%	0.34%	0.00%	0.00%	0.00%	0.16%									
32	14. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	530	9	46	31	30	17	19	23	31	8	3	4	12	8	13	1	0	2	0	6	159	20	3	0	14	7	2	8	7	1	3	1	6	16	5	2	2	11									
		2.36%	1.47%	3.73%	2.56%	2.38%	1.84%	1.90%	3.18%	2.84%	0.99%	0.90%	2.05%	2.00%	1.70%	2.09%	0.68%	0.00%	0.27%	0.00%	1.41%	9.87%	1.17%	0.98%	0.00%	1.94%	2.42%	0.68%	2.36%	1.21%	0.30%	0.53%	0.46%	1.22%	2.74%	1.24%	0.81%	1.00%	1.81%									
																																																
																																																
																																																
																																																
																																																
																																																
																																																
																																																
																																																
																																																
																																																
																																																
																																																
																																																
																																																
																																																
																																																
																																																
																																																
																																																
																																																
																																																
