Выборы Президента Российской Федерации																																									
																																									
Наименование Избирательной комиссии:    Коломенская																																									
																																									
Итоги голосования 																																									
																																									
		Сумма	УИК №816	УИК №817	УИК №818	УИК №819	УИК №820	УИК №821	УИК №822	УИК №823	УИК №824	УИК №825	УИК №826	УИК №827	УИК №828	УИК №829	УИК №830	УИК №831	УИК №832	УИК №833	УИК №834	УИК №835	УИК №836	УИК №837	УИК №838	УИК №839	УИК №840	УИК №841	УИК №842	УИК №843	УИК №844	УИК №845	УИК №846	УИК №847	УИК №848	УИК №849					
		0.59%	1.07%	0.56%	0.41%	0.56%	0.37%	0.00%	0.73%	0.69%	0.00%	0.23%	0.25%	0.61%	0.38%	0.49%	0.72%	0.74%	0.46%	0.60%	1.46%	0.93%	0.38%	1.11%	0.95%	0.79%	0.84%	0.60%	0.76%	0.20%	0.53%	0.43%	0.24%	0.00%	0.35%	0.41%					
21	. Путин Владимир Владимирович	16518	420	728	1038	431	618	160	610	546	152	368	677	495	597	480	216	291	498	1211	839	346	1099	287	250	291	455	134	912	400	423	177	344	121	697	207					
		76.93%	74.73%	68.29%	85.29%	81.17%	76.67%	68.67%	74.66%	75.21%	84.92%	84.40%	83.58%	75.92%	75.09%	78.30%	78.26%	71.50%	75.57%	73.08%	71.83%	80.47%	83.38%	79.94%	79.37%	76.38%	76.21%	80.72%	69.62%	78.12%	75.27%	76.62%	80.94%	83.45%	80.39%	85.19%					
22	. Хакамада Ирина Муцуовна	480	15	28	13	18	15	8	17	10	1	3	16	7	22	13	6	5	13	56	24	3	29	8	6	7	5	1	68	5	17	6	12	0	17	6					
		2.24%	2.67%	2.63%	1.07%	3.39%	1.86%	3.43%	2.08%	1.38%	0.56%	0.69%	1.98%	1.07%	2.77%	2.12%	2.17%	1.23%	1.97%	3.38%	2.05%	0.70%	2.20%	2.23%	1.90%	1.84%	0.84%	0.60%	5.19%	0.98%	3.02%	2.60%	2.82%	0.00%	1.96%	2.47%					
23	. Харитонов Николай Михайлович	2251	60	171	79	41	86	24	129	88	7	25	58	98	97	66	31	67	97	161	114	41	96	18	33	49	86	16	95	68	79	30	35	14	75	17					
		10.48%	10.68%	16.04%	6.49%	7.72%	10.67%	10.30%	15.79%	12.12%	3.91%	5.73%	7.16%	15.03%	12.20%	10.77%	11.23%	16.46%	14.72%	9.72%	9.76%	9.53%	7.28%	5.01%	10.48%	12.86%	14.41%	9.64%	7.25%	13.28%	14.06%	12.99%	8.24%	9.66%	8.65%	7.00%					
																																									
24	Против всех	759	20	56	19	9	33	20	12	28	4	7	31	15	27	10	10	9	17	90	31	11	38	14	9	7	17	4	129	17	15	4	15	6	23	2					
		3.54%	3.56%	5.25%	1.56%	1.69%	4.09%	8.58%	1.47%	3.86%	2.23%	1.61%	3.83%	2.30%	3.40%	1.63%	3.62%	2.21%	2.58%	5.43%	2.65%	2.56%	2.88%	3.90%	2.86%	1.84%	2.85%	2.41%	9.85%	3.32%	2.67%	1.73%	3.53%	4.14%	2.65%	0.82%					
																																									
																																									
																																									
																																									
																																									
																																									
																																									
																																									
																																									
																																									
																																									
																																									
																																									
																																									
																																									
