Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации седьмого созыва																																															
Дата голосования: 18.09.2016																																															
																																															
Наименование Избирательной комиссии:    Чаплыгинская																																															
																																															
Сводная таблица итогов голосования по федеральному избирательному округу																																															
																																															
		Сумма	УИК №2001	УИК №2002	УИК №2003	УИК №2004	УИК №2005	УИК №2006	УИК №2007	УИК №2008	УИК №2009	УИК №2010	УИК №2011	УИК №2012	УИК №2013	УИК №2014	УИК №2015	УИК №2016	УИК №2017	УИК №2018	УИК №2019	УИК №2020	УИК №2021	УИК №2022	УИК №2023	УИК №2024	УИК №2025	УИК №2026	УИК №2027	УИК №2028	УИК №2029	УИК №2030	УИК №2031	УИК №2032	УИК №2033	УИК №2034	УИК №2035	УИК №2036									
11	"Число открепительных удостоверений, полученных участковой избирательной комиссией"	256	10	15	13	18	5	5	5	5	5	5	5	5	5	5	5	5	5	10	10	10	5	5	5	5	5	5	5	5	15	5	5	5	5	5	20	5									
12	"Число открепительных удостоверений, выданных на избирательном участке до дня голосования"	150	10	12	11	18	5	0	1	4	0	1	2	1	2	0	0	3	3	4	10	10	5	1	2	3	0	0	0	3	15	0	4	0	0	2	16	2									
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательном участке"	84	12	10	7	7	3	0	7	1	0	0	0	0	3	1	0	0	0	2	5	4	2	3	2	0	0	0	0	0	3	0	3	5	1	1	2	0									
14	Число погашенных неиспользованных открепительных удостоверений	106	0	3	2	0	0	5	4	1	5	4	3	4	3	5	5	2	2	6	0	0	0	4	3	2	5	5	5	2	0	5	1	5	5	3	4	3									
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	41	7	7	3	2	0	0	0	0	2	0	0	0	0	1	0	0	3	1	2	0	2	0	1	0	0	0	1	1	0	0	0	1	0	1	6	0									
16	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
17	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
18	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
																																															
19	"1. ВСЕРОССИЙСКАЯ ПОЛИТИЧЕСКАЯ ПАРТИЯ ""РОДИНА"""	173	28	26	30	19	1	0	0	0	0	2	5	0	1	2	9	0	0	10	6	4	0	3	0	5	0	3	0	2	0	0	1	0	4	4	8	0									
		1.09%	2.34%	1.76%	2.60%	1.46%	0.51%	0.00%	0.00%	0.00%	0.00%	0.93%	1.14%	0.00%	0.49%	1.04%	3.72%	0.00%	0.00%	1.31%	0.61%	0.56%	0.00%	1.09%	0.00%	2.04%	0.00%	0.61%	0.00%	0.67%	0.00%	0.00%	0.19%	0.00%	1.54%	0.87%	1.54%	0.00%									
20	2. Политическая партия КОММУНИСТИЧЕСКАЯ ПАРТИЯ КОММУНИСТЫ РОССИИ	307	32	56	35	29	21	6	0	0	8	5	11	7	1	4	11	0	0	17	13	12	1	1	0	0	0	4	1	8	0	0	1	2	6	11	4	0									
		1.93%	2.67%	3.79%	3.03%	2.23%	10.77%	3.43%	0.00%	0.00%	14.55%	2.31%	2.51%	1.56%	0.49%	2.07%	4.55%	0.00%	0.00%	2.22%	1.32%	1.67%	0.13%	0.36%	0.00%	0.00%	0.00%	0.81%	0.37%	2.68%	0.00%	0.00%	0.19%	0.85%	2.31%	2.40%	0.77%	0.00%									
21	"3. Политическая партия ""Российская партия пенсионеров за справедливость"""	266	34	43	38	56	0	1	0	0	0	1	2	3	1	5	4	0	1	27	9	7	2	1	0	3	0	3	0	3	0	0	1	0	3	5	12	1									
		1.67%	2.84%	2.91%	3.29%	4.31%	0.00%	0.57%	0.00%	0.00%	0.00%	0.46%	0.46%	0.67%	0.49%	2.59%	1.65%	0.00%	0.34%	3.53%	0.92%	0.97%	0.25%	0.36%	0.00%	1.22%	0.00%	0.61%	0.00%	1.01%	0.00%	0.00%	0.19%	0.00%	1.15%	1.09%	2.31%	1.10%									
22	"4. Всероссийская политическая партия ""ЕДИНАЯ РОССИЯ"""	11221	631	781	591	650	146	127	260	179	41	190	396	374	173	130	168	158	277	438	685	491	718	254	364	183	55	404	255	234	199	83	466	208	219	306	309	78									
		70.48%	52.63%	52.88%	51.12%	50.08%	74.87%	72.57%	89.97%	89.95%	74.55%	87.96%	90.21%	83.48%	83.98%	67.36%	69.42%	90.80%	94.22%	57.25%	69.76%	68.19%	90.89%	92.36%	96.04%	74.69%	94.83%	81.95%	93.75%	78.52%	92.13%	88.30%	90.84%	88.14%	84.23%	66.81%	59.42%	85.71%									
23	"5. Политическая партия ""Российская экологическая партия ""Зеленые"""	54	6	8	5	15	1	0	0	0	0	0	1	2	1	0	0	0	0	3	5	4	0	0	0	0	0	0	0	0	0	0	1	0	0	0	2	0									
		0.34%	0.50%	0.54%	0.43%	1.16%	0.51%	0.00%	0.00%	0.00%	0.00%	0.00%	0.23%	0.45%	0.49%	0.00%	0.00%	0.00%	0.00%	0.39%	0.51%	0.56%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.19%	0.00%	0.00%	0.00%	0.38%	0.00%									
24	"6. Политическая партия ""Гражданская Платформа"""	21	1	5	1	3	0	0	0	0	0	0	0	0	0	3	0	0	0	1	2	2	0	0	0	0	0	1	0	0	0	0	0	0	1	1	0	0									
		0.13%	0.08%	0.34%	0.09%	0.23%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	1.55%	0.00%	0.00%	0.00%	0.13%	0.20%	0.28%	0.00%	0.00%	0.00%	0.00%	0.00%	0.20%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.38%	0.22%	0.00%	0.00%									
25	7. Политическая партия ЛДПР - Либерально-демократическая партия России	1374	162	210	148	182	16	9	2	0	0	5	1	15	5	14	16	1	3	108	142	86	5	9	11	14	2	24	3	22	0	2	5	8	9	56	71	8									
		8.63%	13.51%	14.22%	12.80%	14.02%	8.21%	5.14%	0.69%	0.00%	0.00%	2.31%	0.23%	3.35%	2.43%	7.25%	6.61%	0.57%	1.02%	14.12%	14.46%	11.94%	0.63%	3.27%	2.90%	5.71%	3.45%	4.87%	1.10%	7.38%	0.00%	2.13%	0.97%	3.39%	3.46%	12.23%	13.65%	8.79%									
26	"8. Политическая партия ""Партия народной свободы"" (ПАРНАС)"	67	2	12	13	9	2	1	0	0	0	0	0	0	0	0	1	0	0	9	5	5	0	0	0	0	0	1	0	0	0	0	0	0	0	2	5	0									
		0.42%	0.17%	0.81%	1.12%	0.69%	1.03%	0.57%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.41%	0.00%	0.00%	1.18%	0.51%	0.69%	0.00%	0.00%	0.00%	0.00%	0.00%	0.20%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.44%	0.96%	0.00%									
27	"9. Всероссийская политическая партия ""ПАРТИЯ РОСТА"""	43	9	3	8	9	1	0	1	0	0	0	0	0	0	0	0	0	0	2	2	2	0	0	0	0	0	0	0	1	0	0	1	0	1	2	1	0									
		0.27%	0.75%	0.20%	0.69%	0.69%	0.51%	0.00%	0.35%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.26%	0.20%	0.28%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.34%	0.00%	0.00%	0.19%	0.00%	0.38%	0.44%	0.19%	0.00%									
28	"10. Общественная организация Всероссийская политическая партия ""Гражданская Сила"""	16	1	2	2	4	0	0	0	0	0	0	1	0	0	0	0	0	0	2	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	2	0									
		0.10%	0.08%	0.14%	0.17%	0.31%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.23%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.26%	0.10%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.20%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.38%	0.00%									
29	"11. Политическая партия ""Российская объединенная демократическая партия ""ЯБЛОКО"""	85	7	11	17	24	1	0	0	0	0	1	1	0	0	1	0	0	0	5	1	4	0	0	0	0	0	1	0	0	0	0	1	1	0	1	7	1									
		0.53%	0.58%	0.74%	1.47%	1.85%	0.51%	0.00%	0.00%	0.00%	0.00%	0.46%	0.23%	0.00%	0.00%	0.52%	0.00%	0.00%	0.00%	0.65%	0.10%	0.56%	0.00%	0.00%	0.00%	0.00%	0.00%	0.20%	0.00%	0.00%	0.00%	0.00%	0.19%	0.42%	0.00%	0.22%	1.35%	1.10%									
30	"12. Политическая партия ""КОММУНИСТИЧЕСКАЯ ПАРТИЯ РОССИЙСКОЙ ФЕДЕРАЦИИ"""	1703	216	228	208	221	5	27	25	17	0	5	18	44	12	26	27	14	5	107	71	79	61	7	4	27	1	38	12	20	14	4	31	12	13	44	57	3									
		10.70%	18.02%	15.44%	17.99%	17.03%	2.56%	15.43%	8.65%	8.54%	0.00%	2.31%	4.10%	9.82%	5.83%	13.47%	11.16%	8.05%	1.70%	13.99%	7.23%	10.97%	7.72%	2.55%	1.06%	11.02%	1.72%	7.71%	4.41%	6.71%	6.48%	4.26%	6.04%	5.08%	5.00%	9.61%	10.96%	3.30%									
31	"13. Политическая партия ""ПАТРИОТЫ РОССИИ"""	60	8	11	7	7	0	0	0	0	0	0	2	0	0	3	0	0	0	4	7	1	0	0	0	0	0	2	0	0	0	0	0	0	0	1	7	0									
		0.38%	0.67%	0.74%	0.61%	0.54%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.46%	0.00%	0.00%	1.55%	0.00%	0.00%	0.00%	0.52%	0.71%	0.14%	0.00%	0.00%	0.00%	0.00%	0.00%	0.41%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.22%	1.35%	0.00%									
32	14. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	296	36	52	42	51	1	1	0	0	0	1	1	0	1	5	5	1	0	19	14	11	1	0	0	3	0	9	0	6	3	0	2	1	1	9	20	0									
		1.86%	3.00%	3.52%	3.63%	3.93%	0.51%	0.57%	0.00%	0.00%	0.00%	0.46%	0.23%	0.00%	0.49%	2.59%	2.07%	0.57%	0.00%	2.48%	1.43%	1.53%	0.13%	0.00%	0.00%	1.22%	0.00%	1.83%	0.00%	2.01%	1.39%	0.00%	0.39%	0.42%	0.38%	1.97%	3.85%	0.00%									
																																															
																																															
																																															
																																															
																																															
																																															
																																															
																																															
																																															
																																															
																																															
																																															
																																															
																																															
																																															
																																															
																																															
																																															
																																															
																																															
																																															
																																															
