Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации пятого созыва																																																														
Дата голосования: 02.12.2007																																																														
																																																														
Наименование Избирательной комиссии:    Кетовская																																																														
																																																														
Сводная таблица результатов выборов																																																														
																																																														
		Сумма	УИК №450	УИК №451	УИК №452	УИК №453	УИК №454	УИК №455	УИК №456	УИК №457	УИК №458	УИК №459	УИК №460	УИК №461	УИК №462	УИК №463	УИК №464	УИК №465	УИК №466	УИК №467	УИК №468	УИК №469	УИК №470	УИК №471	УИК №472	УИК №473	УИК №474	УИК №475	УИК №476	УИК №477	УИК №478	УИК №479	УИК №480	УИК №481	УИК №482	УИК №483	УИК №484	УИК №485	УИК №486	УИК №487	УИК №488	УИК №489	УИК №490	УИК №491	УИК №492	УИК №493	УИК №494	УИК №495	УИК №496	УИК №497	УИК №498	УИК №499	УИК №500	УИК №501	УИК №502	УИК №1187	УИК №1188					
18	1.Политическая партия «Аграрная партия России»	1260	37	24	24	42	35	13	144	174	68	32	12	37	13	28	11	13	10	8	19	2	19	15	2	4	0	22	5	15	7	37	26	2	0	21	29	7	14	1	21	2	26	10	61	6	4	14	17	18	7	71	0	5	2	16	8					
		4.87%	5.53%	3.72%	3.18%	5.98%	4.59%	4.32%	13.87%	16.62%	10.07%	9.70%	6.32%	9.23%	5.00%	4.22%	3.10%	3.68%	3.04%	3.24%	3.36%	1.56%	4.34%	2.42%	1.15%	2.99%	0.00%	4.16%	2.89%	1.87%	3.24%	3.43%	2.71%	2.50%	0.00%	1.95%	3.55%	2.55%	3.72%	0.98%	1.85%	2.30%	2.82%	1.61%	8.36%	3.13%	1.45%	3.87%	4.31%	2.97%	2.31%	5.86%	0.00%	6.02%	2.06%	16.33%	7.92%					
19	2.Всероссийская политическая партия «Гражданская Сила»	170	10	5	12	7	9	3	17	15	8	2	5	2	1	2	0	0	1	0	0	1	2	2	0	0	2	1	0	4	3	4	3	1	0	6	3	0	3	1	3	0	3	5	2	0	0	0	1	5	1	10	0	0	0	2	3					
		0.66%	1.49%	0.77%	1.59%	0.99%	1.18%	0.99%	1.64%	1.43%	1.19%	0.61%	2.63%	0.50%	0.38%	0.30%	0.00%	0.00%	0.30%	0.00%	0.00%	0.78%	0.46%	0.32%	0.00%	0.00%	1.10%	0.19%	0.00%	0.50%	1.39%	0.37%	0.31%	1.25%	0.00%	0.56%	0.37%	0.00%	0.80%	0.98%	0.26%	0.00%	0.33%	0.81%	0.27%	0.00%	0.00%	0.00%	0.25%	0.83%	0.33%	0.83%	0.00%	0.00%	0.00%	2.04%	2.97%					
20	3.Политическая партия «Демократическая партия России»	31	4	0	0	1	1	0	3	0	3	0	1	0	1	0	0	1	0	0	1	0	2	0	0	0	0	0	0	0	0	2	2	0	0	2	2	0	0	1	0	0	0	1	0	0	0	0	0	1	1	1	0	0	0	0	0					
		0.12%	0.60%	0.00%	0.00%	0.14%	0.13%	0.00%	0.29%	0.00%	0.44%	0.00%	0.53%	0.00%	0.38%	0.00%	0.00%	0.28%	0.00%	0.00%	0.18%	0.00%	0.46%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.19%	0.21%	0.00%	0.00%	0.19%	0.24%	0.00%	0.00%	0.98%	0.00%	0.00%	0.00%	0.16%	0.00%	0.00%	0.00%	0.00%	0.00%	0.17%	0.33%	0.08%	0.00%	0.00%	0.00%	0.00%	0.00%					
21	4.Политическая партия «Коммунистическая партия Российской Федерации»	2233	98	82	71	63	93	24	66	121	61	12	15	38	14	39	28	21	41	15	35	5	20	41	11	5	12	39	3	72	14	82	102	0	4	96	122	20	38	7	69	5	53	63	91	14	41	32	33	47	9	96	0	5	9	8	28					
		8.62%	14.65%	12.69%	9.42%	8.97%	12.19%	7.97%	6.36%	11.56%	9.04%	3.64%	7.89%	9.48%	5.38%	5.88%	7.89%	5.95%	12.46%	6.07%	6.19%	3.91%	4.57%	6.60%	6.32%	3.73%	6.63%	7.37%	1.73%	8.98%	6.48%	7.60%	10.61%	0.00%	3.20%	8.91%	14.91%	7.30%	10.11%	6.86%	6.06%	5.75%	5.75%	10.16%	12.47%	7.29%	14.91%	8.84%	8.38%	7.76%	2.97%	7.93%	0.00%	6.02%	9.28%	8.16%	27.72%					
22	5.Политическая партия «СОЮЗ ПРАВЫХ СИЛ»	118	9	3	12	5	7	4	4	4	5	1	1	4	2	0	0	2	1	2	2	0	1	1	1	0	0	2	0	4	0	7	4	1	1	2	4	1	3	3	1	0	3	1	2	0	0	0	0	5	2	1	0	0	0	0	0					
		0.46%	1.35%	0.46%	1.59%	0.71%	0.92%	1.33%	0.39%	0.38%	0.74%	0.30%	0.53%	0.99%	0.77%	0.00%	0.00%	0.57%	0.30%	0.81%	0.35%	0.00%	0.23%	0.16%	0.57%	0.00%	0.00%	0.38%	0.00%	0.50%	0.00%	0.65%	0.42%	1.25%	0.80%	0.19%	0.49%	0.36%	0.80%	2.94%	0.09%	0.00%	0.33%	0.16%	0.27%	0.00%	0.00%	0.00%	0.00%	0.83%	0.66%	0.08%	0.00%	0.00%	0.00%	0.00%	0.00%					
23	6.Политическая партия «Партия социальной справедливости»	44	0	0	1	3	1	0	2	3	0	0	0	0	0	0	0	1	0	2	0	0	1	2	0	0	0	1	0	0	0	2	4	0	0	1	2	0	0	0	3	0	3	1	1	0	1	1	1	3	2	2	0	0	0	0	0					
		0.17%	0.00%	0.00%	0.13%	0.43%	0.13%	0.00%	0.19%	0.29%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.28%	0.00%	0.81%	0.00%	0.00%	0.23%	0.32%	0.00%	0.00%	0.00%	0.19%	0.00%	0.00%	0.00%	0.19%	0.42%	0.00%	0.00%	0.09%	0.24%	0.00%	0.00%	0.00%	0.26%	0.00%	0.33%	0.16%	0.14%	0.00%	0.36%	0.28%	0.25%	0.50%	0.66%	0.17%	0.00%	0.00%	0.00%	0.00%	0.00%					
24	7.Политическая партия «Либерально-демократическая партия России»	2963	74	82	97	85	74	40	129	114	84	43	28	46	29	77	28	44	39	36	70	17	47	74	17	12	15	52	19	86	15	130	131	5	11	112	90	22	47	12	135	14	121	54	68	13	24	47	60	78	35	141	1	13	10	8	8					
		11.44%	11.06%	12.69%	12.86%	12.11%	9.70%	13.29%	12.43%	10.89%	12.44%	13.03%	14.74%	11.47%	11.15%	11.61%	7.89%	12.46%	11.85%	14.57%	12.39%	13.28%	10.73%	11.92%	9.77%	8.96%	8.29%	9.83%	10.98%	10.72%	6.94%	12.05%	13.63%	6.25%	8.80%	10.39%	11.00%	8.03%	12.50%	11.76%	11.86%	16.09%	13.14%	8.71%	9.32%	6.77%	8.73%	12.98%	15.23%	12.87%	11.55%	11.64%	1.05%	15.66%	10.31%	8.16%	7.92%					
25	8.Политическая партия «СПРАВЕДЛИВАЯ РОССИЯ: РОДИНА/ПЕНСИОНЕРЫ/ЖИЗНЬ»	1134	27	34	36	5	38	11	39	57	44	11	15	25	7	14	12	13	11	3	25	3	37	26	7	7	18	19	4	20	9	36	59	5	2	41	31	14	12	0	52	1	65	31	37	5	18	13	6	31	12	63	0	4	1	5	13					
		4.38%	4.04%	5.26%	4.77%	0.71%	4.98%	3.65%	3.76%	5.44%	6.52%	3.33%	7.89%	6.23%	2.69%	2.11%	3.38%	3.68%	3.34%	1.21%	4.42%	2.34%	8.45%	4.19%	4.02%	5.22%	9.94%	3.59%	2.31%	2.49%	4.17%	3.34%	6.14%	6.25%	1.60%	3.80%	3.79%	5.11%	3.19%	0.00%	4.57%	1.15%	7.06%	5.00%	5.07%	2.60%	6.55%	3.59%	1.52%	5.12%	3.96%	5.20%	0.00%	4.82%	1.03%	5.10%	12.87%					
26	9.Политическая партия «ПАТРИОТЫ РОССИИ»	235	6	3	6	30	10	7	6	12	10	5	3	3	3	4	1	0	2	2	8	2	2	4	1	1	0	1	1	6	0	11	14	0	0	12	4	1	0	0	11	1	5	10	2	0	3	4	0	4	2	8	0	1	0	1	2					
		0.91%	0.90%	0.46%	0.80%	4.27%	1.31%	2.33%	0.58%	1.15%	1.48%	1.52%	1.58%	0.75%	1.15%	0.60%	0.28%	0.00%	0.61%	0.81%	1.42%	1.56%	0.46%	0.64%	0.57%	0.75%	0.00%	0.19%	0.58%	0.75%	0.00%	1.02%	1.46%	0.00%	0.00%	1.11%	0.49%	0.36%	0.00%	0.00%	0.97%	1.15%	0.54%	1.61%	0.27%	0.00%	1.09%	1.10%	0.00%	0.66%	0.66%	0.66%	0.00%	1.20%	0.00%	1.02%	1.98%					
27	10.Всероссийская политическая партия «ЕДИНАЯ РОССИЯ»	17351	378	405	485	451	477	195	619	529	381	219	108	243	188	496	271	256	222	179	389	96	301	448	130	104	131	389	138	589	164	752	609	66	105	761	522	205	255	77	823	64	628	440	460	154	179	248	275	410	229	793	93	55	75	55	37					
		67.02%	56.50%	62.69%	64.32%	64.25%	62.52%	64.78%	59.63%	50.53%	56.44%	66.36%	56.84%	60.60%	72.31%	74.81%	76.34%	72.52%	67.48%	72.47%	68.85%	75.00%	68.72%	72.14%	74.71%	77.61%	72.38%	73.53%	79.77%	73.44%	75.93%	69.69%	63.37%	82.50%	84.00%	70.59%	63.81%	74.82%	67.82%	75.49%	72.32%	73.56%	68.19%	70.97%	63.01%	80.21%	65.09%	68.51%	69.80%	67.66%	75.58%	65.48%	97.89%	66.27%	77.32%	56.12%	36.63%					
28	11.Политическая партия «Российская объединенная демократическая партия «ЯБЛОКО»	152	14	4	6	4	9	2	4	10	6	5	2	1	1	1	1	1	0	0	6	0	3	3	2	1	2	0	3	0	1	9	2	0	2	5	0	1	3	0	5	0	5	2	4	0	2	0	1	3	2	11	1	0	0	0	2					
		0.59%	2.09%	0.62%	0.80%	0.57%	1.18%	0.66%	0.39%	0.96%	0.89%	1.52%	1.05%	0.25%	0.38%	0.15%	0.28%	0.28%	0.00%	0.00%	1.06%	0.00%	0.68%	0.48%	1.15%	0.75%	1.10%	0.00%	1.73%	0.00%	0.46%	0.83%	0.21%	0.00%	1.60%	0.46%	0.00%	0.36%	0.80%	0.00%	0.44%	0.00%	0.54%	0.32%	0.55%	0.00%	0.73%	0.00%	0.25%	0.50%	0.66%	0.91%	1.05%	0.00%	0.00%	0.00%	1.98%					
																																																														
																																																														
																																																														
																																																														
																																																														
																																																														
																																																														
																																																														
																																																														
																																																														
																																																														
																																																														
																																																														
																																																														
																																																														
																																																														
																																																														
																																																														
