Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации седьмого созыва																																																								
Дата голосования: 18.09.2016																																																								
																																																								
Наименование Избирательной комиссии:    Мишкинская																																																								
																																																								
Сводная таблица итогов голосования по федеральному избирательному округу																																																								
																																																								
		Сумма	УИК №2643	УИК №2644	УИК №2645	УИК №2646	УИК №2647	УИК №2648	УИК №2649	УИК №2650	УИК №2651	УИК №2652	УИК №2653	УИК №2654	УИК №2656	УИК №2657	УИК №2658	УИК №2659	УИК №2660	УИК №2661	УИК №2662	УИК №2663	УИК №2664	УИК №2665	УИК №2666	УИК №2667	УИК №2668	УИК №2669	УИК №2670	УИК №2671	УИК №2672	УИК №2673	УИК №2674	УИК №2675	УИК №2676	УИК №2677	УИК №2678	УИК №2679	УИК №2680	УИК №2681	УИК №2682	УИК №2683	УИК №2684	УИК №2685	УИК №2686	УИК №2687	УИК №2688									
11	"Число открепительных удостоверений, полученных участковой избирательной комиссией"	2299	30	25	20	11	20	60	50	80	40	70	65	80	150	120	70	20	30	30	50	20	60	22	30	28	30	60	43	20	90	80	75	80	160	30	40	40	10	130	25	30	30	15	20	90	20									
12	"Число открепительных удостоверений, выданных на избирательном участке до дня голосования"	2086	30	25	20	11	20	60	50	61	40	70	60	80	90	67	70	20	28	23	50	20	32	22	30	28	30	60	43	20	90	80	75	80	160	30	40	7	4	130	25	30	30	15	20	90	20									
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательном участке"	123	4	2	2	1	0	7	0	1	0	2	15	12	18	4	5	1	0	10	3	1	1	0	2	1	0	0	2	0	3	2	10	1	0	0	2	0	0	3	3	1	0	1	0	2	1									
14	Число погашенных неиспользованных открепительных удостоверений	213	0	0	0	0	0	0	0	19	0	0	5	0	60	53	0	0	2	7	0	0	28	0	0	0	0	0	0	0	0	0	0	0	0	0	0	33	6	0	0	0	0	0	0	0	0									
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	469	0	0	0	0	0	1	0	2	4	3	6	45	5	3	39	17	29	82	0	4	1	1	0	0	0	0	0	0	29	19	26	1	5	0	1	0	24	66	43	0	0	13	0	0	0									
16	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
17	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
18	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
																																																								
19	"1. ВСЕРОССИЙСКАЯ ПОЛИТИЧЕСКАЯ ПАРТИЯ ""РОДИНА"""	154	5	0	0	0	0	4	1	4	5	13	7	4	15	8	1	3	2	5	6	5	0	1	11	0	3	4	1	1	1	8	0	3	4	3	2	5	2	6	0	1	1	1	1	6	1									
		1.06%	1.81%	0.00%	0.00%	0.00%	0.00%	0.85%	0.46%	1.23%	1.45%	2.11%	1.36%	0.66%	1.22%	1.10%	0.25%	0.82%	0.88%	2.54%	1.32%	1.79%	0.00%	0.68%	2.60%	0.00%	1.23%	0.89%	0.37%	0.88%	0.26%	2.82%	0.00%	0.88%	0.71%	1.21%	0.59%	1.54%	1.68%	1.05%	0.00%	0.58%	0.57%	0.89%	1.05%	1.68%	0.93%									
20	2. Политическая партия КОММУНИСТИЧЕСКАЯ ПАРТИЯ КОММУНИСТЫ РОССИИ	547	8	4	10	6	5	24	8	9	12	35	38	19	38	27	20	13	6	4	7	8	10	4	22	6	7	36	10	0	2	7	9	12	39	8	10	6	6	28	1	0	3	5	2	13	0									
		3.76%	2.89%	3.23%	5.32%	3.45%	3.31%	5.07%	3.65%	2.77%	3.47%	5.67%	7.38%	3.14%	3.10%	3.72%	4.96%	3.54%	2.64%	2.03%	1.54%	2.87%	3.80%	2.72%	5.20%	4.23%	2.88%	8.04%	3.75%	0.00%	0.53%	2.46%	3.49%	3.51%	6.96%	3.24%	2.93%	1.85%	5.04%	4.91%	0.57%	0.00%	1.70%	4.46%	2.11%	3.64%	0.00%									
21	"3. Политическая партия ""Российская партия пенсионеров за справедливость"""	229	7	0	3	0	0	12	3	3	3	7	18	15	23	5	2	2	1	4	7	8	2	1	2	3	6	5	4	0	1	14	4	7	12	3	5	11	1	16	3	0	1	1	0	3	1									
		1.57%	2.53%	0.00%	1.60%	0.00%	0.00%	2.54%	1.37%	0.92%	0.87%	1.13%	3.50%	2.48%	1.88%	0.69%	0.50%	0.54%	0.44%	2.03%	1.54%	2.87%	0.76%	0.68%	0.47%	2.11%	2.47%	1.12%	1.50%	0.00%	0.26%	4.93%	1.55%	2.05%	2.14%	1.21%	1.47%	3.40%	0.84%	2.81%	1.72%	0.00%	0.57%	0.89%	0.00%	0.84%	0.93%									
22	"4. Всероссийская политическая партия ""ЕДИНАЯ РОССИЯ"""	8316	15	96	142	100	128	36	187	265	212	330	290	380	728	461	310	313	174	137	302	201	15	109	20	88	5	321	198	63	210	192	182	215	319	24	200	189	70	262	116	135	143	98	70	211	54									
		57.13%	5.42%	77.42%	75.53%	57.47%	84.77%	7.61%	85.39%	81.54%	61.27%	53.48%	56.31%	62.71%	59.43%	63.59%	76.92%	85.29%	76.65%	69.54%	66.23%	72.04%	5.70%	74.15%	4.73%	61.97%	2.06%	71.65%	74.16%	55.75%	55.26%	67.61%	70.54%	62.87%	56.96%	9.72%	58.65%	58.33%	58.82%	45.96%	66.67%	78.95%	81.25%	87.50%	73.68%	59.10%	50.47%									
23	"5. Политическая партия ""Российская экологическая партия ""Зеленые"""	82	0	0	2	0	0	0	1	6	3	3	4	6	20	2	2	0	0	0	3	3	0	3	1	1	0	5	1	0	1	3	0	3	0	2	0	0	1	2	0	0	0	0	0	4	0									
		0.56%	0.00%	0.00%	1.06%	0.00%	0.00%	0.00%	0.46%	1.85%	0.87%	0.49%	0.78%	0.99%	1.63%	0.28%	0.50%	0.00%	0.00%	0.00%	0.66%	1.08%	0.00%	2.04%	0.24%	0.70%	0.00%	1.12%	0.37%	0.00%	0.26%	1.06%	0.00%	0.88%	0.00%	0.81%	0.00%	0.00%	0.84%	0.35%	0.00%	0.00%	0.00%	0.00%	0.00%	1.12%	0.00%									
24	"6. Политическая партия ""Гражданская Платформа"""	54	0	0	0	0	0	3	0	1	0	3	5	3	11	0	1	0	0	2	0	0	0	0	0	1	2	0	2	0	1	4	1	7	2	2	2	0	0	0	0	0	0	0	0	1	0									
		0.37%	0.00%	0.00%	0.00%	0.00%	0.00%	0.63%	0.00%	0.31%	0.00%	0.49%	0.97%	0.50%	0.90%	0.00%	0.25%	0.00%	0.00%	1.02%	0.00%	0.00%	0.00%	0.00%	0.00%	0.70%	0.82%	0.00%	0.75%	0.00%	0.26%	1.41%	0.39%	2.05%	0.36%	0.81%	0.59%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.28%	0.00%									
25	7. Политическая партия ЛДПР - Либерально-демократическая партия России	3191	216	7	6	42	8	344	12	20	71	85	67	95	157	118	36	19	30	22	77	28	217	11	303	32	185	38	32	34	82	35	34	34	72	180	73	89	13	125	25	20	15	3	6	38	35									
		21.92%	77.98%	5.65%	3.19%	24.14%	5.30%	72.73%	5.48%	6.15%	20.52%	13.78%	13.01%	15.68%	12.82%	16.28%	8.93%	5.18%	13.22%	11.17%	16.89%	10.04%	82.51%	7.48%	71.63%	22.54%	76.13%	8.48%	11.99%	30.09%	21.58%	12.32%	13.18%	9.94%	12.86%	72.87%	21.41%	27.47%	10.92%	21.93%	14.37%	11.70%	8.52%	2.68%	6.32%	10.64%	32.71%									
26	"8. Политическая партия ""Партия народной свободы"" (ПАРНАС)"	32	0	0	0	0	0	0	0	1	0	3	2	1	11	2	0	0	0	1	0	0	0	0	1	0	2	3	0	0	1	0	0	0	0	0	1	2	0	1	0	0	0	0	0	0	0									
		0.22%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.31%	0.00%	0.49%	0.39%	0.17%	0.90%	0.28%	0.00%	0.00%	0.00%	0.51%	0.00%	0.00%	0.00%	0.00%	0.24%	0.00%	0.82%	0.67%	0.00%	0.00%	0.26%	0.00%	0.00%	0.00%	0.00%	0.00%	0.29%	0.62%	0.00%	0.18%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%									
27	"9. Всероссийская политическая партия ""ПАРТИЯ РОСТА"""	41	0	0	0	1	0	0	0	0	1	1	2	1	13	4	1	0	0	0	0	3	1	0	0	1	0	0	1	0	2	1	0	3	2	0	2	1	0	0	0	0	0	0	0	0	0									
		0.28%	0.00%	0.00%	0.00%	0.57%	0.00%	0.00%	0.00%	0.00%	0.29%	0.16%	0.39%	0.17%	1.06%	0.55%	0.25%	0.00%	0.00%	0.00%	0.00%	1.08%	0.38%	0.00%	0.00%	0.70%	0.00%	0.00%	0.37%	0.00%	0.53%	0.35%	0.00%	0.88%	0.36%	0.00%	0.59%	0.31%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%									
28	"10. Общественная организация Всероссийская политическая партия ""Гражданская Сила"""	17	0	0	1	0	0	0	0	0	0	0	1	0	5	0	0	1	0	0	0	1	0	0	1	0	0	0	0	0	1	0	0	0	0	1	1	1	0	1	0	0	0	0	0	1	1									
		0.12%	0.00%	0.00%	0.53%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.19%	0.00%	0.41%	0.00%	0.00%	0.27%	0.00%	0.00%	0.00%	0.36%	0.00%	0.00%	0.24%	0.00%	0.00%	0.00%	0.00%	0.00%	0.26%	0.00%	0.00%	0.00%	0.00%	0.40%	0.29%	0.31%	0.00%	0.18%	0.00%	0.00%	0.00%	0.00%	0.00%	0.28%	0.93%									
29	"11. Политическая партия ""Российская объединенная демократическая партия ""ЯБЛОКО"""	56	1	0	0	1	0	0	1	1	0	4	4	3	5	1	2	1	0	0	1	2	0	0	4	0	0	5	1	0	1	0	0	1	5	2	0	0	2	5	0	1	0	0	0	2	0									
		0.38%	0.36%	0.00%	0.00%	0.57%	0.00%	0.00%	0.46%	0.31%	0.00%	0.65%	0.78%	0.50%	0.41%	0.14%	0.50%	0.27%	0.00%	0.00%	0.22%	0.72%	0.00%	0.00%	0.95%	0.00%	0.00%	1.12%	0.37%	0.00%	0.26%	0.00%	0.00%	0.29%	0.89%	0.81%	0.00%	0.00%	1.68%	0.88%	0.00%	0.58%	0.00%	0.00%	0.00%	0.56%	0.00%									
30	"12. Политическая партия ""КОММУНИСТИЧЕСКАЯ ПАРТИЯ РОССИЙСКОЙ ФЕДЕРАЦИИ"""	1310	14	17	20	23	9	36	5	13	27	109	55	53	124	60	13	12	9	13	48	12	12	11	47	9	7	27	8	14	45	16	21	37	57	20	38	18	20	100	26	13	10	3	10	57	12									
		8.99%	5.05%	13.71%	10.64%	13.22%	5.96%	7.61%	2.28%	4.00%	7.80%	17.67%	10.68%	8.75%	10.12%	8.28%	3.23%	3.27%	3.96%	6.60%	10.53%	4.30%	4.56%	7.48%	11.11%	6.34%	2.88%	6.03%	2.99%	12.39%	11.84%	5.63%	8.14%	10.82%	10.18%	8.10%	11.14%	5.56%	16.81%	17.54%	14.94%	7.60%	5.68%	2.68%	10.53%	15.97%	11.21%									
31	"13. Политическая партия ""ПАТРИОТЫ РОССИИ"""	40	0	0	0	0	0	0	0	0	1	3	3	1	6	1	1	0	1	0	2	0	2	1	1	1	0	0	1	1	1	0	0	3	4	1	0	0	0	4	0	0	0	0	0	1	0									
		0.27%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.29%	0.49%	0.58%	0.17%	0.49%	0.14%	0.25%	0.00%	0.44%	0.00%	0.44%	0.00%	0.76%	0.68%	0.24%	0.70%	0.00%	0.00%	0.37%	0.88%	0.26%	0.00%	0.00%	0.88%	0.71%	0.40%	0.00%	0.00%	0.00%	0.70%	0.00%	0.00%	0.00%	0.00%	0.00%	0.28%	0.00%									
32	14. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	310	8	0	1	1	0	6	1	0	4	15	14	18	41	17	4	2	1	3	0	6	3	3	8	0	0	0	3	0	26	4	7	14	41	1	3	2	4	19	0	1	1	1	4	20	3									
		2.13%	2.89%	0.00%	0.53%	0.57%	0.00%	1.27%	0.46%	0.00%	1.16%	2.43%	2.72%	2.97%	3.35%	2.34%	0.99%	0.54%	0.44%	1.52%	0.00%	2.15%	1.14%	2.04%	1.89%	0.00%	0.00%	0.00%	1.12%	0.00%	6.84%	1.41%	2.71%	4.09%	7.32%	0.40%	0.88%	0.62%	3.36%	3.33%	0.00%	0.58%	0.57%	0.89%	4.21%	5.60%	2.80%									
																																																								
																																																								
																																																								
																																																								
																																																								
																																																								
																																																								
																																																								
																																																								
																																																								
																																																								
																																																								
																																																								
																																																								
																																																								
																																																								
																																																								
																																																								
																																																								
																																																								
																																																								
																																																								
