7	Число избирательных бюллетеней в переносных ящиках для голосования	1019	98	14	11	6	8	25	14	17	11	20	15	24	14	3	0	7	15	11	15	4	12	14	20	13	15	12	6	8	8	15	22	11	22	30	6	15	31	24	29	16	25	6	13	25	21	20	17	21	15	21	10	11	57	14	32	6	22	13	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
8	Число бюллетеней в стационарных ящиках для голосования	75023	1412	1570	1112	758	1681	1052	1055	1519	1596	1366	1019	1322	1326	589	377	920	1521	1332	1018	617	1133	1192	945	1468	1251	1373	623	1232	594	1551	1342	1198	1180	1424	1182	1416	1385	1241	1581	1180	1330	764	1191	1392	1062	1500	1260	1476	1412	1428	1790	1864	1327	1463	2321	1315	1188	1288	591	17	17	33	14	67	69	35	72	69	70	65	95	34	15	17	17	17	18	15	11	11	12	11	12	69	70	65	69	17	39	24	22	67	29	42	42	29	11									
9	Число недействительных избирательных бюллетеней	995	24	17	19	9	16	9	15	15	22	16	54	20	22	6	6	8	23	12	12	11	13	22	10	17	18	19	10	15	7	14	12	8	12	14	9	15	10	15	15	11	15	14	16	18	16	30	25	19	17	19	31	22	17	13	31	21	12	17	7	0	0	0	0	1	0	0	1	0	0	1	5	2	0	0	0	0	0	0	0	0	0	0	0	5	5	4	0	0	0	0	2	0	0	4	3	0	0									
10	Число действительных избирательных бюллетеней	75047	1486	1567	1104	755	1673	1068	1054	1521	1585	1370	980	1326	1318	586	371	919	1513	1331	1021	610	1132	1184	955	1464	1248	1366	619	1225	595	1552	1352	1201	1190	1440	1179	1416	1406	1250	1595	1185	1340	756	1188	1399	1067	1490	1252	1478	1410	1430	1769	1853	1367	1464	2322	1300	1198	1284	593	17	17	33	14	66	69	35	71	69	70	64	90	32	15	17	17	17	18	15	11	11	12	11	12	64	65	61	69	17	39	24	20	67	29	38	39	29	11									
11	Число полученных открепительных  удостоверений	1490	20	30	20	20	40	20	20	30	50	20	20	30	20	10	0	20	30	20	20	20	20	20	30	40	60	30	10	30	20	30	30	20	20	20	30	30	20	20	30	20	30	20	20	30	20	30	20	30	30	20	30	40	30	20	30	20	30	30	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
12	Число открепительных удостоверений, выданных избирателям на избирательном участке	1197	19	30	17	14	37	15	14	24	41	16	14	23	13	7	0	12	24	19	13	9	16	20	16	28	55	27	6	22	9	23	25	16	15	17	25	27	19	19	23	18	30	14	14	29	16	29	18	24	23	17	28	33	20	17	17	19	21	27	14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
13	Число избирателей, проголосовавших по открепительным удостоверениям	1202	21	21	11	24	19	11	16	25	14	13	19	9	11	7	85	12	23	15	22	34	33	17	16	14	28	20	46	15	15	35	20	24	17	10	21	37	17	12	22	13	21	5	15	9	16	21	14	19	20	18	23	26	30	8	42	22	17	20	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
14	Число неиспользованных открепительных удостоверений	293	1	0	3	6	3	5	6	6	9	4	6	7	7	3	0	8	6	1	7	11	4	0	14	12	5	3	4	8	11	7	5	4	5	3	5	3	1	1	7	2	0	6	6	1	4	1	2	6	7	3	2	7	10	3	13	1	9	3	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
15	Число открепительных удостоверений, выданных избирателям ТИК	15	0	0	0	1	0	2	2	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	1	0	1	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
16	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
17	Число утраченных избирательных бюллетеней	3	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
18	Число избирательных бюллетеней, не учтенных при получении	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
																																																																																																												
19	Жириновский Владимир Вольфович	5802	130	142	90	56	117	91	120	124	98	85	75	91	104	52	37	96	131	155	97	48	67	65	73	101	91	122	72	108	34	109	76	86	71	112	60	73	110	89	106	94	90	69	85	108	94	110	67	89	109	71	122	108	115	96	175	162	82	85	47	0	2	4	0	10	7	17	10	15	8	11	21	6	2	5	2	3	2	1	1	2	3	1	1	15	24	22	14	1	0	3	2	24	4	4	6	7	0									
		7.63%	8.61%	8.96%	8.01%	7.33%	6.93%	8.45%	11.23%	8.07%	6.10%	6.13%	7.25%	6.76%	7.76%	8.78%	9.81%	10.36%	8.53%	11.54%	9.39%	7.73%	5.85%	5.39%	7.56%	6.82%	7.19%	8.81%	11.45%	8.71%	5.65%	6.96%	5.57%	7.11%	5.91%	7.70%	5.05%	5.10%	7.77%	7.04%	6.58%	7.86%	6.64%	8.96%	7.06%	7.62%	8.68%	7.24%	5.25%	5.95%	7.64%	4.90%	6.78%	5.76%	8.31%	6.50%	7.44%	12.26%	6.78%	6.53%	7.83%	0.00%	11.76%	12.12%	0.00%	14.93%	10.14%	48.57%	13.89%	21.74%	11.43%	16.92%	22.11%	17.65%	13.33%	29.41%	11.76%	17.65%	11.11%	6.67%	9.09%	18.18%	25.00%	9.09%	8.33%	21.74%	34.29%	33.85%	20.29%	5.88%	0.00%	12.50%	9.09%	35.82%	13.79%	9.52%	14.29%	24.14%	0.00%									
20	Зюганов Геннадий Андреевич	17630	360	392	236	165	425	262	224	371	408	409	226	328	308	138	68	193	394	345	270	150	337	329	246	384	308	296	86	260	135	385	339	320	327	332	302	347	347	327	325	272	336	125	218	315	279	349	321	365	346	393	370	423	274	361	268	196	282	306	125	0	3	1	2	10	27	6	12	6	15	18	19	10	7	2	4	1	0	4	0	3	3	1	5	19	16	13	22	5	5	4	4	15	10	5	15	9	1									
		23.18%	23.84%	24.75%	21.02%	21.60%	25.16%	24.33%	20.95%	24.15%	25.39%	29.51%	21.86%	24.37%	22.99%	23.31%	18.04%	20.82%	25.65%	25.69%	26.14%	24.15%	29.43%	27.28%	25.49%	25.93%	24.33%	21.37%	13.67%	20.97%	22.43%	24.58%	24.85%	26.47%	27.20%	22.83%	25.42%	24.25%	24.51%	25.85%	20.19%	22.74%	24.80%	16.23%	18.11%	22.23%	25.76%	22.96%	25.14%	24.38%	24.25%	27.12%	20.56%	22.56%	19.80%	24.44%	11.39%	14.84%	23.31%	23.52%	20.83%	0.00%	17.65%	3.03%	14.29%	14.93%	39.13%	17.14%	16.67%	8.70%	21.43%	27.69%	20.00%	29.41%	46.67%	11.76%	23.53%	5.88%	0.00%	26.67%	0.00%	27.27%	25.00%	9.09%	41.67%	27.54%	22.86%	20.00%	31.88%	29.41%	12.82%	16.67%	18.18%	22.39%	34.48%	11.90%	35.71%	31.03%	9.09%									
21	Миронов Сергей Михайлович	2981	52	46	36	26	69	45	49	68	52	75	39	60	66	27	15	26	57	59	32	17	45	43	34	59	50	51	17	56	27	71	61	41	45	60	57	74	73	47	76	52	42	30	32	46	51	57	56	73	43	47	68	65	51	46	45	37	36	46	18	1	2	13	0	16	6	0	7	5	5	6	5	5	0	2	1	2	3	0	0	2	0	1	0	9	9	5	7	1	1	0	1	6	4	5	1	2	4									
		3.92%	3.44%	2.90%	3.21%	3.40%	4.09%	4.18%	4.58%	4.43%	3.24%	5.41%	3.77%	4.46%	4.93%	4.56%	3.98%	2.80%	3.71%	4.39%	3.10%	2.74%	3.93%	3.57%	3.52%	3.98%	3.95%	3.68%	2.70%	4.52%	4.49%	4.53%	4.47%	3.39%	3.74%	4.13%	4.80%	5.17%	5.16%	3.72%	4.72%	4.35%	3.10%	3.90%	2.66%	3.25%	4.71%	3.75%	4.39%	4.88%	3.01%	3.24%	3.78%	3.47%	3.68%	3.11%	1.91%	2.80%	2.98%	3.54%	3.00%	5.88%	11.76%	39.39%	0.00%	23.88%	8.70%	0.00%	9.72%	7.25%	7.14%	9.23%	5.26%	14.71%	0.00%	11.76%	5.88%	11.76%	16.67%	0.00%	0.00%	18.18%	0.00%	9.09%	0.00%	13.04%	12.86%	7.69%	10.14%	5.88%	2.56%	0.00%	4.55%	8.96%	13.79%	11.90%	2.38%	6.90%	36.36%									
22	Прохоров Михаил Дмитриевич	11612	165	211	154	115	286	152	131	206	257	213	163	222	185	84	34	126	206	154	140	86	182	239	154	247	167	222	79	211	98	295	221	204	180	250	179	265	229	213	241	175	209	115	178	223	164	252	188	267	229	247	348	356	221	201	261	145	159	223	97	2	1	4	3	8	7	3	9	13	11	5	25	2	3	4	5	6	4	4	1	4	3	0	0	4	4	6	6	4	8	4	5	1	5	9	4	1	0									
		15.27%	10.93%	13.32%	13.71%	15.05%	16.93%	14.11%	12.25%	13.41%	15.99%	15.37%	15.76%	16.49%	13.81%	14.19%	9.02%	13.59%	13.41%	11.47%	13.55%	13.85%	15.90%	19.82%	15.96%	16.68%	13.19%	16.03%	12.56%	17.02%	16.28%	18.84%	16.20%	16.87%	14.98%	17.19%	15.07%	18.52%	16.17%	16.84%	14.97%	14.63%	15.42%	14.94%	14.78%	15.74%	15.14%	16.58%	14.72%	17.84%	16.05%	17.05%	19.33%	18.99%	15.97%	13.61%	11.09%	10.98%	13.14%	17.14%	16.17%	11.76%	5.88%	12.12%	21.43%	11.94%	10.14%	8.57%	12.50%	18.84%	15.71%	7.69%	26.32%	5.88%	20.00%	23.53%	29.41%	35.29%	22.22%	26.67%	9.09%	36.36%	25.00%	0.00%	0.00%	5.80%	5.71%	9.23%	8.70%	23.53%	20.51%	16.67%	22.73%	1.49%	17.24%	21.43%	9.52%	3.45%	0.00%									
23	Путин Владимир Владимирович	37022	779	776	588	393	776	518	530	752	770	588	477	625	655	285	217	478	725	618	482	309	501	508	448	673	632	675	365	590	301	692	655	550	567	686	581	657	647	574	847	592	663	417	675	707	479	722	620	684	683	672	861	901	706	760	1573	760	639	624	306	14	9	11	9	22	22	9	33	30	31	24	20	9	3	4	5	5	9	6	9	0	3	8	6	17	12	15	20	6	25	13	8	21	6	15	13	10	6									
		48.69%	51.59%	48.99%	52.36%	51.44%	45.94%	48.10%	49.58%	48.96%	47.92%	42.42%	46.13%	46.43%	48.88%	48.14%	57.56%	51.56%	47.20%	46.02%	46.66%	49.76%	43.76%	42.12%	46.42%	45.44%	49.92%	48.74%	58.03%	47.58%	50.00%	44.19%	48.02%	45.49%	47.17%	47.18%	48.91%	45.91%	45.69%	45.38%	52.61%	49.50%	48.93%	54.16%	56.06%	49.89%	44.23%	47.50%	48.55%	45.69%	47.86%	46.38%	47.83%	48.05%	51.01%	51.46%	66.85%	57.53%	52.81%	47.96%	51.00%	82.35%	52.94%	33.33%	64.29%	32.84%	31.88%	25.71%	45.83%	43.48%	44.29%	36.92%	21.05%	26.47%	20.00%	23.53%	29.41%	29.41%	50.00%	40.00%	81.82%	0.00%	25.00%	72.73%	50.00%	24.64%	17.14%	23.08%	28.99%	35.29%	64.10%	54.17%	36.36%	31.34%	20.69%	35.71%	30.95%	34.48%	54.55%									
																																																																																																												
																																																																																																												
																																																																																																												
																																																																																																												
																																																																																																												
																																																																																																												
																																																																																																												
																																																																																																												
																																																																																																												
																																																																																																												
																																																																																																												
																																																																																																												
																																																																																																												
																																																																																																												
																																																																																																												
																																																																																																												
																																																																																																												
																																																																																																												
																																																																																																												
																																																																																																												
																																																																																																												
																																																																																																												
																																																																																																												
																																																																																																												
																																																																																																												
																																																																																																												
																																																																																																												
