7	Число избирательных бюллетеней в переносных ящиках для голосования	1521	30	36	15	20	15	36	19	31	15	21	32	13	39	25	25	22	26	13	14	41	16	19	13	17	2	12	29	16	38	17	34	28	13	19	14	17	27	28	8	8	7	8	4	16	29	17	97	20	8	4	19	15	30	5	19	17	37	25	0	23	35	23	24	35	2	8	6	88	37	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
8	Число бюллетеней в стационарных ящиках для голосования	76897	1169	1104	971	1047	623	1329	961	989	1394	1206	1629	1108	1339	1003	936	1052	1648	1100	1751	1157	1357	1236	862	1726	602	1034	1199	1294	1179	1158	1008	1245	1311	1476	1081	1601	1230	1313	1842	747	833	1212	944	555	1155	1090	539	1076	706	459	1087	1083	1183	511	813	1601	1573	1070	983	924	1048	1156	1011	1266	499	874	396	333	1426	152	17	72	38	69	72	93	85	92	36	67	42	41	17	17	16	16	17	17	53	54	49	71	43	134	23	20	51									
9	Число недействительных избирательных бюллетеней	788	9	12	13	11	8	7	11	7	10	8	12	16	13	9	11	0	15	8	19	43	8	8	8	18	2	7	14	12	13	12	11	17	16	14	11	10	9	12	16	6	5	12	9	5	8	16	6	14	6	9	6	10	17	1	10	13	16	10	12	12	10	18	10	12	4	10	5	9	13	3	0	0	0	3	0	4	6	5	1	1	4	2	0	1	0	0	0	0	2	0	1	0	0	0	0	1	0									
10	Число действительных избирательных бюллетеней	77630	1190	1128	973	1056	630	1358	969	1013	1399	1219	1649	1105	1365	1019	950	1074	1659	1105	1746	1155	1365	1247	867	1725	602	1039	1214	1298	1204	1163	1031	1256	1308	1481	1084	1608	1248	1329	1834	749	835	1208	939	566	1176	1091	630	1082	708	454	1100	1088	1196	515	822	1605	1594	1085	971	935	1073	1161	1025	1289	497	872	397	412	1450	149	17	72	38	66	72	89	79	87	35	66	38	39	17	16	16	16	17	17	51	54	48	71	43	134	23	19	51									
11	Число утраченных избирательных бюллетеней	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
12	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
																																																																																																												
13	Бабурин Сергей Николаевич	574	14	11	5	6	1	14	6	4	13	6	19	9	12	6	4	8	8	2	11	13	9	7	5	8	1	10	8	10	13	11	8	10	13	4	12	8	15	9	19	3	7	14	9	3	5	5	2	8	13	8	4	7	2	7	6	12	14	7	4	6	15	9	15	7	2	4	0	5	9	2	0	0	0	0	0	1	0	2	1	1	2	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0									
		0.73%	1.17%	0.96%	0.51%	0.56%	0.16%	1.03%	0.61%	0.39%	0.92%	0.49%	1.14%	0.80%	0.87%	0.58%	0.42%	0.74%	0.48%	0.18%	0.62%	1.09%	0.66%	0.56%	0.57%	0.46%	0.17%	0.96%	0.65%	0.76%	1.07%	0.94%	0.77%	0.79%	0.98%	0.27%	1.10%	0.49%	1.19%	0.67%	1.03%	0.40%	0.83%	1.15%	0.95%	0.53%	0.42%	0.45%	0.31%	0.73%	1.82%	1.73%	0.36%	0.64%	0.16%	1.36%	0.72%	0.74%	0.87%	0.64%	0.41%	0.63%	1.39%	0.76%	1.45%	0.54%	0.40%	0.45%	0.00%	1.19%	0.62%	1.32%	0.00%	0.00%	0.00%	0.00%	0.00%	1.08%	0.00%	2.17%	2.78%	1.49%	4.76%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	1.41%	0.00%	0.00%	0.00%	0.00%	0.00%									
14	Грудинин Павел Николаевич	8243	154	119	127	120	63	144	108	125	137	148	179	100	170	106	108	104	206	144	159	141	139	135	90	197	48	97	103	134	146	122	91	150	137	146	102	184	135	145	181	90	99	111	97	67	98	111	53	83	74	60	130	108	121	49	78	164	162	107	116	126	132	126	92	147	48	84	38	41	149	19	0	9	2	9	5	9	8	6	3	15	4	3	0	3	2	2	1	0	5	5	2	6	4	11	3	2	0									
		10.51%	12.84%	10.44%	12.88%	11.25%	9.87%	10.55%	11.02%	12.25%	9.72%	12.06%	10.78%	8.92%	12.34%	10.31%	11.24%	9.68%	12.31%	12.94%	9.01%	11.77%	10.12%	10.76%	10.29%	11.30%	7.95%	9.27%	8.39%	10.23%	11.99%	10.38%	8.73%	11.78%	10.35%	9.77%	9.32%	11.37%	10.74%	10.81%	9.78%	11.92%	11.79%	9.10%	10.23%	11.73%	8.28%	10.03%	8.33%	7.57%	10.36%	12.96%	11.75%	9.84%	9.98%	9.50%	9.38%	10.14%	10.06%	9.77%	11.80%	13.31%	12.19%	10.69%	8.89%	11.30%	9.58%	9.52%	9.45%	9.74%	10.18%	12.50%	0.00%	12.50%	5.26%	13.04%	6.94%	9.68%	9.41%	6.52%	8.33%	22.39%	9.52%	7.32%	0.00%	17.65%	12.50%	12.50%	5.88%	0.00%	9.43%	9.26%	4.08%	8.45%	9.30%	8.21%	13.04%	10.00%	0.00%									
15	Жириновский Владимир Вольфович	4474	58	63	51	66	42	74	61	40	71	59	93	67	71	76	52	57	93	60	158	59	43	55	44	105	25	56	62	64	70	74	48	92	80	85	44	79	67	62	93	36	50	58	50	28	79	67	40	68	45	28	53	65	78	34	41	106	89	78	60	44	54	69	49	63	25	53	29	32	103	17	1	9	5	12	13	9	9	14	3	8	0	2	1	0	3	2	7	6	9	9	7	13	1	16	1	4	0									
		5.71%	4.84%	5.53%	5.17%	6.19%	6.58%	5.42%	6.22%	3.92%	5.04%	4.81%	5.60%	5.98%	5.15%	7.39%	5.41%	5.31%	5.56%	5.39%	8.95%	4.92%	3.13%	4.38%	5.03%	6.02%	4.14%	5.35%	5.05%	4.89%	5.75%	6.30%	4.61%	7.23%	6.04%	5.69%	4.02%	4.88%	5.33%	4.62%	5.03%	4.77%	5.95%	4.75%	5.27%	4.90%	6.67%	6.05%	6.29%	6.20%	6.30%	6.05%	4.79%	5.92%	6.43%	6.59%	4.93%	6.55%	5.53%	7.12%	6.10%	4.65%	4.99%	5.85%	4.73%	4.84%	4.99%	6.01%	7.21%	7.60%	7.04%	11.18%	5.88%	12.50%	13.16%	17.39%	18.06%	9.68%	10.59%	15.22%	8.33%	11.94%	0.00%	4.88%	5.88%	0.00%	18.75%	12.50%	41.18%	35.29%	16.98%	16.67%	14.29%	18.31%	2.33%	11.94%	4.35%	20.00%	0.00%									
16	Путин Владимир Владимирович	59315	859	837	715	781	496	1023	727	774	1078	903	1262	843	1020	766	733	838	1258	854	1332	898	1109	1002	671	1318	492	832	956	1008	885	884	822	914	987	1159	853	1203	950	1020	1421	570	631	945	729	422	940	849	500	870	545	333	832	836	925	398	651	1211	1213	798	736	675	780	870	793	1001	386	664	309	321	1111	103	16	46	28	38	50	60	53	57	22	37	24	31	16	12	8	11	7	10	33	37	36	50	33	91	18	10	51									
		75.64%	71.64%	73.42%	72.52%	73.20%	77.74%	74.95%	74.18%	75.88%	76.51%	73.59%	75.98%	75.20%	74.02%	74.51%	76.27%	78.03%	75.15%	76.73%	75.47%	74.96%	80.77%	79.84%	76.69%	75.62%	81.46%	79.54%	77.85%	76.95%	72.72%	75.23%	78.89%	71.80%	74.55%	77.53%	77.90%	74.35%	75.58%	76.06%	76.81%	75.50%	75.12%	77.46%	76.90%	73.91%	79.39%	76.69%	78.62%	79.38%	76.33%	71.92%	75.23%	76.14%	76.26%	77.13%	78.25%	74.85%	75.34%	72.88%	74.87%	71.28%	72.02%	73.79%	76.62%	76.94%	77.05%	75.28%	76.87%	76.25%	75.94%	67.76%	94.12%	63.89%	73.68%	55.07%	69.44%	64.52%	62.35%	61.96%	61.11%	55.22%	57.14%	75.61%	94.12%	70.59%	50.00%	68.75%	41.18%	58.82%	62.26%	68.52%	73.47%	70.42%	76.74%	67.91%	78.26%	50.00%	100.00%									
17	Собчак Ксения Анатольевна	2222	39	37	30	37	15	38	32	32	32	37	40	35	37	22	30	25	51	23	56	25	23	23	20	37	11	19	34	30	29	28	25	34	44	29	30	78	44	36	58	23	19	35	28	27	25	30	22	20	14	10	32	27	40	13	28	45	53	46	27	38	39	33	34	36	13	35	8	4	30	4	0	6	1	4	1	8	8	4	4	3	6	2	0	0	3	1	2	0	2	3	3	1	2	11	1	3	0									
		2.83%	3.25%	3.25%	3.04%	3.47%	2.35%	2.78%	3.27%	3.14%	2.27%	3.02%	2.41%	3.12%	2.69%	2.14%	3.12%	2.33%	3.05%	2.07%	3.17%	2.09%	1.68%	1.83%	2.29%	2.12%	1.82%	1.82%	2.77%	2.29%	2.38%	2.38%	2.40%	2.67%	3.32%	1.94%	2.74%	4.82%	3.50%	2.68%	3.14%	3.05%	2.26%	2.87%	2.95%	4.73%	2.11%	2.71%	3.46%	1.82%	1.96%	2.16%	2.89%	2.46%	3.30%	2.52%	3.37%	2.78%	3.29%	4.20%	2.75%	4.01%	3.60%	2.80%	3.29%	2.77%	2.59%	3.97%	1.99%	0.95%	2.05%	2.63%	0.00%	8.33%	2.63%	5.80%	1.39%	8.60%	9.41%	4.35%	11.11%	4.48%	14.29%	4.88%	0.00%	0.00%	18.75%	6.25%	11.76%	0.00%	3.77%	5.56%	6.12%	1.41%	4.65%	8.21%	4.35%	15.00%	0.00%									
18	Сурайкин Максим Александрович	562	9	11	9	12	2	12	5	5	11	13	15	8	13	10	7	12	12	6	5	3	7	6	7	16	8	3	18	8	9	11	12	15	14	10	5	11	6	12	15	3	3	8	1	4	7	7	5	8	3	0	11	9	7	2	2	12	13	13	5	7	6	9	8	9	3	3	2	2	8	0	0	0	0	0	0	1	0	2	0	1	0	0	0	1	0	0	0	1	0	0	0	0	2	1	0	0	0									
		0.72%	0.75%	0.96%	0.91%	1.12%	0.31%	0.88%	0.51%	0.49%	0.78%	1.06%	0.90%	0.71%	0.94%	0.97%	0.73%	1.12%	0.72%	0.54%	0.28%	0.25%	0.51%	0.48%	0.80%	0.92%	1.32%	0.29%	1.47%	0.61%	0.74%	0.94%	1.15%	1.18%	1.06%	0.67%	0.46%	0.68%	0.48%	0.89%	0.81%	0.40%	0.36%	0.66%	0.11%	0.70%	0.59%	0.63%	0.79%	0.73%	0.42%	0.00%	0.99%	0.82%	0.58%	0.39%	0.24%	0.74%	0.81%	1.19%	0.51%	0.74%	0.55%	0.76%	0.77%	0.69%	0.60%	0.34%	0.50%	0.48%	0.55%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	1.08%	0.00%	2.17%	0.00%	1.49%	0.00%	0.00%	0.00%	5.88%	0.00%	0.00%	0.00%	5.88%	0.00%	0.00%	0.00%	0.00%	4.65%	0.75%	0.00%	0.00%	0.00%									
19	Титов Борис Юрьевич	774	18	22	13	12	0	12	7	13	11	12	15	13	14	11	4	8	12	4	8	3	12	11	11	19	4	7	15	20	10	11	10	16	11	16	16	14	15	12	15	11	8	11	8	5	4	14	4	13	4	7	17	16	9	1	6	21	21	9	10	10	22	18	10	7	6	12	7	3	14	1	0	0	1	1	0	1	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0									
		0.99%	1.50%	1.93%	1.32%	1.12%	0.00%	0.88%	0.71%	1.27%	0.78%	0.98%	0.90%	1.16%	1.02%	1.07%	0.42%	0.74%	0.72%	0.36%	0.45%	0.25%	0.87%	0.88%	1.26%	1.09%	0.66%	0.67%	1.22%	1.53%	0.82%	0.94%	0.96%	1.26%	0.83%	1.07%	1.46%	0.87%	1.19%	0.89%	0.81%	1.46%	0.95%	0.90%	0.84%	0.88%	0.34%	1.26%	0.63%	1.19%	0.56%	1.51%	1.54%	1.46%	0.74%	0.19%	0.72%	1.30%	1.30%	0.82%	1.02%	1.06%	2.03%	1.53%	0.97%	0.54%	1.20%	1.36%	1.74%	0.71%	0.96%	0.66%	0.00%	0.00%	2.63%	1.45%	0.00%	1.08%	0.00%	1.09%	2.78%	1.49%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	1.49%	0.00%	0.00%	0.00%									
20	Явлинский Григорий Алексеевич	1466	39	28	23	22	11	41	23	20	46	41	26	30	28	22	12	22	19	12	17	13	23	8	19	25	13	15	18	24	42	22	15	25	22	32	22	31	16	33	32	13	18	26	17	10	18	8	4	12	10	8	21	20	14	11	10	34	29	27	13	29	25	27	24	19	14	17	4	4	26	3	0	2	1	2	3	0	1	1	1	0	2	1	0	0	0	0	0	0	2	0	0	0	1	2	0	0	0									
		1.87%	3.25%	2.46%	2.33%	2.06%	1.72%	3.00%	2.35%	1.96%	3.26%	3.34%	1.57%	2.68%	2.03%	2.14%	1.25%	2.05%	1.14%	1.08%	0.96%	1.09%	1.68%	0.64%	2.17%	1.43%	2.15%	1.43%	1.47%	1.83%	3.45%	1.87%	1.44%	1.96%	1.66%	2.14%	2.01%	1.92%	1.27%	2.46%	1.73%	1.72%	2.14%	2.13%	1.79%	1.75%	1.52%	0.72%	0.63%	1.09%	1.40%	1.73%	1.90%	1.82%	1.15%	2.13%	1.20%	2.10%	1.80%	2.47%	1.32%	3.06%	2.31%	2.29%	2.32%	1.46%	2.79%	1.93%	0.99%	0.95%	1.78%	1.97%	0.00%	2.78%	2.63%	2.90%	4.17%	0.00%	1.18%	1.09%	2.78%	0.00%	4.76%	2.44%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	3.77%	0.00%	0.00%	0.00%	2.33%	1.49%	0.00%	0.00%	0.00%									
																																																																																																												
																																																																																																												
																																																																																																												
																																																																																																												
																																																																																																												
																																																																																																												
																																																																																																												
																																																																																																												
																																																																																																												
																																																																																																												
																																																																																																												
																																																																																																												
																																																																																																												
																																																																																																												
																																																																																																												
																																																																																																												
																																																																																																												
																																																																																																												
																																																																																																												
																																																																																																												
																																																																																																												
																																																																																																												
																																																																																																												
																																																																																																												
																																																																																																												
																																																																																																												
																																																																																																												
