Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации седьмого созыва																																															
Дата голосования: 18.09.2016																																															
																																															
Наименование Избирательной комиссии:    Сурская																																															
																																															
Сводная таблица итогов голосования по федеральному избирательному округу																																															
																																															
		Сумма	УИК №2701	УИК №2702	УИК №2703	УИК №2704	УИК №2705	УИК №2706	УИК №2707	УИК №2708	УИК №2709	УИК №2710	УИК №2711	УИК №2712	УИК №2713	УИК №2714	УИК №2715	УИК №2716	УИК №2717	УИК №2718	УИК №2719	УИК №2720	УИК №2721	УИК №2722	УИК №2723	УИК №2724	УИК №2725	УИК №2726	УИК №2727	УИК №2728	УИК №2729	УИК №2730	УИК №2731	УИК №2732	УИК №2733	УИК №2734	УИК №2735	УИК №2736									
11	"Число открепительных удостоверений, полученных участковой избирательной комиссией"	1010	55	40	35	40	10	15	40	30	5	5	20	20	40	5	60	10	30	50	50	80	40	15	30	15	10	10	10	30	20	30	15	25	35	15	30	40									
12	"Число открепительных удостоверений, выданных на избирательном участке до дня голосования"	961	55	40	35	17	10	15	40	30	5	5	20	20	40	5	60	10	30	50	50	80	40	4	30	15	10	5	10	26	20	30	15	19	35	15	30	40									
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательном участке"	103	4	5	1	1	1	1	1	2	1	0	4	2	0	1	6	8	2	13	9	11	8	3	1	1	1	2	0	1	2	4	3	1	1	1	1	0									
14	Число погашенных неиспользованных открепительных удостоверений	49	0	0	0	23	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	0	0	0	5	0	4	0	0	0	6	0	0	0	0									
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	89	2	1	2	1	0	0	0	0	0	2	0	0	3	0	4	0	1	5	19	5	11	2	6	6	13	0	0	0	0	0	0	0	4	1	1	0									
16	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
17	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
18	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
																																															
19	"1. ВСЕРОССИЙСКАЯ ПОЛИТИЧЕСКАЯ ПАРТИЯ ""РОДИНА"""	64	0	1	0	2	1	0	1	1	0	0	0	2	4	0	1	0	6	5	10	3	3	6	4	2	1	0	1	2	0	0	1	0	4	0	2	1									
		0.60%	0.00%	0.58%	0.00%	0.86%	1.33%	0.00%	0.24%	0.39%	0.00%	0.00%	0.00%	1.40%	1.40%	0.00%	0.15%	0.00%	2.33%	0.45%	1.01%	0.37%	0.31%	3.41%	1.02%	1.05%	0.96%	0.00%	0.97%	0.85%	0.00%	0.00%	0.83%	0.00%	1.05%	0.00%	1.12%	0.28%									
20	2. Политическая партия КОММУНИСТИЧЕСКАЯ ПАРТИЯ КОММУНИСТЫ РОССИИ	246	9	4	0	7	3	0	10	1	1	5	4	21	13	0	9	0	10	19	24	15	43	2	10	4	5	3	2	5	2	0	0	0	4	3	5	3									
		2.31%	1.65%	2.33%	0.00%	3.02%	4.00%	0.00%	2.39%	0.39%	1.85%	3.36%	3.13%	14.69%	4.56%	0.00%	1.31%	0.00%	3.88%	1.69%	2.41%	1.85%	4.39%	1.14%	2.56%	2.09%	4.81%	2.91%	1.94%	2.12%	1.10%	0.00%	0.00%	0.00%	1.05%	1.66%	2.79%	0.85%									
21	"3. Политическая партия ""Российская партия пенсионеров за справедливость"""	110	4	1	1	3	0	0	3	3	0	1	0	3	3	0	3	1	3	17	12	8	12	0	10	2	1	0	0	2	2	0	2	1	3	5	0	4									
		1.03%	0.73%	0.58%	0.78%	1.29%	0.00%	0.00%	0.72%	1.16%	0.00%	0.67%	0.00%	2.10%	1.05%	0.00%	0.44%	1.23%	1.16%	1.52%	1.21%	0.99%	1.23%	0.00%	2.56%	1.05%	0.96%	0.00%	0.00%	0.85%	1.10%	0.00%	1.65%	1.09%	0.79%	2.76%	0.00%	1.13%									
22	"4. Всероссийская политическая партия ""ЕДИНАЯ РОССИЯ"""	7726	385	90	106	150	57	0	250	203	41	136	91	84	207	46	585	67	145	706	691	723	663	114	294	147	71	66	57	169	142	177	97	70	327	134	144	291									
		72.54%	70.51%	52.33%	82.81%	64.66%	76.00%	0.00%	59.67%	78.68%	75.93%	91.28%	71.09%	58.74%	72.63%	88.46%	84.91%	82.72%	56.20%	62.98%	69.45%	89.26%	67.72%	64.77%	75.19%	76.96%	68.27%	64.08%	55.34%	71.61%	78.02%	82.71%	80.17%	76.09%	86.05%	74.03%	80.45%	82.44%									
23	"5. Политическая партия ""Российская экологическая партия ""Зеленые"""	84	2	0	0	1	0	59	1	1	0	1	1	0	1	0	1	0	0	4	2	0	3	1	1	0	2	0	0	3	0	0	0	0	0	0	0	0									
		0.79%	0.37%	0.00%	0.00%	0.43%	0.00%	83.10%	0.24%	0.39%	0.00%	0.67%	0.78%	0.00%	0.35%	0.00%	0.15%	0.00%	0.00%	0.36%	0.20%	0.00%	0.31%	0.57%	0.26%	0.00%	1.92%	0.00%	0.00%	1.27%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%									
24	"6. Политическая партия ""Гражданская Платформа"""	13	0	0	0	1	0	0	0	1	0	0	0	3	0	0	0	0	1	1	1	0	3	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0									
		0.12%	0.00%	0.00%	0.00%	0.43%	0.00%	0.00%	0.00%	0.39%	0.00%	0.00%	0.00%	2.10%	0.00%	0.00%	0.00%	0.00%	0.39%	0.09%	0.10%	0.00%	0.31%	0.00%	0.00%	0.00%	0.00%	0.97%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.26%	0.00%	0.00%	0.00%									
25	7. Политическая партия ЛДПР - Либерально-демократическая партия России	1151	93	44	13	40	6	0	77	23	8	3	6	22	31	4	40	11	38	158	106	29	105	38	29	25	15	18	21	34	12	16	6	3	23	12	17	25									
		10.81%	17.03%	25.58%	10.16%	17.24%	8.00%	0.00%	18.38%	8.91%	14.81%	2.01%	4.69%	15.38%	10.88%	7.69%	5.81%	13.58%	14.73%	14.09%	10.65%	3.58%	10.73%	21.59%	7.42%	13.09%	14.42%	17.48%	20.39%	14.41%	6.59%	7.48%	4.96%	3.26%	6.05%	6.63%	9.50%	7.08%									
26	"8. Политическая партия ""Партия народной свободы"" (ПАРНАС)"	35	2	1	0	0	0	11	2	0	1	0	0	0	0	0	0	0	0	8	3	1	3	0	2	1	0	0	0	0	0	0	0	0	0	0	0	0									
		0.33%	0.37%	0.58%	0.00%	0.00%	0.00%	15.49%	0.48%	0.00%	1.85%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.71%	0.30%	0.12%	0.31%	0.00%	0.51%	0.52%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%									
27	"9. Всероссийская политическая партия ""ПАРТИЯ РОСТА"""	18	1	0	0	0	0	0	1	0	0	1	0	1	1	0	0	0	1	3	1	2	3	0	2	0	0	0	1	0	0	0	0	0	0	0	0	0									
		0.17%	0.18%	0.00%	0.00%	0.00%	0.00%	0.00%	0.24%	0.00%	0.00%	0.67%	0.00%	0.70%	0.35%	0.00%	0.00%	0.00%	0.39%	0.27%	0.10%	0.25%	0.31%	0.00%	0.51%	0.00%	0.00%	0.00%	0.97%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%									
28	"10. Общественная организация Всероссийская политическая партия ""Гражданская Сила"""	10	0	0	0	0	2	0	0	0	0	0	1	0	0	0	0	0	0	3	0	1	2	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0									
		0.09%	0.00%	0.00%	0.00%	0.00%	2.67%	0.00%	0.00%	0.00%	0.00%	0.00%	0.78%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.27%	0.00%	0.12%	0.20%	0.00%	0.26%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%									
29	"11. Политическая партия ""Российская объединенная демократическая партия ""ЯБЛОКО"""	20	2	0	0	0	1	0	2	0	1	0	1	1	0	0	0	0	0	6	1	0	2	0	1	0	0	0	1	0	0	0	0	0	1	0	0	0									
		0.19%	0.37%	0.00%	0.00%	0.00%	1.33%	0.00%	0.48%	0.00%	1.85%	0.00%	0.78%	0.70%	0.00%	0.00%	0.00%	0.00%	0.00%	0.54%	0.10%	0.00%	0.20%	0.00%	0.26%	0.00%	0.00%	0.00%	0.97%	0.00%	0.00%	0.00%	0.00%	0.00%	0.26%	0.00%	0.00%	0.00%									
30	"12. Политическая партия ""КОММУНИСТИЧЕСКАЯ ПАРТИЯ РОССИЙСКОЙ ФЕДЕРАЦИИ"""	919	37	28	8	26	3	1	52	18	1	2	15	2	19	2	42	2	42	150	123	19	112	7	33	8	4	13	16	16	21	17	13	3	13	13	10	28									
		8.63%	6.78%	16.28%	6.25%	11.21%	4.00%	1.41%	12.41%	6.98%	1.85%	1.34%	11.72%	1.40%	6.67%	3.85%	6.10%	2.47%	16.28%	13.38%	12.36%	2.35%	11.44%	3.98%	8.44%	4.19%	3.85%	12.62%	15.53%	6.78%	11.54%	7.94%	10.74%	3.26%	3.42%	7.18%	5.59%	7.93%									
31	"13. Политическая партия ""ПАТРИОТЫ РОССИИ"""	22	2	0	0	0	0	0	0	1	1	0	0	1	1	0	1	0	1	3	2	0	1	3	2	0	0	0	0	1	0	0	1	0	1	0	0	0									
		0.21%	0.37%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.39%	1.85%	0.00%	0.00%	0.70%	0.35%	0.00%	0.15%	0.00%	0.39%	0.27%	0.20%	0.00%	0.10%	1.70%	0.51%	0.00%	0.00%	0.00%	0.00%	0.42%	0.00%	0.00%	0.83%	0.00%	0.26%	0.00%	0.00%	0.00%									
32	14. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	111	3	1	0	2	2	0	7	3	0	0	2	3	1	0	2	0	2	24	14	5	13	3	2	2	1	1	2	2	3	2	0	0	3	5	0	1									
		1.04%	0.55%	0.58%	0.00%	0.86%	2.67%	0.00%	1.67%	1.16%	0.00%	0.00%	1.56%	2.10%	0.35%	0.00%	0.29%	0.00%	0.78%	2.14%	1.41%	0.62%	1.33%	1.70%	0.51%	1.05%	0.96%	0.97%	1.94%	0.85%	1.65%	0.93%	0.00%	0.00%	0.79%	2.76%	0.00%	0.28%									
																																															
																																															
																																															
																																															
																																															
																																															
																																															
																																															
																																															
																																															
																																															
																																															
																																															
																																															
																																															
																																															
																																															
																																															
																																															
																																															
																																															
																																															
