7	Число избирательных бюллетеней в переносных ящиках для голосования	569	8	16	20	14	13	23	16	17	9	4	3	36	7	18	11	15	17	15	25	10	17	55	0	0	55	93	0	52	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
8	Число бюллетеней в стационарных ящиках для голосования	26154	1048	1192	1011	1157	1019	1108	754	517	528	706	948	916	593	1225	849	581	859	1033	521	814	1009	1028	574	467	1345	1028	270	148	117	79	185	455	358	25	58	26	27	19	28	29	37	22	26	24	22	27	32	22	28	23	25	26	27	31	25	29	65	26	37	24	26	25	22	22	23	24	26	28	28	28	29	24	22	21	22	22	22	22	21	25	27	27	15	23	21	25	22	21	22	20	18	22	22	33	26	28	22	22	24					
9	Число недействительных избирательных бюллетеней	587	19	22	22	21	37	22	19	15	18	20	27	24	15	21	37	39	18	20	8	21	24	19	20	3	0	7	3	4	2	2	1	21	11	0	1	0	1	1	0	0	0	0	0	0	0	0	2	0	0	0	0	2	1	0	0	0	2	0	0	2	0	0	1	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	2	0	1	0	0	0	3	0	0	0	1	0	2	0	0	0	0	1					
10	Число действительных избирательных бюллетеней	26136	1037	1186	1009	1150	995	1109	751	519	519	690	924	928	585	1222	823	557	858	1028	538	803	1002	1064	554	464	1400	1114	267	196	115	77	184	434	347	25	57	26	26	18	28	29	37	22	26	24	22	27	30	22	28	23	25	24	26	31	25	29	63	26	37	22	26	25	21	22	23	24	25	28	28	28	29	23	22	21	22	22	22	22	21	25	27	25	15	22	21	25	22	18	22	20	18	21	22	31	26	28	22	22	23					
11	Число полученных открепительных  удостоверений	925	30	20	30	30	30	30	30	20	20	20	40	30	20	30	20	20	30	20	20	30	30	30	165	30	40	40	10	0	0	0	0	30	30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
12	"Число открепительных удостоверений, выданных избирателям на избирательных участках"	701	17	16	21	27	29	25	23	11	11	14	35	25	6	24	18	12	20	16	9	23	21	30	135	21	32	29	4	0	0	0	0	28	19	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
13	"Число избирателей, проголосовавших по открепительным удостоверениям"	1017	27	10	32	43	40	41	23	22	31	83	85	59	28	59	52	22	23	13	18	23	15	25	25	9	10	12	4	80	17	15	35	22	14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
14	Число неиспользованных открепительных удостоверений	224	13	4	9	3	1	5	7	9	9	6	5	5	14	6	2	8	10	4	11	7	9	0	30	9	8	11	6	0	0	0	0	2	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
15	"Число открепительных удостоверений, выданных избирателям ТИК"	25	2	0	2	0	0	1	0	1	0	1	0	1	1	1	1	2	0	0	0	0	0	0	0	2	6	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
16	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17а	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17б	"Число открепительных удостоверений, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
"Число голосов избирателей, поданных за каждый список"																																																																																																										
18	Богданов Андрей Владимирович	722	30	28	23	30	32	24	27	19	22	30	47	28	24	29	25	11	30	30	12	35	29	34	21	2	2	2	5	2	4	1	6	28	13	0	1	2	1	0	1	1	0	0	0	1	1	0	0	0	0	0	0	1	1	0	0	1	0	2	0	1	1	0	1	0	0	0	0	1	1	1	0	1	1	0	3	0	1	1	0	1	2	1	1	0	1	1	1	1	0	0	0	0	0	0	0	0	1	0	1					
		2.70%	2.84%	2.32%	2.23%	2.56%	3.10%	2.12%	3.51%	3.56%	4.10%	4.23%	4.94%	2.94%	4.00%	2.33%	2.91%	1.85%	3.42%	2.86%	2.20%	4.25%	2.83%	3.14%	3.66%	0.43%	0.14%	0.18%	1.85%	1.00%	3.42%	1.27%	3.24%	6.15%	3.63%	0.00%	1.72%	7.69%	3.70%	0.00%	3.57%	3.45%	0.00%	0.00%	0.00%	4.17%	4.55%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	3.85%	3.70%	0.00%	0.00%	3.45%	0.00%	7.69%	0.00%	4.17%	3.85%	0.00%	4.55%	0.00%	0.00%	0.00%	0.00%	3.57%	3.57%	3.57%	0.00%	4.17%	4.55%	0.00%	13.64%	0.00%	4.55%	4.55%	0.00%	4.00%	7.41%	3.70%	6.67%	0.00%	4.76%	4.00%	4.55%	4.76%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	4.55%	0.00%	4.17%					
19	Жириновский Владимир Вольфович	3842	175	206	176	208	182	171	110	77	71	146	164	139	83	161	111	81	151	149	78	139	159	169	187	10	6	7	27	22	14	23	40	86	64	3	5	3	11	1	2	3	4	3	2	3	2	3	0	2	4	12	1	8	9	12	1	4	4	3	1	2	3	0	1	1	1	1	4	2	3	3	2	6	5	0	6	3	8	4	2	3	11	5	4	5	5	16	8	5	0	0	1	1	0	4	1	3	4	3	8					
		14.38%	16.57%	17.05%	17.07%	17.76%	17.64%	15.12%	14.29%	14.42%	13.22%	20.56%	17.25%	14.60%	13.83%	12.95%	12.91%	13.59%	17.24%	14.22%	14.29%	16.87%	15.50%	15.60%	32.58%	2.14%	0.43%	0.62%	10.00%	11.00%	11.97%	29.11%	21.62%	18.90%	17.88%	12.00%	8.62%	11.54%	40.74%	5.26%	7.14%	10.34%	10.81%	13.64%	7.69%	12.50%	9.09%	11.11%	0.00%	9.09%	14.29%	52.17%	4.00%	30.77%	33.33%	38.71%	4.00%	13.79%	6.15%	11.54%	2.70%	8.33%	11.54%	0.00%	4.55%	4.55%	4.35%	4.17%	15.38%	7.14%	10.71%	10.71%	6.90%	25.00%	22.73%	0.00%	27.27%	13.64%	36.36%	18.18%	9.52%	12.00%	40.74%	18.52%	26.67%	21.74%	23.81%	64.00%	36.36%	23.81%	0.00%	0.00%	5.56%	4.55%	0.00%	12.12%	3.85%	10.71%	18.18%	13.64%	33.33%					
20	Зюганов Геннадий Андреевич	5870	237	317	277	311	243	366	246	173	174	173	155	207	167	322	273	163	270	300	162	241	301	293	97	13	5	8	31	34	27	17	36	62	46	1	3	1	2	1	1	1	2	1	1	1	1	2	0	2	1	3	2	1	2	5	5	0	6	2	3	1	0	0	1	1	2	3	1	2	1	1	1	3	2	0	2	2	7	4	1	6	2	4	2	5	2	0	1	2	0	0	1	1	1	3	0	1	2	1	4					
		21.97%	22.44%	26.24%	26.87%	26.56%	23.55%	32.36%	31.95%	32.40%	32.40%	24.37%	16.30%	21.74%	27.83%	25.91%	31.74%	27.35%	30.82%	28.63%	29.67%	29.25%	29.34%	27.05%	16.90%	2.78%	0.36%	0.71%	11.48%	17.00%	23.08%	21.52%	19.46%	13.63%	12.85%	4.00%	5.17%	3.85%	7.41%	5.26%	3.57%	3.45%	5.41%	4.55%	3.85%	4.17%	4.55%	7.41%	0.00%	9.09%	3.57%	13.04%	8.00%	3.85%	7.41%	16.13%	20.00%	0.00%	9.23%	7.69%	8.11%	4.17%	0.00%	0.00%	4.55%	4.55%	8.70%	12.50%	3.85%	7.14%	3.57%	3.57%	3.45%	12.50%	9.09%	0.00%	9.09%	9.09%	31.82%	18.18%	4.76%	24.00%	7.41%	14.81%	13.33%	21.74%	9.52%	0.00%	4.55%	9.52%	0.00%	0.00%	5.56%	4.55%	4.55%	9.09%	0.00%	3.57%	9.09%	4.55%	16.67%					
21	Медведев Дмитрий Анатольевич	15702	595	635	533	601	538	548	368	250	252	341	558	554	311	710	414	302	407	549	286	388	513	568	249	439	1387	1097	204	138	70	36	102	258	224	21	48	20	12	16	24	24	31	18	23	19	18	22	30	18	23	8	22	14	14	14	19	24	53	19	33	18	22	25	18	20	20	20	20	23	23	23	26	13	14	21	11	17	6	13	18	15	12	15	8	12	13	8	12	10	22	20	16	19	21	24	25	24	15	18	10					
		58.76%	56.34%	52.57%	51.70%	51.32%	52.13%	48.45%	47.79%	46.82%	46.93%	48.03%	58.68%	58.19%	51.83%	57.12%	48.14%	50.67%	46.46%	52.39%	52.38%	47.09%	50.00%	52.45%	43.38%	94.00%	99.07%	97.86%	75.56%	69.00%	59.83%	45.57%	55.14%	56.70%	62.57%	84.00%	82.76%	76.92%	44.44%	84.21%	85.71%	82.76%	83.78%	81.82%	88.46%	79.17%	81.82%	81.48%	93.75%	81.82%	82.14%	34.78%	88.00%	53.85%	51.85%	45.16%	76.00%	82.76%	81.54%	73.08%	89.19%	75.00%	84.62%	100.00%	81.82%	90.91%	86.96%	83.33%	76.92%	82.14%	82.14%	82.14%	89.66%	54.17%	63.64%	100.00%	50.00%	77.27%	27.27%	59.09%	85.71%	60.00%	44.44%	55.56%	53.33%	52.17%	61.90%	32.00%	54.55%	47.62%	100.00%	100.00%	88.89%	86.36%	95.45%	72.73%	96.15%	85.71%	68.18%	81.82%	41.67%					
																																																																																																										
																																																																																																										
																																																																																																										
																																																																																																										
																																																																																																										
																																																																																																										
																																																																																																										
																																																																																																										
																																																																																																										
																																																																																																										
																																																																																																										
																																																																																																										
																																																																																																										
																																																																																																										
																																																																																																										
																																																																																																										
																																																																																																										
																																																																																																										
