Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации седьмого созыва																																
Дата голосования: 18.09.2016																																
																																
Наименование Избирательной комиссии:    Большесосновская																																
																																
Сводная таблица итогов голосования по федеральному избирательному округу																																
																																
		Сумма	УИК №501	УИК №502	УИК №503	УИК №504	УИК №505	УИК №506	УИК №507	УИК №508	УИК №509	УИК №510	УИК №511	УИК №512	УИК №513	УИК №514	УИК №515	УИК №516	УИК №517	УИК №518	УИК №519	УИК №520	УИК №521									
23	"5. Политическая партия ""Российская экологическая партия ""Зеленые"""	19	3	1	1	1	0	0	0	1	3	0	3	1	0	1	0	0	0	1	1	1	1									
		0.40%	0.39%	0.28%	0.47%	0.63%	0.00%	0.00%	0.00%	0.54%	1.42%	0.00%	1.49%	0.56%	0.00%	0.38%	0.00%	0.00%	0.00%	0.18%	0.65%	0.55%	0.50%									
24	"6. Политическая партия ""Гражданская Платформа"""	7	1	0	0	1	0	0	0	2	0	0	1	0	0	0	0	0	0	1	1	0	0									
		0.15%	0.13%	0.00%	0.00%	0.63%	0.00%	0.00%	0.00%	1.09%	0.00%	0.00%	0.50%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.18%	0.65%	0.00%	0.00%									
25	7. Политическая партия ЛДПР - Либерально-демократическая партия России	1084	206	89	45	48	54	26	12	44	34	15	28	67	11	47	56	20	45	120	30	44	43									
		22.79%	26.51%	24.86%	21.23%	30.38%	22.98%	24.53%	9.76%	23.91%	16.11%	11.90%	13.93%	37.43%	12.36%	17.74%	34.57%	25.32%	21.74%	21.90%	19.35%	24.31%	21.39%									
26	"8. Политическая партия ""Партия народной свободы"" (ПАРНАС)"	13	4	2	0	0	0	0	1	0	0	0	0	1	0	0	1	0	0	3	0	1	0									
		0.27%	0.51%	0.56%	0.00%	0.00%	0.00%	0.00%	0.81%	0.00%	0.00%	0.00%	0.00%	0.56%	0.00%	0.00%	0.62%	0.00%	0.00%	0.55%	0.00%	0.55%	0.00%									
27	"9. Всероссийская политическая партия ""ПАРТИЯ РОСТА"""	72	20	9	6	2	1	1	3	4	2	1	3	0	0	5	2	1	2	7	1	1	1									
		1.51%	2.57%	2.51%	2.83%	1.27%	0.43%	0.94%	2.44%	2.17%	0.95%	0.79%	1.49%	0.00%	0.00%	1.89%	1.23%	1.27%	0.97%	1.28%	0.65%	0.55%	0.50%									
28	"10. Общественная организация Всероссийская политическая партия ""Гражданская Сила"""	10	1	1	0	0	0	0	0	1	0	0	1	1	0	2	1	0	0	1	0	0	1									
		0.21%	0.13%	0.28%	0.00%	0.00%	0.00%	0.00%	0.00%	0.54%	0.00%	0.00%	0.50%	0.56%	0.00%	0.75%	0.62%	0.00%	0.00%	0.18%	0.00%	0.00%	0.50%									
29	"11. Политическая партия ""Российская объединенная демократическая партия ""ЯБЛОКО"""	31	10	6	2	0	0	2	0	2	0	1	1	0	0	3	0	0	0	1	2	1	0									
		0.65%	1.29%	1.68%	0.94%	0.00%	0.00%	1.89%	0.00%	1.09%	0.00%	0.79%	0.50%	0.00%	0.00%	1.13%	0.00%	0.00%	0.00%	0.18%	1.29%	0.55%	0.00%									
30	"12. Политическая партия ""КОММУНИСТИЧЕСКАЯ ПАРТИЯ РОССИЙСКОЙ ФЕДЕРАЦИИ"""	492	85	45	14	10	13	8	8	11	19	10	7	23	7	25	12	9	18	112	35	8	13									
		10.34%	10.94%	12.57%	6.60%	6.33%	5.53%	7.55%	6.50%	5.98%	9.00%	7.94%	3.48%	12.85%	7.87%	9.43%	7.41%	11.39%	8.70%	20.44%	22.58%	4.42%	6.47%									
31	"13. Политическая партия ""ПАТРИОТЫ РОССИИ"""	20	3	2	0	0	0	0	0	4	0	0	0	0	1	1	0	1	2	6	0	0	0									
		0.42%	0.39%	0.56%	0.00%	0.00%	0.00%	0.00%	0.00%	2.17%	0.00%	0.00%	0.00%	0.00%	1.12%	0.38%	0.00%	1.27%	0.97%	1.09%	0.00%	0.00%	0.00%									
32	14. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	137	26	4	10	7	5	2	3	10	5	2	5	1	1	1	7	3	8	15	7	7	8									
		2.88%	3.35%	1.12%	4.72%	4.43%	2.13%	1.89%	2.44%	5.43%	2.37%	1.59%	2.49%	0.56%	1.12%	0.38%	4.32%	3.80%	3.86%	2.74%	4.52%	3.87%	3.98%									
																																
																																
																																
																																
																																
																																
																																
																																
																																
																																
																																
																																
																																
																																
																																
																																
																																
																																
																																
																																
																																
																																
