Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации четвертого созыва																																														
Дата голосования: 07.12.2003 0:00:00																																														
																																														
Наименование Избирательной комиссии:    Аларская																																														
																																														
Сводная таблица итогов голосования по пропорциональной системе выборов (Протокол №2)																																														
																																														
		Сумма	УИК  1	УИК  2	УИК  3	УИК  4	УИК  5	УИК  6	УИК  7	УИК  8	УИК  9	УИК  10	УИК  11	УИК  12	УИК  13	УИК  14	УИК  15	УИК  16	УИК  17	УИК  18	УИК  19	УИК  20	УИК  21	УИК  22	УИК  23	УИК  24	УИК  25	УИК  26	УИК  27	УИК  28	УИК  29	УИК  30	УИК  31	УИК  32	УИК  33	УИК  34	УИК  35	УИК  36	УИК  37	УИК  38	УИК  199					
11	"Число открепительных удостоверений, полученных участковыми комиссиями"	658	16	16	16	16	16	16	16	16	16	36	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	30					
12	"Число открепительных удостоверений, выданных участковыми комиссиями"	55	0	0	0	0	0	2	0	0	1	14	6	0	0	0	1	0	0	0	0	1	0	1	0	0	1	0	0	0	1	1	0	0	0	0	0	0	0	0	26					
13	"Число избирателей, проголосовавших по открепительным удостоверениям"	34	1	1	2	0	2	1	0	2	1	5	3	0	1	1	1	0	0	1	1	0	0	0	1	0	0	1	1	0	1	1	2	0	1	1	0	0	0	2	0					
14	Число погашенных открепительных удостоверений	603	16	16	16	16	16	14	16	16	15	22	10	16	16	16	15	16	16	16	16	15	16	15	16	16	15	16	16	16	15	15	16	16	16	16	16	16	16	16	4					
15	Число открепительных удостоверений выданных ТИК	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
16	Число утраченных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	Число не учтенных при получении бюллетеней	8	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0					
																																														
18	"1. ""ЕДИНЕНИЕ"""	369	5	1	13	9	6	25	8	12	12	1	18	4	32	13	14	5	3	7	5	26	18	19	10	4	3	10	4	5	14	20	3	5	6	2	10	7	5	2	3					
		2.94%	1.29%	1.81%	2.75%	3.23%	3.65%	6.06%	3.61%	3.07%	3.21%	0.10%	3.25%	2.96%	13.55%	6.80%	5.16%	3.04%	2.4%	2.38%	8.06%	5.38%	5.21%	4.84%	5.29%	0.99%	1.31%	1.18%	2.32%	2.68%	4.14%	3.89%	3.40%	6.09%	6.97%	0.51%	11.62%	8.23%	4.71%	3.44%	0.17%					
19	"2. ""СОЮЗ ПРАВЫХ СИЛ"""	162	5	0	1	2	2	3	1	2	2	19	3	1	0	2	0	0	1	2	0	2	2	2	2	7	2	10	3	3	4	5	2	0	2	7	0	1	1	0	61					
		1.29%	1.29%	0.0%	0.21%	0.71%	1.21%	0.72%	0.45%	0.51%	0.53%	1.92%	0.54%	0.74%	0.0%	1.04%	0.0%	0.0%	0.8%	0.68%	0.0%	0.41%	0.57%	0.51%	1.05%	1.73%	0.87%	1.18%	1.74%	1.61%	1.18%	0.97%	2.27%	0.0%	2.32%	1.81%	0.0%	1.17%	0.94%	0.0%	3.61%					
20	"3. ""РОССИЙСКАЯ ПАРТИЯ ПЕНСИОНЕРОВ И ПАРТИЯ СОЦИАЛЬНОЙ СПРАВЕДЛИВОСТИ"""	186	3	0	13	5	2	6	2	3	8	0	18	5	2	2	2	2	8	7	0	11	4	5	5	7	1	7	3	2	4	17	2	4	4	7	0	3	3	3	6					
		1.48%	0.77%	0.0%	2.75%	1.79%	1.21%	1.45%	0.90%	0.76%	2.14%	0.0%	3.25%	3.70%	0.84%	1.04%	0.73%	1.21%	6.4%	2.38%	0.0%	2.27%	1.15%	1.27%	2.64%	1.73%	0.43%	0.82%	1.74%	1.07%	1.18%	3.30%	2.27%	4.87%	4.65%	1.81%	0.0%	3.52%	2.83%	5.17%	0.35%					
21	"4. ""Российская демократическая партия ""ЯБЛОКО"""	155	6	0	1	2	4	5	1	0	4	18	9	2	3	2	5	2	1	2	0	3	4	1	2	3	3	8	0	1	3	3	1	0	0	2	0	2	4	1	47					
		1.23%	1.55%	0.0%	0.21%	0.71%	2.43%	1.21%	0.45%	0.0%	1.07%	1.82%	1.62%	1.48%	1.27%	1.04%	1.84%	1.21%	0.8%	0.68%	0.0%	0.62%	1.15%	0.25%	1.05%	0.74%	1.31%	0.94%	0.0%	0.53%	0.88%	0.58%	1.13%	0.0%	0.0%	0.51%	0.0%	2.35%	3.77%	1.72%	2.78%					
22	"5. ""За Русь Святую"""	52	1	0	7	1	0	1	3	0	4	0	2	7	1	1	2	2	0	0	1	1	1	0	1	0	0	5	1	2	0	0	0	0	0	3	0	2	0	0	3					
		0.41%	0.25%	0.0%	1.48%	0.35%	0.0%	0.24%	1.35%	0.0%	1.07%	0.0%	0.36%	5.18%	0.42%	0.52%	0.73%	1.21%	0.0%	0.0%	1.61%	0.20%	0.28%	0.0%	0.52%	0.0%	0.0%	0.59%	0.58%	1.07%	0.0%	0.0%	0.0%	0.0%	0.0%	0.77%	0.0%	2.35%	0.0%	0.0%	0.17%					
23	"6. ""Объединенная Российская партия ""Русь"""	41	1	0	3	0	3	5	1	1	1	0	5	0	0	1	0	2	1	1	0	0	1	2	0	2	1	0	1	0	1	1	0	0	0	2	0	1	0	2	2					
		0.32%	0.25%	0.0%	0.63%	0.0%	1.82%	1.21%	0.45%	0.25%	0.26%	0.0%	0.90%	0.0%	0.0%	0.52%	0.0%	1.21%	0.8%	0.34%	0.0%	0.0%	0.28%	0.51%	0.0%	0.49%	0.43%	0.0%	0.58%	0.0%	0.29%	0.19%	0.0%	0.0%	0.0%	0.51%	0.0%	1.17%	0.0%	3.44%	0.11%					
24	"7. ""Новый курс - Автомобильная Россия"""	47	1	0	0	0	0	3	0	2	2	1	5	0	4	1	1	0	1	3	0	2	0	1	0	1	1	1	1	1	3	1	0	0	0	2	0	0	0	1	8					
		0.37%	0.25%	0.0%	0.0%	0.0%	0.0%	0.72%	0.0%	0.51%	0.53%	0.10%	0.90%	0.0%	1.69%	0.52%	0.36%	0.0%	0.8%	1.02%	0.0%	0.41%	0.0%	0.25%	0.0%	0.24%	0.43%	0.11%	0.58%	0.53%	0.88%	0.19%	0.0%	0.0%	0.0%	0.51%	0.0%	0.0%	0.0%	1.72%	0.47%					
25	"8. ""Народно-республиканская партия России"""	25	0	0	0	3	1	1	1	0	2	0	0	0	0	1	0	1	1	0	0	1	3	3	0	3	0	0	0	2	0	0	0	0	0	0	0	2	0	0	0					
		0.19%	0.0%	0.0%	0.0%	1.07%	0.60%	0.24%	0.45%	0.0%	0.53%	0.0%	0.0%	0.0%	0.0%	0.52%	0.0%	0.60%	0.8%	0.0%	0.0%	0.20%	0.86%	0.76%	0.0%	0.74%	0.0%	0.0%	0.0%	1.07%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	2.35%	0.0%	0.0%	0.0%					
26	"9. ""Российская экологическая партия ""Зеленые"""	22	0	0	0	0	1	0	0	0	0	3	1	0	1	0	0	0	0	0	0	1	0	1	0	2	1	0	1	0	1	0	0	0	0	0	0	0	0	0	9					
		0.17%	0.0%	0.0%	0.0%	0.0%	0.60%	0.0%	0.0%	0.0%	0.0%	0.30%	0.18%	0.0%	0.42%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.20%	0.0%	0.25%	0.0%	0.49%	0.43%	0.0%	0.58%	0.0%	0.29%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.53%					
27	"10. ""Аграрная партия России"""	950	26	10	31	40	28	31	17	16	15	41	20	8	30	12	30	15	13	8	6	39	48	76	18	35	19	6	15	63	56	75	17	13	13	26	0	9	2	3	20					
		7.58%	6.73%	18.18%	6.56%	14.38%	17.07%	7.52%	7.69%	4.10%	4.02%	4.15%	3.61%	5.92%	12.71%	6.28%	11.07%	9.14%	10.4%	2.73%	9.67%	8.07%	13.91%	19.38%	9.52%	8.68%	8.33%	0.70%	8.72%	33.87%	16.56%	14.59%	19.31%	15.85%	15.11%	6.73%	0.0%	10.58%	1.88%	5.17%	1.18%					
28	"11. ""Истинные патриоты России"""	28	1	0	0	0	0	1	1	3	0	0	2	1	0	1	0	0	0	4	0	1	0	0	1	3	1	0	0	0	0	0	2	1	0	0	0	0	2	1	2					
		0.22%	0.25%	0.0%	0.0%	0.0%	0.0%	0.24%	0.45%	0.76%	0.0%	0.0%	0.36%	0.74%	0.0%	0.52%	0.0%	0.0%	0.0%	1.36%	0.0%	0.20%	0.0%	0.0%	0.52%	0.74%	0.43%	0.0%	0.0%	0.0%	0.0%	0.0%	2.27%	1.21%	0.0%	0.0%	0.0%	0.0%	1.88%	1.72%	0.11%					
29	"12. ""НАРОДНАЯ ПАРТИЯ Российской Федерации"""	239	4	1	9	5	6	4	2	11	5	34	20	3	1	6	3	0	0	4	0	14	9	4	5	7	2	34	2	0	3	6	1	1	1	4	0	8	4	0	16					
		1.90%	1.03%	1.81%	1.90%	1.79%	3.65%	0.97%	0.90%	2.82%	1.34%	3.44%	3.61%	2.22%	0.42%	3.14%	1.10%	0.0%	0.0%	1.36%	0.0%	2.89%	2.60%	1.02%	2.64%	1.73%	0.87%	4.01%	1.16%	0.0%	0.88%	1.16%	1.13%	1.21%	1.16%	1.03%	0.0%	9.41%	3.77%	0.0%	0.94%					
30	"13. ""Демократическая партия России"""	49	1	0	8	1	1	0	0	3	3	0	3	0	1	0	0	0	0	1	0	1	0	2	0	2	3	9	0	1	1	1	2	0	0	1	0	0	1	0	3					
		0.39%	0.25%	0.0%	1.69%	0.35%	0.60%	0.0%	0.0%	0.76%	0.80%	0.0%	0.54%	0.0%	0.42%	0.0%	0.0%	0.0%	0.0%	0.34%	0.0%	0.20%	0.0%	0.51%	0.0%	0.49%	1.31%	1.06%	0.0%	0.53%	0.29%	0.19%	2.27%	0.0%	0.0%	0.25%	0.0%	0.0%	0.94%	0.0%	0.17%					
31	"14. ""Великая Россия - Евразийский Союз"""	29	1	0	1	4	2	6	0	0	0	0	0	1	0	1	1	0	0	0	0	0	0	1	1	0	0	0	0	0	1	1	1	1	0	2	0	0	2	0	2					
		0.23%	0.25%	0.0%	0.21%	1.43%	1.21%	1.45%	0.0%	0.0%	0.0%	0.0%	0.0%	0.74%	0.0%	0.52%	0.36%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.25%	0.52%	0.0%	0.0%	0.0%	0.0%	0.0%	0.29%	0.19%	1.13%	1.21%	0.0%	0.51%	0.0%	0.0%	1.88%	0.0%	0.11%					
32	"15. ""Партия СЛОН"""	12	0	0	0	0	0	0	0	0	2	0	0	1	0	1	1	0	0	0	0	0	0	1	1	1	0	0	1	0	0	1	0	0	0	2	0	0	0	0	0					
		0.09%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.53%	0.0%	0.0%	0.74%	0.0%	0.52%	0.36%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.25%	0.52%	0.24%	0.0%	0.0%	0.58%	0.0%	0.0%	0.19%	0.0%	0.0%	0.0%	0.51%	0.0%	0.0%	0.0%	0.0%	0.0%					
33	"16. ""Родина"" (народно-патриотический союз)"""	206	2	0	10	9	2	9	0	0	18	0	19	5	11	3	5	2	4	6	0	5	5	4	2	12	3	9	3	4	8	13	0	1	5	7	0	1	3	0	16					
		1.64%	0.51%	0.0%	2.11%	3.23%	1.21%	2.18%	0.0%	0.0%	4.82%	0.0%	3.43%	3.70%	4.66%	1.57%	1.84%	1.21%	3.2%	2.04%	0.0%	1.03%	1.44%	1.02%	1.05%	2.97%	1.31%	1.06%	1.74%	2.15%	2.36%	2.52%	0.0%	1.21%	5.81%	1.81%	0.0%	1.17%	2.83%	0.0%	0.94%					
34	"17. ""Партия Мира и Единства (ПМЕ)"""	58	1	0	5	0	3	3	1	1	3	0	5	0	2	0	0	2	0	0	0	3	1	2	3	2	0	0	2	0	3	5	1	0	0	2	0	3	0	0	5					
		0.46%	0.25%	0.0%	1.05%	0.0%	1.82%	0.72%	0.45%	0.25%	0.80%	0.0%	0.90%	0.0%	0.84%	0.0%	0.0%	1.21%	0.0%	0.0%	0.0%	0.62%	0.28%	0.51%	1.58%	0.49%	0.0%	0.0%	1.16%	0.0%	0.88%	0.97%	1.13%	0.0%	0.0%	0.51%	0.0%	3.52%	0.0%	0.0%	0.29%					
35	"18. ""ЛДПР"""	1232	22	8	62	30	20	43	35	50	30	82	60	18	15	15	39	30	22	32	0	11	38	29	6	37	16	152	2	19	26	28	1	7	2	11	0	8	19	13	194					
		9.83%	5.69%	14.54%	13.13%	10.79%	12.19%	10.43%	15.83%	12.82%	8.04%	8.30%	10.84%	13.33%	6.35%	7.85%	14.39%	18.29%	17.6%	10.92%	0.0%	2.27%	11.01%	7.39%	3.17%	9.18%	7.01%	17.96%	1.16%	10.21%	7.69%	5.44%	1.13%	8.53%	2.32%	2.84%	0.0%	9.41%	17.92%	22.41%	11.49%					
36	"19. ""Партия Возрождения России - Российская партия ЖИЗНИ"""	213	3	2	16	0	4	5	4	2	20	0	6	5	6	4	3	2	5	5	0	4	5	5	7	9	4	16	5	1	3	6	1	4	4	4	0	1	4	0	38					
		1.70%	0.77%	3.63%	3.38%	0.0%	2.43%	1.21%	1.80%	0.51%	5.36%	0.0%	1.08%	3.70%	2.54%	2.09%	1.10%	1.21%	4.0%	1.70%	0.0%	0.82%	1.44%	1.27%	3.70%	2.23%	1.75%	1.89%	2.90%	0.53%	0.88%	1.16%	1.13%	4.87%	4.65%	1.03%	0.0%	1.17%	3.77%	0.0%	2.25%					
37	"20. ""Политическая партия ""Единая Россия"""	6392	227	18	193	120	57	186	114	203	165	616	264	56	83	96	126	79	48	154	38	292	120	166	98	158	128	426	112	64	151	195	44	37	35	234	64	17	36	25	1147					
		51.02%	58.80%	32.72%	40.88%	43.16%	34.75%	45.14%	51.58%	52.05%	44.23%	62.41%	47.73%	41.48%	35.16%	50.26%	46.49%	48.17%	38.4%	52.55%	61.29%	60.45%	34.78%	42.34%	51.85%	39.20%	56.14%	50.35%	65.11%	34.40%	44.67%	37.93%	50.0%	45.12%	40.69%	60.62%	74.41%	20.0%	33.96%	43.10%	67.99%					
38	"21. ""Российская Конституционно-демократическая партия"""	21	0	1	1	1	1	2	0	1	1	0	1	0	0	1	1	0	0	0	1	0	0	3	1	1	0	0	0	0	1	1	0	0	0	2	0	0	0	0	0					
		0.16%	0.0%	1.81%	0.21%	0.35%	0.60%	0.48%	0.0%	0.25%	0.26%	0.0%	0.18%	0.0%	0.0%	0.52%	0.36%	0.0%	0.0%	0.0%	1.61%	0.0%	0.0%	0.76%	0.52%	0.24%	0.0%	0.0%	0.0%	0.0%	0.29%	0.19%	0.0%	0.0%	0.0%	0.51%	0.0%	0.0%	0.0%	0.0%	0.0%					
39	"22. ""Развитие предпринимательства"""	20	0	0	0	0	0	0	0	0	2	3	0	1	2	1	0	0	0	1	0	1	0	0	0	0	0	2	3	0	0	4	0	0	0	0	0	0	0	0	0					
		0.15%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.53%	0.30%	0.0%	0.74%	0.84%	0.52%	0.0%	0.0%	0.0%	0.34%	0.0%	0.20%	0.0%	0.0%	0.0%	0.0%	0.0%	0.23%	1.74%	0.0%	0.0%	0.77%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%					
40	"23. ""Коммунистическая партия Российской Федерации (КПРФ)"""	1351	58	7	69	20	6	42	21	58	45	126	62	9	19	11	26	2	9	36	7	36	59	33	20	79	19	124	10	8	43	106	9	4	7	47	7	17	10	5	75					
		10.78%	15.02%	12.72%	14.61%	7.19%	3.65%	10.19%	9.50%	14.87%	12.06%	12.76%	11.21%	6.66%	8.05%	5.75%	9.59%	1.21%	7.2%	12.28%	11.29%	7.45%	17.10%	8.41%	10.58%	19.60%	8.33%	14.65%	5.81%	4.30%	12.72%	20.62%	10.22%	4.87%	8.13%	12.17%	8.13%	20.0%	9.43%	8.62%	4.44%					
																																														
41	Против всех	331	2	1	16	11	8	20	8	9	16	21	19	1	6	8	6	13	3	16	0	16	10	22	1	12	10	11	2	4	5	13	1	3	7	7	4	2	2	1	14					
		2.64%	0.51%	1.81%	3.38%	3.95%	4.87%	4.85%	3.61%	2.30%	4.28%	2.12%	3.43%	0.74%	2.54%	4.18%	2.21%	7.92%	2.4%	5.46%	0.0%	3.31%	2.89%	5.61%	0.52%	2.97%	4.38%	1.30%	1.16%	2.15%	1.47%	2.52%	1.13%	3.65%	8.13%	1.81%	4.65%	2.35%	1.88%	1.72%	0.82%					
																																														
																																														
																																														
																																														
																																														
																																														
																																														
																																														
																																														
																																														
																																														
																																														
																																														
																																														
																																														
