Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации седьмого созыва																																								
Дата голосования: 18.09.2016																																								
																																								
Наименование Избирательной комиссии:    Красногорская																																								
																																								
Сводная таблица итогов голосования по федеральному избирательному округу																																								
																																								
		Сумма	УИК №977	УИК №978	УИК №979	УИК №980	УИК №981	УИК №982	УИК №983	УИК №984	УИК №985	УИК №986	УИК №987	УИК №988	УИК №989	УИК №990	УИК №991	УИК №992	УИК №993	УИК №994	УИК №995	УИК №996	УИК №997	УИК №998	УИК №999	УИК №1000	УИК №1001	УИК №1002	УИК №1003	УИК №1004	УИК №1005									
		0.85%	0.45%	0.00%	0.00%	0.00%	0.00%	3.80%	1.54%	0.00%	1.17%	0.93%	0.00%	1.89%	0.79%	1.59%	0.81%	1.28%	1.82%	1.78%	0.00%	0.32%	1.92%	0.00%	0.81%	1.02%	0.00%	0.00%	1.69%	0.00%	0.00%									
20	2. Политическая партия КОММУНИСТИЧЕСКАЯ ПАРТИЯ КОММУНИСТЫ РОССИИ	213	18	10	8	1	4	2	39	9	12	11	3	0	8	2	12	3	0	17	3	17	5	4	4	10	2	1	3	1	4									
		3.86%	4.03%	2.83%	3.96%	1.72%	2.86%	2.53%	4.01%	2.65%	3.50%	3.41%	8.33%	0.00%	3.17%	3.17%	9.68%	3.85%	0.00%	6.05%	2.86%	5.48%	4.81%	5.48%	3.25%	3.41%	4.76%	1.67%	5.08%	2.44%	3.45%									
21	"3. Политическая партия ""Российская партия пенсионеров за справедливость"""	89	4	4	0	0	1	4	13	7	8	13	0	0	0	2	2	0	0	4	1	7	2	3	2	6	0	0	2	2	2									
		1.61%	0.89%	1.13%	0.00%	0.00%	0.71%	5.06%	1.34%	2.06%	2.33%	4.02%	0.00%	0.00%	0.00%	3.17%	1.61%	0.00%	0.00%	1.42%	0.95%	2.26%	1.92%	4.11%	1.63%	2.05%	0.00%	0.00%	3.39%	4.88%	1.72%									
22	"4. Всероссийская политическая партия ""ЕДИНАЯ РОССИЯ"""	2419	175	157	101	34	83	54	399	146	146	128	20	28	152	33	50	33	31	97	50	135	31	45	62	118	13	27	11	13	47									
		43.78%	39.15%	44.48%	50.00%	58.62%	59.29%	68.35%	41.01%	43.07%	42.57%	39.63%	55.56%	52.83%	60.32%	52.38%	40.32%	42.31%	56.36%	34.52%	47.62%	43.55%	29.81%	61.64%	50.41%	40.27%	30.95%	45.00%	18.64%	31.71%	40.52%									
23	"5. Политическая партия ""Российская экологическая партия ""Зеленые"""	20	1	1	0	0	0	0	2	1	3	1	0	2	2	0	0	0	0	1	0	2	1	0	2	0	1	0	0	0	0									
		0.36%	0.22%	0.28%	0.00%	0.00%	0.00%	0.00%	0.21%	0.29%	0.87%	0.31%	0.00%	3.77%	0.79%	0.00%	0.00%	0.00%	0.00%	0.36%	0.00%	0.65%	0.96%	0.00%	1.63%	0.00%	2.38%	0.00%	0.00%	0.00%	0.00%									
24	"6. Политическая партия ""Гражданская Платформа"""	5	0	0	0	0	0	0	0	0	1	1	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1									
		0.09%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.29%	0.31%	2.78%	0.00%	0.00%	0.00%	0.00%	1.28%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.86%									
25	7. Политическая партия ЛДПР - Либерально-демократическая партия России	857	68	49	25	10	15	8	140	64	69	49	5	5	21	7	13	21	12	54	20	53	23	9	18	43	10	10	12	8	16									
		15.51%	15.21%	13.88%	12.38%	17.24%	10.71%	10.13%	14.39%	18.88%	20.12%	15.17%	13.89%	9.43%	8.33%	11.11%	10.48%	26.92%	21.82%	19.22%	19.05%	17.10%	22.12%	12.33%	14.63%	14.68%	23.81%	16.67%	20.34%	19.51%	13.79%									
26	"8. Политическая партия ""Партия народной свободы"" (ПАРНАС)"	18	1	2	2	0	0	1	5	1	0	5	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0									
		0.33%	0.22%	0.57%	0.99%	0.00%	0.00%	1.27%	0.51%	0.29%	0.00%	1.55%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.32%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%									
27	"9. Всероссийская политическая партия ""ПАРТИЯ РОСТА"""	31	3	0	1	3	1	0	4	0	9	1	0	0	1	0	0	0	0	2	4	0	1	0	0	1	0	0	0	0	0									
		0.56%	0.67%	0.00%	0.50%	5.17%	0.71%	0.00%	0.41%	0.00%	2.62%	0.31%	0.00%	0.00%	0.40%	0.00%	0.00%	0.00%	0.00%	0.71%	3.81%	0.00%	0.96%	0.00%	0.00%	0.34%	0.00%	0.00%	0.00%	0.00%	0.00%									
28	"10. Общественная организация Всероссийская политическая партия ""Гражданская Сила"""	14	0	0	0	0	0	1	4	1	2	1	0	1	0	0	0	0	1	0	0	1	0	0	0	2	0	0	0	0	0									
		0.25%	0.00%	0.00%	0.00%	0.00%	0.00%	1.27%	0.41%	0.29%	0.58%	0.31%	0.00%	1.89%	0.00%	0.00%	0.00%	0.00%	1.82%	0.00%	0.00%	0.32%	0.00%	0.00%	0.00%	0.68%	0.00%	0.00%	0.00%	0.00%	0.00%									
29	"11. Политическая партия ""Российская объединенная демократическая партия ""ЯБЛОКО"""	121	7	5	7	0	4	1	23	9	4	11	2	2	5	5	4	4	1	2	3	6	1	0	3	5	2	2	2	0	1									
		2.19%	1.57%	1.42%	3.47%	0.00%	2.86%	1.27%	2.36%	2.65%	1.17%	3.41%	5.56%	3.77%	1.98%	7.94%	3.23%	5.13%	1.82%	0.71%	2.86%	1.94%	0.96%	0.00%	2.44%	1.71%	4.76%	3.33%	3.39%	0.00%	0.86%									
30	"12. Политическая партия ""КОММУНИСТИЧЕСКАЯ ПАРТИЯ РОССИЙСКОЙ ФЕДЕРАЦИИ"""	760	93	49	30	6	13	3	115	51	32	45	3	9	28	6	14	7	4	54	14	43	16	5	10	59	4	4	18	4	21									
		13.76%	20.81%	13.88%	14.85%	10.34%	9.29%	3.80%	11.82%	15.04%	9.33%	13.93%	8.33%	16.98%	11.11%	9.52%	11.29%	8.97%	7.27%	19.22%	13.33%	13.87%	15.38%	6.85%	8.13%	20.14%	9.52%	6.67%	30.51%	9.76%	18.10%									
31	"13. Политическая партия ""ПАТРИОТЫ РОССИИ"""	12	1	1	0	0	0	0	2	3	0	1	0	0	0	0	1	0	0	0	0	2	1	0	0	0	0	0	0	0	0									
		0.22%	0.22%	0.28%	0.00%	0.00%	0.00%	0.00%	0.21%	0.88%	0.00%	0.31%	0.00%	0.00%	0.00%	0.00%	0.81%	0.00%	0.00%	0.00%	0.00%	0.65%	0.96%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%									
32	14. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	735	63	65	21	2	13	1	181	38	49	44	1	2	26	6	13	3	2	34	8	37	18	7	14	30	10	11	10	9	17									
		13.30%	14.09%	18.41%	10.40%	3.45%	9.29%	1.27%	18.60%	11.21%	14.29%	13.62%	2.78%	3.77%	10.32%	9.52%	10.48%	3.85%	3.64%	12.10%	7.62%	11.94%	17.31%	9.59%	11.38%	10.24%	23.81%	18.33%	16.95%	21.95%	14.66%									
																																								
																																								
																																								
																																								
																																								
																																								
																																								
																																								
																																								
																																								
																																								
																																								
																																								
																																								
																																								
																																								
																																								
																																								
																																								
																																								
																																								
																																								
