Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации пятого созыва																																																				
Дата голосования: 02.12.2007																																																				
																																																				
Наименование Избирательной комиссии:    ТИК Моздокского района																																																				
																																																				
Сводная таблица результатов выборов																																																				
																																																				
		Сумма	УИК №126	УИК №127	УИК №128	УИК №129	УИК №130	УИК №131	УИК №132	УИК №133	УИК №134	УИК №135	УИК №136	УИК №137	УИК №138	УИК №139	УИК №140	УИК №141	УИК №142	УИК №143	УИК №144	УИК №145	УИК №146	УИК №147	УИК №148	УИК №149	УИК №150	УИК №151	УИК №152	УИК №153	УИК №154	УИК №155	УИК №156	УИК №157	УИК №158	УИК №159	УИК №160	УИК №161	УИК №162	УИК №163	УИК №164	УИК №165	УИК №166	УИК №167	УИК №168	УИК №169	УИК №170					
16	Число утраченных избирательных бюллетеней	6	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17а	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17б	Число не учтенных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																																																				
18	1.Политическая партия «Аграрная партия России»	1197	18	13	11	29	21	15	15	33	28	17	19	17	13	36	6	15	4	113	64	30	31	36	5	252	26	0	0	1	0	34	7	7	41	57	10	71	15	11	0	21	13	3	2	30	7					
		2.92%	3.03%	1.58%	1.40%	2.72%	2.98%	2.22%	2.28%	1.97%	2.18%	2.03%	1.53%	2.43%	2.20%	2.73%	1.46%	1.26%	0.87%	6.35%	3.36%	2.16%	4.72%	3.27%	0.72%	12.24%	3.34%	0.00%	0.00%	0.17%	0.00%	1.18%	1.73%	5.30%	4.66%	4.36%	1.50%	8.70%	4.34%	5.02%	0.00%	7.89%	5.00%	1.23%	2.06%	4.34%	4.52%					
19	2.Всероссийская политическая партия «Гражданская Сила»	163	6	4	2	11	4	5	3	10	6	2	5	4	2	7	1	12	1	3	6	11	4	1	1	2	3	0	0	2	0	8	1	2	6	2	10	7	1	0	0	1	1	0	3	2	1					
		0.40%	1.01%	0.49%	0.26%	1.03%	0.57%	0.74%	0.46%	0.60%	0.47%	0.24%	0.40%	0.57%	0.34%	0.53%	0.24%	1.01%	0.22%	0.17%	0.32%	0.79%	0.61%	0.09%	0.14%	0.10%	0.39%	0.00%	0.00%	0.33%	0.00%	0.28%	0.25%	1.52%	0.68%	0.15%	1.50%	0.86%	0.29%	0.00%	0.00%	0.38%	0.38%	0.00%	3.09%	0.29%	0.65%					
20	3.Политическая партия «Демократическая партия России»	48	0	1	0	2	0	0	1	0	2	2	1	2	0	4	1	0	0	1	2	0	0	1	1	4	0	0	0	1	0	1	0	1	0	0	0	0	1	1	0	15	0	0	3	0	0					
		0.12%	0.00%	0.12%	0.00%	0.19%	0.00%	0.00%	0.15%	0.00%	0.16%	0.24%	0.08%	0.29%	0.00%	0.30%	0.24%	0.00%	0.00%	0.06%	0.11%	0.00%	0.00%	0.09%	0.14%	0.19%	0.00%	0.00%	0.00%	0.17%	0.00%	0.03%	0.00%	0.76%	0.00%	0.00%	0.00%	0.00%	0.29%	0.46%	0.00%	5.64%	0.00%	0.00%	3.09%	0.00%	0.00%					
21	4.Политическая партия «Коммунистическая партия Российской Федерации»	4619	85	84	83	115	92	123	78	242	186	65	249	81	96	198	65	109	66	208	281	143	68	108	71	308	110	391	109	62	1	66	20	9	119	81	56	108	39	26	15	36	37	16	7	84	23					
		11.28%	14.29%	10.19%	10.60%	10.79%	13.07%	18.17%	11.87%	14.42%	14.50%	7.77%	20.11%	11.57%	16.24%	15.01%	15.82%	9.17%	14.38%	11.69%	14.76%	10.32%	10.35%	9.82%	10.23%	14.96%	14.12%	14.99%	5.04%	10.26%	1.64%	2.29%	4.95%	6.82%	13.54%	6.20%	8.38%	13.24%	11.27%	11.87%	1.95%	13.53%	14.23%	6.58%	7.22%	12.16%	14.84%					
22	5.Политическая партия «СОЮЗ ПРАВЫХ СИЛ»	597	4	5	4	12	6	1	1	6	8	4	17	1	0	7	5	7	0	52	106	8	2	20	9	176	16	0	0	8	0	5	5	1	6	6	6	32	3	8	21	7	1	7	2	1	1					
		1.46%	0.67%	0.61%	0.51%	1.13%	0.85%	0.15%	0.15%	0.36%	0.62%	0.48%	1.37%	0.14%	0.00%	0.53%	1.22%	0.59%	0.00%	2.92%	5.57%	0.58%	0.30%	1.82%	1.30%	8.55%	2.05%	0.00%	0.00%	1.32%	0.00%	0.17%	1.24%	0.76%	0.68%	0.46%	0.90%	3.92%	0.87%	3.65%	2.73%	2.63%	0.38%	2.88%	2.06%	0.14%	0.65%					
23	6.Политическая партия «Партия социальной справедливости»	69	0	1	0	1	4	1	2	0	3	1	2	1	3	3	2	3	0	2	0	5	0	0	6	3	0	0	0	1	0	4	0	2	4	2	5	1	1	0	0	0	1	3	1	1	0					
		0.17%	0.00%	0.12%	0.00%	0.09%	0.57%	0.15%	0.30%	0.00%	0.23%	0.12%	0.16%	0.14%	0.51%	0.23%	0.49%	0.25%	0.00%	0.11%	0.00%	0.36%	0.00%	0.00%	0.86%	0.15%	0.00%	0.00%	0.00%	0.17%	0.00%	0.14%	0.00%	1.52%	0.46%	0.15%	0.75%	0.12%	0.29%	0.00%	0.00%	0.00%	0.38%	1.23%	1.03%	0.14%	0.00%					
24	7.Политическая партия «Либерально-демократическая партия России»	1826	26	23	29	58	23	24	34	65	81	42	50	40	41	106	23	135	34	25	63	127	66	7	31	79	43	0	0	9	0	198	58	5	58	66	25	16	10	1	0	0	27	13	7	50	8					
		4.46%	4.37%	2.79%	3.70%	5.44%	3.27%	3.55%	5.18%	3.87%	6.31%	5.02%	4.04%	5.71%	6.94%	8.04%	5.60%	11.35%	7.41%	1.40%	3.31%	9.16%	10.05%	0.64%	4.47%	3.84%	5.52%	0.00%	0.00%	1.49%	0.00%	6.88%	14.36%	3.79%	6.60%	5.05%	3.74%	1.96%	2.89%	0.46%	0.00%	0.00%	10.38%	5.35%	7.22%	7.24%	5.16%					
25	8.Политическая партия «СПРАВЕДЛИВАЯ РОССИЯ: РОДИНА/ПЕНСИОНЕРЫ/ЖИЗНЬ»	3908	52	161	46	100	78	56	58	312	112	76	155	83	45	180	46	62	50	300	289	93	66	125	46	232	52	0	17	13	0	582	11	10	58	102	17	83	22	8	62	21	0	5	4	15	3					
		9.55%	8.74%	19.54%	5.87%	9.38%	11.08%	8.27%	8.83%	18.59%	8.73%	9.08%	12.52%	11.86%	7.61%	13.65%	11.19%	5.21%	10.89%	16.85%	15.18%	6.71%	10.05%	11.36%	6.63%	11.27%	6.68%	0.00%	0.79%	2.15%	0.00%	20.22%	2.72%	7.58%	6.60%	7.81%	2.54%	10.17%	6.36%	3.65%	8.07%	7.89%	0.00%	2.06%	4.12%	2.17%	1.94%					
26	9.Политическая партия «ПАТРИОТЫ РОССИИ»	321	1	4	1	8	4	6	6	13	6	11	11	3	6	7	7	15	5	6	111	10	6	3	7	8	2	0	0	3	0	3	3	1	6	5	0	4	4	5	0	0	0	7	6	6	1					
		0.78%	0.17%	0.49%	0.13%	0.75%	0.57%	0.89%	0.91%	0.77%	0.47%	1.31%	0.89%	0.43%	1.02%	0.53%	1.70%	1.26%	1.09%	0.34%	5.83%	0.72%	0.91%	0.27%	1.01%	0.39%	0.26%	0.00%	0.00%	0.50%	0.00%	0.10%	0.74%	0.76%	0.68%	0.38%	0.00%	0.49%	1.16%	2.28%	0.00%	0.00%	0.00%	2.88%	6.19%	0.87%	0.65%					
27	10.Всероссийская политическая партия «ЕДИНАЯ РОССИЯ»	27294	382	524	575	711	454	421	456	971	813	600	707	456	370	733	211	779	290	1060	958	893	380	778	486	970	512	2218	2038	485	60	1922	291	92	572	970	527	440	225	156	670	160	170	173	47	482	106					
		66.67%	64.20%	63.59%	73.44%	66.70%	64.49%	62.19%	69.41%	57.87%	63.37%	71.68%	57.11%	65.14%	62.61%	55.57%	51.34%	65.52%	63.18%	59.55%	50.32%	64.43%	57.84%	70.73%	70.03%	47.11%	65.73%	85.01%	94.18%	80.30%	98.36%	66.78%	72.03%	69.70%	65.07%	74.27%	78.89%	53.92%	65.03%	71.23%	87.24%	60.15%	65.38%	71.19%	48.45%	69.75%	68.39%					
28	11.Политическая партия «Российская объединенная демократическая партия «ЯБЛОКО»	146	5	4	7	3	2	8	3	5	7	5	7	1	8	5	5	9	0	4	5	6	3	6	3	6	7	0	0	2	0	6	0	0	4	2	0	5	0	1	0	0	0	1	1	0	0					
		0.36%	0.84%	0.49%	0.89%	0.28%	0.28%	1.18%	0.46%	0.30%	0.55%	0.60%	0.57%	0.14%	1.35%	0.38%	1.22%	0.76%	0.00%	0.22%	0.26%	0.43%	0.46%	0.55%	0.43%	0.29%	0.90%	0.00%	0.00%	0.33%	0.00%	0.21%	0.00%	0.00%	0.46%	0.15%	0.00%	0.61%	0.00%	0.46%	0.00%	0.00%	0.00%	0.41%	1.03%	0.00%	0.00%					
																																																				
																																																				
																																																				
																																																				
																																																				
																																																				
																																																				
																																																				
																																																				
																																																				
																																																				
																																																				
																																																				
																																																				
																																																				
																																																				
																																																				
																																																				
