Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации шестого созыва																																																																					
Дата голосования: 04.12.2011																																																																					
																																																																					
Наименование Избирательной комиссии:    Йошкар-Олинская городская № 1																																																																					
																																																																					
Сводная таблица результатов выборов																																																																					
																																																																					
		Сумма	УИК №1	УИК №2	УИК №3	УИК №4	УИК №5	УИК №6	УИК №7	УИК №8	УИК №9	УИК №10	УИК №11	УИК №12	УИК №13	УИК №14	УИК №15	УИК №16	УИК №17	УИК №18	УИК №19	УИК №20	УИК №21	УИК №22	УИК №23	УИК №24	УИК №25	УИК №26	УИК №27	УИК №28	УИК №29	УИК №30	УИК №31	УИК №32	УИК №33	УИК №34	УИК №35	УИК №36	УИК №37	УИК №38	УИК №39	УИК №40	УИК №41	УИК №42	УИК №43	УИК №44	УИК №45	УИК №46	УИК №47	УИК №48	УИК №49	УИК №50	УИК №51	УИК №52	УИК №53	УИК №54	УИК №55	УИК №56	УИК №57	УИК №58	УИК №59	УИК №60	УИК №61	УИК №62					
18	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																																																																					
19	1. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	11063	210	76	218	133	217	16	123	255	244	260	185	193	97	155	160	210	214	280	210	130	223	215	263	229	202	183	231	238	239	220	166	167	145	220	222	222	244	230	176	141	60	136	116	214	232	133	229	162	114	135	186	245	262	214	6	208	156	171	132	132	32	26					
		16.30%	14.07%	15.45%	13.83%	15.91%	16.72%	5.10%	16.18%	16.77%	17.60%	17.33%	18.44%	17.74%	15.02%	14.50%	16.63%	19.00%	16.54%	16.03%	16.22%	18.01%	16.54%	18.13%	19.57%	18.76%	16.76%	16.74%	16.90%	19.10%	14.80%	17.52%	17.77%	13.64%	14.69%	16.74%	18.02%	19.51%	17.98%	19.81%	16.86%	16.30%	18.87%	15.94%	15.87%	16.72%	16.80%	14.58%	16.95%	15.98%	9.60%	15.61%	12.54%	16.09%	19.85%	17.58%	4.72%	14.54%	14.97%	14.84%	12.27%	17.37%	9.44%	9.89%					
20	"2. Политическая партия ""Либерально-демократическая партия России"""	12215	297	71	363	115	210	85	134	243	211	222	157	199	141	229	164	158	209	384	276	135	269	195	188	205	214	177	217	209	330	237	155	220	164	223	259	195	206	162	233	169	52	176	132	233	272	198	267	222	197	142	261	224	192	223	3	248	175	222	253	156	69	68					
		17.99%	19.89%	14.43%	23.03%	13.76%	16.18%	27.07%	17.63%	15.98%	15.22%	14.80%	15.65%	18.29%	21.83%	21.42%	17.05%	14.30%	16.15%	21.98%	21.31%	18.70%	19.96%	16.44%	13.99%	16.79%	17.76%	16.19%	15.87%	16.77%	20.43%	18.87%	16.60%	17.97%	16.62%	16.97%	21.02%	17.14%	15.18%	13.95%	22.32%	19.54%	16.35%	20.63%	18.06%	18.20%	19.70%	21.71%	19.76%	21.89%	16.60%	16.42%	17.60%	14.71%	14.55%	18.32%	2.36%	17.33%	16.79%	19.27%	23.51%	20.53%	20.35%	25.86%					
21	"3. Политическая партия ""ПАТРИОТЫ РОССИИ"""	852	14	2	18	10	13	2	5	19	21	20	11	5	11	19	12	6	14	25	19	13	20	12	12	15	10	9	14	12	20	12	10	17	10	15	22	14	17	20	13	6	2	12	12	22	23	11	15	13	12	14	15	17	28	24	2	26	21	14	19	3	5	3					
		1.26%	0.94%	0.41%	1.14%	1.20%	1.00%	0.64%	0.66%	1.25%	1.52%	1.33%	1.10%	0.46%	1.70%	1.78%	1.25%	0.54%	1.08%	1.43%	1.47%	1.80%	1.48%	1.01%	0.89%	1.23%	0.83%	0.82%	1.02%	0.96%	1.24%	0.96%	1.07%	1.39%	1.01%	1.14%	1.79%	1.23%	1.25%	1.72%	1.25%	0.69%	0.63%	1.41%	1.64%	1.72%	1.67%	1.21%	1.11%	1.28%	1.01%	1.62%	1.01%	1.12%	2.12%	1.97%	1.57%	1.82%	2.02%	1.22%	1.77%	0.39%	1.47%	1.14%					
22	"4. Политическая партия ""Коммунистическая партия Российской Федерации"""	18582	442	178	399	229	351	17	194	435	418	446	310	341	163	300	247	324	386	469	294	189	371	335	436	371	377	332	428	327	461	367	258	352	339	379	357	334	433	351	265	214	85	220	205	336	362	219	358	239	190	227	351	409	369	291	12	352	272	318	268	172	52	56					
		27.38%	29.60%	36.18%	25.32%	27.39%	27.04%	5.41%	25.53%	28.60%	30.16%	29.73%	30.91%	31.34%	25.23%	28.06%	25.68%	29.32%	29.83%	26.85%	22.70%	26.18%	27.52%	28.25%	32.44%	30.38%	31.29%	30.38%	31.31%	26.24%	28.54%	29.22%	27.62%	28.76%	34.35%	28.84%	28.98%	29.35%	31.91%	30.23%	25.38%	24.74%	26.73%	25.79%	28.04%	26.25%	26.21%	24.01%	26.50%	23.57%	16.01%	26.24%	23.67%	26.85%	27.95%	23.91%	9.45%	24.60%	26.10%	27.60%	24.91%	22.63%	15.34%	21.29%					
23	"5. Политическая партия ""Российская объединенная демократическая партия ""ЯБЛОКО"""	2732	66	27	60	63	60	1	38	83	78	103	33	42	27	48	35	59	62	65	43	30	45	50	56	64	42	48	50	54	94	53	46	39	54	52	40	46	52	48	32	19	8	30	24	51	51	27	42	35	33	42	46	54	68	44	1	51	39	15	30	19	7	8					
		4.03%	4.42%	5.49%	3.81%	7.54%	4.62%	0.32%	5.00%	5.46%	5.63%	6.87%	3.29%	3.86%	4.18%	4.49%	3.64%	5.34%	4.79%	3.72%	3.32%	4.16%	3.34%	4.22%	4.17%	5.24%	3.49%	4.39%	3.66%	4.33%	5.82%	4.22%	4.93%	3.19%	5.47%	3.96%	3.25%	4.04%	3.83%	4.13%	3.07%	2.20%	2.52%	3.52%	3.28%	3.98%	3.69%	2.96%	3.11%	3.45%	2.78%	4.86%	3.10%	3.55%	5.15%	3.62%	0.79%	3.56%	3.74%	1.30%	2.79%	2.50%	2.06%	3.04%					
24	"6. Всероссийская политическая партия ""ЕДИНАЯ РОССИЯ"""	20660	398	112	452	252	384	187	238	445	388	421	279	281	193	298	311	307	383	481	432	210	393	358	350	312	320	315	392	386	441	351	275	400	258	390	308	294	372	321	304	292	102	260	230	383	399	297	401	317	614	278	594	540	366	403	93	501	349	378	356	256	164	95					
		30.44%	26.66%	22.76%	28.68%	30.14%	29.58%	59.55%	31.32%	29.26%	27.99%	28.07%	27.82%	25.83%	29.88%	27.88%	32.33%	27.78%	29.60%	27.53%	33.36%	29.09%	29.15%	30.19%	26.04%	25.55%	26.56%	28.82%	28.68%	30.98%	27.31%	27.95%	29.44%	32.68%	26.14%	29.68%	25.00%	25.83%	27.41%	27.65%	29.12%	33.76%	32.08%	30.48%	31.46%	29.92%	28.89%	32.57%	29.68%	31.26%	51.73%	32.14%	40.05%	35.46%	27.73%	33.11%	73.23%	35.01%	33.49%	32.81%	33.09%	33.68%	48.38%	36.12%					
25	"7. Всероссийская политическая партия ""ПРАВОЕ ДЕЛО"""	667	18	10	16	14	14	1	7	20	12	14	14	9	5	8	17	6	12	16	11	6	10	9	13	11	16	9	7	7	13	7	12	14	7	20	12	19	13	17	9	6	6	9	4	11	14	15	10	7	11	10	12	10	17	8	0	14	11	15	10	6	1	5					
		0.98%	1.21%	2.03%	1.02%	1.67%	1.08%	0.32%	0.92%	1.31%	0.87%	0.93%	1.40%	0.83%	0.77%	0.75%	1.77%	0.54%	0.93%	0.92%	0.85%	0.83%	0.74%	0.76%	0.97%	0.90%	1.33%	0.82%	0.51%	0.56%	0.80%	0.56%	1.28%	1.14%	0.71%	1.52%	0.97%	1.67%	0.96%	1.46%	0.86%	0.69%	1.89%	1.06%	0.55%	0.86%	1.01%	1.64%	0.74%	0.69%	0.93%	1.16%	0.81%	0.66%	1.29%	0.66%	0.00%	0.98%	1.06%	1.30%	0.93%	0.79%	0.29%	1.90%					
																																																																					
																																																																					
																																																																					
																																																																					
																																																																					
																																																																					
																																																																					
																																																																					
																																																																					
																																																																					
																																																																					
																																																																					
																																																																					
																																																																					
																																																																					
																																																																					
																																																																					
																																																																					
