Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации пятого созыва																																																														
Дата голосования: 02.12.2007																																																														
																																																														
Наименование Избирательной комиссии:    Стародубская																																																														
																																																														
Сводная таблица результатов выборов																																																														
																																																														
		Сумма	УИК №890	УИК №891	УИК №892	УИК №893	УИК №894	УИК №895	УИК №896	УИК №897	УИК №898	УИК №899	УИК №900	УИК №901	УИК №902	УИК №903	УИК №904	УИК №905	УИК №906	УИК №907	УИК №908	УИК №909	УИК №910	УИК №911	УИК №912	УИК №913	УИК №914	УИК №915	УИК №916	УИК №917	УИК №918	УИК №919	УИК №920	УИК №921	УИК №922	УИК №923	УИК №924	УИК №925	УИК №926	УИК №927	УИК №928	УИК №929	УИК №930	УИК №931	УИК №932	УИК №933	УИК №934	УИК №935	УИК №936	УИК №937	УИК №938	УИК №939	УИК №940	УИК №941	УИК №942	УИК №943	УИК №944					
11	"Число открепительных удостоверений, полученных участковыми избирательными комиссиями"	392	6	7	7	5	7	3	3	7	7	7	7	7	0	4	0	0	7	7	7	7	7	2	7	7	7	7	7	7	12	7	7	1	7	7	7	7	0	0	1	1	6	6	6	6	6	12	14	20	14	18	12	12	20	17	10					
12	"Число открепительных удостоверений, выданных избирателям на избирательных участках"	165	4	1	1	0	0	2	3	1	0	0	1	0	0	2	0	0	1	5	0	7	2	1	0	1	0	0	0	2	9	0	0	0	0	1	0	1	0	0	0	0	1	0	0	0	0	8	14	15	14	17	10	5	14	14	8					
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательных участках"	159	3	2	4	3	3	1	2	2	2	1	2	4	1	6	1	3	2	4	2	4	2	4	1	1	3	4	1	3	4	1	4	2	3	2	1	3	3	2	5	2	4	2	1	0	2	8	6	7	2	3	6	3	3	4	5					
14	Число погашенных неиспользованных открепительных удостоверений	227	2	6	6	5	7	1	0	6	7	7	6	7	0	2	0	0	6	2	7	0	5	1	7	6	7	7	7	5	3	7	7	1	7	6	7	6	0	0	1	1	5	6	6	6	6	4	0	5	0	1	2	7	6	3	2					
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	20	1	0	0	0	0	0	1	0	0	0	0	0	0	2	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	1	1	2	0	0	0	0	0	0	1	0	1	0	0	1	0	1	0	1	1	1	1	0	2					
16	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17а	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17б	Число не учтенных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																																																														
18	1.Политическая партия «Аграрная партия России»	327	18	2	8	0	7	4	3	4	0	5	2	1	4	7	2	6	0	6	4	9	4	7	4	1	4	6	9	6	7	3	3	11	1	9	3	1	7	9	14	1	2	7	2	2	7	19	10	10	19	11	10	6	6	5	9					
		1.76%	3.37%	0.90%	3.21%	0.00%	5.56%	1.83%	1.29%	1.69%	0.00%	2.94%	1.02%	0.74%	1.31%	1.09%	1.27%	2.34%	0.00%	1.10%	1.87%	3.28%	1.57%	2.68%	2.70%	0.55%	1.92%	3.21%	5.77%	2.23%	0.91%	1.11%	2.91%	2.73%	0.69%	2.24%	1.67%	0.49%	2.47%	3.85%	3.44%	0.36%	1.28%	1.99%	0.88%	1.29%	2.82%	2.57%	1.40%	1.27%	2.16%	1.68%	1.51%	0.97%	1.10%	0.74%	1.21%					
19	2.Всероссийская политическая партия «Гражданская Сила»	83	1	0	0	1	0	0	2	0	2	0	0	0	0	0	0	0	2	0	1	0	0	0	0	0	2	2	0	0	1	0	0	2	0	2	0	1	0	0	1	0	1	0	1	0	1	3	8	6	7	9	9	3	4	7	4					
		0.45%	0.19%	0.00%	0.00%	1.04%	0.00%	0.00%	0.86%	0.00%	1.08%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	1.53%	0.00%	0.47%	0.00%	0.00%	0.00%	0.00%	0.00%	0.96%	1.07%	0.00%	0.00%	0.13%	0.00%	0.00%	0.50%	0.00%	0.50%	0.00%	0.49%	0.00%	0.00%	0.25%	0.00%	0.64%	0.00%	0.44%	0.00%	0.40%	0.41%	1.12%	0.76%	0.79%	1.38%	1.36%	0.48%	0.73%	1.03%	0.54%					
20	3.Политическая партия «Демократическая партия России»	27	0	0	1	0	0	1	0	1	1	0	1	0	0	0	0	1	0	1	0	1	1	0	0	0	0	0	1	0	0	0	1	1	0	1	0	0	0	0	1	2	0	1	1	0	1	1	0	1	0	2	3	0	0	0	1					
		0.14%	0.00%	0.00%	0.40%	0.00%	0.00%	0.46%	0.00%	0.42%	0.54%	0.00%	0.51%	0.00%	0.00%	0.00%	0.00%	0.39%	0.00%	0.18%	0.00%	0.36%	0.39%	0.00%	0.00%	0.00%	0.00%	0.00%	0.64%	0.00%	0.00%	0.00%	0.97%	0.25%	0.00%	0.25%	0.00%	0.00%	0.00%	0.00%	0.25%	0.72%	0.00%	0.28%	0.44%	0.00%	0.40%	0.14%	0.00%	0.13%	0.00%	0.31%	0.45%	0.00%	0.00%	0.00%	0.13%					
21	4.Политическая партия «Коммунистическая партия Российской Федерации»	2818	43	19	34	15	16	30	11	47	32	32	27	23	20	50	6	30	17	53	34	41	62	86	48	7	31	37	29	49	59	32	22	78	19	70	16	25	82	26	79	34	24	54	26	9	52	116	123	116	138	125	135	113	92	92	132					
		15.13%	8.05%	8.52%	13.65%	15.63%	12.70%	13.70%	4.74%	19.83%	17.20%	18.82%	13.71%	16.91%	6.56%	7.79%	3.80%	11.72%	12.98%	9.74%	15.89%	14.96%	24.31%	32.95%	32.43%	3.83%	14.90%	19.79%	18.59%	18.22%	7.66%	11.85%	21.36%	19.35%	13.19%	17.41%	8.89%	12.32%	28.98%	11.11%	19.41%	12.32%	15.38%	15.34%	11.45%	5.81%	20.97%	15.72%	17.20%	14.76%	15.66%	19.11%	20.42%	18.26%	16.88%	13.59%	17.74%					
22	5.Политическая партия «СОЮЗ ПРАВЫХ СИЛ»	35	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	1	1	1	1	0	0	0	0	1	0	1	6	4	2	2	5	4	0	2					
		0.19%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.42%	0.00%	0.00%	0.00%	0.00%	0.00%	0.16%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.55%	0.00%	0.00%	0.00%	0.00%	0.13%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.35%	0.43%	0.25%	0.36%	0.00%	0.00%	0.00%	0.00%	0.40%	0.00%	0.14%	0.76%	0.45%	0.31%	0.30%	0.81%	0.73%	0.00%	0.27%					
23	6.Политическая партия «Партия социальной справедливости»	31	2	0	0	1	0	2	0	0	0	0	0	0	0	0	0	0	0	2	0	0	1	0	2	0	1	0	0	0	0	0	1	4	0	1	0	0	1	1	0	1	0	0	0	0	0	2	2	1	1	3	0	0	0	1	1					
		0.17%	0.37%	0.00%	0.00%	1.04%	0.00%	0.91%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.37%	0.00%	0.00%	0.39%	0.00%	1.35%	0.00%	0.48%	0.00%	0.00%	0.00%	0.00%	0.00%	0.97%	0.99%	0.00%	0.25%	0.00%	0.00%	0.35%	0.43%	0.00%	0.36%	0.00%	0.00%	0.00%	0.00%	0.00%	0.27%	0.28%	0.13%	0.11%	0.46%	0.00%	0.00%	0.00%	0.15%	0.13%					
24	7.Политическая партия «Либерально-демократическая партия России»	951	44	13	12	0	9	12	5	8	8	3	3	5	12	31	8	4	3	32	14	12	5	12	7	9	12	4	8	16	18	19	5	25	12	17	3	6	7	16	13	14	7	8	4	5	9	42	49	43	65	39	43	35	40	51	45					
		5.10%	8.24%	5.83%	4.82%	0.00%	7.14%	5.48%	2.16%	3.38%	4.30%	1.76%	1.52%	3.68%	3.93%	4.83%	5.06%	1.56%	2.29%	5.88%	6.54%	4.38%	1.96%	4.60%	4.73%	4.92%	5.77%	2.14%	5.13%	5.95%	2.34%	7.04%	4.85%	6.20%	8.33%	4.23%	1.67%	2.96%	2.47%	6.84%	3.19%	5.07%	4.49%	2.27%	1.76%	3.23%	3.63%	5.69%	6.85%	5.47%	7.38%	5.96%	6.51%	5.65%	7.34%	7.53%	6.05%					
25	8.Политическая партия «СПРАВЕДЛИВАЯ РОССИЯ: РОДИНА/ПЕНСИОНЕРЫ/ЖИЗНЬ»	2094	23	18	24	4	9	35	20	46	26	23	16	8	37	88	17	34	4	72	8	26	35	19	20	13	27	27	12	23	275	27	9	61	9	39	8	12	25	12	17	24	11	38	19	12	17	98	73	92	87	84	77	40	55	91	68					
		11.24%	4.31%	8.07%	9.64%	4.17%	7.14%	15.98%	8.62%	19.41%	13.98%	13.53%	8.12%	5.88%	12.13%	13.71%	10.76%	13.28%	3.05%	13.24%	3.74%	9.49%	13.73%	7.28%	13.51%	7.10%	12.98%	14.44%	7.69%	8.55%	35.71%	10.00%	8.74%	15.14%	6.25%	9.70%	4.44%	5.91%	8.83%	5.13%	4.18%	8.70%	7.05%	10.80%	8.37%	7.74%	6.85%	13.28%	10.21%	11.70%	9.88%	12.84%	11.65%	6.46%	10.09%	13.44%	9.14%					
26	9.Политическая партия «ПАТРИОТЫ РОССИИ»	93	1	0	2	3	0	2	0	1	2	2	0	1	3	4	2	0	1	2	2	0	2	0	2	2	1	1	2	1	0	1	0	2	1	0	1	0	2	0	1	3	0	2	1	1	1	3	3	5	7	2	1	3	3	5	6					
		0.50%	0.19%	0.00%	0.80%	3.13%	0.00%	0.91%	0.00%	0.42%	1.08%	1.18%	0.00%	0.74%	0.98%	0.62%	1.27%	0.00%	0.76%	0.37%	0.93%	0.00%	0.78%	0.00%	1.35%	1.09%	0.48%	0.53%	1.28%	0.37%	0.00%	0.37%	0.00%	0.50%	0.69%	0.00%	0.56%	0.00%	0.71%	0.00%	0.25%	1.09%	0.00%	0.57%	0.44%	0.65%	0.40%	0.41%	0.42%	0.64%	0.79%	0.31%	0.15%	0.48%	0.55%	0.74%	0.81%					
27	10.Всероссийская политическая партия «ЕДИНАЯ РОССИЯ»	11975	400	170	163	68	83	130	190	128	115	105	145	96	228	457	117	180	102	372	151	182	142	135	64	149	126	107	91	173	407	188	61	215	98	261	149	158	155	167	279	193	110	230	169	123	154	441	432	494	543	367	374	407	335	423	473					
		64.28%	74.91%	76.23%	65.46%	70.83%	65.87%	59.36%	81.90%	54.01%	61.83%	61.76%	73.60%	70.59%	74.75%	71.18%	74.05%	70.31%	77.86%	68.38%	70.56%	66.42%	55.69%	51.72%	43.24%	81.42%	60.58%	57.22%	58.33%	64.31%	52.86%	69.63%	59.22%	53.35%	68.06%	64.93%	82.78%	77.83%	54.77%	71.37%	68.55%	69.93%	70.51%	65.34%	74.45%	79.35%	62.10%	59.76%	60.42%	62.85%	61.63%	56.12%	56.58%	65.75%	61.47%	62.48%	63.58%					
28	11.Политическая партия «Российская объединенная демократическая партия «ЯБЛОКО»	64	2	0	2	1	0	3	0	0	0	0	1	1	0	2	0	1	0	1	0	1	0	0	0	0	0	0	4	0	0	0	1	1	0	0	0	0	0	0	1	1	1	1	0	0	1	4	7	6	4	7	4	1	2	0	3					
		0.34%	0.37%	0.00%	0.80%	1.04%	0.00%	1.37%	0.00%	0.00%	0.00%	0.00%	0.51%	0.74%	0.00%	0.31%	0.00%	0.39%	0.00%	0.18%	0.00%	0.36%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	2.56%	0.00%	0.00%	0.00%	0.97%	0.25%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.25%	0.36%	0.64%	0.28%	0.00%	0.00%	0.40%	0.54%	0.98%	0.76%	0.45%	1.07%	0.61%	0.16%	0.37%	0.00%	0.40%					
																																																														
																																																														
																																																														
																																																														
																																																														
																																																														
																																																														
																																																														
																																																														
																																																														
																																																														
																																																														
																																																														
																																																														
																																																														
																																																														
																																																														
																																																														
