Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации шестого созыва																																																													
Дата голосования: 04.12.2011																																																													
																																																													
Наименование Избирательной комиссии:    Стародубская																																																													
																																																													
Сводная таблица результатов выборов																																																													
																																																													
		Сумма	УИК №871	УИК №872	УИК №873	УИК №874	УИК №875	УИК №876	УИК №877	УИК №878	УИК №879	УИК №880	УИК №881	УИК №882	УИК №883	УИК №884	УИК №885	УИК №886	УИК №887	УИК №888	УИК №889	УИК №890	УИК №891	УИК №892	УИК №893	УИК №894	УИК №895	УИК №896	УИК №897	УИК №898	УИК №899	УИК №900	УИК №901	УИК №902	УИК №903	УИК №904	УИК №905	УИК №906	УИК №907	УИК №908	УИК №909	УИК №910	УИК №911	УИК №912	УИК №913	УИК №914	УИК №915	УИК №916	УИК №917	УИК №918	УИК №919	УИК №920	УИК №921	УИК №922	УИК №923	УИК №924					
		6.55%	5.71%	9.80%	7.95%	2.11%	7.97%	4.65%	3.77%	4.28%	4.74%	5.00%	3.10%	1.48%	5.59%	12.17%	5.33%	5.06%	6.40%	1.37%	4.41%	3.94%	8.37%	2.78%	8.46%	8.53%	10.00%	6.63%	10.99%	9.37%	6.18%	10.29%	2.93%	7.64%	4.18%	8.15%	7.61%	7.95%	6.57%	10.48%	7.96%	2.11%	5.22%	3.61%	4.79%	9.73%	0.89%	9.73%	3.75%	7.61%	7.03%	6.55%	6.71%	8.14%	9.33%	9.52%					
21	"3. Политическая партия ""ПАТРИОТЫ РОССИИ"""	152	5	0	1	1	0	6	3	0	1	1	0	0	3	2	1	2	1	0	4	1	6	0	1	4	2	1	0	3	3	1	5	0	2	4	2	4	1	3	1	1	0	1	0	2	7	11	8	9	4	9	10	6	1	8					
		0.69%	0.65%	0.00%	0.38%	1.05%	0.00%	1.99%	1.26%	0.00%	0.53%	0.63%	0.00%	0.00%	1.05%	0.31%	0.41%	0.84%	0.80%	0.00%	1.76%	0.39%	1.44%	0.00%	0.50%	1.90%	1.05%	0.51%	0.00%	0.34%	1.09%	0.57%	1.05%	0.00%	0.42%	2.17%	1.09%	1.67%	0.29%	0.90%	0.32%	0.70%	0.00%	0.40%	0.00%	0.78%	0.69%	1.14%	0.86%	0.68%	0.48%	1.18%	1.00%	0.72%	0.13%	1.06%					
22	"4. Политическая партия ""Коммунистическая партия Российской Федерации"""	3706	47	26	34	11	17	41	13	19	11	27	15	9	48	110	35	47	24	79	15	50	108	86	26	43	46	33	42	106	44	39	100	16	62	39	23	66	34	77	26	22	104	49	13	61	214	146	166	255	154	207	148	126	155	192					
		16.84%	6.10%	12.75%	12.88%	11.58%	12.32%	13.62%	5.44%	7.39%	5.79%	16.88%	6.64%	6.67%	16.78%	17.16%	14.34%	19.83%	19.20%	10.85%	6.61%	19.69%	25.84%	23.89%	12.94%	20.38%	24.21%	16.84%	14.89%	12.11%	16.00%	22.29%	20.92%	10.19%	12.94%	21.20%	12.50%	27.62%	9.71%	23.05%	8.28%	15.49%	27.15%	19.68%	6.91%	23.74%	21.21%	15.11%	17.79%	19.20%	18.67%	27.13%	14.81%	15.09%	20.67%	25.40%					
23	"5. Политическая партия ""Российская объединенная демократическая партия ""ЯБЛОКО"""	195	10	1	2	0	1	5	0	1	1	3	0	0	4	5	0	1	0	0	1	2	2	1	0	1	0	1	0	2	3	2	5	0	6	0	1	4	3	7	0	0	1	0	0	4	10	12	2	12	4	22	15	6	16	16					
		0.89%	1.30%	0.49%	0.76%	0.00%	0.72%	1.66%	0.00%	0.39%	0.53%	1.88%	0.00%	0.00%	1.40%	0.78%	0.00%	0.42%	0.00%	0.00%	0.44%	0.79%	0.48%	0.28%	0.00%	0.47%	0.00%	0.51%	0.00%	0.23%	1.09%	1.14%	1.05%	0.00%	1.25%	0.00%	0.54%	1.67%	0.86%	2.10%	0.00%	0.00%	0.26%	0.00%	0.00%	1.56%	0.99%	1.24%	0.21%	0.90%	0.48%	2.88%	1.50%	0.72%	2.13%	2.12%					
24	"6. Всероссийская политическая партия ""ЕДИНАЯ РОССИЯ"""	14928	604	142	185	77	105	216	193	186	140	114	183	108	196	387	176	159	86	632	187	178	211	242	148	124	109	118	183	643	186	109	343	106	371	112	132	127	273	167	234	114	239	164	160	146	747	661	648	804	560	389	697	565	440	402					
		67.83%	78.34%	69.61%	70.08%	81.05%	76.09%	71.76%	80.75%	72.37%	73.68%	71.25%	80.97%	80.00%	68.53%	60.37%	72.13%	67.09%	68.80%	86.81%	82.38%	70.08%	50.48%	67.22%	73.63%	58.77%	57.37%	60.20%	64.89%	73.49%	67.64%	62.29%	71.76%	67.52%	77.45%	60.87%	71.74%	53.14%	78.00%	50.00%	74.52%	80.28%	62.40%	65.86%	85.11%	56.81%	74.03%	68.43%	69.45%	60.54%	67.88%	50.98%	69.77%	67.66%	58.67%	53.17%					
25	"7. Всероссийская политическая партия ""ПРАВОЕ ДЕЛО"""	53	3	0	2	0	0	0	0	2	0	0	0	1	1	0	1	0	1	0	0	0	1	2	2	0	3	0	2	3	0	1	2	1	1	1	0	0	0	1	2	0	1	0	0	0	2	2	2	4	2	3	2	1	0	1					
		0.24%	0.39%	0.00%	0.76%	0.00%	0.00%	0.00%	0.00%	0.78%	0.00%	0.00%	0.00%	0.74%	0.35%	0.00%	0.41%	0.00%	0.80%	0.00%	0.00%	0.00%	0.24%	0.56%	0.99%	0.00%	1.58%	0.00%	0.71%	0.34%	0.00%	0.57%	0.42%	0.64%	0.21%	0.54%	0.00%	0.00%	0.00%	0.30%	0.64%	0.00%	0.26%	0.00%	0.00%	0.00%	0.20%	0.21%	0.21%	0.30%	0.24%	0.39%	0.20%	0.12%	0.00%	0.13%					
																																																													
																																																													
																																																													
																																																													
																																																													
																																																													
																																																													
																																																													
																																																													
																																																													
																																																													
																																																													
																																																													
																																																													
																																																													
																																																													
																																																													
																																																													
