Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации седьмого созыва																																			
Дата голосования: 18.09.2016																																			
																																			
Наименование Избирательной комиссии:    Уинская																																			
																																			
Сводная таблица итогов голосования по федеральному избирательному округу																																			
																																			
		Сумма	УИК №3801	УИК №3802	УИК №3803	УИК №3804	УИК №3805	УИК №3806	УИК №3807	УИК №3808	УИК №3809	УИК №3810	УИК №3811	УИК №3812	УИК №3813	УИК №3814	УИК №3815	УИК №3816	УИК №3817	УИК №3818	УИК №3819	УИК №3820	УИК №3821	УИК №3822	УИК №3823	УИК №3824									
		11.54%	20.99%	16.89%	9.78%	7.69%	18.43%	13.33%	2.91%	14.55%	33.78%	1.49%	19.61%	4.10%	4.52%	5.97%	21.02%	10.26%	15.25%	3.46%	2.63%	3.65%	9.23%	21.54%	6.49%	0.70%									
26	"8. Политическая партия ""Партия народной свободы"" (ПАРНАС)"	15	2	1	0	0	2	0	2	0	0	0	0	1	0	0	0	1	0	0	0	6	0	0	0	0									
		0.32%	0.32%	0.46%	0.00%	0.00%	0.36%	0.00%	0.49%	0.00%	0.00%	0.00%	0.00%	0.51%	0.00%	0.00%	0.00%	2.56%	0.00%	0.00%	0.00%	3.13%	0.00%	0.00%	0.00%	0.00%									
27	"9. Всероссийская политическая партия ""ПАРТИЯ РОСТА"""	34	8	1	4	0	9	2	1	1	0	0	0	0	0	1	4	0	0	0	0	0	3	0	0	0									
		0.72%	1.28%	0.46%	2.17%	0.00%	1.64%	1.67%	0.24%	1.82%	0.00%	0.00%	0.00%	0.00%	0.00%	0.75%	2.27%	0.00%	0.00%	0.00%	0.00%	0.00%	0.66%	0.00%	0.00%	0.00%									
28	"10. Общественная организация Всероссийская политическая партия ""Гражданская Сила"""	5	0	0	0	0	1	0	1	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0									
		0.11%	0.00%	0.00%	0.00%	0.00%	0.18%	0.00%	0.24%	1.82%	0.00%	0.00%	0.00%	0.00%	0.00%	0.75%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.29%	0.00%									
29	"11. Политическая партия ""Российская объединенная демократическая партия ""ЯБЛОКО"""	29	7	3	0	1	2	0	3	0	2	0	0	0	0	1	2	0	2	0	0	0	4	0	2	0									
		0.62%	1.12%	1.37%	0.00%	1.28%	0.36%	0.00%	0.73%	0.00%	2.70%	0.00%	0.00%	0.00%	0.00%	0.75%	1.14%	0.00%	3.39%	0.00%	0.00%	0.00%	0.88%	0.00%	0.59%	0.00%									
30	"12. Политическая партия ""КОММУНИСТИЧЕСКАЯ ПАРТИЯ РОССИЙСКОЙ ФЕДЕРАЦИИ"""	501	82	22	14	12	85	9	26	3	10	7	11	23	11	19	11	2	5	21	1	26	52	2	34	13									
		10.65%	13.14%	10.05%	7.61%	15.38%	15.51%	7.50%	6.31%	5.45%	13.51%	10.45%	10.78%	11.79%	7.10%	14.18%	6.25%	5.13%	8.47%	9.09%	2.63%	13.54%	11.43%	3.08%	10.03%	9.09%									
31	"13. Политическая партия ""ПАТРИОТЫ РОССИИ"""	14	3	2	0	0	1	0	0	1	0	0	0	1	1	2	0	0	0	1	0	0	1	0	1	0									
		0.30%	0.48%	0.91%	0.00%	0.00%	0.18%	0.00%	0.00%	1.82%	0.00%	0.00%	0.00%	0.51%	0.65%	1.49%	0.00%	0.00%	0.00%	0.43%	0.00%	0.00%	0.22%	0.00%	0.29%	0.00%									
32	14. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	122	24	6	7	1	24	4	14	3	0	0	6	3	2	0	3	0	7	5	1	4	4	0	1	3									
		2.59%	3.85%	2.74%	3.80%	1.28%	4.38%	3.33%	3.40%	5.45%	0.00%	0.00%	5.88%	1.54%	1.29%	0.00%	1.70%	0.00%	11.86%	2.16%	2.63%	2.08%	0.88%	0.00%	0.29%	2.10%									
																																			
																																			
																																			
																																			
																																			
																																			
																																			
																																			
																																			
																																			
																																			
																																			
																																			
																																			
																																			
																																			
																																			
																																			
																																			
																																			
																																			
																																			
