Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации пятого созыва																																																						
Дата голосования: 02.12.2007																																																						
																																																						
Наименование Избирательной комиссии:    Кореновская																																																						
																																																						
Сводная таблица результатов выборов																																																						
																																																						
		Сумма	УИК №1801	УИК №1802	УИК №1803	УИК №1804	УИК №1805	УИК №1806	УИК №1807	УИК №1808	УИК №1809	УИК №1810	УИК №1811	УИК №1812	УИК №1813	УИК №1814	УИК №1815	УИК №1816	УИК №1817	УИК №1818	УИК №1819	УИК №1820	УИК №1821	УИК №1822	УИК №1823	УИК №1824	УИК №1825	УИК №1826	УИК №1827	УИК №1828	УИК №1829	УИК №1830	УИК №1831	УИК №1832	УИК №1833	УИК №1834	УИК №1835	УИК №1836	УИК №1837	УИК №1838	УИК №1839	УИК №1840	УИК №1841	УИК №1842	УИК №1843	УИК №1844	УИК №1845	УИК №1846	УИК №1847					
11	"Число открепительных удостоверений, полученных участковыми избирательными комиссиями"	850	20	30	30	20	20	20	20	30	25	20	80	20	20	15	15	20	5	5	10	15	30	5	10	30	20	30	15	15	5	5	30	10	15	15	10	5	10	10	5	10	30	10	15	15	30	5	20					
12	"Число открепительных удостоверений, выданных избирателям на избирательных участках"	314	7	7	3	3	4	4	7	8	10	4	44	5	5	5	4	7	1	0	6	9	11	4	2	12	8	11	6	5	1	5	17	5	11	3	5	0	2	2	0	4	12	4	15	5	14	3	4					
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательных участках"	138	6	0	2	4	1	3	8	5	3	2	17	1	4	1	0	5	0	1	1	3	8	0	2	2	2	7	1	0	3	4	17	0	3	0	0	0	2	0	0	1	2	6	2	2	3	4	0					
14	Число погашенных неиспользованных открепительных удостоверений	536	13	23	27	17	16	16	13	22	15	16	36	15	15	10	11	13	4	5	4	6	19	1	8	18	12	19	9	10	4	0	13	5	4	12	5	5	8	8	5	6	18	6	0	10	16	2	16					
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	63	0	1	0	0	0	1	2	1	0	1	53	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0					
16	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17а	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17б	Число не учтенных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																																																						
18	1.Политическая партия «Аграрная партия России»	891	22	33	29	24	20	9	29	25	26	17	33	17	21	20	16	12	2	4	9	13	21	10	7	25	19	22	14	14	3	9	45	13	18	21	21	4	11	82	12	15	37	13	12	17	32	5	8					
		2.15%	1.82%	2.50%	1.91%	2.69%	1.81%	0.95%	2.61%	2.13%	2.61%	1.34%	2.26%	1.70%	1.86%	2.67%	2.12%	1.11%	0.71%	1.25%	2.40%	1.25%	1.28%	1.43%	1.17%	1.71%	1.61%	1.63%	1.55%	2.44%	2.73%	2.46%	3.50%	2.00%	2.24%	2.07%	3.36%	1.61%	1.77%	11.63%	4.40%	3.42%	3.02%	2.88%	1.08%	2.51%	2.05%	1.47%	0.90%					
19	2.Всероссийская политическая партия «Гражданская Сила»	286	14	23	8	4	13	12	12	16	13	10	19	10	11	6	5	5	1	2	1	6	8	1	3	15	7	3	4	1	2	1	3	1	3	4	3	0	2	1	3	2	9	2	4	1	5	1	6					
		0.69%	1.16%	1.74%	0.53%	0.45%	1.17%	1.27%	1.08%	1.36%	1.30%	0.79%	1.30%	1.00%	0.98%	0.80%	0.66%	0.46%	0.36%	0.62%	0.27%	0.57%	0.49%	0.14%	0.50%	1.02%	0.59%	0.22%	0.44%	0.17%	1.82%	0.27%	0.23%	0.15%	0.37%	0.39%	0.48%	0.00%	0.32%	0.14%	1.10%	0.46%	0.73%	0.44%	0.36%	0.15%	0.32%	0.29%	0.68%					
20	3.Политическая партия «Демократическая партия России»	71	0	1	3	0	1	2	2	1	1	3	5	4	6	3	1	1	1	1	1	1	6	0	0	0	0	2	6	1	0	1	1	1	1	6	2	0	1	0	0	0	3	0	1	0	0	0	1					
		0.17%	0.00%	0.08%	0.20%	0.00%	0.09%	0.21%	0.18%	0.09%	0.10%	0.24%	0.34%	0.40%	0.53%	0.40%	0.13%	0.09%	0.36%	0.31%	0.27%	0.10%	0.37%	0.00%	0.00%	0.00%	0.00%	0.15%	0.66%	0.17%	0.00%	0.27%	0.08%	0.15%	0.12%	0.59%	0.32%	0.00%	0.16%	0.00%	0.00%	0.00%	0.24%	0.00%	0.09%	0.00%	0.00%	0.00%	0.11%					
21	4.Политическая партия «Коммунистическая партия Российской Федерации»	7435	188	229	232	138	179	198	160	249	153	204	201	212	261	203	147	239	105	16	44	172	182	43	95	248	200	238	125	67	7	38	333	175	170	277	114	34	62	181	43	101	330	59	147	212	256	50	118					
		17.90%	15.59%	17.35%	15.24%	15.45%	16.17%	20.95%	14.41%	21.17%	15.35%	16.13%	13.77%	21.20%	23.16%	27.07%	19.50%	22.17%	37.50%	4.98%	11.73%	16.48%	11.12%	6.17%	15.83%	16.94%	16.92%	17.63%	13.80%	11.69%	6.36%	10.38%	25.91%	26.96%	21.12%	27.34%	18.24%	13.65%	9.95%	25.67%	15.75%	23.01%	26.94%	13.05%	13.18%	31.36%	16.37%	14.71%	13.33%					
22	5.Политическая партия «СОЮЗ ПРАВЫХ СИЛ»	102	5	4	3	2	6	2	7	9	4	3	4	2	3	6	3	0	3	0	0	2	2	0	0	9	4	2	0	1	0	0	1	0	1	3	2	0	1	1	0	0	1	0	0	0	5	0	1					
		0.25%	0.41%	0.30%	0.20%	0.22%	0.54%	0.21%	0.63%	0.77%	0.40%	0.24%	0.27%	0.20%	0.27%	0.80%	0.40%	0.00%	1.07%	0.00%	0.00%	0.19%	0.12%	0.00%	0.00%	0.61%	0.34%	0.15%	0.00%	0.17%	0.00%	0.00%	0.08%	0.00%	0.12%	0.30%	0.32%	0.00%	0.16%	0.14%	0.00%	0.00%	0.08%	0.00%	0.00%	0.00%	0.32%	0.00%	0.11%					
23	6.Политическая партия «Партия социальной справедливости»	60	4	3	1	0	2	0	3	2	1	0	2	2	4	3	0	6	0	1	0	0	3	0	2	1	4	2	1	0	0	0	1	1	4	2	2	0	0	0	0	0	2	0	0	0	0	1	0					
		0.14%	0.33%	0.23%	0.07%	0.00%	0.18%	0.00%	0.27%	0.17%	0.10%	0.00%	0.14%	0.20%	0.35%	0.40%	0.00%	0.56%	0.00%	0.31%	0.00%	0.00%	0.18%	0.00%	0.33%	0.07%	0.34%	0.15%	0.11%	0.00%	0.00%	0.00%	0.08%	0.15%	0.50%	0.20%	0.32%	0.00%	0.00%	0.00%	0.00%	0.00%	0.16%	0.00%	0.00%	0.00%	0.00%	0.29%	0.00%					
24	7.Политическая партия «Либерально-демократическая партия России»	3660	105	97	185	102	101	71	109	113	88	104	251	116	115	63	69	109	10	35	42	69	108	55	39	101	91	92	66	51	8	39	112	37	56	47	55	13	48	51	34	44	78	36	113	49	135	37	111					
		8.81%	8.71%	7.35%	12.16%	11.42%	9.12%	7.51%	9.82%	9.61%	8.83%	8.22%	17.19%	11.60%	10.20%	8.40%	9.15%	10.11%	3.57%	10.90%	11.20%	6.61%	6.60%	7.89%	6.50%	6.90%	7.70%	6.81%	7.28%	8.90%	7.27%	10.66%	8.72%	5.70%	6.96%	4.64%	8.80%	5.22%	7.70%	7.23%	12.45%	10.02%	6.37%	7.96%	10.13%	7.25%	8.63%	10.88%	12.54%					
25	8.Политическая партия «СПРАВЕДЛИВАЯ РОССИЯ: РОДИНА/ПЕНСИОНЕРЫ/ЖИЗНЬ»	3018	87	109	137	91	86	71	72	103	81	83	100	87	77	64	66	98	10	15	26	49	105	39	33	117	78	83	52	42	6	32	101	29	55	57	43	12	49	48	14	25	92	37	97	33	116	17	94					
		7.27%	7.21%	8.26%	9.00%	10.19%	7.77%	7.51%	6.49%	8.76%	8.12%	6.56%	6.85%	8.70%	6.83%	8.53%	8.75%	9.09%	3.57%	4.67%	6.93%	4.69%	6.42%	5.60%	5.50%	7.99%	6.60%	6.15%	5.74%	7.33%	5.45%	8.74%	7.86%	4.47%	6.83%	5.63%	6.88%	4.82%	7.87%	6.81%	5.13%	5.69%	7.51%	8.19%	8.70%	4.88%	7.42%	5.00%	10.62%					
26	9.Политическая партия «ПАТРИОТЫ РОССИИ»	276	9	16	7	8	10	7	12	11	9	12	16	5	6	8	9	4	1	0	1	12	7	3	2	11	5	5	2	4	0	3	16	6	10	4	0	0	1	1	0	2	7	4	2	4	8	2	4					
		0.66%	0.75%	1.21%	0.46%	0.90%	0.90%	0.74%	1.08%	0.94%	0.90%	0.95%	1.10%	0.50%	0.53%	1.07%	1.19%	0.37%	0.36%	0.00%	0.27%	1.15%	0.43%	0.43%	0.33%	0.75%	0.42%	0.37%	0.22%	0.70%	0.00%	0.82%	1.25%	0.92%	1.24%	0.39%	0.00%	0.00%	0.16%	0.14%	0.00%	0.46%	0.57%	0.88%	0.18%	0.59%	0.51%	0.59%	0.45%					
27	10.Всероссийская политическая партия «ЕДИНАЯ РОССИЯ»	24854	744	760	887	501	659	551	628	623	603	818	784	520	601	367	422	573	145	241	232	704	1169	508	413	904	760	872	619	387	84	241	645	360	471	580	373	181	445	340	167	247	633	298	717	348	994	211	524					
		59.84%	61.69%	57.58%	58.28%	56.10%	59.53%	58.31%	56.58%	52.98%	60.48%	64.66%	53.70%	52.00%	53.33%	48.93%	55.97%	53.15%	51.79%	75.08%	61.87%	67.43%	71.45%	72.88%	68.83%	61.75%	64.30%	64.59%	68.32%	67.54%	76.36%	65.85%	50.19%	55.47%	58.51%	57.26%	59.68%	72.69%	71.43%	48.23%	61.17%	56.26%	51.67%	65.93%	64.30%	51.48%	63.55%	62.06%	59.21%					
28	11.Политическая партия «Российская объединенная демократическая партия «ЯБЛОКО»	280	15	8	18	4	18	6	4	11	10	10	15	11	10	2	6	14	2	2	6	3	14	31	2	11	6	6	1	2	0	0	3	0	1	1	1	0	1	0	0	1	10	0	1	1	5	1	6					
		0.67%	1.24%	0.61%	1.18%	0.45%	1.63%	0.63%	0.36%	0.94%	1.00%	0.79%	1.03%	1.10%	0.89%	0.27%	0.80%	1.30%	0.71%	0.62%	1.60%	0.29%	0.86%	4.45%	0.33%	0.75%	0.51%	0.44%	0.11%	0.35%	0.00%	0.00%	0.23%	0.00%	0.12%	0.10%	0.16%	0.00%	0.16%	0.00%	0.00%	0.23%	0.82%	0.00%	0.09%	0.15%	0.32%	0.29%	0.68%					
																																																						
																																																						
																																																						
																																																						
																																																						
																																																						
																																																						
																																																						
																																																						
																																																						
																																																						
																																																						
																																																						
																																																						
																																																						
																																																						
																																																						
																																																						
