11	Число полученных открепительных  удостоверений	1335	25	25	15	40	15	25	20	25	21	20	20	15	15	25	15	15	20	20	25	15	35	30	25	20	15	20	15	25	25	25	15	15	15	15	15	15	15	15	25	15	15	15	15	15	15	17	25	20	25	25	30	25	25	30	35	25	25	25	27	20	20	15	15	20	0	0	0	0	0	0	0					
12	"Число открепительных удостоверений, выданных избирателям на избирательных участках"	1084	25	20	8	27	11	23	15	17	14	16	19	11	12	17	14	7	13	14	18	11	34	25	20	20	15	20	14	22	24	21	11	5	15	9	9	10	9	14	21	14	13	12	13	14	15	14	19	17	16	18	24	20	24	23	32	24	20	20	22	14	20	15	13	18	0	0	0	0	0	0	0					
13	"Число избирателей, проголосовавших по открепительным удостоверениям"	1408	31	19	17	17	17	18	20	16	26	29	43	13	18	8	24	14	21	14	33	23	18	12	18	16	11	26	24	27	23	16	8	34	15	16	17	17	19	33	14	22	24	17	19	21	34	55	18	15	21	10	10	21	19	31	20	15	14	22	8	23	19	8	15	19	90	11	4	8	3	0	7					
14	Число неиспользованных открепительных удостоверений	251	0	5	7	13	4	2	5	8	7	4	1	4	3	8	1	8	7	6	7	4	1	5	5	0	0	0	1	3	1	4	4	10	0	6	6	5	6	1	4	1	2	3	2	1	0	3	6	3	9	7	6	5	1	7	3	1	5	5	5	6	0	0	2	2	0	0	0	0	0	0	0					
15	"Число открепительных удостоверений, выданных избирателям ТИК"	94	1	4	0	0	2	1	2	2	3	4	7	2	2	2	0	1	0	1	3	0	0	1	3	1	1	2	0	2	2	2	1	2	3	0	1	0	2	1	0	2	3	2	0	3	0	1	0	1	0	3	1	3	0	1	2	0	1	3	1	0	2	3	0	1	0	0	0	0	0	0	0					
16	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17а	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17б	"Число открепительных удостоверений, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
"Число голосов избирателей, поданных за каждый список"																																																																														
18	Богданов Андрей Владимирович	1602	26	24	19	16	20	28	17	27	25	27	30	22	18	29	27	19	8	16	15	28	26	19	27	19	35	40	23	22	31	40	15	18	29	7	13	14	16	32	39	20	14	24	15	18	32	15	17	16	36	19	34	42	47	44	35	35	32	22	31	31	38	18	15	24	1	4	8	0	1	4	4					
		1.89%	2.20%	1.67%	1.26%	1.00%	1.92%	1.62%	1.04%	1.62%	1.88%	2.18%	2.05%	1.64%	1.29%	2.40%	2.20%	1.56%	0.78%	1.59%	1.40%	2.31%	1.66%	1.21%	2.11%	1.32%	2.34%	2.57%	2.19%	1.35%	1.67%	2.61%	1.31%	1.84%	2.53%	1.09%	1.69%	1.79%	2.27%	2.45%	2.71%	2.34%	1.27%	1.58%	1.78%	1.76%	2.00%	1.37%	2.03%	1.38%	3.19%	1.71%	1.98%	2.70%	2.90%	2.61%	2.04%	1.99%	1.91%	1.77%	2.09%	2.34%	2.59%	1.53%	1.26%	2.21%	1.00%	2.67%	2.80%	0.00%	0.44%	3.08%	1.35%					
19	Жириновский Владимир Вольфович	9571	121	162	205	187	110	234	196	201	177	144	166	161	187	150	164	164	128	114	127	117	177	151	127	127	165	189	114	225	226	160	84	122	125	62	79	83	65	116	150	112	157	142	76	121	191	164	76	146	126	102	210	147	201	176	186	225	216	113	144	136	133	131	115	113	11	36	29	13	16	17	28					
		11.30%	10.22%	11.26%	13.63%	11.74%	10.58%	13.53%	12.02%	12.09%	13.29%	11.60%	11.36%	12.03%	13.40%	12.41%	13.34%	13.44%	12.44%	11.31%	11.86%	9.64%	11.30%	9.64%	9.92%	8.84%	11.04%	12.16%	10.85%	13.77%	12.21%	10.44%	7.36%	12.45%	10.89%	9.66%	10.30%	10.64%	9.23%	8.87%	10.42%	13.11%	14.21%	9.37%	9.04%	11.84%	11.95%	14.95%	9.06%	12.63%	11.17%	9.16%	12.24%	9.44%	12.38%	10.46%	10.83%	12.81%	12.91%	9.10%	9.70%	10.29%	9.05%	11.10%	9.66%	10.41%	11.00%	24.00%	10.14%	9.09%	6.99%	13.08%	9.46%					
20	Зюганов Геннадий Андреевич	21672	304	375	372	438	218	421	470	417	274	327	396	324	321	262	249	330	224	232	303	277	412	481	341	397	427	411	274	367	421	387	338	284	282	132	174	240	213	407	426	173	197	363	186	243	382	256	240	318	293	296	386	409	369	474	478	416	450	320	414	342	398	309	340	306	26	23	83	33	69	38	94					
		25.58%	25.68%	26.06%	24.73%	27.50%	20.96%	24.34%	28.82%	25.08%	20.57%	26.35%	27.10%	24.22%	22.99%	21.67%	20.26%	27.05%	21.77%	23.02%	28.29%	22.82%	26.29%	30.70%	26.64%	27.63%	28.58%	26.45%	26.07%	22.46%	22.74%	25.26%	29.60%	28.98%	24.56%	20.56%	22.69%	30.77%	30.26%	31.12%	29.58%	20.26%	17.83%	23.94%	22.12%	23.78%	23.90%	23.34%	28.61%	27.51%	25.98%	26.57%	22.49%	26.27%	22.74%	28.16%	27.82%	23.69%	26.90%	25.76%	27.88%	25.87%	27.07%	26.19%	28.57%	28.18%	26.00%	15.33%	29.02%	23.08%	30.13%	29.23%	31.76%					
21	Медведев Дмитрий Анатольевич	50605	712	852	890	929	686	1032	927	1001	842	727	853	814	835	754	769	687	655	623	614	769	920	900	766	878	849	914	640	997	1152	915	681	540	692	436	486	435	400	733	804	532	728	964	545	616	974	645	487	650	666	683	1053	928	968	949	990	1057	946	773	870	799	877	703	693	625	62	84	160	95	137	70	167					
		59.74%	60.14%	59.21%	59.18%	58.32%	65.96%	59.65%	56.84%	60.19%	63.21%	58.58%	58.38%	60.84%	59.81%	62.37%	62.57%	56.31%	63.65%	61.81%	57.33%	63.34%	58.71%	57.43%	59.84%	61.10%	56.83%	58.82%	60.89%	61.02%	62.24%	59.73%	59.63%	55.10%	60.28%	67.91%	63.36%	55.77%	56.82%	56.04%	55.83%	62.30%	65.88%	63.59%	64.80%	60.27%	60.95%	58.80%	58.05%	56.23%	59.04%	61.31%	61.36%	59.60%	59.64%	56.39%	57.63%	60.19%	56.55%	62.24%	58.59%	60.44%	59.66%	59.58%	58.24%	57.55%	62.00%	56.00%	55.94%	66.43%	59.83%	53.85%	56.42%					
																																																																														
																																																																														
																																																																														
																																																																														
																																																																														
																																																																														
																																																																														
																																																																														
																																																																														
																																																																														
																																																																														
																																																																														
																																																																														
																																																																														
																																																																														
																																																																														
																																																																														
																																																																														
