Выборы Президента Российской Федерации																																																																							
																																																																							
"Наименование Избирательной комиссии:    Нижний Новгород, Канавинская"																																																																							
																																																																							
Итоги голосования 																																																																							
																																																																							
		Сумма	УИК №1420	УИК №1421	УИК №1422	УИК №1423	УИК №1424	УИК №1425	УИК №1426	УИК №1427	УИК №1428	УИК №1429	УИК №1430	УИК №1431	УИК №1432	УИК №1433	УИК №1434	УИК №1435	УИК №1436	УИК №1437	УИК №1438	УИК №1439	УИК №1440	УИК №1441	УИК №1442	УИК №1443	УИК №1444	УИК №1445	УИК №1446	УИК №1447	УИК №1448	УИК №1449	УИК №1450	УИК №1451	УИК №1452	УИК №1453	УИК №1454	УИК №1455	УИК №1456	УИК №1457	УИК №1458	УИК №1459	УИК №1460	УИК №1461	УИК №1462	УИК №1463	УИК №1464	УИК №1465	УИК №1466	УИК №1467	УИК №1468	УИК №1469	УИК №1470	УИК №1471	УИК №1472	УИК №1473	УИК №1474	УИК №1475	УИК №1476	УИК №1477	УИК №1478	УИК №1479	УИК №1480	УИК №1481	УИК №1482	УИК №1483					
11	Число полученных открепительных  удостоверений	987	16	15	15	15	15	22	15	15	22	20	15	15	15	15	15	15	15	15	15	15	15	15	15	15	15	15	15	15	15	15	15	15	15	15	15	15	15	15	15	15	15	15	15	15	15	15	15	15	15	15	15	15	15	15	15	22	15	15	15	15	15	15	15	15					
12	Число выданных открепительных удостоверений	606	12	4	8	8	10	17	15	15	14	15	11	10	15	12	11	13	6	4	3	8	10	15	7	11	14	5	7	9	7	12	6	10	11	9	4	7	10	7	7	8	5	11	8	11	8	11	3	5	10	12	5	11	6	8	12	18	7	9	12	9	9	12	11	6					
13	"Число избирателей, проголосовавших по открепительным удостоверениям"	682	6	4	3	5	10	5	2	7	97	18	21	6	5	3	6	6	0	4	9	7	5	9	6	7	10	10	7	11	14	7	3	12	5	18	8	7	4	18	8	3	18	9	8	12	7	26	8	34	50	4	6	7	3	9	13	6	6	9	8	8	12	9	7	7					
14	Число неиспользованных открепительных удостоверений	381	4	11	7	7	5	5	0	0	8	5	4	5	0	3	4	2	9	11	12	7	5	0	8	4	1	10	8	6	8	3	9	5	4	6	11	8	5	8	8	7	10	4	7	4	7	4	12	10	5	3	10	4	9	7	3	4	8	6	3	6	6	3	4	9					
15	"Число открепительных удостоверений, выданных в ТИК"	5	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0					
16	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	Число не учтенных при получении избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
"Число голосов избирателей, поданных за каждый список"																																																																							
18	. Глазьев Сергей Юрьевич	3174	37	41	60	59	48	55	37	59	51	44	56	61	45	42	46	53	30	18	56	35	64	59	63	58	57	60	30	38	70	59	43	50	53	34	15	36	45	35	56	13	26	52	42	43	36	36	33	53	74	37	73	72	74	85	70	61	77	38	53	59	47	55	64	43					
		4.67%	3.91%	3.41%	5.18%	4.42%	4.24%	3.90%	3.93%	4.36%	5.16%	3.72%	4.40%	5.30%	4.17%	3.95%	3.81%	5.23%	4.44%	2.16%	6.24%	3.74%	4.64%	4.66%	5.45%	5.29%	4.64%	4.91%	3.71%	3.02%	4.50%	5.10%	4.37%	5.88%	5.48%	5.99%	2.86%	4.86%	6.02%	4.51%	5.00%	2.40%	4.39%	4.53%	5.80%	4.94%	3.99%	4.30%	4.71%	4.86%	7.08%	3.66%	5.14%	5.33%	5.22%	6.21%	4.69%	4.22%	5.36%	3.71%	4.11%	5.26%	4.66%	5.40%	6.30%	4.48%					
19	. Малышкин Олег Александрович	1089	16	20	34	33	12	28	17	34	29	24	33	24	23	19	20	19	11	10	15	10	13	19	19	15	29	22	4	24	29	10	12	6	10	5	11	6	6	7	16	13	10	10	10	13	16	20	8	21	20	15	21	12	13	22	22	20	19	12	22	22	11	15	9	19					
		1.60%	1.69%	1.66%	2.93%	2.47%	1.06%	1.98%	1.80%	2.51%	2.93%	2.03%	2.59%	2.09%	2.13%	1.79%	1.66%	1.87%	1.63%	1.20%	1.67%	1.07%	0.94%	1.50%	1.64%	1.37%	2.36%	1.80%	0.50%	1.90%	1.87%	0.87%	1.22%	0.71%	1.03%	0.88%	2.10%	0.81%	0.80%	0.90%	1.43%	2.40%	1.69%	0.87%	1.38%	1.49%	1.77%	2.39%	1.14%	1.92%	1.91%	1.49%	1.48%	0.89%	0.92%	1.61%	1.47%	1.38%	1.32%	1.17%	1.71%	1.96%	1.09%	1.47%	0.89%	1.98%					
20	. Миронов Сергей Михайлович	472	7	10	9	8	6	3	3	6	4	11	7	9	6	3	7	11	5	1	6	9	12	10	6	4	6	8	7	2	20	9	8	7	4	5	4	3	6	3	7	5	4	3	7	6	7	5	4	10	5	7	10	10	8	10	6	13	12	3	18	10	10	5	15	17					
		0.69%	0.74%	0.83%	0.78%	0.60%	0.53%	0.21%	0.32%	0.44%	0.40%	0.93%	0.55%	0.78%	0.56%	0.28%	0.58%	1.08%	0.74%	0.12%	0.67%	0.96%	0.87%	0.79%	0.52%	0.36%	0.49%	0.66%	0.87%	0.16%	1.29%	0.78%	0.81%	0.82%	0.41%	0.88%	0.76%	0.40%	0.80%	0.39%	0.62%	0.92%	0.68%	0.26%	0.97%	0.69%	0.78%	0.60%	0.57%	0.92%	0.48%	0.69%	0.70%	0.74%	0.56%	0.73%	0.40%	0.90%	0.84%	0.29%	1.40%	0.89%	0.99%	0.49%	1.48%	1.77%					
21	. Путин Владимир Владимирович	43910	617	828	768	878	750	1007	633	882	656	770	812	791	725	707	852	664	467	601	547	641	894	768	707	655	732	791	554	896	1026	742	587	524	597	384	344	462	475	450	710	374	384	739	473	540	580	512	421	668	639	678	891	839	919	858	976	963	933	662	804	673	618	624	618	630					
		64.55%	65.15%	68.77%	66.26%	65.72%	66.31%	71.32%	67.20%	65.19%	66.33%	65.09%	63.74%	68.78%	67.13%	66.51%	70.53%	65.48%	69.19%	72.24%	60.98%	68.41%	64.78%	60.66%	61.11%	59.71%	59.61%	64.78%	68.56%	71.11%	66.02%	64.19%	59.59%	61.57%	61.74%	67.61%	65.52%	62.35%	63.59%	57.99%	63.39%	69.00%	64.86%	64.43%	65.33%	62.00%	64.23%	61.17%	60.06%	61.23%	61.15%	67.13%	62.70%	62.06%	64.81%	62.67%	65.33%	66.64%	64.93%	64.71%	62.42%	59.98%	61.25%	61.30%	60.83%	65.62%					
22	. Хакамада Ирина Муцуовна	5437	58	71	66	82	79	86	59	91	55	66	90	81	68	68	59	73	42	52	59	75	107	113	121	76	101	96	75	52	67	88	103	67	102	49	36	64	76	85	106	49	56	89	55	104	69	67	73	105	62	88	180	129	166	106	136	144	95	94	118	120	96	97	113	62					
		7.99%	6.12%	5.90%	5.69%	6.14%	6.98%	6.09%	6.26%	6.73%	5.56%	5.58%	7.06%	7.04%	6.30%	6.40%	4.88%	7.20%	6.22%	6.25%	6.58%	8.00%	7.75%	8.93%	10.46%	6.93%	8.22%	7.86%	9.28%	4.13%	4.31%	7.61%	10.46%	7.87%	10.55%	8.63%	6.86%	8.64%	10.17%	10.95%	9.46%	9.04%	9.46%	7.76%	7.60%	11.94%	7.64%	8.00%	10.41%	9.62%	5.93%	8.71%	12.67%	9.54%	11.71%	7.74%	9.10%	9.97%	6.61%	9.19%	9.16%	10.70%	9.51%	9.53%	11.12%	6.46%					
23	. Харитонов Николай Михайлович	9894	162	168	166	212	143	160	147	222	124	206	206	137	164	177	157	137	87	116	150	129	193	209	171	225	212	155	97	193	272	170	174	143	138	70	87	122	104	147	146	60	89	184	94	118	147	140	119	159	182	139	143	194	143	183	173	152	183	144	194	165	149	162	148	132					
		14.54%	17.11%	13.95%	14.32%	15.87%	12.64%	11.33%	15.61%	16.41%	12.54%	17.41%	16.17%	11.91%	15.19%	16.65%	13.00%	13.51%	12.89%	13.94%	16.72%	13.77%	13.99%	16.51%	14.78%	20.51%	17.26%	12.69%	12.00%	15.32%	17.50%	14.71%	17.66%	16.80%	14.27%	12.32%	16.57%	16.46%	13.92%	18.94%	13.04%	11.07%	15.03%	16.04%	12.98%	13.55%	16.28%	16.73%	16.98%	14.57%	17.42%	13.76%	10.06%	14.35%	10.08%	13.37%	11.58%	10.52%	12.73%	14.08%	15.06%	14.71%	14.77%	15.91%	14.57%	13.75%					
																																																																							
24	Против всех	3681	48	55	51	57	77	67	42	54	56	57	62	37	43	40	60	50	29	25	62	34	87	85	61	58	82	83	40	45	61	76	53	49	58	21	25	45	32	46	73	22	18	64	37	43	42	53	41	65	58	41	98	93	92	98	98	86	110	62	75	70	71	57	45	56					
		5.41%	5.07%	4.57%	4.40%	4.27%	6.81%	4.75%	4.46%	3.99%	5.66%	4.82%	4.87%	3.22%	3.98%	3.76%	4.97%	4.93%	4.30%	3.00%	6.91%	3.63%	6.30%	6.71%	5.27%	5.29%	6.68%	6.80%	4.95%	3.57%	3.93%	6.57%	5.38%	5.76%	6.00%	3.70%	4.76%	6.07%	4.28%	5.93%	6.52%	4.06%	3.04%	5.58%	5.11%	4.94%	4.65%	6.33%	5.85%	5.96%	5.55%	4.06%	6.90%	6.88%	6.49%	7.16%	6.56%	5.95%	7.65%	6.06%	5.82%	6.24%	7.04%	5.60%	4.43%	5.83%					
																																																																							
																																																																							
																																																																							
																																																																							
																																																																							
																																																																							
																																																																							
																																																																							
																																																																							
																																																																							
																																																																							
																																																																							
																																																																							
																																																																							
																																																																							
