Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации седьмого созыва																																																			
Дата голосования: 18.09.2016																																																			
																																																			
Наименование Избирательной комиссии:    Полтавская																																																			
																																																			
Сводная таблица итогов голосования по федеральному избирательному округу																																																			
																																																			
		Сумма	УИК №1438	УИК №1439	УИК №1440	УИК №1441	УИК №1442	УИК №1443	УИК №1444	УИК №1445	УИК №1446	УИК №1447	УИК №1448	УИК №1449	УИК №1450	УИК №1451	УИК №1452	УИК №1453	УИК №1454	УИК №1455	УИК №1456	УИК №1457	УИК №1458	УИК №1459	УИК №1460	УИК №1461	УИК №1462	УИК №1463	УИК №1464	УИК №1465	УИК №1466	УИК №1467	УИК №1468	УИК №1469	УИК №1470	УИК №1471	УИК №1472	УИК №1473	УИК №1474	УИК №1475	УИК №1476	УИК №1477									
11	"Число открепительных удостоверений, полученных участковой избирательной комиссией"	450	20	5	5	5	5	20	5	5	5	5	20	5	5	5	5	5	5	20	5	5	5	20	5	5	5	5	20	5	20	5	5	5	5	45	45	55	20	5	5	5									
12	"Число открепительных удостоверений, выданных на избирательном участке до дня голосования"	109	20	0	0	0	0	5	0	0	0	0	3	0	0	5	0	0	1	3	0	1	1	3	0	0	1	0	1	0	2	2	1	0	0	9	7	26	3	5	5	5									
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательном участке"	60	5	5	1	1	1	0	0	0	0	0	0	2	0	0	1	3	2	1	1	1	1	1	1	1	2	0	0	2	0	0	1	0	0	1	4	11	10	0	0	1									
14	Число погашенных неиспользованных открепительных удостоверений	341	0	5	5	5	5	15	5	5	5	5	17	5	5	0	5	5	4	17	5	4	4	17	5	5	4	5	19	5	18	3	4	5	5	36	38	29	17	0	0	0									
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	14	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	4	6	0	0	0	0									
16	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
17	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
18	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
																																																			
19	"1. ВСЕРОССИЙСКАЯ ПОЛИТИЧЕСКАЯ ПАРТИЯ ""РОДИНА"""	54	2	0	0	2	1	1	0	0	0	0	5	0	1	0	1	1	0	5	0	3	1	1	0	1	2	1	1	0	1	0	0	0	0	10	4	8	1	1	0	0									
		0.65%	0.48%	0.00%	0.00%	2.53%	0.88%	0.26%	0.00%	0.00%	0.00%	0.00%	2.19%	0.00%	0.79%	0.00%	1.19%	2.63%	0.00%	1.06%	0.00%	2.78%	0.92%	0.31%	0.00%	1.18%	1.43%	2.38%	0.26%	0.00%	0.23%	0.00%	0.00%	0.00%	0.00%	1.30%	0.42%	0.67%	0.29%	0.93%	0.00%	0.00%									
20	2. Политическая партия КОММУНИСТИЧЕСКАЯ ПАРТИЯ КОММУНИСТЫ РОССИИ	360	31	3	0	11	3	13	3	5	2	0	17	0	6	5	5	0	7	25	3	6	4	10	2	0	0	2	23	7	21	3	2	3	2	38	35	49	7	3	1	3									
		4.34%	7.49%	4.05%	0.00%	13.92%	2.63%	3.32%	2.21%	7.58%	1.32%	0.00%	7.46%	0.00%	4.72%	3.16%	5.95%	0.00%	7.00%	5.32%	4.05%	5.56%	3.67%	3.07%	5.88%	0.00%	0.00%	4.76%	6.05%	6.48%	4.88%	6.67%	1.56%	6.98%	3.77%	4.95%	3.68%	4.11%	2.03%	2.80%	1.64%	6.00%									
21	"3. Политическая партия ""Российская партия пенсионеров за справедливость"""	140	14	0	0	0	5	3	0	0	0	0	3	2	0	2	0	2	1	15	2	1	7	5	1	2	3	0	8	2	5	0	2	1	0	15	12	16	6	1	2	2									
		1.69%	3.38%	0.00%	0.00%	0.00%	4.39%	0.77%	0.00%	0.00%	0.00%	0.00%	1.32%	4.08%	0.00%	1.27%	0.00%	5.26%	1.00%	3.19%	2.70%	0.93%	6.42%	1.53%	2.94%	2.35%	2.14%	0.00%	2.11%	1.85%	1.16%	0.00%	1.56%	2.33%	0.00%	1.95%	1.26%	1.34%	1.74%	0.93%	3.28%	4.00%									
22	"4. Всероссийская политическая партия ""ЕДИНАЯ РОССИЯ"""	3532	154	42	13	20	40	169	92	48	105	7	97	23	75	69	33	12	49	189	36	56	59	152	6	50	77	23	169	45	181	19	68	19	28	291	344	472	106	53	17	24									
		42.60%	37.20%	56.76%	59.09%	25.32%	35.09%	43.22%	67.65%	72.73%	69.54%	58.33%	42.54%	46.94%	59.06%	43.67%	39.29%	31.58%	49.00%	40.21%	48.65%	51.85%	54.13%	46.63%	17.65%	58.82%	55.00%	54.76%	44.47%	41.67%	42.09%	42.22%	53.13%	44.19%	52.83%	37.89%	36.17%	39.60%	30.81%	49.53%	27.87%	48.00%									
23	"5. Политическая партия ""Российская экологическая партия ""Зеленые"""	39	2	0	0	0	0	1	0	0	0	0	1	0	0	0	0	1	0	1	0	0	0	3	0	2	2	1	2	2	0	1	0	0	0	4	4	11	1	0	0	0									
		0.47%	0.48%	0.00%	0.00%	0.00%	0.00%	0.26%	0.00%	0.00%	0.00%	0.00%	0.44%	0.00%	0.00%	0.00%	0.00%	2.63%	0.00%	0.21%	0.00%	0.00%	0.00%	0.92%	0.00%	2.35%	1.43%	2.38%	0.53%	1.85%	0.00%	2.22%	0.00%	0.00%	0.00%	0.52%	0.42%	0.92%	0.29%	0.00%	0.00%	0.00%									
24	"6. Политическая партия ""Гражданская Платформа"""	19	0	0	0	0	0	0	0	0	1	0	2	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	2	1	1	0	0	0	2	3	4	1	0	0	0									
		0.23%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.66%	0.00%	0.88%	0.00%	0.00%	0.00%	0.00%	2.63%	0.00%	0.21%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	1.85%	0.23%	2.22%	0.00%	0.00%	0.00%	0.26%	0.32%	0.34%	0.29%	0.00%	0.00%	0.00%									
25	7. Политическая партия ЛДПР - Либерально-демократическая партия России	1650	51	10	0	22	24	58	19	6	24	3	42	14	20	33	19	9	12	96	14	27	13	43	7	17	30	5	49	17	77	12	22	7	13	185	232	314	73	15	5	11									
		19.90%	12.32%	13.51%	0.00%	27.85%	21.05%	14.83%	13.97%	9.09%	15.89%	25.00%	18.42%	28.57%	15.75%	20.89%	22.62%	23.68%	12.00%	20.43%	18.92%	25.00%	11.93%	13.19%	20.59%	20.00%	21.43%	11.90%	12.89%	15.74%	17.91%	26.67%	17.19%	16.28%	24.53%	24.09%	24.40%	26.34%	21.22%	14.02%	8.20%	22.00%									
26	"8. Политическая партия ""Партия народной свободы"" (ПАРНАС)"	17	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	1	0	1	1	0	0	0	0	1	2	3	0	0	0	0	2	1	1	0	2	0	0									
		0.21%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	1.52%	0.00%	0.00%	0.00%	0.00%	0.79%	0.00%	0.00%	0.00%	0.00%	0.00%	1.35%	0.00%	0.92%	0.31%	0.00%	0.00%	0.00%	0.00%	0.26%	1.85%	0.70%	0.00%	0.00%	0.00%	0.00%	0.26%	0.11%	0.08%	0.00%	1.87%	0.00%	0.00%									
27	"9. Всероссийская политическая партия ""ПАРТИЯ РОСТА"""	59	3	2	0	1	0	4	1	0	0	0	1	0	1	1	0	0	0	1	0	2	0	5	0	0	0	0	2	0	0	1	2	0	0	6	14	9	3	0	0	0									
		0.71%	0.72%	2.70%	0.00%	1.27%	0.00%	1.02%	0.74%	0.00%	0.00%	0.00%	0.44%	0.00%	0.79%	0.63%	0.00%	0.00%	0.00%	0.21%	0.00%	1.85%	0.00%	1.53%	0.00%	0.00%	0.00%	0.00%	0.53%	0.00%	0.00%	2.22%	1.56%	0.00%	0.00%	0.78%	1.47%	0.76%	0.87%	0.00%	0.00%	0.00%									
28	"10. Общественная организация Всероссийская политическая партия ""Гражданская Сила"""	17	4	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	1	0	0	0	0	0	0	1	0	4	1	0	0	0	0	0	2	1	0	1	0	0	0									
		0.21%	0.97%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	1.27%	0.00%	0.00%	0.00%	0.21%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.71%	0.00%	1.05%	0.93%	0.00%	0.00%	0.00%	0.00%	0.00%	0.26%	0.11%	0.00%	0.29%	0.00%	0.00%	0.00%									
29	"11. Политическая партия ""Российская объединенная демократическая партия ""ЯБЛОКО"""	59	3	0	0	0	1	2	0	2	1	0	1	0	0	4	0	0	2	5	0	1	0	4	1	1	2	0	3	1	1	0	0	0	0	1	11	8	2	1	1	0									
		0.71%	0.72%	0.00%	0.00%	0.00%	0.88%	0.51%	0.00%	3.03%	0.66%	0.00%	0.44%	0.00%	0.00%	2.53%	0.00%	0.00%	2.00%	1.06%	0.00%	0.93%	0.00%	1.23%	2.94%	1.18%	1.43%	0.00%	0.79%	0.93%	0.23%	0.00%	0.00%	0.00%	0.00%	0.13%	1.16%	0.67%	0.58%	0.93%	1.64%	0.00%									
30	"12. Политическая партия ""КОММУНИСТИЧЕСКАЯ ПАРТИЯ РОССИЙСКОЙ ФЕДЕРАЦИИ"""	1854	116	14	8	15	34	122	18	3	9	1	39	5	21	37	24	11	28	106	10	9	19	83	16	8	16	8	94	23	121	8	25	11	5	167	218	235	120	12	27	8									
		22.36%	28.02%	18.92%	36.36%	18.99%	29.82%	31.20%	13.24%	4.55%	5.96%	8.33%	17.11%	10.20%	16.54%	23.42%	28.57%	28.95%	28.00%	22.55%	13.51%	8.33%	17.43%	25.46%	47.06%	9.41%	11.43%	19.05%	24.74%	21.30%	28.14%	17.78%	19.53%	25.58%	9.43%	21.74%	22.92%	19.71%	34.88%	11.21%	44.26%	16.00%									
31	"13. Политическая партия ""ПАТРИОТЫ РОССИИ"""	34	7	0	0	0	1	3	0	0	0	0	3	0	0	1	0	1	0	0	0	0	1	0	0	1	0	0	0	1	0	0	1	0	0	2	5	5	2	0	0	0									
		0.41%	1.69%	0.00%	0.00%	0.00%	0.88%	0.77%	0.00%	0.00%	0.00%	0.00%	1.32%	0.00%	0.00%	0.63%	0.00%	2.63%	0.00%	0.00%	0.00%	0.00%	0.92%	0.00%	0.00%	1.18%	0.00%	0.00%	0.00%	0.93%	0.00%	0.00%	0.78%	0.00%	0.00%	0.26%	0.53%	0.42%	0.58%	0.00%	0.00%	0.00%									
32	14. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	199	11	2	0	2	3	5	1	1	9	0	5	4	2	3	1	0	0	9	6	2	2	1	1	3	6	0	12	2	11	0	2	2	2	14	36	32	5	1	0	1									
		2.40%	2.66%	2.70%	0.00%	2.53%	2.63%	1.28%	0.74%	1.52%	5.96%	0.00%	2.19%	8.16%	1.57%	1.90%	1.19%	0.00%	0.00%	1.91%	8.11%	1.85%	1.83%	0.31%	2.94%	3.53%	4.29%	0.00%	3.16%	1.85%	2.56%	0.00%	1.56%	4.65%	3.77%	1.82%	3.79%	2.68%	1.45%	0.93%	0.00%	2.00%									
																																																			
																																																			
																																																			
																																																			
																																																			
																																																			
																																																			
																																																			
																																																			
																																																			
																																																			
																																																			
																																																			
																																																			
																																																			
																																																			
																																																			
																																																			
																																																			
																																																			
																																																			
																																																			
