Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации пятого созыва																																																										
Дата голосования: 02.12.2007																																																										
																																																										
Наименование Избирательной комиссии:    Ртищевская																																																										
																																																										
Сводная таблица результатов выборов																																																										
																																																										
		Сумма	УИК №749	УИК №750	УИК №751	УИК №752	УИК №753	УИК №754	УИК №755	УИК №756	УИК №757	УИК №758	УИК №759	УИК №760	УИК №761	УИК №762	УИК №763	УИК №764	УИК №765	УИК №766	УИК №767	УИК №768	УИК №769	УИК №770	УИК №771	УИК №772	УИК №773	УИК №774	УИК №775	УИК №776	УИК №777	УИК №778	УИК №779	УИК №780	УИК №781	УИК №782	УИК №783	УИК №784	УИК №785	УИК №786	УИК №787	УИК №788	УИК №789	УИК №790	УИК №791	УИК №792	УИК №793	УИК №794	УИК №795	УИК №796	УИК №797	УИК №798	УИК №799					
11	"Число открепительных удостоверений, полученных участковыми избирательными комиссиями"	972	16	13	15	30	30	30	30	30	16	26	53	54	31	26	40	25	31	44	0	34	15	20	15	20	15	9	15	11	15	15	10	10	15	20	3	12	10	12	13	10	12	14	13	13	5	12	13	12	15	12	12					
12	"Число открепительных удостоверений, выданных избирателям на избирательных участках"	643	7	12	14	22	27	16	18	30	16	24	45	52	31	26	39	25	31	38	0	34	5	14	0	3	1	6	5	5	0	6	1	4	6	7	3	0	2	2	10	8	2	4	7	0	5	7	0	0	11	2	10					
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательных участках"	380	5	14	13	13	5	10	7	6	6	6	18	10	12	25	10	7	9	11	95	6	4	5	4	3	6	2	2	2	2	3	4	3	3	2	5	4	4	4	0	0	3	7	3	1	3	2	0	2	5	1	3					
14	Число погашенных неиспользованных открепительных удостоверений	329	9	1	1	8	3	14	12	0	0	2	8	2	0	0	1	0	0	6	0	0	10	6	15	17	14	3	10	6	15	9	9	6	9	13	0	12	8	10	3	2	10	10	6	13	0	5	13	12	4	10	2					
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	29	0	1	0	1	2	1	0	0	0	1	1	4	2	0	2	1	4	3	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	1	0	1	0	0	0	0	1	0	0					
16	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17а	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17б	Число не учтенных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																																																										
18	1.Политическая партия «Аграрная партия России»	427	0	8	4	19	9	12	10	10	6	8	27	31	24	8	22	12	12	21	0	11	3	11	1	12	2	19	1	0	2	3	3	3	4	25	7	4	3	7	7	2	6	13	1	3	11	0	1	3	11	1	4					
		1.55%	0.00%	1.01%	0.53%	1.90%	0.94%	1.59%	1.29%	1.18%	1.16%	1.20%	2.15%	2.71%	1.92%	0.95%	1.80%	1.21%	1.22%	2.04%	0.00%	1.20%	0.72%	2.10%	0.91%	3.05%	1.60%	3.86%	0.39%	0.00%	0.73%	0.88%	1.59%	1.60%	0.98%	3.78%	2.14%	1.27%	1.14%	2.36%	2.67%	1.19%	2.99%	1.71%	0.23%	0.75%	2.46%	0.00%	0.31%	1.34%	1.89%	0.40%	1.98%					
19	2.Всероссийская политическая партия «Гражданская Сила»	107	3	4	0	5	4	7	0	3	6	3	12	7	5	5	5	5	3	3	0	10	0	0	2	0	0	1	1	0	0	0	0	0	0	0	0	0	1	0	1	0	1	1	0	1	2	0	0	2	2	1	1					
		0.39%	1.54%	0.50%	0.00%	0.50%	0.42%	0.93%	0.00%	0.35%	1.16%	0.45%	0.96%	0.61%	0.40%	0.60%	0.41%	0.51%	0.30%	0.29%	0.00%	1.09%	0.00%	0.00%	1.82%	0.00%	0.00%	0.20%	0.39%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.38%	0.00%	0.38%	0.00%	0.50%	0.13%	0.00%	0.25%	0.45%	0.00%	0.00%	0.89%	0.34%	0.40%	0.50%					
20	3.Политическая партия «Демократическая партия России»	27	0	0	1	1	1	0	0	1	1	5	0	1	2	1	0	2	3	2	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	2	1	0	0					
		0.10%	0.00%	0.00%	0.13%	0.10%	0.10%	0.00%	0.00%	0.12%	0.19%	0.75%	0.00%	0.09%	0.16%	0.12%	0.00%	0.20%	0.30%	0.19%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.20%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.32%	0.00%	0.00%	0.38%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.89%	0.17%	0.00%	0.00%					
21	4.Политическая партия «Коммунистическая партия Российской Федерации»	2935	34	99	86	111	150	120	101	100	71	87	219	144	237	111	159	87	128	122	2	99	22	61	2	39	18	35	16	14	6	10	8	14	21	41	31	16	7	8	10	1	13	65	27	21	24	10	31	13	40	14	30					
		10.64%	17.44%	12.47%	11.38%	11.08%	15.74%	15.94%	13.02%	11.76%	13.76%	13.02%	17.48%	12.61%	18.91%	13.21%	12.99%	8.80%	12.99%	11.87%	0.78%	10.76%	5.29%	11.62%	1.82%	9.90%	14.40%	7.11%	6.27%	4.93%	2.20%	2.93%	4.23%	7.49%	5.15%	6.19%	9.48%	5.08%	2.66%	2.69%	3.82%	0.60%	6.47%	8.53%	6.15%	5.28%	5.37%	3.09%	9.66%	5.80%	6.86%	5.58%	14.85%					
22	5.Политическая партия «СОЮЗ ПРАВЫХ СИЛ»	37	0	2	1	1	1	2	3	3	3	1	4	0	0	2	0	0	1	2	0	1	1	0	0	0	0	0	0	2	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	2	1	0	0	1	1	0	0					
		0.13%	0.00%	0.25%	0.13%	0.10%	0.10%	0.27%	0.39%	0.35%	0.58%	0.15%	0.32%	0.00%	0.00%	0.24%	0.00%	0.00%	0.10%	0.19%	0.00%	0.11%	0.24%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.70%	0.00%	0.00%	0.53%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.38%	0.00%	0.00%	0.00%	0.00%	0.50%	0.22%	0.00%	0.00%	0.45%	0.17%	0.00%	0.00%					
23	6.Политическая партия «Партия социальной справедливости»	34	0	0	3	1	2	0	1	2	0	2	0	2	0	0	1	2	1	1	0	4	0	2	0	0	0	1	0	0	0	0	1	0	1	0	0	0	0	2	1	0	0	2	0	0	1	1	0	0	0	0	0					
		0.12%	0.00%	0.00%	0.40%	0.10%	0.21%	0.00%	0.13%	0.24%	0.00%	0.30%	0.00%	0.18%	0.00%	0.00%	0.08%	0.20%	0.10%	0.10%	0.00%	0.43%	0.00%	0.38%	0.00%	0.00%	0.00%	0.20%	0.00%	0.00%	0.00%	0.00%	0.53%	0.00%	0.25%	0.00%	0.00%	0.00%	0.00%	0.67%	0.38%	0.00%	0.00%	0.26%	0.00%	0.00%	0.22%	0.31%	0.00%	0.00%	0.00%	0.00%	0.00%					
24	7.Политическая партия «Либерально-демократическая партия России»	1556	11	52	53	66	68	48	53	39	27	41	89	75	72	51	86	46	55	71	3	90	13	25	3	14	5	38	8	19	5	11	3	11	11	32	10	11	7	15	22	3	14	30	22	27	17	5	8	21	17	27	6					
		5.64%	5.64%	6.55%	7.01%	6.59%	7.14%	6.37%	6.83%	4.59%	5.23%	6.14%	7.10%	6.57%	5.75%	6.07%	7.03%	4.65%	5.58%	6.91%	1.18%	9.78%	3.13%	4.76%	2.73%	3.55%	4.00%	7.72%	3.14%	6.69%	1.83%	3.23%	1.59%	5.88%	2.70%	4.83%	3.06%	3.49%	2.66%	5.05%	8.40%	1.79%	6.97%	3.94%	5.01%	6.78%	3.80%	1.54%	2.49%	9.38%	2.92%	10.76%	2.97%					
25	8.Политическая партия «СПРАВЕДЛИВАЯ РОССИЯ: РОДИНА/ПЕНСИОНЕРЫ/ЖИЗНЬ»	2196	6	44	84	84	96	51	68	70	46	67	119	123	128	81	136	134	147	89	11	85	24	52	3	13	2	20	8	9	4	15	8	14	20	20	21	8	24	18	16	11	8	41	10	26	37	5	13	9	35	16	17					
		7.96%	3.08%	5.54%	11.11%	8.38%	10.07%	6.77%	8.76%	8.24%	8.91%	10.03%	9.50%	10.77%	10.22%	9.64%	11.11%	13.55%	14.92%	8.66%	4.31%	9.24%	5.77%	9.90%	2.73%	3.30%	1.60%	4.07%	3.14%	3.17%	1.47%	4.40%	4.23%	7.49%	4.90%	3.02%	6.42%	2.54%	9.13%	6.06%	6.11%	6.55%	3.98%	5.38%	2.28%	6.53%	8.28%	1.54%	4.05%	4.02%	6.00%	6.37%	8.42%					
26	9.Политическая партия «ПАТРИОТЫ РОССИИ»	141	3	6	4	4	4	6	6	2	2	2	4	10	4	7	5	2	3	5	1	7	5	6	0	0	1	1	1	2	2	0	0	1	0	0	1	1	1	4	1	0	3	3	1	3	5	0	2	2	3	2	3					
		0.51%	1.54%	0.76%	0.53%	0.40%	0.42%	0.80%	0.77%	0.24%	0.39%	0.30%	0.32%	0.88%	0.32%	0.83%	0.41%	0.20%	0.30%	0.49%	0.39%	0.76%	1.20%	1.14%	0.00%	0.00%	0.80%	0.20%	0.39%	0.70%	0.73%	0.00%	0.00%	0.53%	0.00%	0.00%	0.31%	0.32%	0.38%	1.35%	0.38%	0.00%	1.49%	0.39%	0.23%	0.75%	1.12%	0.00%	0.62%	0.89%	0.51%	0.80%	1.49%					
27	10.Всероссийская политическая партия «ЕДИНАЯ РОССИЯ»	19598	131	574	505	688	590	496	509	609	350	439	764	715	742	549	784	685	614	702	235	589	343	360	94	315	96	360	213	238	252	295	162	141	346	542	247	273	216	241	197	141	143	595	372	300	344	303	265	167	452	187	128					
		71.01%	67.18%	72.29%	66.80%	68.66%	61.91%	65.87%	65.59%	71.65%	67.83%	65.72%	60.97%	62.61%	59.22%	65.36%	64.05%	69.26%	62.34%	68.29%	92.16%	64.02%	82.45%	68.57%	85.45%	79.95%	76.80%	73.17%	83.53%	83.80%	92.31%	86.51%	85.71%	75.40%	84.80%	81.87%	75.54%	86.67%	82.13%	81.14%	75.19%	83.93%	71.14%	78.08%	84.74%	75.38%	76.96%	93.52%	82.55%	74.55%	77.53%	74.50%	63.37%					
28	11.Политическая партия «Российская объединенная демократическая партия «ЯБЛОКО»	143	0	2	1	7	11	2	7	2	4	5	5	17	19	4	8	6	4	4	1	9	0	1	0	0	0	2	2	0	0	1	1	2	2	2	2	0	0	1	0	1	0	2	0	0	3	0	0	0	1	1	1					
		0.52%	0.00%	0.25%	0.13%	0.70%	1.15%	0.27%	0.90%	0.24%	0.78%	0.75%	0.40%	1.49%	1.52%	0.48%	0.65%	0.61%	0.41%	0.39%	0.39%	0.98%	0.00%	0.19%	0.00%	0.00%	0.00%	0.41%	0.78%	0.00%	0.00%	0.29%	0.53%	1.07%	0.49%	0.30%	0.61%	0.00%	0.00%	0.34%	0.00%	0.60%	0.00%	0.26%	0.00%	0.00%	0.67%	0.00%	0.00%	0.00%	0.17%	0.40%	0.50%					
																																																										
																																																										
																																																										
																																																										
																																																										
																																																										
																																																										
																																																										
																																																										
																																																										
																																																										
																																																										
																																																										
																																																										
																																																										
																																																										
																																																										
																																																										
