Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации седьмого созыва																									
Дата голосования: 18.09.2016																									
																									
Наименование Избирательной комиссии:    Армянская городская																									
																									
Сводная таблица итогов голосования по федеральному избирательному округу																									
																									
		Сумма	УИК №41	УИК №42	УИК №43	УИК №44	УИК №45	УИК №46	УИК №47	УИК №48	УИК №49	УИК №50	УИК №51	УИК №52	УИК №53	УИК №54									
21	"3. Политическая партия ""Российская партия пенсионеров за справедливость"""	136	7	6	11	16	5	10	11	18	14	6	3	12	7	10									
		1.09%	0.97%	1.32%	1.13%	1.77%	0.60%	0.84%	0.87%	1.63%	1.09%	0.78%	0.54%	1.07%	0.94%	1.73%									
22	"4. Всероссийская политическая партия ""ЕДИНАЯ РОССИЯ"""	9183	541	339	670	661	637	871	904	801	956	589	423	788	567	436									
		73.47%	75.24%	74.51%	69.07%	72.96%	76.01%	73.56%	71.24%	72.75%	74.63%	76.20%	76.22%	70.17%	75.90%	75.43%									
23	"5. Политическая партия ""Российская экологическая партия ""Зеленые"""	72	5	2	6	4	1	7	7	8	4	4	7	6	6	5									
		0.58%	0.70%	0.44%	0.62%	0.44%	0.12%	0.59%	0.55%	0.73%	0.31%	0.52%	1.26%	0.53%	0.80%	0.87%									
24	"6. Политическая партия ""Гражданская Платформа"""	17	0	1	3	1	1	2	1	1	1	1	0	1	0	4									
		0.14%	0.00%	0.22%	0.31%	0.11%	0.12%	0.17%	0.08%	0.09%	0.08%	0.13%	0.00%	0.09%	0.00%	0.69%									
25	7. Политическая партия ЛДПР - Либерально-демократическая партия России	1396	70	44	130	113	96	136	169	120	127	53	60	167	55	56									
		11.17%	9.74%	9.67%	13.40%	12.47%	11.46%	11.49%	13.32%	10.90%	9.91%	6.86%	10.81%	14.87%	7.36%	9.69%									
26	"8. Политическая партия ""Партия народной свободы"" (ПАРНАС)"	87	12	2	7	4	4	8	7	9	9	10	3	9	3	0									
		0.70%	1.67%	0.44%	0.72%	0.44%	0.48%	0.68%	0.55%	0.82%	0.70%	1.29%	0.54%	0.80%	0.40%	0.00%									
27	"9. Всероссийская политическая партия ""ПАРТИЯ РОСТА"""	47	4	1	3	3	4	3	10	3	5	3	4	2	1	1									
		0.38%	0.56%	0.22%	0.31%	0.33%	0.48%	0.25%	0.79%	0.27%	0.39%	0.39%	0.72%	0.18%	0.13%	0.17%									
28	"10. Общественная организация Всероссийская политическая партия ""Гражданская Сила"""	17	0	0	2	0	2	1	3	2	1	0	1	3	1	1									
		0.14%	0.00%	0.00%	0.21%	0.00%	0.24%	0.08%	0.24%	0.18%	0.08%	0.00%	0.18%	0.27%	0.13%	0.17%									
29	"11. Политическая партия ""Российская объединенная демократическая партия ""ЯБЛОКО"""	72	7	1	11	5	8	2	4	5	5	4	3	7	7	3									
		0.58%	0.97%	0.22%	1.13%	0.55%	0.95%	0.17%	0.32%	0.45%	0.39%	0.52%	0.54%	0.62%	0.94%	0.52%									
30	"12. Политическая партия ""КОММУНИСТИЧЕСКАЯ ПАРТИЯ РОССИЙСКОЙ ФЕДЕРАЦИИ"""	631	32	25	52	38	40	62	60	60	74	29	21	73	44	21									
		5.05%	4.45%	5.49%	5.36%	4.19%	4.77%	5.24%	4.73%	5.45%	5.78%	3.75%	3.78%	6.50%	5.89%	3.63%									
31	"13. Политическая партия ""ПАТРИОТЫ РОССИИ"""	21	0	1	3	2	2	2	1	2	0	1	2	2	2	1									
		0.17%	0.00%	0.22%	0.31%	0.22%	0.24%	0.17%	0.08%	0.18%	0.00%	0.13%	0.36%	0.18%	0.27%	0.17%									
32	14. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	203	14	7	28	23	17	21	17	20	18	10	3	9	13	3									
		1.62%	1.95%	1.54%	2.89%	2.54%	2.03%	1.77%	1.34%	1.82%	1.41%	1.29%	0.54%	0.80%	1.74%	0.52%									
																									
																									
																									
																									
																									
																									
																									
																									
																									
																									
																									
																									
																									
																									
																									
																									
																									
																									
																									
																									
																									
																									
