Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации пятого созыва																																																			
Дата голосования: 02.12.2007																																																			
																																																			
"Наименование Избирательной комиссии:    Тольятти, Комсомольская"																																																			
																																																			
Сводная таблица результатов выборов																																																			
																																																			
		Сумма	УИК №1656	УИК №1657	УИК №1658	УИК №1659	УИК №1660	УИК №1661	УИК №1662	УИК №1663	УИК №1664	УИК №1665	УИК №1666	УИК №1667	УИК №1668	УИК №1669	УИК №1670	УИК №1671	УИК №1672	УИК №1673	УИК №1674	УИК №1675	УИК №1676	УИК №1677	УИК №1678	УИК №1679	УИК №1680	УИК №1681	УИК №1682	УИК №1683	УИК №1684	УИК №1685	УИК №1686	УИК №1687	УИК №1688	УИК №1689	УИК №1690	УИК №1691	УИК №1692	УИК №1693	УИК №1694	УИК №1695	УИК №1696	УИК №1697	УИК №1698	УИК №1699					
11	"Число открепительных удостоверений, полученных участковыми избирательными комиссиями"	1270	30	30	30	30	20	30	30	20	30	30	30	30	30	30	30	30	30	30	30	30	30	30	30	20	40	30	20	30	30	30	30	40	30	30	30	30	20	30	30	20	20	30	30	30					
12	"Число открепительных удостоверений, выданных избирателям на избирательных участках"	830	16	21	15	10	16	26	19	14	21	24	22	16	26	19	14	14	24	20	16	18	18	13	19	5	31	16	15	21	25	26	27	31	19	18	24	21	12	24	21	6	10	18	17	22					
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательных участках"	630	6	6	11	12	10	17	7	12	16	16	11	13	19	19	12	14	17	13	19	13	21	5	16	15	22	16	29	18	4	10	14	11	13	17	10	12	14	11	36	17	22	8	16	10					
14	Число погашенных неиспользованных открепительных удостоверений	440	14	9	15	20	4	4	11	6	9	6	8	14	4	11	16	16	6	10	14	12	12	17	11	15	9	14	5	9	5	4	3	9	11	12	6	9	8	6	9	14	10	12	13	8					
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	16	1	0	1	1	3	0	0	0	0	0	0	0	0	1	0	0	2	0	1	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	1	0	0	1					
16	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17а	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17б	Число не учтенных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																																																			
18	1.Политическая партия «Аграрная партия России»	1311	35	40	34	35	45	28	30	25	40	32	39	36	30	38	25	25	42	33	36	32	30	30	33	21	23	28	15	16	21	19	23	30	38	35	14	14	23	25	49	17	21	34	34	38					
		2.70%	2.72%	3.10%	2.91%	3.10%	3.75%	2.27%	2.64%	2.37%	3.88%	2.85%	3.24%	3.28%	2.53%	3.60%	2.55%	2.44%	3.58%	2.99%	2.97%	2.62%	3.13%	2.70%	2.83%	2.77%	1.48%	2.82%	2.06%	1.39%	2.38%	1.41%	1.84%	2.53%	2.84%	2.74%	1.55%	1.32%	2.34%	2.04%	4.20%	3.07%	3.08%	3.00%	2.98%	3.30%					
19	2.Всероссийская политическая партия «Гражданская Сила»	1037	38	32	37	29	35	48	39	16	28	23	25	27	27	37	25	22	32	26	31	33	24	25	49	19	28	26	6	9	13	19	15	11	27	16	8	21	15	12	23	5	15	14	15	12					
		2.13%	2.95%	2.48%	3.17%	2.57%	2.91%	3.89%	3.43%	1.52%	2.72%	2.05%	2.08%	2.46%	2.27%	3.50%	2.55%	2.15%	2.73%	2.36%	2.55%	2.70%	2.51%	2.25%	4.21%	2.51%	1.81%	2.62%	0.83%	0.78%	1.47%	1.41%	1.20%	0.93%	2.01%	1.25%	0.89%	1.97%	1.53%	0.98%	1.97%	0.90%	2.20%	1.24%	1.32%	1.04%					
20	3.Политическая партия «Демократическая партия России»	59	1	6	3	1	1	1	3	2	2	2	4	1	1	0	0	0	2	0	0	2	1	0	0	2	3	3	1	0	0	1	2	6	1	0	1	0	1	0	1	0	0	1	1	2					
		0.12%	0.08%	0.46%	0.26%	0.09%	0.08%	0.08%	0.26%	0.19%	0.19%	0.18%	0.33%	0.09%	0.08%	0.00%	0.00%	0.00%	0.17%	0.00%	0.00%	0.16%	0.10%	0.00%	0.00%	0.26%	0.19%	0.30%	0.14%	0.00%	0.00%	0.07%	0.16%	0.51%	0.07%	0.00%	0.11%	0.00%	0.10%	0.00%	0.09%	0.00%	0.00%	0.09%	0.09%	0.17%					
21	4.Политическая партия «Коммунистическая партия Российской Федерации»	11095	299	290	283	250	277	269	303	285	266	286	283	251	291	262	259	288	295	263	333	373	233	301	280	120	342	216	169	168	161	258	235	290	314	230	186	212	232	267	221	128	126	231	226	243					
		22.83%	23.25%	22.46%	24.21%	22.14%	23.06%	21.80%	26.65%	27.07%	25.80%	25.47%	23.50%	22.88%	24.49%	24.81%	26.46%	28.10%	25.15%	23.87%	27.43%	30.55%	24.32%	27.09%	24.03%	15.83%	22.06%	21.75%	23.25%	14.60%	18.23%	19.13%	18.85%	24.43%	23.43%	18.03%	20.62%	19.92%	23.65%	21.76%	18.95%	23.10%	18.48%	20.39%	19.82%	21.11%					
22	5.Политическая партия «СОЮЗ ПРАВЫХ СИЛ»	644	19	20	17	8	14	27	27	20	18	23	13	19	9	9	16	19	14	15	17	13	8	9	8	19	38	8	8	8	14	14	22	12	9	12	3	14	9	8	12	3	11	17	22	19					
		1.32%	1.48%	1.55%	1.45%	0.71%	1.17%	2.19%	2.37%	1.90%	1.75%	2.05%	1.08%	1.73%	0.76%	0.85%	1.63%	1.85%	1.19%	1.36%	1.40%	1.06%	0.84%	0.81%	0.69%	2.51%	2.45%	0.81%	1.10%	0.70%	1.59%	1.04%	1.76%	1.01%	0.67%	0.94%	0.33%	1.32%	0.92%	0.65%	1.03%	0.54%	1.61%	1.50%	1.93%	1.65%					
23	6.Политическая партия «Партия социальной справедливости»	115	5	1	7	0	3	1	5	2	3	3	3	3	1	2	3	0	5	4	3	3	1	1	1	0	1	1	2	2	0	4	5	3	7	4	2	1	2	3	4	3	2	4	3	2					
		0.24%	0.39%	0.08%	0.60%	0.00%	0.25%	0.08%	0.44%	0.19%	0.29%	0.27%	0.25%	0.27%	0.08%	0.19%	0.31%	0.00%	0.43%	0.36%	0.25%	0.25%	0.10%	0.09%	0.09%	0.00%	0.06%	0.10%	0.28%	0.17%	0.00%	0.30%	0.40%	0.25%	0.52%	0.31%	0.22%	0.09%	0.20%	0.24%	0.34%	0.54%	0.29%	0.35%	0.26%	0.17%					
24	7.Политическая партия «Либерально-демократическая партия России»	5631	185	145	120	132	116	161	118	95	109	105	114	122	121	110	123	103	124	112	130	114	100	111	125	98	213	146	78	157	130	249	167	145	138	158	93	143	98	151	147	44	77	143	127	134					
		11.58%	14.39%	11.23%	10.27%	11.69%	9.66%	13.05%	10.38%	9.02%	10.57%	9.35%	9.47%	11.12%	10.19%	10.42%	12.56%	10.05%	10.57%	10.16%	10.71%	9.34%	10.44%	9.99%	10.73%	12.93%	13.74%	14.70%	10.73%	13.64%	14.72%	18.46%	13.39%	12.22%	10.30%	12.38%	10.31%	13.44%	9.99%	12.31%	12.61%	7.94%	11.29%	12.62%	11.14%	11.64%					
25	8.Политическая партия «СПРАВЕДЛИВАЯ РОССИЯ: РОДИНА/ПЕНСИОНЕРЫ/ЖИЗНЬ»	3972	98	94	104	74	85	81	91	86	83	85	103	117	103	77	80	105	103	137	68	82	91	99	93	58	122	83	66	89	67	99	94	98	100	105	61	75	73	119	125	43	57	85	86	128					
		8.17%	7.62%	7.28%	8.90%	6.55%	7.08%	6.56%	8.00%	8.17%	8.05%	7.57%	8.55%	10.67%	8.67%	7.29%	8.17%	10.24%	8.78%	12.43%	5.60%	6.72%	9.50%	8.91%	7.98%	7.65%	7.87%	8.36%	9.08%	7.73%	7.59%	7.34%	7.54%	8.26%	7.46%	8.23%	6.76%	7.05%	7.44%	9.70%	10.72%	7.76%	8.36%	7.50%	7.54%	11.12%					
26	9.Политическая партия «ПАТРИОТЫ РОССИИ»	341	12	9	7	9	8	12	6	1	7	8	8	10	10	11	10	11	5	7	3	13	4	10	3	9	15	8	6	9	6	9	7	10	6	8	3	9	6	8	6	3	7	5	8	9					
		0.70%	0.93%	0.70%	0.60%	0.80%	0.67%	0.97%	0.53%	0.09%	0.68%	0.71%	0.66%	0.91%	0.84%	1.04%	1.02%	1.07%	0.43%	0.64%	0.25%	1.06%	0.42%	0.90%	0.26%	1.19%	0.97%	0.81%	0.83%	0.78%	0.68%	0.67%	0.56%	0.84%	0.45%	0.63%	0.33%	0.85%	0.61%	0.65%	0.51%	0.54%	1.03%	0.44%	0.70%	0.78%					
27	10.Всероссийская политическая партия «ЕДИНАЯ РОССИЯ»	23114	541	632	516	547	582	565	482	482	443	541	575	481	559	482	406	417	519	467	552	520	442	472	519	397	737	446	354	671	456	652	651	558	672	675	514	547	504	613	553	293	355	588	593	543					
		47.55%	42.07%	48.95%	44.14%	48.45%	48.46%	45.79%	42.39%	45.77%	42.97%	48.17%	47.76%	43.85%	47.05%	45.64%	41.47%	40.68%	44.25%	42.38%	45.47%	42.59%	46.14%	42.48%	44.55%	52.37%	47.55%	44.91%	48.69%	58.30%	51.64%	48.33%	52.21%	47.01%	50.15%	52.90%	56.98%	51.41%	51.38%	49.96%	47.43%	52.89%	52.05%	51.90%	52.02%	47.18%					
28	11.Политическая партия «Российская объединенная демократическая партия «ЯБЛОКО»	771	36	10	28	22	23	31	21	26	22	10	22	16	18	18	23	27	26	26	21	23	17	35	42	6	15	18	8	10	7	10	11	11	17	13	10	18	8	8	16	12	7	5	11	7					
		1.59%	2.80%	0.77%	2.40%	1.95%	1.92%	2.51%	1.85%	2.47%	2.13%	0.89%	1.83%	1.46%	1.52%	1.70%	2.35%	2.63%	2.22%	2.36%	1.73%	1.88%	1.77%	3.15%	3.61%	0.79%	0.97%	1.81%	1.10%	0.87%	0.79%	0.74%	0.88%	0.93%	1.27%	1.02%	1.11%	1.69%	0.82%	0.65%	1.37%	2.17%	1.03%	0.44%	0.96%	0.61%					
																																																			
																																																			
																																																			
																																																			
																																																			
																																																			
																																																			
																																																			
																																																			
																																																			
																																																			
																																																			
																																																			
																																																			
																																																			
																																																			
																																																			
																																																			
