Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации седьмого созыва																																														
Дата голосования: 18.09.2016																																														
																																														
Наименование Избирательной комиссии:    Костромская																																														
																																														
Сводная таблица итогов голосования по федеральному избирательному округу																																														
																																														
		Сумма	УИК №139	УИК №140	УИК №141	УИК №142	УИК №143	УИК №144	УИК №145	УИК №146	УИК №147	УИК №148	УИК №149	УИК №150	УИК №151	УИК №152	УИК №153	УИК №154	УИК №155	УИК №156	УИК №157	УИК №158	УИК №159	УИК №160	УИК №161	УИК №162	УИК №163	УИК №164	УИК №165	УИК №166	УИК №167	УИК №168	УИК №169	УИК №170	УИК №171	УИК №172	УИК №173									
19	"1. ВСЕРОССИЙСКАЯ ПОЛИТИЧЕСКАЯ ПАРТИЯ ""РОДИНА"""	827	26	31	21	7	56	68	36	3	1	2	0	14	158	9	27	31	9	24	59	8	5	7	10	20	30	0	36	10	42	8	8	16	12	27	6									
		5.48%	3.78%	5.47%	2.88%	2.94%	7.01%	6.14%	5.96%	1.47%	1.79%	1.09%	0.00%	3.84%	14.18%	3.64%	4.48%	3.55%	3.52%	6.80%	13.75%	4.71%	3.38%	2.47%	3.30%	2.81%	4.74%	0.00%	6.96%	5.71%	4.87%	4.35%	4.79%	5.56%	2.09%	11.95%	2.49%									
20	2. Политическая партия КОММУНИСТИЧЕСКАЯ ПАРТИЯ КОММУНИСТЫ РОССИИ	537	20	26	31	11	22	32	24	8	2	8	1	14	40	12	20	29	9	15	18	3	7	7	11	29	23	5	14	4	23	3	9	20	14	11	12									
		3.56%	2.91%	4.59%	4.25%	4.62%	2.75%	2.89%	3.97%	3.92%	3.57%	4.35%	1.37%	3.84%	3.59%	4.86%	3.32%	3.32%	3.52%	4.25%	4.20%	1.76%	4.73%	2.47%	3.63%	4.07%	3.63%	4.42%	2.71%	2.29%	2.67%	1.63%	5.39%	6.94%	2.44%	4.87%	4.98%									
21	"3. Политическая партия ""Российская партия пенсионеров за справедливость"""	336	22	13	31	3	13	16	14	3	3	2	2	4	27	9	10	18	4	11	7	3	3	6	9	9	17	0	8	7	24	4	3	8	11	5	7									
		2.23%	3.20%	2.29%	4.25%	1.26%	1.63%	1.44%	2.32%	1.47%	5.36%	1.09%	2.74%	1.10%	2.42%	3.64%	1.66%	2.06%	1.56%	3.12%	1.63%	1.76%	2.03%	2.12%	2.97%	1.26%	2.69%	0.00%	1.55%	4.00%	2.78%	2.17%	1.80%	2.78%	1.92%	2.21%	2.90%									
22	"4. Всероссийская политическая партия ""ЕДИНАЯ РОССИЯ"""	5707	251	182	262	102	275	358	198	111	11	73	35	138	332	104	263	347	97	119	163	77	59	135	99	273	291	42	191	78	346	76	67	127	246	75	104									
		37.83%	36.54%	32.10%	35.89%	42.86%	34.42%	32.31%	32.78%	54.41%	19.64%	39.67%	47.95%	37.81%	29.80%	42.11%	43.62%	39.70%	37.89%	33.71%	37.99%	45.29%	39.86%	47.70%	32.67%	38.34%	45.97%	37.17%	36.94%	44.57%	40.09%	41.30%	40.12%	44.10%	42.93%	33.19%	43.15%									
23	"5. Политическая партия ""Российская экологическая партия ""Зеленые"""	145	8	4	12	1	8	16	4	0	1	1	1	1	13	2	4	14	1	6	3	1	3	2	0	5	4	3	2	0	6	1	2	4	7	3	2									
		0.96%	1.16%	0.71%	1.64%	0.42%	1.00%	1.44%	0.66%	0.00%	1.79%	0.54%	1.37%	0.27%	1.17%	0.81%	0.66%	1.60%	0.39%	1.70%	0.70%	0.59%	2.03%	0.71%	0.00%	0.70%	0.63%	2.65%	0.39%	0.00%	0.70%	0.54%	1.20%	1.39%	1.22%	1.33%	0.83%									
24	"6. Политическая партия ""Гражданская Платформа"""	32	1	2	1	0	2	5	1	0	0	0	0	1	2	1	4	0	1	1	0	0	0	0	1	2	2	0	1	0	2	0	0	0	2	0	0									
		0.21%	0.15%	0.35%	0.14%	0.00%	0.25%	0.45%	0.17%	0.00%	0.00%	0.00%	0.00%	0.27%	0.18%	0.40%	0.66%	0.00%	0.39%	0.28%	0.00%	0.00%	0.00%	0.00%	0.33%	0.28%	0.32%	0.00%	0.19%	0.00%	0.23%	0.00%	0.00%	0.00%	0.35%	0.00%	0.00%									
25	7. Политическая партия ЛДПР - Либерально-демократическая партия России	2782	145	127	147	48	111	152	88	38	9	36	18	81	184	48	116	173	66	71	66	27	29	53	50	158	104	25	115	31	151	36	34	40	130	35	40									
		18.44%	21.11%	22.40%	20.14%	20.17%	13.89%	13.72%	14.57%	18.63%	16.07%	19.57%	24.66%	22.19%	16.52%	19.43%	19.24%	19.79%	25.78%	20.11%	15.38%	15.88%	19.59%	18.73%	16.50%	22.19%	16.43%	22.12%	22.24%	17.71%	17.50%	19.57%	20.36%	13.89%	22.69%	15.49%	16.60%									
26	"8. Политическая партия ""Партия народной свободы"" (ПАРНАС)"	130	1	4	9	1	6	16	6	0	1	3	0	5	7	2	6	6	1	1	8	2	3	1	0	3	8	0	12	0	7	1	4	0	4	2	0									
		0.86%	0.15%	0.71%	1.23%	0.42%	0.75%	1.44%	0.99%	0.00%	1.79%	1.63%	0.00%	1.37%	0.63%	0.81%	0.99%	0.69%	0.39%	0.28%	1.86%	1.18%	2.03%	0.35%	0.00%	0.42%	1.26%	0.00%	2.32%	0.00%	0.81%	0.54%	2.40%	0.00%	0.70%	0.88%	0.00%									
27	"9. Всероссийская политическая партия ""ПАРТИЯ РОСТА"""	216	6	6	16	6	19	14	10	1	0	2	0	5	17	5	12	17	4	5	3	4	0	0	0	9	7	0	9	0	18	4	0	4	7	4	2									
		1.43%	0.87%	1.06%	2.19%	2.52%	2.38%	1.26%	1.66%	0.49%	0.00%	1.09%	0.00%	1.37%	1.53%	2.02%	1.99%	1.95%	1.56%	1.42%	0.70%	2.35%	0.00%	0.00%	0.00%	1.26%	1.11%	0.00%	1.74%	0.00%	2.09%	2.17%	0.00%	1.39%	1.22%	1.77%	0.83%									
28	"10. Общественная организация Всероссийская политическая партия ""Гражданская Сила"""	17	0	1	0	0	0	2	1	1	0	1	0	1	1	1	1	1	0	0	2	0	0	0	0	0	0	0	0	0	2	0	0	1	0	0	1									
		0.11%	0.00%	0.18%	0.00%	0.00%	0.00%	0.18%	0.17%	0.49%	0.00%	0.54%	0.00%	0.27%	0.09%	0.40%	0.17%	0.11%	0.00%	0.00%	0.47%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.23%	0.00%	0.00%	0.35%	0.00%	0.00%	0.41%									
29	"11. Политическая партия ""Российская объединенная демократическая партия ""ЯБЛОКО"""	299	14	10	15	2	19	24	14	1	0	4	0	4	17	3	12	16	4	1	7	9	4	2	0	12	11	0	7	5	37	3	5	6	17	6	8									
		1.98%	2.04%	1.76%	2.05%	0.84%	2.38%	2.17%	2.32%	0.49%	0.00%	2.17%	0.00%	1.10%	1.53%	1.21%	1.99%	1.83%	1.56%	0.28%	1.63%	5.29%	2.70%	0.71%	0.00%	1.69%	1.74%	0.00%	1.35%	2.86%	4.29%	1.63%	2.99%	2.08%	2.97%	2.65%	3.32%									
30	"12. Политическая партия ""КОММУНИСТИЧЕСКАЯ ПАРТИЯ РОССИЙСКОЙ ФЕДЕРАЦИИ"""	2601	112	107	109	31	172	232	130	30	21	33	11	75	192	36	75	128	30	44	76	20	20	55	103	132	100	34	88	33	110	25	25	32	84	52	44									
		17.24%	16.30%	18.87%	14.93%	13.03%	21.53%	20.94%	21.52%	14.71%	37.50%	17.93%	15.07%	20.55%	17.24%	14.57%	12.44%	14.65%	11.72%	12.46%	17.72%	11.76%	13.51%	19.43%	33.99%	18.54%	15.80%	30.09%	17.02%	18.86%	12.75%	13.59%	14.97%	11.11%	14.66%	23.01%	18.26%									
31	"13. Политическая партия ""ПАТРИОТЫ РОССИИ"""	41	4	0	2	1	3	4	1	0	0	0	0	2	4	1	2	2	0	1	0	1	1	3	1	0	1	0	1	1	0	0	0	1	1	1	2									
		0.27%	0.58%	0.00%	0.27%	0.42%	0.38%	0.36%	0.17%	0.00%	0.00%	0.00%	0.00%	0.55%	0.36%	0.40%	0.33%	0.23%	0.00%	0.28%	0.00%	0.59%	0.68%	1.06%	0.33%	0.00%	0.16%	0.00%	0.19%	0.57%	0.00%	0.00%	0.00%	0.35%	0.17%	0.44%	0.83%									
32	14. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	1035	57	33	53	11	79	141	57	4	4	15	1	11	88	12	37	78	14	42	13	11	9	8	10	40	28	4	23	5	72	15	9	19	20	4	8									
		6.86%	8.30%	5.82%	7.26%	4.62%	9.89%	12.73%	9.44%	1.96%	7.14%	8.15%	1.37%	3.01%	7.90%	4.86%	6.14%	8.92%	5.47%	11.90%	3.03%	6.47%	6.08%	2.83%	3.30%	5.62%	4.42%	3.54%	4.45%	2.86%	8.34%	8.15%	5.39%	6.60%	3.49%	1.77%	3.32%									
																																														
																																														
																																														
																																														
																																														
																																														
																																														
																																														
																																														
																																														
																																														
																																														
																																														
																																														
																																														
																																														
																																														
																																														
																																														
																																														
																																														
																																														
