Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации седьмого созыва																																										
Дата голосования: 18.09.2016																																										
																																										
Наименование Избирательной комиссии:    Шенкурская																																										
																																										
Сводная таблица итогов голосования по федеральному избирательному округу																																										
																																										
		Сумма	УИК №962	УИК №963	УИК №964	УИК №965	УИК №966	УИК №967	УИК №968	УИК №969	УИК №970	УИК №971	УИК №972	УИК №973	УИК №974	УИК №975	УИК №976	УИК №977	УИК №978	УИК №979	УИК №980	УИК №981	УИК №982	УИК №983	УИК №984	УИК №985	УИК №987	УИК №988	УИК №989	УИК №990	УИК №991	УИК №992	УИК №993									
		0.17%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	1.03%	1.85%	0.00%	0.00%	0.00%	0.00%	0.00%	0.65%	1.37%	0.00%	0.00%	0.00%	0.00%	0.49%	0.00%	0.00%	0.00%	0.00%	0.00%	0.21%	0.00%	0.59%									
25	7. Политическая партия ЛДПР - Либерально-демократическая партия России	1043	26	24	9	15	18	39	17	9	59	18	13	32	18	36	17	14	30	16	9	42	65	18	58	15	57	23	12	15	98	117	104									
		20.06%	24.07%	18.90%	18.75%	25.42%	25.71%	17.49%	26.98%	25.00%	15.73%	18.56%	24.07%	40.51%	13.74%	16.14%	19.10%	18.18%	19.35%	21.92%	24.32%	19.53%	20.83%	20.22%	28.16%	14.71%	18.63%	34.85%	17.91%	15.96%	20.68%	18.45%	20.39%									
26	"8. Политическая партия ""Партия народной свободы"" (ПАРНАС)"	25	0	0	0	1	1	1	0	0	0	0	1	0	0	0	0	1	2	1	0	1	0	0	1	0	1	0	0	0	2	5	7									
		0.48%	0.00%	0.00%	0.00%	1.69%	1.43%	0.45%	0.00%	0.00%	0.00%	0.00%	1.85%	0.00%	0.00%	0.00%	0.00%	1.30%	1.29%	1.37%	0.00%	0.47%	0.00%	0.00%	0.49%	0.00%	0.33%	0.00%	0.00%	0.00%	0.42%	0.79%	1.37%									
27	"9. Всероссийская политическая партия ""ПАРТИЯ РОСТА"""	47	0	0	0	0	0	0	4	0	4	0	0	1	0	1	0	1	1	0	0	0	2	0	3	0	2	0	1	0	4	13	10									
		0.90%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	6.35%	0.00%	1.07%	0.00%	0.00%	1.27%	0.00%	0.45%	0.00%	1.30%	0.65%	0.00%	0.00%	0.00%	0.64%	0.00%	1.46%	0.00%	0.65%	0.00%	1.49%	0.00%	0.84%	2.05%	1.96%									
28	"10. Общественная организация Всероссийская политическая партия ""Гражданская Сила"""	5	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	1	0	0									
		0.10%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	1.03%	0.00%	0.00%	0.76%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.33%	0.00%	0.00%	1.06%	0.21%	0.00%	0.00%									
29	"11. Политическая партия ""Российская объединенная демократическая партия ""ЯБЛОКО"""	41	1	1	0	1	0	0	0	0	2	0	0	1	1	0	1	0	0	2	0	2	0	0	1	0	2	0	0	0	9	12	5									
		0.79%	0.93%	0.79%	0.00%	1.69%	0.00%	0.00%	0.00%	0.00%	0.53%	0.00%	0.00%	1.27%	0.76%	0.00%	1.12%	0.00%	0.00%	2.74%	0.00%	0.93%	0.00%	0.00%	0.49%	0.00%	0.65%	0.00%	0.00%	0.00%	1.90%	1.89%	0.98%									
30	"12. Политическая партия ""КОММУНИСТИЧЕСКАЯ ПАРТИЯ РОССИЙСКОЙ ФЕДЕРАЦИИ"""	597	7	11	7	9	7	26	3	3	41	5	3	10	30	14	11	8	26	5	5	20	45	5	20	10	30	9	4	16	62	83	62									
		11.48%	6.48%	8.66%	14.58%	15.25%	10.00%	11.66%	4.76%	8.33%	10.93%	5.15%	5.56%	12.66%	22.90%	6.28%	12.36%	10.39%	16.77%	6.85%	13.51%	9.30%	14.42%	5.62%	9.71%	9.80%	9.80%	13.64%	5.97%	17.02%	13.08%	13.09%	12.16%									
31	"13. Политическая партия ""ПАТРИОТЫ РОССИИ"""	16	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	1	1	0	2	2	0	1	0	1	0	0	0	0	3	3									
		0.31%	0.00%	0.00%	0.00%	0.00%	0.00%	0.90%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.65%	1.37%	0.00%	0.93%	0.64%	0.00%	0.49%	0.00%	0.33%	0.00%	0.00%	0.00%	0.00%	0.47%	0.59%									
32	14. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	485	3	14	4	2	1	16	1	1	45	4	2	4	12	18	5	13	13	6	1	14	29	9	18	4	24	1	1	14	63	78	65									
		9.33%	2.78%	11.02%	8.33%	3.39%	1.43%	7.17%	1.59%	2.78%	12.00%	4.12%	3.70%	5.06%	9.16%	8.07%	5.62%	16.88%	8.39%	8.22%	2.70%	6.51%	9.29%	10.11%	8.74%	3.92%	7.84%	1.52%	1.49%	14.89%	13.29%	12.30%	12.75%									
																																										
																																										
																																										
																																										
																																										
																																										
																																										
																																										
																																										
																																										
																																										
																																										
																																										
																																										
																																										
																																										
																																										
																																										
																																										
																																										
																																										
																																										
