Выборы Президента Российской Федерации																																																																
																																																																
Наименование Избирательной комиссии:    Апастовская																																																																
																																																																
Итоги голосования 																																																																
																																																																
		Сумма	УИК №866	УИК №867	УИК №868	УИК №869	УИК №870	УИК №871	УИК №872	УИК №873	УИК №874	УИК №875	УИК №876	УИК №877	УИК №878	УИК №879	УИК №880	УИК №881	УИК №882	УИК №883	УИК №884	УИК №885	УИК №886	УИК №887	УИК №888	УИК №889	УИК №890	УИК №891	УИК №892	УИК №893	УИК №894	УИК №895	УИК №896	УИК №897	УИК №898	УИК №899	УИК №900	УИК №901	УИК №902	УИК №903	УИК №904	УИК №905	УИК №906	УИК №907	УИК №908	УИК №909	УИК №910	УИК №911	УИК №912	УИК №913	УИК №914	УИК №915	УИК №916	УИК №917	УИК №918	УИК №919	УИК №920	УИК №921	УИК №922					
		0.44%	1.35%	1.24%	0.13%	0.99%	0.64%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	2.24%	0.00%	0.00%	0.00%	0.00%	2.61%	0.45%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.19%	0.35%	0.00%	0.27%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	5.39%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.46%					
21	. Путин Владимир Владимирович	15325	674	736	712	530	307	309	154	419	123	336	130	247	213	101	239	203	134	210	217	187	105	189	210	120	172	310	229	223	327	238	177	188	114	110	128	153	193	526	545	303	342	448	245	127	303	292	90	354	133	325	439	212	342	284	108	332	208					
		95.64%	75.90%	90.98%	89.11%	87.46%	98.71%	100.00%	100.00%	99.76%	100.00%	100.00%	100.00%	95.00%	95.52%	97.12%	100.00%	100.00%	100.00%	91.30%	98.19%	97.91%	97.22%	99.47%	99.53%	100.00%	100.00%	100.00%	100.00%	95.71%	99.70%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	94.44%	96.50%	97.77%	95.95%	100.00%	93.96%	98.68%	99.19%	99.22%	99.34%	100.00%	100.00%	86.76%	98.52%	99.39%	100.00%	98.15%	99.42%	100.00%	94.74%	97.36%	94.98%					
22	. Хакамада Ирина Муцуовна	68	10	21	0	10	0	0	0	0	0	0	0	3	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2	6	0	2	0	1	0	0	0	0	7	0	0	0	1	0	0	1	0	1					
		0.42%	1.13%	2.60%	0.00%	1.65%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	1.15%	0.00%	1.92%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.50%	0.37%	1.06%	0.00%	0.55%	0.00%	0.40%	0.00%	0.00%	0.00%	0.00%	1.72%	0.00%	0.00%	0.00%	0.46%	0.00%	0.00%	0.88%	0.00%	0.46%					
23	. Харитонов Николай Михайлович	134	3	13	0	26	1	0	0	1	0	0	0	4	3	1	0	0	0	6	0	0	2	1	1	0	0	0	0	9	1	0	0	0	0	0	0	9	2	2	7	0	11	6	1	0	2	0	0	8	1	2	0	1	0	0	2	3	5					
		0.84%	0.34%	1.61%	0.00%	4.29%	0.32%	0.00%	0.00%	0.24%	0.00%	0.00%	0.00%	1.54%	1.35%	0.96%	0.00%	0.00%	0.00%	2.61%	0.00%	0.00%	1.85%	0.53%	0.47%	0.00%	0.00%	0.00%	0.00%	3.86%	0.30%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	5.56%	1.00%	0.37%	1.23%	0.00%	3.02%	1.32%	0.40%	0.00%	0.66%	0.00%	0.00%	1.96%	0.74%	0.61%	0.00%	0.46%	0.00%	0.00%	1.75%	0.88%	2.28%					
																																																																
24	Против всех	90	24	13	30	6	1	0	0	0	0	0	0	2	2	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	3					
		0.56%	2.70%	1.61%	3.75%	0.99%	0.32%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.77%	0.90%	0.00%	0.00%	0.00%	0.00%	0.00%	0.45%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	1.50%	0.56%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.59%	1.37%					
																																																																
																																																																
																																																																
																																																																
																																																																
																																																																
																																																																
																																																																
																																																																
																																																																
																																																																
																																																																
																																																																
																																																																
																																																																
