7	Число избирательных бюллетеней в переносных ящиках для голосования	6528	0	56	24	85	50	72	40	53	68	43	78	67	61	75	73	66	88	60	47	62	50	43	53	82	26	74	42	36	53	41	58	62	61	39	59	52	47	47	53	49	54	81	44	14	31	85	32	118	17	22	32	48	16	31	90	104	133	58	30	41	64	12	31	54	74	21	33	58	38	74	65	70	43	105	66	56	57	70	76	45	54	61	54	29	30	55	39	40	60	17	76	44	29	15	36	33	41	80	89	40	25	44	14	41	41	71	60	47	39	58	28	50	33	60	49	21	48	40	229	172	28	20	0									
8	Число бюллетеней в стационарных ящиках для голосования	141779	415	1082	1258	1212	1014	1058	1056	1117	1213	1293	1088	1004	1250	1001	1031	988	1039	1183	805	1224	1371	1365	1330	1260	1243	1281	701	1099	1087	965	1211	1192	1265	1094	1058	992	1060	595	1000	833	955	1381	1536	1616	1509	1172	1248	1284	1116	973	1637	1749	757	1229	1445	1643	1382	1015	1209	1375	973	1110	760	991	1340	1236	1523	1227	1172	1361	1017	1855	1449	1244	1149	1108	1335	1062	1569	807	1101	1179	922	1213	1270	1179	1161	1150	1392	1283	958	1120	1112	1022	711	1180	1109	1479	1324	1289	1129	1400	1261	1316	1046	1354	956	995	1097	960	611	1222	1282	1374	1068	1772	1630	1458	161	282	1334	1052	13									
9	Число недействительных избирательных бюллетеней	1763	68	10	31	16	15	8	22	21	10	19	10	10	16	6	13	10	9	10	10	14	10	16	10	14	12	12	2	17	7	12	15	7	17	11	9	19	10	6	13	4	12	16	20	13	18	13	13	12	14	21	26	12	5	16	10	13	16	6	15	19	12	19	9	13	9	13	11	20	11	18	17	20	16	22	19	9	13	19	30	13	14	13	11	4	13	11	23	6	12	24	20	9	18	20	10	11	11	12	10	17	16	21	16	10	15	17	7	14	9	15	6	13	29	19	10	16	21	34	12	2	33	4	1									
10	Число действительных избирательных бюллетеней	146544	347	1128	1251	1281	1049	1122	1074	1149	1271	1317	1156	1061	1295	1070	1091	1044	1118	1233	842	1272	1411	1392	1373	1328	1257	1343	741	1118	1133	994	1254	1247	1309	1122	1108	1025	1097	636	1040	878	997	1446	1560	1617	1522	1244	1267	1390	1119	974	1643	1785	768	1244	1525	1734	1499	1067	1224	1397	1025	1103	782	1032	1405	1244	1545	1265	1199	1417	1065	1905	1476	1327	1196	1155	1379	1113	1615	839	1141	1227	965	1238	1287	1223	1177	1184	1440	1276	1014	1155	1123	1017	737	1202	1139	1547	1403	1312	1138	1423	1259	1347	1072	1408	1009	1028	1127	1003	633	1259	1286	1415	1107	1777	1657	1464	378	452	1329	1068	12									
11	Число полученных открепительных  удостоверений	3610	0	30	30	30	30	30	30	30	30	30	30	30	30	30	30	30	30	30	30	30	30	30	30	30	30	30	30	30	30	30	30	30	30	30	30	30	30	30	30	30	30	30	30	30	30	30	30	30	30	30	30	30	30	30	30	30	30	30	30	30	30	30	30	30	30	30	40	30	30	30	30	30	30	30	30	30	30	30	30	30	30	30	30	30	30	30	30	30	30	30	30	30	30	30	30	30	30	30	30	30	30	30	30	30	30	30	30	30	30	30	30	30	30	30	30	30	30	30	30	0	30	30	0									
12	Число открепительных удостоверений, выданных избирателям на избирательном участке	1862	0	17	30	15	9	8	10	15	12	26	13	3	15	16	22	17	13	15	11	13	15	17	13	14	9	7	6	7	16	9	7	24	13	6	8	8	11	6	8	8	9	12	19	30	30	12	22	17	9	14	20	22	11	20	19	10	29	13	12	13	10	14	5	11	21	18	38	16	12	23	19	26	19	16	14	12	15	10	6	12	24	11	12	14	24	16	13	17	15	8	14	11	15	13	10	18	15	22	14	16	25	20	21	23	16	23	16	11	25	12	17	29	7	30	18	30	24	22	0	0	24	15	0									
13	Число избирателей, проголосовавших по открепительным удостоверениям	1813	27	16	13	15	22	10	10	9	12	19	7	5	10	14	3	9	33	14	8	9	21	50	8	5	17	27	15	7	10	6	9	5	3	6	8	11	11	4	9	9	1	11	11	22	21	3	15	5	26	19	16	24	4	8	16	13	14	8	5	8	12	11	4	7	8	17	64	19	11	10	13	57	7	5	6	8	6	25	154	6	4	5	13	14	13	12	6	4	7	225	3	5	8	8	7	19	10	8	5	3	18	9	11	3	2	12	6	11	6	4	29	7	6	9	8	11	10	8	0	25	11	9	13									
14	Число неиспользованных открепительных удостоверений	1748	0	13	0	15	21	22	20	15	18	4	17	27	15	14	8	13	17	15	19	17	15	13	17	16	21	23	24	23	14	21	23	6	17	24	22	22	19	24	22	22	21	18	11	0	0	18	8	13	21	16	10	8	19	10	11	20	1	17	18	17	20	16	25	19	9	12	2	14	18	7	11	4	11	14	16	18	15	20	24	18	6	19	18	16	6	14	17	13	15	22	16	19	15	17	20	12	15	8	16	14	5	10	9	7	14	7	14	19	5	18	13	1	23	0	12	0	6	8	30	0	6	15	0									
15	Число открепительных удостоверений, выданных избирателям ТИК	61	0	0	0	2	0	0	0	0	1	1	1	1	0	1	2	0	1	0	0	0	1	2	0	0	0	3	0	0	0	0	0	0	0	1	1	0	0	0	1	0	0	0	1	2	2	0	1	1	0	1	2	0	1	0	1	1	0	0	2	0	1	0	0	0	0	0	0	1	1	0	0	1	1	0	0	0	1	1	0	1	0	0	0	0	0	1	1	3	0	1	0	0	1	0	0	3	0	1	0	0	0	1	0	1	1	0	0	1	1	0	0	1	1	0	0	1	0	0	0	0	0	0	0									
16	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
17	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
18	Число избирательных бюллетеней, не учтенных при получении	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
																																																																																																																																						
19	Жириновский Владимир Вольфович	9690	122	64	125	71	76	75	68	65	86	90	71	64	71	75	63	63	58	66	43	81	89	85	88	96	87	90	63	72	64	76	93	70	76	78	64	65	70	43	62	45	51	101	103	114	93	69	71	75	88	71	87	105	38	65	108	88	98	50	76	89	68	98	51	63	92	83	166	62	73	73	61	110	89	94	75	73	96	90	126	68	70	116	66	83	64	47	90	91	70	112	65	80	56	54	50	95	77	108	96	96	98	117	91	95	81	96	62	47	60	64	42	80	97	106	75	127	103	133	11	26	112	55	2									
		6.53%	29.40%	5.62%	9.75%	5.47%	7.14%	6.64%	6.20%	5.56%	6.71%	6.74%	6.09%	5.98%	5.42%	6.97%	5.71%	5.98%	5.15%	5.31%	5.05%	6.30%	6.26%	6.04%	6.36%	7.15%	6.86%	6.64%	8.48%	6.34%	5.61%	7.55%	7.33%	5.58%	5.73%	6.88%	5.73%	6.23%	6.32%	6.70%	5.89%	5.10%	5.05%	6.91%	6.52%	6.99%	6.04%	5.49%	5.55%	5.35%	7.77%	7.14%	5.21%	5.84%	4.92%	5.16%	7.04%	5.04%	6.47%	4.66%	6.13%	6.29%	6.56%	8.73%	6.45%	6.03%	6.51%	6.60%	10.67%	4.82%	6.03%	5.09%	5.64%	5.71%	5.97%	6.97%	6.17%	6.27%	6.90%	7.95%	7.66%	7.98%	6.06%	9.35%	6.76%	6.68%	4.92%	3.81%	7.50%	7.65%	4.82%	8.62%	6.29%	6.87%	4.91%	5.21%	6.69%	7.83%	6.70%	6.93%	6.79%	7.22%	8.49%	8.10%	7.14%	7.00%	7.45%	6.74%	6.10%	4.51%	5.28%	6.29%	6.57%	6.29%	7.38%	7.39%	6.71%	7.08%	6.14%	8.88%	2.82%	5.73%	8.22%	5.13%	15.38%									
20	Зюганов Геннадий Андреевич	37713	25	304	226	309	234	267	254	264	278	315	266	257	367	236	274	280	300	290	239	308	393	396	363	317	311	376	193	303	301	212	341	314	325	250	274	255	344	187	293	220	261	374	376	335	391	295	357	321	264	266	374	475	224	365	428	478	401	266	349	345	243	272	225	267	373	348	336	349	353	443	331	527	403	366	284	305	305	260	366	237	358	319	257	317	320	332	299	245	384	314	273	317	289	270	200	344	331	416	392	351	254	373	326	334	300	373	224	269	331	282	136	328	357	334	308	444	457	426	24	95	303	307	1									
		25.43%	6.02%	26.71%	17.63%	23.82%	21.99%	23.63%	23.18%	22.56%	21.70%	23.58%	22.81%	23.99%	27.99%	21.93%	24.82%	26.57%	26.62%	23.33%	28.05%	23.95%	27.66%	28.13%	26.25%	23.62%	24.51%	27.75%	25.98%	26.70%	26.40%	21.07%	26.87%	25.04%	24.51%	22.07%	24.53%	24.43%	31.07%	29.13%	27.83%	24.94%	25.87%	25.58%	23.80%	20.55%	25.39%	23.47%	27.89%	22.90%	23.30%	26.73%	22.41%	26.43%	28.98%	28.97%	27.88%	27.36%	26.47%	24.79%	28.17%	24.36%	23.43%	24.24%	28.45%	25.55%	26.38%	27.68%	21.59%	27.16%	29.17%	30.87%	30.59%	27.38%	27.01%	27.13%	23.37%	26.20%	21.91%	22.97%	22.25%	27.82%	30.99%	25.73%	26.33%	25.52%	24.62%	26.90%	24.92%	20.59%	26.45%	24.15%	26.40%	27.23%	25.33%	26.04%	26.77%	28.36%	28.78%	26.68%	27.74%	26.41%	22.01%	25.83%	25.57%	24.61%	27.60%	26.18%	22.05%	25.82%	29.14%	27.70%	21.28%	25.79%	27.15%	23.29%	27.57%	24.76%	27.23%	28.44%	6.15%	20.93%	22.25%	28.64%	7.69%									
21	Миронов Сергей Михайлович	7371	4	66	72	57	52	61	56	58	71	79	53	63	83	52	57	50	53	62	47	54	85	78	72	64	71	67	31	44	62	55	77	56	84	43	56	53	54	36	38	44	56	77	73	84	73	48	49	56	52	47	85	96	36	63	70	45	67	50	56	69	63	53	48	54	76	59	73	64	82	76	36	120	76	60	60	60	58	58	94	53	43	53	49	70	82	75	61	49	64	65	46	57	62	62	30	60	62	79	78	82	53	63	67	71	45	71	52	64	70	47	24	70	55	72	54	88	82	62	9	14	70	44	0									
		4.97%	0.96%	5.80%	5.62%	4.39%	4.89%	5.40%	5.11%	4.96%	5.54%	5.91%	4.55%	5.88%	6.33%	4.83%	5.16%	4.74%	4.70%	4.99%	5.52%	4.20%	5.98%	5.54%	5.21%	4.77%	5.59%	4.94%	4.17%	3.88%	5.44%	5.47%	6.07%	4.47%	6.33%	3.80%	5.01%	5.08%	4.88%	5.61%	3.61%	4.99%	5.55%	5.27%	4.62%	5.15%	4.74%	3.82%	3.83%	3.99%	4.59%	4.72%	5.09%	5.34%	4.66%	5.00%	4.56%	2.58%	4.42%	4.66%	4.52%	4.87%	6.08%	4.72%	6.07%	5.17%	5.37%	4.69%	4.69%	4.98%	6.78%	5.30%	3.33%	6.23%	5.09%	4.45%	4.94%	5.15%	4.17%	5.12%	5.71%	6.22%	3.72%	4.27%	5.02%	5.64%	6.31%	6.08%	5.08%	4.12%	4.41%	5.00%	4.45%	4.90%	5.43%	5.98%	4.02%	4.95%	5.39%	5.07%	5.52%	6.17%	4.59%	4.36%	5.25%	5.23%	4.14%	4.98%	5.12%	6.14%	6.16%	4.62%	3.76%	5.50%	4.18%	5.02%	4.83%	4.91%	4.89%	4.14%	2.31%	3.08%	5.14%	4.10%	0.00%									
22	Прохоров Михаил Дмитриевич	16045	39	167	263	177	118	182	156	186	199	214	149	134	140	162	101	127	147	196	125	176	164	150	153	151	155	147	81	114	97	105	129	146	146	135	120	120	99	75	111	87	88	125	201	235	144	120	147	117	99	88	212	181	85	166	150	10	142	121	113	156	106	96	69	90	136	153	149	126	133	149	94	220	167	132	163	111	143	106	174	95	103	159	90	146	159	138	112	132	166	115	116	103	112	101	55	100	99	125	101	129	136	167	131	150	107	139	127	107	106	108	92	131	101	144	114	195	149	122	10	26	262	103	2									
		10.82%	9.40%	14.67%	20.51%	13.65%	11.09%	16.11%	14.23%	15.90%	15.53%	16.02%	12.78%	12.51%	10.68%	15.06%	9.15%	12.05%	13.04%	15.77%	14.67%	13.69%	11.54%	10.65%	11.06%	11.25%	12.21%	10.85%	10.90%	10.04%	8.51%	10.44%	10.17%	11.64%	11.01%	11.92%	10.74%	11.49%	8.94%	11.68%	10.54%	9.86%	8.72%	8.55%	12.72%	14.42%	9.35%	9.55%	11.48%	8.35%	8.74%	8.84%	12.70%	10.07%	10.99%	13.17%	9.77%	0.57%	9.37%	11.28%	9.12%	11.02%	10.22%	8.56%	8.72%	8.61%	9.62%	12.17%	9.58%	9.81%	10.99%	10.38%	8.69%	11.43%	11.19%	9.79%	13.42%	9.54%	10.27%	9.36%	10.58%	11.15%	8.92%	12.82%	9.22%	11.76%	12.23%	11.18%	9.33%	11.09%	11.43%	8.85%	11.22%	8.85%	9.82%	9.74%	7.36%	8.24%	8.61%	8.02%	7.15%	9.71%	11.79%	11.57%	10.27%	11.05%	9.84%	9.75%	12.50%	10.27%	9.33%	10.61%	14.40%	10.30%	7.68%	10.04%	10.21%	10.88%	8.88%	8.14%	2.56%	5.73%	19.24%	9.61%	15.38%									
23	Путин Владимир Владимирович	75725	157	527	565	667	569	537	540	576	637	619	617	543	634	545	596	524	560	619	388	653	680	683	697	700	633	663	373	585	609	546	614	661	678	616	594	532	530	295	536	482	541	769	807	849	821	712	643	821	616	502	885	928	385	585	769	1113	791	580	630	738	545	584	389	558	728	601	821	664	558	676	543	928	741	675	614	606	777	599	855	386	567	580	503	622	662	631	615	667	756	670	514	598	604	530	402	603	570	819	736	654	597	703	644	697	539	729	544	541	560	502	339	650	676	759	556	923	866	721	324	291	582	559	7									
		51.06%	37.83%	46.31%	44.07%	51.43%	53.48%	47.52%	49.27%	49.23%	49.73%	46.33%	52.92%	50.70%	48.36%	50.65%	53.99%	49.72%	49.69%	49.80%	45.54%	50.78%	47.85%	48.51%	50.40%	52.16%	49.88%	48.93%	50.20%	51.54%	53.42%	54.27%	48.38%	52.71%	51.13%	54.37%	53.18%	50.96%	47.88%	45.95%	50.90%	54.65%	53.62%	52.60%	51.08%	52.09%	53.31%	56.64%	50.23%	58.56%	54.37%	50.45%	53.03%	51.64%	49.81%	46.43%	50.10%	63.71%	52.21%	54.05%	50.85%	52.12%	52.56%	52.05%	49.18%	53.40%	51.49%	47.81%	52.76%	51.67%	46.12%	47.11%	50.18%	48.21%	49.66%	50.04%	50.53%	52.06%	55.82%	52.92%	51.98%	45.31%	49.09%	46.77%	51.54%	50.08%	50.92%	51.13%	51.25%	56.05%	52.07%	51.54%	49.71%	51.37%	52.94%	51.11%	53.82%	49.71%	49.57%	52.53%	52.09%	49.21%	51.73%	48.68%	50.51%	51.36%	49.59%	51.16%	53.54%	51.92%	49.30%	49.31%	53.05%	51.10%	51.41%	52.93%	49.78%	51.48%	51.61%	48.13%	83.08%	64.10%	42.73%	52.15%	53.85%									
																																																																																																																																						
																																																																																																																																						
																																																																																																																																						
																																																																																																																																						
																																																																																																																																						
																																																																																																																																						
																																																																																																																																						
																																																																																																																																						
																																																																																																																																						
																																																																																																																																						
																																																																																																																																						
																																																																																																																																						
																																																																																																																																						
																																																																																																																																						
																																																																																																																																						
																																																																																																																																						
																																																																																																																																						
																																																																																																																																						
																																																																																																																																						
																																																																																																																																						
																																																																																																																																						
																																																																																																																																						
																																																																																																																																						
																																																																																																																																						
																																																																																																																																						
																																																																																																																																						
																																																																																																																																						
