Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации седьмого созыва																																						
Дата голосования: 18.09.2016																																						
																																						
Наименование Избирательной комиссии:    Бакчарская																																						
																																						
Сводная таблица итогов голосования по федеральному избирательному округу																																						
																																						
		Сумма	УИК №381	УИК №382	УИК №383	УИК №384	УИК №386	УИК №387	УИК №388	УИК №389	УИК №390	УИК №391	УИК №392	УИК №393	УИК №394	УИК №395	УИК №396	УИК №397	УИК №398	УИК №399	УИК №400	УИК №401	УИК №402	УИК №403	УИК №404	УИК №405	УИК №406	УИК №407	УИК №409									
		0.56%	0.42%	0.00%	0.58%	0.00%	1.12%	0.28%	0.00%	0.98%	1.56%	0.71%	0.48%	0.56%	0.00%	0.00%	0.00%	2.73%	0.00%	1.02%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.96%	1.27%	0.00%									
24	"6. Политическая партия ""Гражданская Платформа"""	9	0	0	0	0	1	1	0	1	1	1	0	0	0	1	0	0	0	1	0	0	1	0	0	0	0	1	0									
		0.22%	0.00%	0.00%	0.00%	0.00%	0.37%	0.28%	0.00%	0.49%	0.31%	0.71%	0.00%	0.00%	0.00%	0.47%	0.00%	0.00%	0.00%	1.02%	0.00%	0.00%	0.48%	0.00%	0.00%	0.00%	0.00%	1.27%	0.00%									
25	7. Политическая партия ЛДПР - Либерально-демократическая партия России	929	41	9	34	14	77	98	43	44	66	34	57	35	16	44	35	20	7	17	17	2	42	12	44	30	55	23	13									
		22.66%	17.23%	25.00%	19.77%	20.90%	28.73%	27.76%	20.67%	21.57%	20.56%	24.11%	27.54%	19.66%	26.23%	20.75%	18.42%	18.18%	16.67%	17.35%	45.95%	9.52%	20.29%	26.09%	19.47%	20.69%	26.44%	29.11%	52.00%									
26	"8. Политическая партия ""Партия народной свободы"" (ПАРНАС)"	14	0	0	0	1	0	1	0	1	1	1	2	1	1	1	1	0	0	2	0	0	0	0	1	0	0	0	0									
		0.34%	0.00%	0.00%	0.00%	1.49%	0.00%	0.28%	0.00%	0.49%	0.31%	0.71%	0.97%	0.56%	1.64%	0.47%	0.53%	0.00%	0.00%	2.04%	0.00%	0.00%	0.00%	0.00%	0.44%	0.00%	0.00%	0.00%	0.00%									
27	"9. Всероссийская политическая партия ""ПАРТИЯ РОСТА"""	24	0	0	1	0	2	6	3	3	4	0	0	2	0	0	1	0	0	1	0	0	0	0	0	0	1	0	0									
		0.59%	0.00%	0.00%	0.58%	0.00%	0.75%	1.70%	1.44%	1.47%	1.25%	0.00%	0.00%	1.12%	0.00%	0.00%	0.53%	0.00%	0.00%	1.02%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.48%	0.00%	0.00%									
28	"10. Общественная организация Всероссийская политическая партия ""Гражданская Сила"""	12	0	0	1	0	0	0	2	1	1	0	0	0	1	0	1	0	0	0	0	0	1	0	1	0	3	0	0									
		0.29%	0.00%	0.00%	0.58%	0.00%	0.00%	0.00%	0.96%	0.49%	0.31%	0.00%	0.00%	0.00%	1.64%	0.00%	0.53%	0.00%	0.00%	0.00%	0.00%	0.00%	0.48%	0.00%	0.44%	0.00%	1.44%	0.00%	0.00%									
29	"11. Политическая партия ""Российская объединенная демократическая партия ""ЯБЛОКО"""	27	4	0	3	1	0	0	2	0	2	0	2	0	2	0	1	1	0	1	0	2	1	0	3	1	1	0	0									
		0.66%	1.68%	0.00%	1.74%	1.49%	0.00%	0.00%	0.96%	0.00%	0.62%	0.00%	0.97%	0.00%	3.28%	0.00%	0.53%	0.91%	0.00%	1.02%	0.00%	9.52%	0.48%	0.00%	1.33%	0.69%	0.48%	0.00%	0.00%									
30	"12. Политическая партия ""КОММУНИСТИЧЕСКАЯ ПАРТИЯ РОССИЙСКОЙ ФЕДЕРАЦИИ"""	455	44	1	26	3	41	39	11	29	36	6	21	29	7	16	14	15	1	8	6	1	19	10	26	21	18	5	2									
		11.10%	18.49%	2.78%	15.12%	4.48%	15.30%	11.05%	5.29%	14.22%	11.21%	4.26%	10.14%	16.29%	11.48%	7.55%	7.37%	13.64%	2.38%	8.16%	16.22%	4.76%	9.18%	21.74%	11.50%	14.48%	8.65%	6.33%	8.00%									
31	"13. Политическая партия ""ПАТРИОТЫ РОССИИ"""	13	0	0	2	0	0	0	1	0	1	0	0	2	0	1	0	0	0	0	0	1	0	0	1	1	3	0	0									
		0.32%	0.00%	0.00%	1.16%	0.00%	0.00%	0.00%	0.48%	0.00%	0.31%	0.00%	0.00%	1.12%	0.00%	0.47%	0.00%	0.00%	0.00%	0.00%	0.00%	4.76%	0.00%	0.00%	0.44%	0.69%	1.44%	0.00%	0.00%									
32	14. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	183	9	0	5	6	5	13	7	11	20	5	13	11	0	12	4	5	0	1	0	1	7	3	15	9	19	0	2									
		4.46%	3.78%	0.00%	2.91%	8.96%	1.87%	3.68%	3.37%	5.39%	6.23%	3.55%	6.28%	6.18%	0.00%	5.66%	2.11%	4.55%	0.00%	1.02%	0.00%	4.76%	3.38%	6.52%	6.64%	6.21%	9.13%	0.00%	8.00%									
																																						
																																						
																																						
																																						
																																						
																																						
																																						
																																						
																																						
																																						
																																						
																																						
																																						
																																						
																																						
																																						
																																						
																																						
																																						
																																						
																																						
																																						
