Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации пятого созыва																																																												
Дата голосования: 02.12.2007																																																												
																																																												
Наименование Избирательной комиссии:    Калачевская																																																												
																																																												
Сводная таблица результатов выборов																																																												
																																																												
		Сумма	УИК №845	УИК №846	УИК №847	УИК №848	УИК №849	УИК №850	УИК №851	УИК №852	УИК №853	УИК №854	УИК №855	УИК №856	УИК №857	УИК №858	УИК №859	УИК №860	УИК №861	УИК №862	УИК №863	УИК №864	УИК №865	УИК №866	УИК №867	УИК №868	УИК №869	УИК №870	УИК №871	УИК №872	УИК №873	УИК №874	УИК №875	УИК №876	УИК №877	УИК №878	УИК №879	УИК №880	УИК №881	УИК №882	УИК №883	УИК №884	УИК №885	УИК №886	УИК №887	УИК №888	УИК №889	УИК №890	УИК №891	УИК №892	УИК №893	УИК №894	УИК №895	УИК №896	УИК №897					
11	"Число открепительных удостоверений, полученных участковыми избирательными комиссиями"	595	10	3	5	5	10	5	3	10	20	10	3	10	10	30	54	5	10	5	5	5	10	5	3	5	5	5	10	10	15	5	3	5	5	10	5	5	15	15	10	5	5	10	20	80	15	15	13	10	15	20	10	10	3					
12	"Число открепительных удостоверений, выданных избирателям на избирательных участках"	345	0	0	2	0	6	2	1	10	17	3	0	0	4	25	48	0	5	0	0	1	0	0	0	0	0	0	2	7	1	1	0	0	0	7	0	3	12	5	0	0	1	8	16	78	11	15	9	9	15	10	5	6	0					
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательных участках"	233	3	0	3	3	3	3	7	7	9	6	1	4	2	9	6	1	6	1	3	2	6	2	3	0	1	1	1	7	8	3	2	1	1	1	2	2	3	4	2	5	3	10	13	0	17	5	13	4	5	11	7	9	2					
14	Число погашенных неиспользованных открепительных удостоверений	250	10	3	3	5	4	3	2	0	3	7	3	10	6	5	6	5	5	5	5	4	10	5	3	5	5	5	8	3	14	4	3	5	5	3	5	2	3	10	10	5	4	2	4	2	4	0	4	1	0	10	5	4	3					
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0					
16	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17а	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17б	Число не учтенных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																																																												
18	1.Политическая партия «Аграрная партия России»	881	15	3	6	16	6	8	4	27	28	11	3	12	9	16	15	8	31	35	16	56	6	9	2	11	13	8	61	15	29	1	0	7	3	52	7	3	49	40	26	3	27	34	3	18	41	1	2	2	35	3	19	23	3					
		3.11%	4.01%	3.09%	3.06%	11.85%	1.09%	2.88%	4.44%	3.65%	2.62%	2.67%	3.06%	2.47%	1.33%	1.80%	1.62%	3.69%	4.40%	21.74%	8.04%	18.06%	1.92%	6.16%	1.90%	5.91%	6.67%	5.10%	10.97%	3.79%	2.62%	0.60%	0.00%	5.65%	2.50%	13.54%	5.47%	1.29%	5.52%	3.22%	5.95%	1.25%	9.34%	2.23%	0.31%	1.31%	3.32%	0.06%	0.20%	0.35%	3.36%	0.26%	2.28%	2.83%	3.26%					
19	2.Всероссийская политическая партия «Гражданская Сила»	101	1	0	1	0	0	0	0	3	11	2	0	1	1	9	10	0	2	0	0	0	4	0	1	0	1	0	1	1	2	0	0	0	0	0	1	0	2	1	1	1	0	3	1	9	6	1	0	0	10	2	6	6	0					
		0.36%	0.27%	0.00%	0.51%	0.00%	0.00%	0.00%	0.00%	0.41%	1.03%	0.49%	0.00%	0.21%	0.15%	1.01%	1.08%	0.00%	0.28%	0.00%	0.00%	0.00%	1.28%	0.00%	0.95%	0.00%	0.51%	0.00%	0.18%	0.25%	0.18%	0.00%	0.00%	0.00%	0.00%	0.00%	0.78%	0.00%	0.23%	0.08%	0.23%	0.42%	0.00%	0.20%	0.10%	0.65%	0.49%	0.06%	0.00%	0.00%	0.96%	0.17%	0.72%	0.74%	0.00%					
20	3.Политическая партия «Демократическая партия России»	27	0	0	0	0	0	0	0	0	1	0	2	2	2	1	2	0	2	0	0	0	0	1	0	0	0	0	1	0	3	0	0	0	0	0	1	0	0	1	0	0	0	2	0	0	3	0	0	1	0	1	0	1	0					
		0.10%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.09%	0.00%	2.04%	0.41%	0.30%	0.11%	0.22%	0.00%	0.28%	0.00%	0.00%	0.00%	0.00%	0.68%	0.00%	0.00%	0.00%	0.00%	0.18%	0.00%	0.27%	0.00%	0.00%	0.00%	0.00%	0.00%	0.78%	0.00%	0.00%	0.08%	0.00%	0.00%	0.00%	0.13%	0.00%	0.00%	0.24%	0.00%	0.00%	0.17%	0.00%	0.09%	0.00%	0.12%	0.00%					
21	4.Политическая партия «Коммунистическая партия Российской Федерации»	4281	39	9	6	10	74	41	9	140	240	45	13	45	135	86	146	31	135	17	23	42	40	18	21	28	8	34	79	33	97	36	12	15	21	38	22	24	130	94	99	73	44	306	206	77	271	87	212	76	217	236	159	170	12					
		15.12%	10.43%	9.28%	3.06%	7.41%	13.45%	14.75%	10.00%	18.94%	22.45%	10.92%	13.27%	9.26%	20.00%	9.66%	15.77%	14.29%	19.18%	10.56%	11.56%	13.55%	12.82%	12.33%	20.00%	15.05%	4.10%	21.66%	14.21%	8.33%	8.75%	21.43%	14.29%	12.10%	17.50%	9.90%	17.19%	10.30%	14.64%	7.56%	22.65%	30.42%	15.22%	20.03%	21.11%	5.59%	21.96%	5.53%	21.14%	13.17%	20.85%	20.36%	19.04%	20.91%	13.04%					
22	5.Политическая партия «СОЮЗ ПРАВЫХ СИЛ»	116	0	0	1	1	0	0	0	4	9	0	2	2	4	1	7	1	11	0	0	0	0	1	0	2	0	0	2	1	6	1	0	0	0	0	0	0	2	5	2	2	0	9	4	7	4	0	7	0	6	1	7	3	1					
		0.41%	0.00%	0.00%	0.51%	0.74%	0.00%	0.00%	0.00%	0.54%	0.84%	0.00%	2.04%	0.41%	0.59%	0.11%	0.76%	0.46%	1.56%	0.00%	0.00%	0.00%	0.00%	0.68%	0.00%	1.08%	0.00%	0.00%	0.36%	0.25%	0.54%	0.60%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.23%	0.40%	0.46%	0.83%	0.00%	0.59%	0.41%	0.51%	0.32%	0.00%	0.70%	0.00%	0.58%	0.09%	0.84%	0.37%	1.09%					
23	6.Политическая партия «Партия социальной справедливости»	46	0	0	0	0	0	0	0	1	4	0	0	3	2	4	3	2	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	1	3	1	0	2	2	1	2	4	0	0	0	1	1	2	3	0					
		0.16%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.14%	0.37%	0.00%	0.00%	0.62%	0.30%	0.45%	0.32%	0.92%	0.14%	0.62%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.81%	0.00%	0.26%	0.00%	0.00%	0.11%	0.24%	0.23%	0.00%	0.69%	0.13%	0.10%	0.15%	0.32%	0.00%	0.00%	0.00%	0.10%	0.09%	0.24%	0.37%	0.00%					
24	7.Политическая партия «Либерально-демократическая партия России»	2668	25	8	21	21	43	23	8	56	102	38	6	63	60	191	141	11	68	13	22	20	25	20	12	11	20	8	45	41	98	9	4	15	3	41	14	18	55	59	20	22	45	172	41	234	130	67	96	45	124	44	78	107	5					
		9.42%	6.68%	8.25%	10.71%	15.56%	7.82%	8.27%	8.89%	7.58%	9.54%	9.22%	6.12%	12.96%	8.89%	21.46%	15.23%	5.07%	9.66%	8.07%	11.06%	6.45%	8.01%	13.70%	11.43%	5.91%	10.26%	5.10%	8.09%	10.35%	8.84%	5.36%	4.76%	12.10%	2.50%	10.68%	10.94%	7.73%	6.19%	4.75%	4.58%	9.17%	15.57%	11.26%	4.20%	16.99%	10.53%	4.26%	9.57%	7.80%	11.91%	3.80%	9.34%	13.16%	5.43%					
25	8.Политическая партия «СПРАВЕДЛИВАЯ РОССИЯ: РОДИНА/ПЕНСИОНЕРЫ/ЖИЗНЬ»	1909	20	12	3	1	8	14	3	68	105	23	6	20	58	49	55	17	73	8	5	9	18	15	7	7	4	5	47	23	63	11	1	3	3	22	7	7	88	89	40	17	19	132	48	23	112	43	92	40	104	133	77	47	5					
		6.74%	5.35%	12.37%	1.53%	0.74%	1.45%	5.04%	3.33%	9.20%	9.82%	5.58%	6.12%	4.12%	8.59%	5.51%	5.94%	7.83%	10.37%	4.97%	2.51%	2.90%	5.77%	10.27%	6.67%	3.76%	2.05%	3.18%	8.45%	5.81%	5.69%	6.55%	1.19%	2.42%	2.50%	5.73%	5.47%	3.00%	9.91%	7.16%	9.15%	7.08%	6.57%	8.64%	4.92%	1.67%	9.08%	2.73%	9.17%	6.93%	9.99%	11.48%	9.22%	5.78%	5.43%					
26	9.Политическая партия «ПАТРИОТЫ РОССИИ»	140	2	0	1	0	1	2	0	3	9	3	1	4	3	11	10	2	1	0	0	3	3	1	0	0	0	2	6	2	4	2	0	0	1	0	1	2	2	8	3	1	3	8	1	6	8	1	0	0	6	2	6	5	0					
		0.49%	0.53%	0.00%	0.51%	0.00%	0.18%	0.72%	0.00%	0.41%	0.84%	0.73%	1.02%	0.82%	0.44%	1.24%	1.08%	0.92%	0.14%	0.00%	0.00%	0.97%	0.96%	0.68%	0.00%	0.00%	0.00%	1.27%	1.08%	0.51%	0.36%	1.19%	0.00%	0.00%	0.83%	0.00%	0.78%	0.86%	0.23%	0.64%	0.69%	0.42%	1.04%	0.52%	0.10%	0.44%	0.65%	0.06%	0.00%	0.00%	0.58%	0.17%	0.72%	0.62%	0.00%					
27	10.Всероссийская политическая партия «ЕДИНАЯ РОССИЯ»	17722	268	64	154	84	413	188	66	427	532	282	65	326	385	499	506	145	361	86	133	178	209	80	62	127	149	97	310	263	799	107	67	83	89	226	74	175	546	933	239	114	146	843	662	982	628	1355	590	406	516	721	463	434	65					
		62.59%	71.66%	65.98%	78.57%	62.22%	75.09%	67.63%	73.33%	57.78%	49.77%	68.45%	66.33%	67.08%	57.04%	56.07%	54.64%	66.82%	51.28%	53.42%	66.83%	57.42%	66.99%	54.79%	59.05%	68.28%	76.41%	61.78%	55.76%	66.41%	72.11%	63.69%	79.76%	66.94%	74.17%	58.85%	57.81%	75.11%	61.49%	75.06%	54.69%	47.50%	50.52%	55.17%	67.83%	71.31%	50.89%	86.09%	58.82%	70.36%	49.57%	62.21%	55.45%	53.38%	70.65%					
28	11.Политическая партия «Российская объединенная демократическая партия «ЯБЛОКО»	170	2	1	0	2	1	0	0	5	18	4	0	3	5	9	15	0	5	0	0	2	7	0	0	0	0	0	2	3	3	1	0	0	0	1	1	1	5	6	1	3	1	10	1	7	17	0	0	0	13	2	8	5	0					
		0.60%	0.53%	1.03%	0.00%	1.48%	0.18%	0.00%	0.00%	0.68%	1.68%	0.97%	0.00%	0.62%	0.74%	1.01%	1.62%	0.00%	0.71%	0.00%	0.00%	0.65%	2.24%	0.00%	0.00%	0.00%	0.00%	0.00%	0.36%	0.76%	0.27%	0.60%	0.00%	0.00%	0.00%	0.26%	0.78%	0.43%	0.56%	0.48%	0.23%	1.25%	0.35%	0.65%	0.10%	0.51%	1.38%	0.00%	0.00%	0.00%	1.25%	0.17%	0.96%	0.62%	0.00%					
																																																												
																																																												
																																																												
																																																												
																																																												
																																																												
																																																												
																																																												
																																																												
																																																												
																																																												
																																																												
																																																												
																																																												
																																																												
																																																												
																																																												
																																																												
