Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации шестого созыва																																																											
Дата голосования: 04.12.2011																																																											
																																																											
Наименование Избирательной комиссии:    Калачевская																																																											
																																																											
Сводная таблица результатов выборов																																																											
																																																											
		Сумма	УИК №1801	УИК №1802	УИК №1803	УИК №1804	УИК №1805	УИК №1806	УИК №1807	УИК №1808	УИК №1809	УИК №1810	УИК №1811	УИК №1812	УИК №1813	УИК №1814	УИК №1815	УИК №1816	УИК №1817	УИК №1818	УИК №1819	УИК №1820	УИК №1821	УИК №1822	УИК №1823	УИК №1824	УИК №1825	УИК №1826	УИК №1827	УИК №1828	УИК №1829	УИК №1830	УИК №1831	УИК №1832	УИК №1833	УИК №1834	УИК №1835	УИК №1836	УИК №1837	УИК №1838	УИК №1839	УИК №1840	УИК №1841	УИК №1842	УИК №1843	УИК №1844	УИК №1845	УИК №1846	УИК №1847	УИК №1848	УИК №1849	УИК №1850	УИК №1851	УИК №1852					
14	Число погашенных неиспользованных открепительных удостоверений	112	0	3	1	0	2	1	0	2	2	0	0	1	0	9	11	0	1	2	1	1	0	3	3	2	2	3	0	0	0	3	2	1	2	2	4	3	3	2	2	0	7	2	0	0	2	3	1	6	2	10	3	2					
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	7	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	2	0	0	0	0	1	0	0					
16	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
18	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																																																											
19	1. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	5570	46	9	9	5	79	59	7	195	289	73	25	83	132	141	182	37	174	24	27	51	47	17	18	24	30	42	99	39	209	44	15	21	84	20	33	228	246	131	69	55	274	227	61	265	376	220	134	272	262	173	173	15					
		24.14%	16.55%	13.43%	5.36%	4.90%	19.60%	26.22%	14.00%	32.61%	29.37%	21.41%	32.05%	8.66%	22.80%	16.93%	21.46%	24.34%	34.39%	24.49%	19.71%	21.89%	20.70%	15.04%	21.43%	19.67%	22.22%	30.66%	25.71%	15.60%	24.33%	27.85%	14.56%	18.75%	29.89%	23.53%	17.65%	33.33%	35.91%	31.87%	32.55%	20.60%	22.91%	25.88%	5.86%	25.51%	28.77%	27.36%	26.96%	31.34%	29.01%	26.57%	25.18%	20.55%					
20	"2. Политическая партия ""Либерально-демократическая партия России"""	3235	33	4	13	12	54	41	6	58	130	39	9	181	61	224	187	18	49	11	13	29	29	21	20	26	16	15	30	28	91	14	7	7	48	9	29	63	86	49	25	24	160	119	262	137	150	99	67	123	114	97	94	4					
		14.02%	11.87%	5.97%	7.74%	11.76%	13.40%	18.22%	12.00%	9.70%	13.21%	11.44%	11.54%	18.89%	10.54%	26.89%	22.05%	11.84%	9.68%	11.22%	9.49%	12.45%	12.78%	18.58%	23.81%	21.31%	11.85%	10.95%	7.79%	11.20%	10.59%	8.86%	6.80%	6.25%	17.08%	10.59%	15.51%	9.21%	12.55%	11.92%	11.79%	8.99%	13.38%	13.57%	25.17%	13.19%	11.48%	12.31%	13.48%	14.17%	12.62%	14.90%	13.68%	5.48%					
21	"3. Политическая партия ""ПАТРИОТЫ РОССИИ"""	192	0	1	0	0	3	0	2	2	12	2	1	11	1	11	13	0	2	1	0	2	2	1	1	0	0	0	3	1	9	3	0	0	1	2	1	7	5	4	1	4	9	7	8	5	15	6	6	7	6	7	7	0					
		0.83%	0.00%	1.49%	0.00%	0.00%	0.74%	0.00%	4.00%	0.33%	1.22%	0.59%	1.28%	1.15%	0.17%	1.32%	1.53%	0.00%	0.40%	1.02%	0.00%	0.86%	0.88%	0.88%	1.19%	0.00%	0.00%	0.00%	0.78%	0.40%	1.05%	1.90%	0.00%	0.00%	0.36%	2.35%	0.53%	1.02%	0.73%	0.97%	0.47%	1.50%	0.75%	0.80%	0.77%	0.48%	1.15%	0.75%	1.21%	0.81%	0.66%	1.08%	1.02%	0.00%					
22	"4. Политическая партия ""Коммунистическая партия Российской Федерации"""	4342	30	10	12	19	73	28	7	118	191	69	10	105	139	129	170	37	132	21	26	46	31	30	16	18	27	18	99	50	89	24	12	21	51	20	26	126	98	90	48	57	273	180	105	241	307	157	98	201	171	133	137	16					
		18.81%	10.79%	14.93%	7.14%	18.63%	18.11%	12.44%	14.00%	19.73%	19.41%	20.23%	12.82%	10.96%	24.01%	15.49%	20.05%	24.34%	26.09%	21.43%	18.98%	19.74%	13.66%	26.55%	19.05%	14.75%	20.00%	13.14%	25.71%	20.00%	10.36%	15.19%	11.65%	18.75%	18.15%	23.53%	13.90%	18.42%	14.31%	21.90%	22.64%	21.35%	22.83%	20.52%	10.09%	23.20%	23.49%	19.53%	19.72%	23.16%	18.94%	20.43%	19.94%	21.92%					
23	"5. Политическая партия ""Российская объединенная демократическая партия ""ЯБЛОКО"""	419	1	0	2	2	14	0	1	18	21	6	2	17	11	23	18	0	4	0	0	7	7	0	1	1	1	1	5	4	12	2	2	0	6	3	2	17	6	3	3	5	14	13	9	23	31	32	8	20	17	10	13	1					
		1.82%	0.36%	0.00%	1.19%	1.96%	3.47%	0.00%	2.00%	3.01%	2.13%	1.76%	2.56%	1.77%	1.90%	2.76%	2.12%	0.00%	0.79%	0.00%	0.00%	3.00%	3.08%	0.00%	1.19%	0.82%	0.74%	0.73%	1.30%	1.60%	1.40%	1.27%	1.94%	0.00%	2.14%	3.53%	1.07%	2.49%	0.88%	0.73%	1.42%	1.87%	1.17%	1.48%	0.86%	2.21%	2.37%	3.98%	1.61%	2.30%	1.88%	1.54%	1.89%	1.37%					
24	"6. Всероссийская политическая партия ""ЕДИНАЯ РОССИЯ"""	8855	160	41	131	61	172	96	25	198	310	151	30	533	217	275	257	59	140	40	71	96	107	42	26	51	59	57	144	126	433	70	66	62	85	29	93	231	227	133	62	119	442	316	575	345	396	267	173	232	317	221	250	36					
		38.37%	57.55%	61.19%	77.98%	59.80%	42.68%	42.67%	50.00%	33.11%	31.50%	44.28%	38.46%	55.64%	37.48%	33.01%	30.31%	38.82%	27.67%	40.82%	51.82%	41.20%	47.14%	37.17%	30.95%	41.80%	43.70%	41.61%	37.40%	50.40%	50.41%	44.30%	64.08%	55.36%	30.25%	34.12%	49.73%	33.77%	33.14%	32.36%	29.25%	44.57%	36.96%	36.03%	55.24%	33.21%	30.30%	33.21%	34.81%	26.73%	35.11%	33.95%	36.39%	49.32%					
25	"7. Всероссийская политическая партия ""ПРАВОЕ ДЕЛО"""	121	1	2	0	1	0	0	1	6	9	0	1	1	4	9	6	1	2	1	0	1	1	2	1	0	0	0	1	0	4	0	0	0	4	1	0	0	1	0	0	0	5	6	6	8	11	8	1	1	8	2	4	0					
		0.52%	0.36%	2.99%	0.00%	0.98%	0.00%	0.00%	2.00%	1.00%	0.91%	0.00%	1.28%	0.10%	0.69%	1.08%	0.71%	0.66%	0.40%	1.02%	0.00%	0.43%	0.44%	1.77%	1.19%	0.00%	0.00%	0.00%	0.26%	0.00%	0.47%	0.00%	0.00%	0.00%	1.42%	1.18%	0.00%	0.00%	0.15%	0.00%	0.00%	0.00%	0.42%	0.68%	0.58%	0.77%	0.84%	0.99%	0.20%	0.12%	0.89%	0.31%	0.58%	0.00%					
																																																											
																																																											
																																																											
																																																											
																																																											
																																																											
																																																											
																																																											
																																																											
																																																											
																																																											
																																																											
																																																											
																																																											
																																																											
																																																											
																																																											
																																																											
