Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации четвертого созыва																																																																		
Дата голосования: 07.12.2003 0:00:00																																																																		
																																																																		
"Наименование Избирательной комиссии:    Челябинск, Металлургическая"																																																																		
																																																																		
Сводная таблица итогов голосования по пропорциональной системе выборов (Протокол №2)																																																																		
																																																																		
		Сумма	УИК №658	УИК №659	УИК №660	УИК №661	УИК №662	УИК №663	УИК №664	УИК №665	УИК №666	УИК №667	УИК №668	УИК №669	УИК №670	УИК №671	УИК №672	УИК №673	УИК №674	УИК №675	УИК №676	УИК №677	УИК №678	УИК №679	УИК №680	УИК №681	УИК №682	УИК №683	УИК №684	УИК №685	УИК №686	УИК №687	УИК №688	УИК №689	УИК №690	УИК №691	УИК №692	УИК №693	УИК №694	УИК №695	УИК №696	УИК №697	УИК №698	УИК №699	УИК №700	УИК №701	УИК №702	УИК №703	УИК №704	УИК №705	УИК №706	УИК №707	УИК №708	УИК №709	УИК №710	УИК №711	УИК №712	УИК №713	УИК №714	УИК №715	УИК №716					
11	"Число открепительных удостоверений, полученных участковыми комиссиями"	1248	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	35	20	20	20	20	20	20	20	60	20	20	20	30	20	20	23	20	20	20	20					
12	"Число открепительных удостоверений, выданных участковыми комиссиями"	631	5	4	11	16	6	9	9	6	7	4	7	11	13	10	11	11	10	9	5	7	9	18	12	11	5	14	11	4	4	6	13	3	5	10	10	9	11	12	8	17	8	11	19	6	13	20	10	42	9	9	12	24	16	9	20	12	10	10	8					
13	"Число избирателей, проголосовавших по открепительным удостоверениям"	563	9	11	8	7	19	1	13	4	0	9	16	11	3	4	8	10	7	13	7	3	16	3	8	7	4	16	12	8	7	7	15	3	2	10	11	17	12	7	10	11	10	13	15	12	4	4	13	22	26	7	10	12	11	11	12	7	13	6	6					
14	Число погашенных открепительных удостоверений	617	15	16	9	4	14	11	11	14	13	16	13	9	7	10	9	9	10	11	15	13	11	2	8	9	15	6	9	16	16	14	7	17	15	10	10	11	9	8	12	18	12	9	1	14	7	0	10	18	11	11	8	6	4	11	3	8	10	10	12					
15	Число открепительных удостоверений выданных ТИК	67	0	1	1	3	1	2	1	3	0	0	1	1	2	0	1	1	0	2	1	0	2	2	0	1	0	1	0	1	0	2	1	0	2	0	3	1	1	0	1	3	1	1	3	0	0	1	2	0	2	1	0	1	2	3	1	0	3	2	2					
16	Число утраченных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	Число не учтенных при получении бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																																																																		
18	"1. ""ЕДИНЕНИЕ"""	434	9	1	9	6	6	10	5	19	6	8	8	5	5	6	3	7	7	5	5	4	3	3	6	10	4	2	1	7	6	6	5	6	8	9	10	7	5	17	15	8	12	6	9	6	7	12	8	11	7	3	8	7	5	15	10	7	5	8	16					
		0.80%	1.44%	0.18%	0.91%	0.45%	0.80%	1.58%	0.70%	2.17%	0.88%	1.51%	0.85%	0.71%	0.62%	0.74%	0.34%	0.75%	0.62%	0.53%	0.54%	0.55%	0.33%	0.41%	0.53%	1.06%	0.66%	0.24%	0.15%	1.06%	0.82%	0.76%	0.42%	1.04%	1.03%	1.11%	1.04%	0.71%	0.52%	1.92%	1.44%	0.70%	1.05%	0.72%	0.71%	0.77%	0.77%	0.98%	0.88%	0.82%	0.79%	0.40%	0.77%	0.55%	0.42%	1.40%	0.84%	0.62%	0.41%	0.87%	1.19%					
19	"2. ""СОЮЗ ПРАВЫХ СИЛ"""	2868	56	6	40	90	20	24	24	35	31	17	41	18	44	60	41	57	70	61	64	55	47	43	84	69	51	59	34	32	41	19	76	27	30	59	53	52	41	28	45	42	66	35	72	45	55	80	48	61	56	23	58	49	76	44	78	63	63	53	57					
		5.32%	9.00%	1.13%	4.07%	6.81%	2.68%	3.80%	3.36%	4.01%	4.58%	3.21%	4.39%	2.56%	5.49%	7.46%	4.70%	6.14%	6.22%	6.55%	7.00%	7.57%	5.17%	5.89%	7.52%	7.35%	8.44%	7.32%	5.20%	4.88%	5.60%	2.43%	6.47%	4.70%	3.89%	7.28%	5.52%	5.30%	4.29%	3.17%	4.32%	3.71%	5.78%	4.20%	5.71%	5.78%	6.09%	6.53%	5.28%	4.57%	6.38%	3.08%	5.64%	3.88%	6.41%	4.11%	6.57%	5.65%	5.28%	5.76%	4.25%					
20	"3. ""РОССИЙСКАЯ ПАРТИЯ ПЕНСИОНЕРОВ И ПАРТИЯ СОЦИАЛЬНОЙ СПРАВЕДЛИВОСТИ"""	5044	40	52	82	121	78	56	76	90	88	79	103	76	68	76	96	100	107	106	62	76	75	57	77	72	43	63	64	66	78	74	96	58	68	62	64	93	101	99	127	120	92	94	105	86	117	132	93	155	58	79	81	70	103	91	104	88	84	69	154					
		9.36%	6.43%	9.82%	8.35%	9.15%	10.45%	8.87%	10.64%	10.32%	13.01%	14.93%	11.05%	10.81%	8.48%	9.45%	11.02%	10.77%	9.51%	11.38%	6.78%	10.46%	8.25%	7.81%	6.89%	7.67%	7.11%	7.82%	9.80%	10.07%	10.67%	9.48%	8.18%	10.10%	8.83%	7.65%	6.67%	9.48%	10.58%	11.23%	12.21%	10.60%	8.06%	11.29%	8.33%	11.05%	12.97%	10.78%	10.23%	11.63%	6.61%	10.58%	7.88%	5.54%	8.69%	8.52%	8.76%	7.89%	7.05%	7.50%	11.49%					
21	"4. ""Российская демократическая партия ""ЯБЛОКО"""	3408	17	20	52	62	33	23	46	45	42	30	47	31	65	46	63	71	73	78	63	40	53	71	99	100	55	89	34	43	35	48	103	35	59	59	56	79	54	50	44	56	78	46	90	40	56	65	36	68	58	30	67	72	75	53	72	101	74	48	110					
		6.32%	2.73%	3.78%	5.29%	4.69%	4.42%	3.64%	6.44%	5.16%	6.21%	5.67%	5.04%	4.40%	8.11%	5.72%	7.23%	7.65%	6.48%	8.37%	6.89%	5.50%	5.83%	9.73%	8.87%	10.66%	9.10%	11.05%	5.20%	6.56%	4.78%	6.15%	8.78%	6.09%	7.66%	7.28%	5.83%	8.05%	5.66%	5.67%	4.23%	4.94%	6.83%	5.52%	7.14%	5.14%	6.20%	5.31%	3.96%	5.10%	6.61%	4.02%	6.52%	5.70%	6.33%	4.96%	6.07%	9.05%	6.21%	5.22%	8.20%					
22	"5. ""За Русь Святую"""	157	2	2	2	2	3	1	0	3	2	2	2	3	3	1	0	2	4	1	3	0	5	2	3	0	0	2	2	0	0	1	1	2	4	0	4	3	2	4	3	5	2	0	9	2	3	3	4	7	3	1	6	5	7	4	5	3	5	3	4					
		0.29%	0.32%	0.37%	0.20%	0.15%	0.40%	0.15%	0.0%	0.34%	0.29%	0.37%	0.21%	0.42%	0.37%	0.12%	0.0%	0.21%	0.35%	0.10%	0.32%	0.0%	0.55%	0.27%	0.26%	0.0%	0.0%	0.24%	0.30%	0.0%	0.0%	0.12%	0.08%	0.34%	0.51%	0.0%	0.41%	0.30%	0.20%	0.45%	0.28%	0.44%	0.17%	0.0%	0.71%	0.25%	0.33%	0.24%	0.44%	0.52%	0.34%	0.13%	0.58%	0.39%	0.59%	0.37%	0.42%	0.26%	0.41%	0.32%	0.29%					
23	"6. ""Объединенная Российская партия ""Русь"""	119	1	3	2	3	4	3	2	2	2	2	4	1	1	2	0	1	1	3	2	0	1	2	4	2	3	0	1	3	1	0	0	2	2	1	2	4	2	1	2	3	2	1	6	1	6	2	4	1	0	1	2	5	1	2	3	0	1	4	2					
		0.22%	0.16%	0.56%	0.20%	0.22%	0.53%	0.47%	0.28%	0.22%	0.29%	0.37%	0.42%	0.14%	0.12%	0.24%	0.0%	0.10%	0.08%	0.32%	0.21%	0.0%	0.11%	0.27%	0.35%	0.21%	0.49%	0.0%	0.15%	0.45%	0.13%	0.0%	0.0%	0.34%	0.25%	0.12%	0.20%	0.40%	0.20%	0.11%	0.19%	0.26%	0.17%	0.12%	0.47%	0.12%	0.66%	0.16%	0.44%	0.07%	0.0%	0.13%	0.19%	0.39%	0.08%	0.18%	0.25%	0.0%	0.08%	0.43%	0.14%					
24	"7. ""Новый курс - Автомобильная Россия"""	573	8	3	9	13	8	9	10	9	9	6	10	5	9	8	9	13	13	10	10	4	8	12	15	7	2	14	5	11	6	3	21	3	6	14	16	4	12	5	12	10	10	6	5	8	9	15	7	14	7	2	9	19	15	8	20	8	14	10	26					
		1.06%	1.28%	0.56%	0.91%	0.98%	1.07%	1.42%	1.40%	1.03%	1.33%	1.13%	1.07%	0.71%	1.12%	0.99%	1.03%	1.40%	1.15%	1.07%	1.09%	0.55%	0.88%	1.64%	1.34%	0.74%	0.33%	1.73%	0.76%	1.67%	0.82%	0.38%	1.79%	0.52%	0.77%	1.72%	1.66%	0.40%	1.25%	0.56%	1.15%	0.88%	0.87%	0.72%	0.39%	1.02%	0.99%	1.22%	0.77%	1.05%	0.79%	0.26%	0.87%	1.50%	1.26%	0.74%	1.68%	0.71%	1.17%	1.08%	1.94%					
25	"8. ""Народно-республиканская партия России"""	73	0	1	1	0	1	2	2	3	2	3	1	2	1	1	2	3	1	0	0	2	0	0	0	0	0	1	0	1	2	2	2	0	2	1	2	0	1	5	0	0	1	6	2	3	2	2	1	0	1	0	1	1	2	2	0	1	1	0	0					
		0.13%	0.0%	0.18%	0.10%	0.0%	0.13%	0.31%	0.28%	0.34%	0.29%	0.56%	0.10%	0.28%	0.12%	0.12%	0.22%	0.32%	0.08%	0.0%	0.0%	0.27%	0.0%	0.0%	0.0%	0.0%	0.0%	0.12%	0.0%	0.15%	0.27%	0.25%	0.17%	0.0%	0.25%	0.12%	0.20%	0.0%	0.10%	0.56%	0.0%	0.0%	0.08%	0.72%	0.15%	0.38%	0.22%	0.16%	0.11%	0.0%	0.11%	0.0%	0.09%	0.07%	0.16%	0.18%	0.0%	0.08%	0.08%	0.0%	0.0%					
26	"9. ""Российская экологическая партия ""Зеленые"""	392	5	3	7	13	1	5	6	8	7	3	3	4	7	8	6	5	8	5	7	6	1	6	9	9	5	6	3	6	6	7	11	2	3	4	4	4	3	5	13	10	3	4	6	4	8	13	6	8	9	10	11	12	11	11	12	7	15	1	7					
		0.72%	0.80%	0.56%	0.71%	0.98%	0.13%	0.79%	0.84%	0.91%	1.03%	0.56%	0.32%	0.56%	0.87%	0.99%	0.68%	0.53%	0.71%	0.53%	0.76%	0.82%	0.11%	0.82%	0.80%	0.95%	0.82%	0.74%	0.45%	0.91%	0.82%	0.89%	0.93%	0.34%	0.38%	0.49%	0.41%	0.40%	0.31%	0.56%	1.25%	0.88%	0.26%	0.48%	0.47%	0.51%	0.88%	1.06%	0.66%	0.60%	1.02%	1.34%	1.07%	0.95%	0.92%	1.02%	1.01%	0.62%	1.25%	0.10%	0.52%					
27	"10. ""Аграрная партия России"""	850	9	5	20	19	13	6	8	9	1	5	16	13	15	8	11	13	16	11	11	5	10	20	13	18	4	11	15	12	10	13	20	5	18	12	18	16	15	16	16	18	21	13	27	17	13	21	12	24	18	15	23	14	23	25	13	19	20	16	22					
		1.57%	1.44%	0.94%	2.03%	1.43%	1.74%	0.95%	1.12%	1.03%	0.14%	0.94%	1.71%	1.84%	1.87%	0.99%	1.26%	1.40%	1.42%	1.18%	1.20%	0.68%	1.10%	2.74%	1.16%	1.91%	0.66%	1.36%	2.29%	1.83%	1.36%	1.66%	1.70%	0.87%	2.33%	1.48%	1.87%	1.63%	1.57%	1.81%	1.53%	1.59%	1.84%	1.56%	2.14%	2.18%	1.44%	1.71%	1.32%	1.80%	2.05%	2.01%	2.23%	1.10%	1.94%	2.34%	1.09%	1.70%	1.67%	1.74%	1.64%					
28	"11. ""Истинные патриоты России"""	91	1	3	1	5	5	0	2	0	1	0	1	3	2	2	3	0	3	3	3	0	3	1	1	0	0	1	1	1	2	0	2	0	0	1	3	0	3	2	2	0	0	3	0	3	1	1	0	1	0	0	1	5	1	1	4	1	2	3	3					
		0.16%	0.16%	0.56%	0.10%	0.37%	0.67%	0.0%	0.28%	0.0%	0.14%	0.0%	0.10%	0.42%	0.24%	0.24%	0.34%	0.0%	0.26%	0.32%	0.32%	0.0%	0.33%	0.13%	0.08%	0.0%	0.0%	0.12%	0.15%	0.15%	0.27%	0.0%	0.17%	0.0%	0.0%	0.12%	0.31%	0.0%	0.31%	0.22%	0.19%	0.0%	0.0%	0.36%	0.0%	0.38%	0.11%	0.08%	0.0%	0.07%	0.0%	0.0%	0.09%	0.39%	0.08%	0.09%	0.33%	0.08%	0.16%	0.32%	0.22%					
29	"12. ""НАРОДНАЯ ПАРТИЯ Российской Федерации"""	1619	16	20	22	38	20	22	20	33	19	22	32	25	22	25	23	31	22	22	22	15	26	32	33	28	17	19	26	16	22	28	25	14	30	22	37	35	31	27	44	21	35	34	22	19	25	33	25	40	24	30	33	42	37	43	43	35	34	32	29					
		3.00%	2.57%	3.78%	2.24%	2.87%	2.68%	3.48%	2.80%	3.78%	2.81%	4.15%	3.43%	3.55%	2.74%	3.10%	2.64%	3.34%	1.95%	2.36%	2.40%	2.06%	2.86%	4.38%	2.95%	2.98%	2.81%	2.36%	3.98%	2.44%	3.00%	3.58%	2.13%	2.43%	3.89%	2.71%	3.85%	3.56%	3.24%	3.06%	4.23%	1.85%	3.06%	4.08%	1.74%	2.44%	2.77%	2.69%	2.75%	3.00%	2.73%	4.02%	3.21%	3.32%	3.12%	4.02%	3.62%	3.13%	2.85%	3.48%	2.16%					
30	"13. ""Демократическая партия России"""	102	1	1	1	3	1	0	3	2	0	1	0	2	1	4	6	1	0	0	2	0	2	2	0	2	0	2	2	2	1	2	0	2	0	1	0	2	1	1	4	5	1	1	1	3	1	3	2	0	3	4	2	1	1	5	1	1	0	7	5					
		0.18%	0.16%	0.18%	0.10%	0.22%	0.13%	0.0%	0.42%	0.22%	0.0%	0.18%	0.0%	0.28%	0.12%	0.49%	0.68%	0.10%	0.0%	0.0%	0.21%	0.0%	0.22%	0.27%	0.0%	0.21%	0.0%	0.24%	0.30%	0.30%	0.13%	0.25%	0.0%	0.34%	0.0%	0.12%	0.0%	0.20%	0.10%	0.11%	0.38%	0.44%	0.08%	0.12%	0.07%	0.38%	0.11%	0.24%	0.22%	0.0%	0.34%	0.53%	0.19%	0.07%	0.08%	0.46%	0.08%	0.08%	0.0%	0.76%	0.37%					
31	"14. ""Великая Россия - Евразийский Союз"""	94	1	0	2	6	4	1	3	3	0	0	3	1	1	0	1	0	0	0	3	0	4	2	1	0	2	0	0	0	0	1	2	2	0	0	0	1	4	1	7	6	1	0	2	0	1	4	0	1	0	1	1	2	8	1	2	2	1	2	3					
		0.17%	0.16%	0.0%	0.20%	0.45%	0.53%	0.15%	0.42%	0.34%	0.0%	0.0%	0.32%	0.14%	0.12%	0.0%	0.11%	0.0%	0.0%	0.0%	0.32%	0.0%	0.44%	0.27%	0.08%	0.0%	0.33%	0.0%	0.0%	0.0%	0.0%	0.12%	0.17%	0.34%	0.0%	0.0%	0.0%	0.10%	0.41%	0.11%	0.67%	0.53%	0.08%	0.0%	0.15%	0.0%	0.11%	0.32%	0.0%	0.07%	0.0%	0.13%	0.09%	0.15%	0.67%	0.09%	0.16%	0.17%	0.08%	0.21%	0.22%					
32	"15. ""Партия СЛОН"""	90	1	0	1	2	0	2	0	2	0	0	0	2	2	3	3	3	1	3	1	1	1	0	3	2	0	4	0	0	1	0	2	1	1	1	2	1	0	1	0	6	1	2	4	4	1	2	1	1	1	1	2	6	2	0	4	1	1	1	2					
		0.16%	0.16%	0.0%	0.10%	0.15%	0.0%	0.31%	0.0%	0.22%	0.0%	0.0%	0.0%	0.28%	0.24%	0.37%	0.34%	0.32%	0.08%	0.32%	0.10%	0.13%	0.11%	0.0%	0.26%	0.21%	0.0%	0.49%	0.0%	0.0%	0.13%	0.0%	0.17%	0.17%	0.12%	0.12%	0.20%	0.10%	0.0%	0.11%	0.0%	0.53%	0.08%	0.24%	0.31%	0.51%	0.11%	0.16%	0.11%	0.07%	0.11%	0.13%	0.19%	0.47%	0.16%	0.0%	0.33%	0.08%	0.08%	0.10%	0.14%					
33	"16. ""Родина"" (народно-патриотический союз)"""	4500	93	26	66	113	59	32	39	54	51	35	90	78	42	64	81	85	111	54	77	70	84	61	89	84	72	77	48	53	69	54	97	42	53	73	63	80	95	72	66	108	84	60	144	59	79	113	80	99	70	70	74	102	97	78	112	87	119	92	121					
		8.35%	14.95%	4.91%	6.72%	8.55%	7.90%	5.07%	5.46%	6.19%	7.54%	6.61%	9.65%	11.09%	5.24%	7.96%	9.29%	9.15%	9.86%	5.80%	8.42%	9.64%	9.24%	8.36%	7.97%	8.95%	11.92%	9.56%	7.35%	8.09%	9.43%	6.92%	8.26%	7.31%	6.88%	9.01%	6.56%	8.15%	9.95%	8.17%	6.34%	9.54%	7.36%	7.21%	11.42%	7.58%	8.75%	9.23%	8.80%	7.43%	7.98%	9.38%	7.20%	8.08%	8.19%	7.30%	9.44%	7.80%	9.99%	10.01%	9.02%					
34	"17. ""Партия Мира и Единства (ПМЕ)"""	103	2	3	5	2	2	1	6	2	1	1	0	3	0	2	1	2	1	0	3	2	4	0	3	1	0	1	0	1	0	0	3	1	2	0	1	0	3	6	2	6	3	2	3	1	2	0	0	2	1	2	2	1	3	2	0	2	2	1	1					
		0.19%	0.32%	0.56%	0.50%	0.15%	0.26%	0.15%	0.84%	0.22%	0.14%	0.18%	0.0%	0.42%	0.0%	0.24%	0.11%	0.21%	0.08%	0.0%	0.32%	0.27%	0.44%	0.0%	0.26%	0.10%	0.0%	0.12%	0.0%	0.15%	0.0%	0.0%	0.25%	0.17%	0.25%	0.0%	0.10%	0.0%	0.31%	0.68%	0.19%	0.53%	0.26%	0.24%	0.23%	0.12%	0.22%	0.0%	0.0%	0.15%	0.11%	0.26%	0.19%	0.07%	0.25%	0.18%	0.0%	0.17%	0.16%	0.10%	0.07%					
35	"18. ""ЛДПР"""	6475	84	52	157	195	91	84	120	98	91	54	104	83	113	95	116	90	122	107	107	96	119	81	147	87	60	86	60	69	92	86	154	71	93	101	119	108	18	90	115	139	140	84	137	111	81	144	124	155	115	89	150	202	144	144	149	137	135	119	161					
		12.02%	13.50%	9.82%	15.98%	14.76%	12.19%	13.31%	16.80%	11.23%	13.46%	10.20%	11.15%	11.80%	14.10%	11.81%	13.31%	9.69%	10.84%	11.49%	11.70%	13.22%	13.09%	11.11%	13.17%	9.27%	9.93%	10.68%	9.18%	10.53%	12.58%	11.02%	13.12%	12.36%	12.07%	12.46%	12.40%	11.00%	1.88%	10.21%	11.05%	12.27%	12.26%	10.09%	10.87%	14.26%	8.98%	11.76%	13.64%	11.63%	13.11%	11.93%	14.60%	16.00%	12.16%	13.48%	12.56%	12.28%	11.33%	12.94%	12.01%					
36	"19. ""Партия Возрождения России - Российская партия ЖИЗНИ"""	725	13	8	17	24	17	7	11	17	13	6	8	14	11	1	11	11	15	14	16	4	8	7	22	8	2	9	11	9	10	13	10	7	12	14	11	3	13	13	17	15	14	12	21	9	17	15	14	16	18	4	9	18	29	8	9	12	15	13	20					
		1.34%	2.09%	1.51%	1.73%	1.81%	2.27%	1.10%	1.54%	1.94%	1.92%	1.13%	0.85%	1.99%	1.37%	0.12%	1.26%	1.18%	1.33%	1.50%	1.75%	0.55%	0.88%	0.96%	1.97%	0.85%	0.33%	1.11%	1.68%	1.37%	1.36%	1.66%	0.85%	1.21%	1.55%	1.72%	1.14%	0.30%	1.36%	1.47%	1.63%	1.32%	1.22%	1.44%	1.66%	1.15%	1.88%	1.22%	1.54%	1.20%	2.05%	0.53%	0.87%	1.42%	2.44%	0.74%	0.75%	1.07%	1.25%	1.41%	1.49%					
37	"20. ""Политическая партия ""Единая Россия"""	15491	143	241	301	376	227	199	209	262	158	141	253	209	252	261	252	221	322	264	284	222	289	204	288	256	168	207	202	171	223	240	329	157	222	232	280	320	372	254	308	307	323	251	332	203	241	298	288	390	237	220	302	336	311	286	333	343	369	243	359					
		28.77%	22.99%	45.55%	30.65%	28.46%	30.42%	31.53%	29.27%	30.04%	23.37%	26.65%	27.14%	29.72%	31.46%	32.46%	28.93%	23.81%	28.62%	28.35%	31.07%	30.57%	31.79%	27.98%	25.80%	27.29%	27.81%	25.71%	30.93%	26.10%	30.50%	30.76%	28.04%	27.35%	28.83%	28.64%	29.19%	32.61%	38.99%	28.83%	29.61%	27.12%	28.30%	30.16%	26.34%	26.09%	26.71%	24.34%	31.68%	29.27%	27.02%	29.49%	29.40%	26.62%	26.26%	26.77%	28.07%	30.76%	30.98%	26.44%	26.79%					
38	"21. ""Российская Конституционно-демократическая партия"""	75	0	4	2	0	0	2	2	0	1	1	1	0	1	1	1	1	2	0	2	0	1	1	1	1	0	1	0	1	0	1	1	1	1	0	1	1	2	2	1	0	1	2	8	0	1	0	1	3	1	0	4	9	2	1	0	0	2	2	0					
		0.13%	0.0%	0.75%	0.20%	0.0%	0.0%	0.31%	0.28%	0.0%	0.14%	0.18%	0.10%	0.0%	0.12%	0.12%	0.11%	0.10%	0.17%	0.0%	0.21%	0.0%	0.11%	0.13%	0.08%	0.10%	0.0%	0.12%	0.0%	0.15%	0.0%	0.12%	0.08%	0.17%	0.12%	0.0%	0.10%	0.10%	0.20%	0.22%	0.09%	0.0%	0.08%	0.24%	0.63%	0.0%	0.11%	0.0%	0.11%	0.22%	0.11%	0.0%	0.38%	0.71%	0.16%	0.09%	0.0%	0.0%	0.16%	0.21%	0.0%					
39	"22. ""Развитие предпринимательства"""	195	2	2	2	8	2	3	0	1	1	1	1	2	2	4	5	2	10	7	1	1	3	1	1	3	5	5	2	0	3	2	6	2	0	7	7	2	1	2	5	4	3	0	3	2	4	5	4	2	6	0	9	4	10	3	9	5	1	3	4					
		0.36%	0.32%	0.37%	0.20%	0.60%	0.26%	0.47%	0.0%	0.11%	0.14%	0.18%	0.10%	0.28%	0.24%	0.49%	0.57%	0.21%	0.88%	0.75%	0.10%	0.13%	0.33%	0.13%	0.08%	0.31%	0.82%	0.62%	0.30%	0.0%	0.41%	0.25%	0.51%	0.34%	0.0%	0.86%	0.72%	0.20%	0.10%	0.22%	0.48%	0.35%	0.26%	0.0%	0.23%	0.25%	0.44%	0.40%	0.44%	0.15%	0.68%	0.0%	0.87%	0.31%	0.84%	0.28%	0.75%	0.44%	0.08%	0.32%	0.29%					
40	"23. ""Коммунистическая партия Российской Федерации (КПРФ)"""	6097	59	33	99	119	86	82	83	103	106	78	114	70	91	72	87	139	139	116	89	61	84	77	123	122	64	92	94	93	90	97	121	81	103	79	129	93	109	109	93	132	170	102	157	98	103	148	81	162	98	83	99	161	99	132	107	114	153	120	99					
