Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации седьмого созыва																																															
Дата голосования: 18.09.2016																																															
																																															
Наименование Избирательной комиссии:    район Измайлово 																																															
																																															
Сводная таблица итогов голосования по федеральному избирательному округу																																															
																																															
		Сумма	УИК №1026	УИК №1027	УИК №1028	УИК №1029	УИК №1030	УИК №1031	УИК №1032	УИК №1033	УИК №1034	УИК №1035	УИК №1036	УИК №1037	УИК №1038	УИК №1039	УИК №1040	УИК №1041	УИК №1042	УИК №1043	УИК №1044	УИК №1045	УИК №1046	УИК №1047	УИК №1048	УИК №1049	УИК №1050	УИК №1051	УИК №1052	УИК №1053	УИК №1054	УИК №1055	УИК №1056	УИК №1057	УИК №1058	УИК №1059	УИК №3671	УИК №3672									
27	"9. Всероссийская политическая партия ""ПАРТИЯ РОСТА"""	867	16	16	19	20	20	9	15	14	25	25	33	18	31	24	36	24	25	39	27	29	16	15	29	17	35	27	30	35	41	49	18	37	21	31	1	0									
		4.08%	4.06%	3.65%	3.58%	3.57%	3.02%	1.54%	2.84%	3.54%	4.07%	3.41%	5.06%	3.70%	4.28%	2.66%	4.72%	3.53%	4.60%	6.32%	3.95%	7.06%	4.32%	3.04%	3.35%	6.18%	5.15%	4.13%	3.82%	4.41%	4.56%	5.54%	4.03%	5.05%	3.58%	4.40%	0.71%	0.00%									
28	"10. Общественная организация Всероссийская политическая партия ""Гражданская Сила"""	51	0	1	0	5	0	1	2	0	0	2	0	3	0	9	3	2	1	2	0	0	0	1	1	0	2	1	0	0	2	2	1	0	3	7	0	0									
		0.24%	0.00%	0.23%	0.00%	0.89%	0.00%	0.17%	0.38%	0.00%	0.00%	0.27%	0.00%	0.62%	0.00%	0.99%	0.39%	0.29%	0.18%	0.32%	0.00%	0.00%	0.00%	0.20%	0.12%	0.00%	0.29%	0.15%	0.00%	0.00%	0.22%	0.23%	0.22%	0.00%	0.51%	0.99%	0.00%	0.00%									
29	"11. Политическая партия ""Российская объединенная демократическая партия ""ЯБЛОКО"""	2429	36	46	50	54	52	50	40	40	79	76	70	59	93	75	99	75	75	76	69	56	54	53	121	27	90	94	93	91	133	102	48	79	83	79	6	6									
		11.44%	9.14%	10.50%	9.43%	9.63%	7.85%	8.55%	7.58%	10.13%	12.87%	10.35%	10.74%	12.11%	12.85%	8.32%	12.98%	11.05%	13.79%	12.32%	10.09%	13.63%	14.59%	10.75%	13.97%	9.82%	13.24%	14.37%	11.83%	11.48%	14.79%	11.53%	10.74%	10.78%	14.16%	11.21%	4.29%	23.08%									
30	"12. Политическая партия ""КОММУНИСТИЧЕСКАЯ ПАРТИЯ РОССИЙСКОЙ ФЕДЕРАЦИИ"""	3039	54	65	75	65	82	81	71	73	104	87	99	75	106	134	121	119	83	90	96	50	48	70	133	35	90	101	90	120	118	133	75	112	79	85	17	3									
		14.31%	13.71%	14.84%	14.15%	11.59%	12.39%	13.85%	13.45%	18.48%	16.94%	11.85%	15.18%	15.40%	14.64%	14.87%	15.86%	17.53%	15.26%	14.59%	14.04%	12.17%	12.97%	14.20%	15.36%	12.73%	13.24%	15.44%	11.45%	15.13%	13.13%	15.03%	16.78%	15.28%	13.48%	12.06%	12.14%	11.54%									
31	"13. Политическая партия ""ПАТРИОТЫ РОССИИ"""	87	0	3	2	0	3	1	3	3	5	2	3	0	6	1	9	2	2	2	2	1	2	2	5	2	2	2	1	3	4	4	0	3	4	3	0	0									
		0.41%	0.00%	0.68%	0.38%	0.00%	0.45%	0.17%	0.57%	0.76%	0.81%	0.27%	0.46%	0.00%	0.83%	0.11%	1.18%	0.29%	0.37%	0.32%	0.29%	0.24%	0.54%	0.41%	0.58%	0.73%	0.29%	0.31%	0.13%	0.38%	0.44%	0.45%	0.00%	0.41%	0.68%	0.43%	0.00%	0.00%									
32	14. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	1659	18	26	42	43	60	41	36	36	49	66	49	51	45	59	45	67	41	49	57	28	22	61	72	24	36	41	58	70	72	72	39	63	32	73	13	3									
		7.81%	4.57%	5.94%	7.92%	7.66%	9.06%	7.01%	6.82%	9.11%	7.98%	8.99%	7.52%	10.47%	6.22%	6.55%	5.90%	9.87%	7.54%	7.94%	8.33%	6.81%	5.95%	12.37%	8.31%	8.73%	5.29%	6.27%	7.38%	8.83%	8.01%	8.14%	8.72%	8.59%	5.46%	10.35%	9.29%	11.54%									
																																															
																																															
																																															
																																															
																																															
																																															
																																															
																																															
																																															
																																															
																																															
																																															
																																															
																																															
																																															
																																															
																																															
																																															
																																															
																																															
																																															
																																															
