Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации пятого созыва																											
Дата голосования: 02.12.2007																											
																											
Наименование Избирательной комиссии:    Советская городская																											
																											
Сводная таблица результатов выборов																											
																											
		Сумма	УИК №493	УИК №494	УИК №495	УИК №496	УИК №497	УИК №498	УИК №499	УИК №500	УИК №501	УИК №502	УИК №503	УИК №504	УИК №505	УИК №506	УИК №507	УИК №508	УИК №509	УИК №510	УИК №511	УИК №512					
28	11.Политическая партия «Российская объединенная демократическая партия «ЯБЛОКО»	266	9	2	16	12	10	13	22	15	8	13	12	16	22	12	20	20	7	15	12	10					
		1.47%	1.37%	0.24%	1.86%	1.43%	1.11%	1.46%	2.18%	1.80%	0.90%	1.40%	1.38%	1.77%	2.30%	1.26%	2.03%	2.04%	0.66%	1.41%	1.36%	1.27%					
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
