Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации седьмого созыва																																	
Дата голосования: 18.09.2016																																	
																																	
Наименование Избирательной комиссии:    Александрово-Гайская																																	
																																	
Сводная таблица итогов голосования по федеральному избирательному округу																																	
																																	
		Сумма	УИК №371	УИК №372	УИК №373	УИК №374	УИК №375	УИК №376	УИК №377	УИК №378	УИК №379	УИК №380	УИК №381	УИК №382	УИК №383	УИК №384	УИК №385	УИК №386	УИК №387	УИК №388	УИК №389	УИК №390	УИК №391	УИК №392									
		1.47%	0.00%	1.03%	3.12%	2.47%	1.04%	2.35%	0.96%	1.23%	0.00%	2.11%	1.24%	2.27%	0.79%	1.11%	2.58%	2.44%	5.15%	0.00%	0.20%	4.71%	1.20%	3.09%									
21	"3. Политическая партия ""Российская партия пенсионеров за справедливость"""	51	0	5	0	3	11	6	5	6	0	2	4	4	0	0	0	1	1	0	0	0	1	2									
		0.57%	0.00%	0.64%	0.00%	0.67%	1.91%	1.01%	0.69%	0.82%	0.00%	0.70%	0.82%	1.01%	0.00%	0.00%	0.00%	0.24%	1.03%	0.00%	0.00%	0.00%	0.30%	1.03%									
22	"4. Всероссийская политическая партия ""ЕДИНАЯ РОССИЯ"""	7216	556	580	347	287	458	412	612	620	387	210	424	314	101	324	144	338	66	72	437	67	284	176									
		80.41%	86.20%	74.36%	67.64%	64.49%	79.51%	69.13%	84.30%	84.70%	93.03%	73.68%	87.42%	79.09%	79.53%	90.25%	74.23%	82.44%	68.04%	93.51%	86.88%	78.82%	85.54%	90.72%									
23	"5. Политическая партия ""Российская экологическая партия ""Зеленые"""	19	2	1	2	1	1	2	1	3	0	1	1	1	0	0	0	0	1	0	0	1	1	0									
		0.21%	0.31%	0.13%	0.39%	0.22%	0.17%	0.34%	0.14%	0.41%	0.00%	0.35%	0.21%	0.25%	0.00%	0.00%	0.00%	0.00%	1.03%	0.00%	0.00%	1.18%	0.30%	0.00%									
24	"6. Политическая партия ""Гражданская Платформа"""	7	0	0	2	0	0	0	0	1	0	0	1	0	0	1	0	0	1	1	0	0	0	0									
		0.08%	0.00%	0.00%	0.39%	0.00%	0.00%	0.00%	0.00%	0.14%	0.00%	0.00%	0.21%	0.00%	0.00%	0.28%	0.00%	0.00%	1.03%	1.30%	0.00%	0.00%	0.00%	0.00%									
25	7. Политическая партия ЛДПР - Либерально-демократическая партия России	633	37	100	66	54	38	71	42	49	11	17	15	27	7	10	7	19	2	0	41	7	9	4									
		7.05%	5.74%	12.82%	12.87%	12.13%	6.60%	11.91%	5.79%	6.69%	2.64%	5.96%	3.09%	6.80%	5.51%	2.79%	3.61%	4.63%	2.06%	0.00%	8.15%	8.24%	2.71%	2.06%									
26	"8. Политическая партия ""Партия народной свободы"" (ПАРНАС)"	13	0	3	1	0	0	5	0	0	0	1	0	1	0	0	0	2	0	0	0	0	0	0									
		0.14%	0.00%	0.38%	0.19%	0.00%	0.00%	0.84%	0.00%	0.00%	0.00%	0.35%	0.00%	0.25%	0.00%	0.00%	0.00%	0.49%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%									
27	"9. Всероссийская политическая партия ""ПАРТИЯ РОСТА"""	18	0	1	3	0	2	5	1	0	0	2	1	2	0	0	0	0	0	0	0	1	0	0									
		0.20%	0.00%	0.13%	0.58%	0.00%	0.35%	0.84%	0.14%	0.00%	0.00%	0.70%	0.21%	0.50%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	1.18%	0.00%	0.00%									
28	"10. Общественная организация Всероссийская политическая партия ""Гражданская Сила"""	6	1	1	0	0	0	0	2	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0									
		0.07%	0.16%	0.13%	0.00%	0.00%	0.00%	0.00%	0.28%	0.00%	0.00%	0.00%	0.21%	0.25%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%									
29	"11. Политическая партия ""Российская объединенная демократическая партия ""ЯБЛОКО"""	34	7	2	2	3	0	1	3	1	0	3	1	7	1	0	2	0	0	0	1	0	0	0									
		0.38%	1.09%	0.26%	0.39%	0.67%	0.00%	0.17%	0.41%	0.14%	0.00%	1.05%	0.21%	1.76%	0.79%	0.00%	1.03%	0.00%	0.00%	0.00%	0.20%	0.00%	0.00%	0.00%									
30	"12. Политическая партия ""КОММУНИСТИЧЕСКАЯ ПАРТИЯ РОССИЙСКОЙ ФЕДЕРАЦИИ"""	519	20	45	36	49	34	49	30	32	18	30	27	20	17	7	19	25	20	4	16	2	14	5									
		5.78%	3.10%	5.77%	7.02%	11.01%	5.90%	8.22%	4.13%	4.37%	4.33%	10.53%	5.57%	5.04%	13.39%	1.95%	9.79%	6.10%	20.62%	5.19%	3.18%	2.35%	4.22%	2.58%									
31	"13. Политическая партия ""ПАТРИОТЫ РОССИИ"""	15	1	0	1	3	1	2	0	0	0	0	1	2	0	1	1	0	0	0	0	1	1	0									
		0.17%	0.16%	0.00%	0.19%	0.67%	0.17%	0.34%	0.00%	0.00%	0.00%	0.00%	0.21%	0.50%	0.00%	0.28%	0.52%	0.00%	0.00%	0.00%	0.00%	1.18%	0.30%	0.00%									
32	14. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	163	11	16	25	24	9	7	22	11	0	2	3	6	0	0	6	7	0	0	5	0	9	0									
		1.82%	1.71%	2.05%	4.87%	5.39%	1.56%	1.17%	3.03%	1.50%	0.00%	0.70%	0.62%	1.51%	0.00%	0.00%	3.09%	1.71%	0.00%	0.00%	0.99%	0.00%	2.71%	0.00%									
																																	
																																	
																																	
																																	
																																	
																																	
																																	
																																	
																																	
																																	
																																	
																																	
																																	
																																	
																																	
																																	
																																	
																																	
																																	
																																	
																																	
																																	
