Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации седьмого созыва																																									
Дата голосования: 18.09.2016																																									
																																									
Наименование Избирательной комиссии:    Рязанский район																																									
																																									
Сводная таблица итогов голосования по федеральному избирательному округу																																									
																																									
		Сумма	УИК №1574	УИК №1575	УИК №1576	УИК №1577	УИК №1578	УИК №1579	УИК №1580	УИК №1581	УИК №1582	УИК №1583	УИК №1584	УИК №1585	УИК №1586	УИК №1587	УИК №1588	УИК №1589	УИК №1590	УИК №1591	УИК №1592	УИК №1593	УИК №1594	УИК №1595	УИК №1596	УИК №1597	УИК №1598	УИК №1599	УИК №1600	УИК №1601	УИК №1602	УИК №1603									
		12.12%	14.11%	15.35%	14.58%	15.35%	12.09%	10.80%	13.89%	0.38%	13.24%	13.20%	11.58%	9.98%	11.92%	12.21%	10.51%	14.44%	13.84%	13.52%	13.10%	14.22%	8.34%	12.96%	11.61%	13.99%	9.69%	11.90%	12.51%	11.33%	12.13%	10.84%									
26	"8. Политическая партия ""Партия народной свободы"" (ПАРНАС)"	531	23	13	12	22	10	7	12	11	9	15	13	20	21	7	6	9	13	15	17	22	19	21	12	18	26	9	63	19	36	31									
		2.53%	2.35%	1.51%	1.79%	3.28%	1.66%	1.30%	2.38%	1.40%	1.47%	2.79%	2.03%	2.43%	2.48%	1.36%	1.70%	1.60%	1.76%	1.95%	2.25%	2.44%	2.48%	2.83%	1.91%	2.08%	2.96%	4.29%	6.02%	2.53%	4.80%	4.48%									
27	"9. Всероссийская политическая партия ""ПАРТИЯ РОСТА"""	700	25	27	14	22	16	12	17	9	14	9	23	16	34	13	6	14	23	27	11	38	17	24	25	14	28	10	89	28	60	35									
		3.34%	2.56%	3.14%	2.08%	3.28%	2.65%	2.23%	3.37%	1.15%	2.29%	1.67%	3.60%	1.95%	4.01%	2.52%	1.70%	2.50%	3.12%	3.51%	1.46%	4.22%	2.22%	3.24%	3.97%	1.62%	3.19%	4.76%	8.50%	3.73%	8.00%	5.06%									
28	"10. Общественная организация Всероссийская политическая партия ""Гражданская Сила"""	60	0	1	1	1	3	2	2	2	3	5	2	2	1	3	3	0	2	1	1	6	1	1	0	3	3	0	4	2	3	2									
		0.29%	0.00%	0.12%	0.15%	0.15%	0.50%	0.37%	0.40%	0.26%	0.49%	0.93%	0.31%	0.24%	0.12%	0.58%	0.85%	0.00%	0.27%	0.13%	0.13%	0.67%	0.13%	0.13%	0.00%	0.35%	0.34%	0.00%	0.38%	0.27%	0.40%	0.29%									
29	"11. Политическая партия ""Российская объединенная демократическая партия ""ЯБЛОКО"""	1567	53	55	49	36	42	24	41	14	42	36	56	73	82	24	12	43	62	63	35	74	37	66	42	66	66	28	127	55	104	60									
		7.47%	5.42%	6.40%	7.29%	5.37%	6.95%	4.47%	8.13%	1.79%	6.86%	6.69%	8.76%	8.88%	9.68%	4.65%	3.41%	7.66%	8.41%	8.19%	4.63%	8.22%	4.82%	8.91%	6.68%	7.63%	7.53%	13.33%	12.13%	7.33%	13.87%	8.67%									
30	"12. Политическая партия ""КОММУНИСТИЧЕСКАЯ ПАРТИЯ РОССИЙСКОЙ ФЕДЕРАЦИИ"""	3175	175	130	117	83	79	95	84	184	97	84	107	98	121	78	54	80	142	113	109	131	127	120	106	168	86	20	115	61	95	116									
		15.13%	17.89%	15.12%	17.41%	12.37%	13.08%	17.69%	16.67%	23.50%	15.85%	15.61%	16.74%	11.92%	14.29%	15.12%	15.34%	14.26%	19.27%	14.69%	14.42%	14.56%	16.56%	16.19%	16.85%	19.42%	9.81%	9.52%	10.98%	8.13%	12.67%	16.76%									
31	"13. Политическая партия ""ПАТРИОТЫ РОССИИ"""	161	6	2	3	1	2	4	4	43	1	2	4	6	4	3	0	3	6	3	6	8	3	4	9	6	5	1	4	8	6	4									
		0.77%	0.61%	0.23%	0.45%	0.15%	0.33%	0.74%	0.79%	5.49%	0.16%	0.37%	0.63%	0.73%	0.47%	0.58%	0.00%	0.53%	0.81%	0.39%	0.79%	0.89%	0.39%	0.54%	1.43%	0.69%	0.57%	0.48%	0.38%	1.07%	0.80%	0.58%									
32	14. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	1277	55	65	27	36	44	15	42	24	47	32	26	44	60	39	13	32	50	58	59	68	82	52	43	52	74	5	44	18	38	33									
		6.09%	5.62%	7.56%	4.02%	5.37%	7.28%	2.79%	8.33%	3.07%	7.68%	5.95%	4.07%	5.35%	7.08%	7.56%	3.69%	5.70%	6.78%	7.54%	7.80%	7.56%	10.69%	7.02%	6.84%	6.01%	8.44%	2.38%	4.20%	2.40%	5.07%	4.77%									
																																									
																																									
																																									
																																									
																																									
																																									
																																									
																																									
																																									
																																									
																																									
																																									
																																									
																																									
																																									
																																									
																																									
																																									
																																									
																																									
																																									
																																									
