Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации шестого созыва																																																																	
Дата голосования: 04.12.2011																																																																	
																																																																	
Наименование Избирательной комиссии:    Cемилукская																																																																	
																																																																	
Сводная таблица итогов голосования																																																																	
																																																																	
		Сумма	УИК №3501	УИК №3502	УИК №3503	УИК №3504	УИК №3505	УИК №3506	УИК №3507	УИК №3508	УИК №3509	УИК №3510	УИК №3511	УИК №3512	УИК №3513	УИК №3514	УИК №3515	УИК №3516	УИК №3517	УИК №3518	УИК №3519	УИК №3520	УИК №3521	УИК №3522	УИК №3523	УИК №3524	УИК №3525	УИК №3526	УИК №3527	УИК №3528	УИК №3529	УИК №3530	УИК №3531	УИК №3532	УИК №3533	УИК №3534	УИК №3535	УИК №3536	УИК №3537	УИК №3538	УИК №3539	УИК №3540	УИК №3541	УИК №3542	УИК №3543	УИК №3544	УИК №3545	УИК №3546	УИК №3547	УИК №3548	УИК №3549	УИК №3550	УИК №3551	УИК №3552	УИК №3553	УИК №3554									
21	"3. Политическая партия ""ПАТРИОТЫ РОССИИ"""	173	0	5	5	8	2	12	0	7	1	3	16	0	1	4	0	6	2	4	5	4	13	0	6	5	5	3	4	2	0	5	5	0	0	0	0	4	3	0	0	2	3	1	2	0	2	1	1	0	1	4	0	8	2	6									
		0.43%	0.00%	0.74%	0.95%	1.02%	0.11%	1.04%	0.00%	0.47%	0.08%	1.66%	1.31%	0.00%	0.30%	0.56%	0.00%	2.78%	0.35%	0.36%	1.05%	0.32%	1.02%	0.00%	0.31%	1.14%	0.49%	1.35%	0.60%	0.61%	0.00%	1.86%	2.66%	0.00%	0.00%	0.00%	0.00%	0.65%	0.36%	0.00%	0.00%	0.14%	0.27%	0.77%	0.60%	0.00%	0.35%	0.38%	0.43%	0.00%	0.47%	0.41%	0.00%	0.48%	0.98%	0.76%									
22	"4. Политическая партия ""Коммунистическая партия Российской Федерации"""	3505	19	29	89	265	71	304	27	55	28	41	311	2	8	88	32	45	158	203	110	201	49	22	34	10	34	19	73	30	21	20	3	1	10	15	27	41	4	29	55	92	24	38	42	45	109	80	35	2	2	71	51	73	37	221									
		8.62%	0.83%	4.30%	16.92%	33.93%	3.88%	26.37%	2.09%	3.70%	2.16%	22.65%	25.47%	0.50%	2.37%	12.26%	9.70%	20.83%	27.29%	18.44%	23.06%	15.95%	3.83%	4.99%	1.77%	2.29%	3.33%	8.52%	10.88%	9.17%	4.74%	7.43%	1.60%	0.92%	2.24%	5.34%	4.26%	6.65%	0.48%	7.69%	12.64%	6.40%	2.17%	29.23%	12.61%	2.81%	19.16%	30.77%	15.02%	0.72%	0.94%	7.33%	2.91%	4.33%	18.14%	28.12%									
23	"5. Политическая партия ""Российская объединенная демократическая партия ""ЯБЛОКО"""	279	0	3	10	12	0	42	0	0	2	1	39	0	1	5	1	12	12	5	3	17	0	0	9	6	1	3	1	5	0	5	5	0	0	5	0	7	5	0	0	6	2	3	2	17	1	1	3	0	2	2	0	8	1	14									
		0.69%	0.00%	0.44%	1.90%	1.54%	0.00%	3.64%	0.00%	0.00%	0.15%	0.55%	3.19%	0.00%	0.30%	0.70%	0.30%	5.56%	2.07%	0.45%	0.63%	1.35%	0.00%	0.00%	0.47%	1.37%	0.10%	1.35%	0.15%	1.53%	0.00%	1.86%	2.66%	0.00%	0.00%	1.78%	0.00%	1.13%	0.60%	0.00%	0.00%	0.42%	0.18%	2.31%	0.60%	1.06%	0.18%	0.38%	1.29%	0.00%	0.94%	0.21%	0.00%	0.48%	0.49%	1.78%									
24	"6. Всероссийская политическая партия ""ЕДИНАЯ РОССИЯ"""	31595	2246	598	255	223	1712	410	1223	1374	1223	90	534	359	302	401	225	101	236	578	215	769	1164	342	1826	381	903	157	494	218	365	191	126	88	422	221	558	451	801	286	275	1249	1006	55	235	1443	346	108	159	267	153	786	1617	1471	81	276									
		77.70%	98.08%	88.59%	48.48%	28.55%	93.45%	35.56%	94.66%	92.53%	94.22%	49.72%	43.73%	89.08%	89.35%	55.85%	68.18%	46.76%	40.76%	52.50%	45.07%	61.03%	90.94%	77.55%	94.81%	87.19%	88.36%	70.40%	73.62%	66.67%	82.39%	71.00%	67.02%	80.73%	94.62%	78.65%	88.01%	73.10%	96.51%	75.86%	63.22%	86.86%	91.04%	42.31%	70.57%	90.13%	60.81%	41.54%	68.24%	96.39%	71.83%	81.20%	92.40%	87.35%	39.71%	35.11%									
25	"7. Всероссийская политическая партия ""ПРАВОЕ ДЕЛО"""	98	0	4	8	4	4	10	2	0	2	0	1	0	0	2	0	5	2	2	3	3	0	0	3	5	3	0	1	0	0	5	5	1	0	2	0	0	2	0	0	6	0	1	0	3	1	0	0	0	0	0	0	2	0	6									
		0.24%	0.00%	0.59%	1.52%	0.51%	0.22%	0.87%	0.15%	0.00%	0.15%	0.00%	0.08%	0.00%	0.00%	0.28%	0.00%	2.31%	0.35%	0.18%	0.63%	0.24%	0.00%	0.00%	0.16%	1.14%	0.29%	0.00%	0.15%	0.00%	0.00%	1.86%	2.66%	0.92%	0.00%	0.71%	0.00%	0.00%	0.24%	0.00%	0.00%	0.42%	0.00%	0.77%	0.00%	0.19%	0.18%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.12%	0.00%	0.76%									
																																																																	
																																																																	
																																																																	
																																																																	
																																																																	
																																																																	
																																																																	
																																																																	
																																																																	
																																																																	
																																																																	
																																																																	
																																																																	
																																																																	
																																																																	
																																																																	
																																																																	
																																																																	
																																																																	
																																																																	
																																																																	
																																																																	
