Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации пятого созыва																					
Дата голосования: 02.12.2007																					
																					
Наименование Избирательной комиссии:    Палкинская																					
																					
Сводная таблица результатов выборов																					
																					
		Сумма	УИК №191	УИК №192	УИК №193	УИК №194	УИК №195	УИК №196	УИК №197	УИК №198	УИК №199	УИК №200	УИК №201	УИК №202	УИК №203	УИК №204					
17	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17а	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17б	Число не учтенных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																					
18	1.Политическая партия «Аграрная партия России»	185	64	7	7	1	13	4	24	7	15	7	8	11	4	13					
		3.21%	3.45%	2.81%	1.93%	0.50%	4.51%	2.63%	4.19%	2.14%	7.14%	4.55%	3.56%	3.73%	2.09%	1.89%					
19	2.Всероссийская политическая партия «Гражданская Сила»	49	25	3	3	0	0	1	2	6	1	3	1	0	1	3					
		0.85%	1.35%	1.20%	0.83%	0.00%	0.00%	0.66%	0.35%	1.83%	0.48%	1.95%	0.44%	0.00%	0.52%	0.44%					
20	3.Политическая партия «Демократическая партия России»	9	3	0	1	1	1	1	1	0	0	0	0	0	0	1					
		0.16%	0.16%	0.00%	0.28%	0.50%	0.35%	0.66%	0.17%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.15%					
21	4.Политическая партия «Коммунистическая партия Российской Федерации»	661	332	29	23	3	34	23	55	30	16	11	24	20	11	50					
		11.45%	17.88%	11.65%	6.34%	1.50%	11.81%	15.13%	9.60%	9.17%	7.62%	7.14%	10.67%	6.78%	5.76%	7.27%					
22	5.Политическая партия «СОЮЗ ПРАВЫХ СИЛ»	26	11	2	1	0	0	0	3	5	0	0	0	2	0	2					
		0.45%	0.59%	0.80%	0.28%	0.00%	0.00%	0.00%	0.52%	1.53%	0.00%	0.00%	0.00%	0.68%	0.00%	0.29%					
23	6.Политическая партия «Партия социальной справедливости»	4	3	0	0	0	1	0	0	0	0	0	0	0	0	0					
		0.07%	0.16%	0.00%	0.00%	0.00%	0.35%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%					
24	7.Политическая партия «Либерально-демократическая партия России»	420	176	12	31	5	17	9	39	22	30	8	10	20	12	29					
		7.28%	9.48%	4.82%	8.54%	2.50%	5.90%	5.92%	6.81%	6.73%	14.29%	5.19%	4.44%	6.78%	6.28%	4.22%					
25	8.Политическая партия «СПРАВЕДЛИВАЯ РОССИЯ: РОДИНА/ПЕНСИОНЕРЫ/ЖИЗНЬ»	490	201	17	23	4	16	19	39	26	12	11	30	24	11	57					
		8.49%	10.82%	6.83%	6.34%	2.00%	5.56%	12.50%	6.81%	7.95%	5.71%	7.14%	13.33%	8.14%	5.76%	8.28%					
26	9.Политическая партия «ПАТРИОТЫ РОССИИ»	38	21	3	0	2	0	0	2	3	0	0	0	0	3	4					
		0.66%	1.13%	1.20%	0.00%	1.00%	0.00%	0.00%	0.35%	0.92%	0.00%	0.00%	0.00%	0.00%	1.57%	0.58%					
27	10.Всероссийская политическая партия «ЕДИНАЯ РОССИЯ»	3825	994	175	272	182	201	91	403	223	136	113	150	212	148	525					
		66.27%	53.53%	70.28%	74.93%	91.00%	69.79%	59.87%	70.33%	68.20%	64.76%	73.38%	66.67%	71.86%	77.49%	76.31%					
28	11.Политическая партия «Российская объединенная демократическая партия «ЯБЛОКО»	37	12	1	1	2	4	2	4	2	0	1	0	3	1	4					
		0.64%	0.65%	0.40%	0.28%	1.00%	1.39%	1.32%	0.70%	0.61%	0.00%	0.65%	0.00%	1.02%	0.52%	0.58%					
																					
																					
																					
																					
																					
																					
																					
																					
																					
																					
																					
																					
																					
																					
																					
																					
																					
																					
