Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации пятого созыва																																																																							
Дата голосования: 02.12.2007																																																																							
																																																																							
Наименование Избирательной комиссии:    Красногвардейская N 4																																																																							
																																																																							
Сводная таблица результатов выборов																																																																							
																																																																							
		Сумма	УИК №699	УИК №700	УИК №701	УИК №702	УИК №703	УИК №704	УИК №705	УИК №706	УИК №707	УИК №708	УИК №709	УИК №710	УИК №711	УИК №712	УИК №713	УИК №714	УИК №715	УИК №716	УИК №717	УИК №718	УИК №719	УИК №720	УИК №721	УИК №722	УИК №723	УИК №724	УИК №725	УИК №726	УИК №727	УИК №728	УИК №729	УИК №730	УИК №731	УИК №732	УИК №733	УИК №734	УИК №735	УИК №736	УИК №737	УИК №738	УИК №739	УИК №740	УИК №741	УИК №742	УИК №743	УИК №744	УИК №745	УИК №746	УИК №747	УИК №748	УИК №749	УИК №750	УИК №751	УИК №752	УИК №753	УИК №754	УИК №755	УИК №756	УИК №757	УИК №758	УИК №759	УИК №760	УИК №761	УИК №762					
11	"Число открепительных удостоверений, полученных участковыми избирательными комиссиями"	2650	30	30	50	50	30	40	30	30	40	40	40	30	40	50	40	40	40	50	40	40	50	40	50	40	40	40	50	40	50	40	50	40	60	50	50	30	50	50	30	40	40	40	30	40	50	40	30	40	40	40	40	40	50	70	80	30	100	40	30	40	30	40	0	0					
12	"Число открепительных удостоверений, выданных избирателям на избирательных участках"	1720	21	21	42	32	21	23	15	26	34	31	28	21	20	29	24	28	20	35	27	31	42	21	14	29	34	14	32	29	29	34	35	25	27	28	32	14	46	29	18	30	23	17	19	20	35	32	19	33	29	28	28	19	29	39	73	24	72	24	17	22	13	14	0	0					
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательных участках"	2220	11	44	22	35	29	61	8	11	24	23	24	38	32	34	49	17	19	41	31	0	172	17	42	21	132	29	34	11	34	18	17	37	41	22	26	26	38	30	15	42	28	14	40	20	13	38	12	11	63	38	23	36	23	26	29	58	57	44	33	18	22	28	43	146					
14	Число погашенных неиспользованных открепительных удостоверений	930	9	9	8	18	9	17	15	4	6	9	12	9	20	21	16	12	20	15	13	9	8	19	36	11	6	26	18	11	21	6	15	15	33	22	18	16	4	21	12	10	17	23	11	20	15	8	11	7	11	12	12	21	21	31	7	6	28	16	13	18	17	26	0	0					
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	372	3	2	8	8	4	5	5	3	3	7	8	6	4	10	7	5	9	10	4	9	7	3	8	4	9	5	6	12	4	8	3	5	8	13	4	6	11	8	3	9	8	8	6	4	6	7	2	2	10	4	8	1	2	6	3	3	5	9	3	4	8	7	0	0					
16	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17а	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17б	Число не учтенных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																																																																							
18	1.Политическая партия «Аграрная партия России»	1411	15	18	0	31	24	27	20	35	25	23	24	17	22	27	36	19	32	24	23	17	29	20	24	27	4	7	32	21	28	26	17	29	38	28	36	12	28	25	14	28	26	13	24	23	28	27	7	16	30	21	24	26	15	20	15	25	26	27	26	27	24	4	2	3					
		2.11%	1.49%	2.08%	0.00%	1.93%	2.88%	2.24%	2.03%	3.62%	2.19%	2.43%	2.33%	1.80%	1.93%	2.34%	3.12%	1.80%	2.43%	2.13%	1.93%	1.50%	2.25%	1.81%	1.88%	2.67%	0.31%	1.51%	2.32%	2.08%	2.25%	2.35%	1.66%	2.27%	2.56%	2.14%	2.85%	1.63%	2.30%	2.13%	1.79%	2.36%	2.22%	1.80%	2.60%	2.44%	2.55%	2.66%	0.88%	1.68%	2.63%	1.99%	2.58%	2.54%	1.91%	2.29%	1.88%	2.95%	1.82%	2.83%	2.91%	2.65%	2.65%	0.40%	0.65%	2.05%					
19	2.Всероссийская политическая партия «Гражданская Сила»	1345	8	22	0	23	23	11	18	19	30	23	19	12	16	28	21	26	36	35	20	22	26	14	23	17	9	14	36	19	31	33	20	20	31	33	30	12	22	31	12	17	17	26	27	20	21	24	15	18	22	19	25	22	33	22	28	20	30	23	25	22	20	0	0	4					
		2.01%	0.80%	2.55%	0.00%	1.43%	2.76%	0.91%	1.83%	1.96%	2.63%	2.43%	1.85%	1.27%	1.40%	2.43%	1.82%	2.46%	2.74%	3.10%	1.68%	1.95%	2.02%	1.27%	1.80%	1.68%	0.71%	3.02%	2.61%	1.88%	2.49%	2.99%	1.95%	1.57%	2.08%	2.53%	2.37%	1.63%	1.80%	2.64%	1.53%	1.44%	1.45%	3.60%	2.93%	2.12%	1.92%	2.36%	1.88%	1.88%	1.93%	1.80%	2.68%	2.15%	4.19%	2.52%	3.50%	2.36%	2.10%	2.41%	2.80%	2.16%	2.21%	0.00%	0.00%	2.74%					
20	3.Политическая партия «Демократическая партия России»	82	2	0	0	1	0	3	1	2	2	1	1	0	0	1	0	3	0	2	1	3	3	2	1	1	2	1	3	2	1	1	3	2	2	0	0	2	0	2	2	2	3	0	1	0	3	2	1	2	1	0	1	2	2	1	2	0	1	1	0	0	4	0	0	0					
		0.12%	0.20%	0.00%	0.00%	0.06%	0.00%	0.25%	0.10%	0.21%	0.18%	0.11%	0.10%	0.00%	0.00%	0.09%	0.00%	0.28%	0.00%	0.18%	0.08%	0.27%	0.23%	0.18%	0.08%	0.10%	0.16%	0.22%	0.22%	0.20%	0.08%	0.09%	0.29%	0.16%	0.13%	0.00%	0.00%	0.27%	0.00%	0.17%	0.26%	0.17%	0.26%	0.00%	0.11%	0.00%	0.27%	0.20%	0.13%	0.21%	0.09%	0.00%	0.11%	0.20%	0.25%	0.11%	0.25%	0.00%	0.07%	0.10%	0.00%	0.00%	0.44%	0.00%	0.00%	0.00%					
21	4.Политическая партия «Коммунистическая партия Российской Федерации»	8429	97	104	200	168	102	138	113	135	151	129	134	141	115	110	172	162	201	147	185	163	155	146	142	167	139	45	241	114	134	141	116	168	166	173	180	67	149	173	103	136	155	88	112	137	140	156	88	128	139	148	124	135	109	74	88	127	195	103	107	148	96	55	39	16					
		12.60%	9.65%	12.04%	11.58%	10.47%	12.26%	11.42%	11.46%	13.95%	13.23%	13.65%	13.04%	14.89%	10.07%	9.54%	14.92%	15.34%	15.27%	13.02%	15.53%	14.42%	12.04%	13.25%	11.09%	16.49%	10.92%	9.72%	17.46%	11.26%	10.76%	12.76%	11.33%	13.18%	11.16%	13.25%	14.24%	9.10%	12.22%	14.71%	13.17%	11.49%	13.24%	12.17%	12.13%	14.54%	12.77%	15.37%	11.06%	13.40%	12.20%	14.04%	13.30%	13.21%	13.85%	8.49%	11.00%	14.98%	13.65%	10.80%	11.98%	14.51%	10.60%	5.49%	12.58%	10.96%					
22	5.Политическая партия «СОЮЗ ПРАВЫХ СИЛ»	1662	5	27	9	31	27	19	24	28	26	30	27	19	16	28	25	19	37	18	39	26	33	42	46	20	9	13	52	27	36	30	16	41	20	17	42	7	26	13	22	32	23	12	55	22	32	26	29	29	29	14	24	18	32	38	45	50	63	20	26	23	22	0	5	1					
		2.49%	0.50%	3.13%	0.52%	1.93%	3.25%	1.57%	2.43%	2.89%	2.28%	3.17%	2.63%	2.01%	1.40%	2.43%	2.17%	1.80%	2.81%	1.59%	3.27%	2.30%	2.56%	3.81%	3.59%	1.97%	0.71%	2.81%	3.77%	2.67%	2.89%	2.71%	1.56%	3.22%	1.34%	1.30%	3.32%	0.95%	2.13%	1.11%	2.81%	2.70%	1.96%	1.66%	5.96%	2.34%	2.92%	2.56%	3.64%	3.04%	2.55%	1.33%	2.58%	1.76%	4.07%	4.36%	5.63%	5.90%	4.41%	2.10%	2.91%	2.25%	2.43%	0.00%	1.61%	0.68%					
23	6.Политическая партия «Партия социальной справедливости»	133	0	1	3	3	0	3	2	5	1	2	1	1	0	5	1	2	5	3	2	2	3	2	5	1	1	5	2	3	5	1	1	2	4	3	5	0	3	1	0	3	5	1	1	2	5	0	0	2	0	0	2	2	1	0	3	4	3	3	1	0	4	1	0	1					
		0.20%	0.00%	0.12%	0.17%	0.19%	0.00%	0.25%	0.20%	0.52%	0.09%	0.21%	0.10%	0.11%	0.00%	0.43%	0.09%	0.19%	0.38%	0.27%	0.17%	0.18%	0.23%	0.18%	0.39%	0.10%	0.08%	1.08%	0.14%	0.30%	0.40%	0.09%	0.10%	0.16%	0.27%	0.23%	0.40%	0.00%	0.25%	0.09%	0.00%	0.25%	0.43%	0.14%	0.11%	0.21%	0.46%	0.00%	0.00%	0.21%	0.00%	0.00%	0.21%	0.20%	0.13%	0.00%	0.38%	0.47%	0.21%	0.31%	0.11%	0.00%	0.44%	0.10%	0.00%	0.68%					
24	7.Политическая партия «Либерально-демократическая партия России»	4565	64	63	118	103	52	76	55	74	78	65	61	69	52	101	79	65	74	84	57	61	128	77	73	69	73	44	66	68	68	62	80	90	101	113	85	68	72	94	68	93	85	53	64	67	68	64	55	72	70	82	69	67	45	59	45	62	122	71	49	58	43	119	17	16					
		6.83%	6.37%	7.29%	6.83%	6.42%	6.25%	6.29%	5.58%	7.64%	6.84%	6.88%	5.93%	7.29%	4.55%	8.76%	6.85%	6.16%	5.62%	7.44%	4.79%	5.40%	9.95%	6.99%	5.70%	6.81%	5.73%	9.50%	4.78%	6.72%	5.46%	5.61%	7.81%	7.06%	6.79%	8.65%	6.72%	9.24%	5.91%	7.99%	8.70%	7.85%	7.26%	7.33%	6.93%	7.11%	6.20%	6.31%	6.91%	7.54%	6.15%	7.78%	7.40%	6.56%	5.72%	6.77%	5.63%	7.31%	8.54%	7.44%	5.49%	5.69%	4.75%	11.89%	5.48%	10.96%					
25	8.Политическая партия «СПРАВЕДЛИВАЯ РОССИЯ: РОДИНА/ПЕНСИОНЕРЫ/ЖИЗНЬ»	10553	113	137	242	215	146	140	126	144	193	166	174	147	122	210	214	172	216	168	231	197	163	165	177	149	184	79	224	168	178	186	119	253	244	206	217	108	210	181	137	203	191	89	156	152	205	176	145	176	168	164	166	161	123	126	133	156	184	188	168	174	180	86	45	17					
		15.78%	11.24%	15.86%	14.01%	13.40%	17.55%	11.59%	12.78%	14.88%	16.91%	17.57%	16.93%	15.52%	10.68%	18.21%	18.56%	16.29%	16.41%	14.88%	19.40%	17.43%	12.67%	14.97%	13.83%	14.71%	14.45%	17.06%	16.23%	16.60%	14.30%	16.83%	11.62%	19.84%	16.41%	15.77%	17.17%	14.67%	17.23%	15.39%	17.52%	17.15%	16.31%	12.31%	16.90%	16.14%	18.70%	17.34%	18.22%	18.43%	14.75%	15.56%	17.81%	15.75%	15.63%	14.45%	16.63%	18.40%	12.88%	19.71%	18.81%	17.06%	19.87%	8.59%	14.52%	11.64%					
26	9.Политическая партия «ПАТРИОТЫ РОССИИ»	584	17	7	6	14	3	6	4	6	11	7	12	7	9	13	14	8	8	11	18	16	11	11	13	6	3	3	18	14	10	13	19	13	12	7	18	3	11	6	3	7	11	6	8	7	7	6	7	8	17	4	10	7	12	5	10	5	11	8	7	10	11	1	6	2					
		0.87%	1.69%	0.81%	0.35%	0.87%	0.36%	0.50%	0.41%	0.62%	0.96%	0.74%	1.17%	0.74%	0.79%	1.13%	1.21%	0.76%	0.61%	0.97%	1.51%	1.42%	0.85%	0.99%	1.02%	0.59%	0.24%	0.65%	1.30%	1.38%	0.80%	1.18%	1.86%	1.02%	0.81%	0.54%	1.42%	0.41%	0.90%	0.51%	0.38%	0.59%	0.94%	0.83%	0.87%	0.74%	0.64%	0.59%	0.88%	0.84%	1.49%	0.38%	1.07%	0.68%	1.52%	0.57%	1.25%	0.59%	0.77%	0.84%	0.78%	0.98%	1.21%	0.10%	1.94%	1.37%					
27	10.Всероссийская политическая партия «ЕДИНАЯ РОССИЯ»	34058	645	444	1118	948	386	736	561	461	559	443	512	488	739	562	521	526	611	578	536	544	653	555	695	487	840	236	575	516	653	502	565	563	801	680	562	428	620	583	380	585	591	391	375	446	497	474	402	447	602	537	411	519	346	452	345	341	693	458	391	483	457	729	191	83					
		50.93%	64.18%	51.39%	64.74%	59.07%	46.39%	60.93%	56.90%	47.62%	48.99%	46.88%	49.81%	51.53%	64.71%	48.74%	45.19%	49.81%	46.43%	51.20%	45.00%	48.14%	50.74%	50.36%	54.30%	48.08%	65.99%	50.97%	41.67%	50.99%	52.45%	45.43%	55.18%	44.16%	53.87%	52.07%	44.46%	58.15%	50.86%	49.57%	48.59%	49.41%	50.47%	54.08%	40.63%	47.35%	45.35%	46.70%	50.50%	46.81%	52.85%	50.95%	44.10%	50.78%	43.96%	51.83%	43.13%	40.21%	48.50%	48.01%	43.78%	47.35%	50.44%	72.83%	61.61%	56.85%					
28	11.Политическая партия «Российская объединенная демократическая партия «ЯБЛОКО»	3548	33	40	15	59	62	42	56	51	57	42	53	39	47	65	58	50	87	49	66	66	76	60	74	58	1	13	126	49	91	97	63	79	58	37	80	25	67	52	36	67	54	35	92	62	76	56	45	50	51	55	68	59	62	63	81	58	85	46	88	65	42	2	4	3					
		5.31%	3.28%	4.63%	0.87%	3.68%	7.45%	3.48%	5.68%	5.27%	4.99%	4.44%	5.16%	4.12%	4.12%	5.64%	5.03%	4.73%	6.61%	4.34%	5.54%	5.84%	5.91%	5.44%	5.78%	5.73%	0.08%	2.81%	9.13%	4.84%	7.31%	8.78%	6.15%	6.20%	3.90%	2.83%	6.33%	3.40%	5.50%	4.42%	4.60%	5.66%	4.61%	4.84%	9.97%	6.58%	6.93%	5.52%	5.65%	5.24%	4.48%	5.22%	7.30%	5.77%	7.88%	7.22%	10.13%	6.84%	5.95%	4.82%	9.85%	6.37%	4.64%	0.20%	1.29%	2.05%					
																																																																							
																																																																							
																																																																							
																																																																							
																																																																							
																																																																							
																																																																							
																																																																							
																																																																							
																																																																							
																																																																							
																																																																							
																																																																							
																																																																							
																																																																							
																																																																							
																																																																							
																																																																							
