Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации четвертого созыва																																																													
Дата голосования: 07.12.2003 0:00:00																																																													
																																																													
"Наименование Избирательной комиссии:    Чебоксары, Калининская "																																																													
																																																													
Сводная таблица итогов голосования по пропорциональной системе выборов (Протокол №2)																																																													
																																																													
		Сумма	УИК №801	УИК №802	УИК №803	УИК №804	УИК №805	УИК №806	УИК №807	УИК №808	УИК №809	УИК №810	УИК №811	УИК №812	УИК №813	УИК №814	УИК №815	УИК №816	УИК №817	УИК №818	УИК №819	УИК №820	УИК №821	УИК №822	УИК №823	УИК №824	УИК №825	УИК №826	УИК №827	УИК №828	УИК №829	УИК №830	УИК №831	УИК №832	УИК №833	УИК №834	УИК №835	УИК №836	УИК №837	УИК №838	УИК №839	УИК №840	УИК №841	УИК №842	УИК №843	УИК №844	УИК №845	УИК №846	УИК №847	УИК №848	УИК №849	УИК №850	УИК №851	УИК №852	УИК №853	УИК №854					
11	"Число открепительных удостоверений, полученных участковыми комиссиями"	2693	50	50	50	50	50	85	50	50	52	50	50	50	50	50	50	50	50	50	50	50	50	50	50	50	106	50	50	50	50	50	50	50	50	50	50	50	50	50	50	50	50	50	50	0	0	50	50	50	50	50	50	50	50	50					
12	"Число открепительных удостоверений, выданных участковыми комиссиями"	1539	30	33	20	25	6	30	20	31	34	25	27	38	19	6	33	46	27	21	16	26	41	27	18	36	44	50	47	25	25	39	48	43	41	28	31	28	37	19	42	40	35	36	37	0	0	22	29	26	17	28	39	22	10	16					
13	"Число избирателей, проголосовавших по открепительным удостоверениям"	1217	16	14	15	9	7	8	8	11	12	13	9	9	22	12	7	7	7	12	11	15	8	14	7	12	13	11	9	11	37	13	14	11	17	11	6	9	11	6	15	14	18	16	13	157	448	6	6	6	32	4	16	9	6	7					
14	Число погашенных открепительных удостоверений	1154	20	17	30	25	44	55	30	19	18	25	23	12	31	44	17	4	23	29	34	24	9	23	32	14	62	0	3	25	25	11	2	7	9	22	19	22	13	31	8	10	15	14	13	0	0	28	21	24	33	22	11	28	40	34					
15	Число открепительных удостоверений выданных ТИК	7	0	0	0	0	0	0	0	1	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	1					
16	Число утраченных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	Число не учтенных при получении бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																																																													
18	"1. ""ЕДИНЕНИЕ"""	592	8	5	5	11	4	9	6	10	11	16	11	10	23	5	13	7	7	9	6	9	18	17	14	15	8	5	18	12	8	21	12	13	13	17	12	10	12	5	8	14	10	11	12	3	7	13	21	18	5	12	15	8	5	15					
		1.01%	0.68%	0.52%	0.48%	1.27%	0.97%	1.11%	0.98%	1.16%	0.95%	1.50%	1.05%	0.96%	2.50%	1.09%	1.13%	0.47%	0.85%	0.84%	0.96%	1.02%	1.16%	1.46%	1.71%	1.12%	0.62%	0.33%	1.19%	0.94%	0.70%	1.35%	0.75%	0.91%	0.90%	1.20%	0.89%	0.78%	0.90%	0.62%	0.60%	0.96%	0.73%	0.76%	0.79%	1.91%	1.56%	1.06%	1.58%	1.98%	0.75%	1.17%	1.17%	1.13%	1.36%	1.48%					
19	"2. ""СОЮЗ ПРАВЫХ СИЛ"""	3367	67	50	56	48	19	64	31	66	70	62	47	60	32	8	102	110	52	60	43	49	115	65	39	53	70	100	68	67	61	104	100	66	87	77	65	77	96	83	96	124	100	104	91	3	21	55	57	38	28	41	30	28	16	46					
		5.77%	5.70%	5.26%	5.38%	5.56%	4.64%	7.90%	5.06%	7.70%	6.07%	5.81%	4.51%	5.78%	3.48%	1.75%	8.86%	7.47%	6.32%	5.62%	6.94%	5.55%	7.42%	5.59%	4.78%	3.97%	5.46%	6.63%	4.51%	5.26%	5.38%	6.73%	6.28%	4.65%	6.07%	5.46%	4.86%	6.04%	7.26%	10.31%	7.30%	8.52%	7.33%	7.22%	6.02%	1.91%	4.69%	4.52%	4.28%	4.19%	4.21%	4.02%	2.35%	3.96%	4.37%	4.54%					
20	"3. ""РОССИЙСКАЯ ПАРТИЯ ПЕНСИОНЕРОВ И ПАРТИЯ СОЦИАЛЬНОЙ СПРАВЕДЛИВОСТИ"""	1361	20	36	19	17	4	16	16	30	33	24	34	26	19	5	25	43	20	24	14	16	39	30	31	21	19	37	39	43	34	36	33	38	28	31	35	27	26	10	28	22	28	36	34	2	14	27	16	18	25	21	37	24	6	25					
		2.33%	1.70%	3.78%	1.82%	1.96%	0.97%	1.97%	2.61%	3.50%	2.86%	2.25%	3.26%	2.50%	2.06%	1.09%	2.17%	2.92%	2.43%	2.24%	2.26%	1.81%	2.51%	2.58%	3.80%	1.57%	1.48%	2.45%	2.58%	3.38%	3.00%	2.33%	2.07%	2.67%	1.95%	2.19%	2.61%	2.11%	1.96%	1.24%	2.12%	1.51%	2.05%	2.50%	2.25%	1.27%	3.13%	2.22%	1.20%	1.98%	3.76%	2.06%	2.90%	3.39%	1.63%	2.46%					
21	"4. ""Российская демократическая партия ""ЯБЛОКО"""	1948	45	47	43	29	12	24	25	30	39	31	29	12	27	12	50	83	32	49	23	33	46	50	37	36	42	69	56	41	30	43	59	54	32	43	45	42	51	21	48	39	61	47	50	3	12	31	19	24	17	35	31	27	20	12					
		3.34%	3.83%	4.94%	4.13%	3.36%	2.93%	2.96%	4.08%	3.50%	3.38%	2.90%	2.78%	1.15%	2.94%	2.63%	4.34%	5.63%	3.89%	4.59%	3.71%	3.74%	2.97%	4.30%	4.53%	2.69%	3.28%	4.57%	3.71%	3.22%	2.65%	2.78%	3.70%	3.80%	2.23%	3.04%	3.36%	3.29%	3.86%	2.60%	3.65%	2.68%	4.47%	3.26%	3.30%	1.91%	2.68%	2.55%	1.42%	2.64%	2.56%	3.43%	2.43%	3.82%	5.46%	1.18%					
22	"5. ""За Русь Святую"""	274	1	3	7	7	0	6	4	5	10	3	5	4	3	2	5	3	0	5	5	5	4	3	2	6	9	7	8	5	9	6	7	11	11	16	6	5	5	3	3	6	2	0	3	0	3	11	5	3	11	4	3	10	2	2					
		0.47%	0.08%	0.31%	0.67%	0.81%	0.0%	0.74%	0.65%	0.58%	0.86%	0.28%	0.48%	0.38%	0.32%	0.43%	0.43%	0.20%	0.0%	0.46%	0.80%	0.56%	0.25%	0.25%	0.24%	0.44%	0.70%	0.46%	0.53%	0.39%	0.79%	0.38%	0.43%	0.77%	0.76%	1.13%	0.44%	0.39%	0.37%	0.37%	0.22%	0.41%	0.14%	0.0%	0.19%	0.0%	0.67%	0.90%	0.37%	0.33%	1.65%	0.39%	0.23%	1.41%	0.54%	0.19%					
23	"6. ""Объединенная Российская партия ""Русь"""	118	3	4	1	2	4	2	1	1	2	4	1	0	3	0	3	4	1	2	0	6	2	2	2	3	1	2	2	2	0	3	2	2	4	2	4	4	5	0	3	4	2	1	3	0	2	1	1	3	2	2	5	1	1	1					
		0.20%	0.25%	0.42%	0.09%	0.23%	0.97%	0.24%	0.16%	0.11%	0.17%	0.37%	0.09%	0.0%	0.32%	0.0%	0.26%	0.27%	0.12%	0.18%	0.0%	0.68%	0.12%	0.17%	0.24%	0.22%	0.07%	0.13%	0.13%	0.15%	0.0%	0.19%	0.12%	0.14%	0.27%	0.14%	0.29%	0.31%	0.37%	0.0%	0.22%	0.27%	0.14%	0.06%	0.19%	0.0%	0.44%	0.08%	0.07%	0.33%	0.30%	0.19%	0.39%	0.14%	0.27%	0.09%					
24	"7. ""Новый курс - Автомобильная Россия"""	419	11	4	5	9	8	4	6	7	5	5	3	2	12	3	5	11	8	7	1	10	6	4	4	7	16	8	14	9	8	11	8	6	12	4	14	15	14	3	15	7	12	15	10	0	2	8	6	6	4	11	11	11	6	6					
		0.71%	0.93%	0.42%	0.48%	1.04%	1.95%	0.49%	0.98%	0.81%	0.43%	0.46%	0.28%	0.19%	1.30%	0.65%	0.43%	0.74%	0.97%	0.65%	0.16%	1.13%	0.38%	0.34%	0.49%	0.52%	1.25%	0.53%	0.92%	0.70%	0.70%	0.71%	0.50%	0.42%	0.83%	0.28%	1.04%	1.17%	1.05%	0.37%	1.14%	0.48%	0.88%	1.04%	0.66%	0.0%	0.44%	0.65%	0.45%	0.66%	0.60%	1.07%	0.86%	1.55%	1.63%	0.59%					
25	"8. ""Народно-республиканская партия России"""	135	8	1	2	2	1	0	1	1	3	2	5	0	4	3	0	1	1	5	2	4	1	0	2	9	3	4	4	0	0	1	4	3	4	4	3	5	7	4	3	2	1	3	2	1	0	3	7	0	0	2	1	0	0	6					
		0.23%	0.68%	0.10%	0.19%	0.23%	0.24%	0.0%	0.16%	0.11%	0.26%	0.18%	0.48%	0.0%	0.43%	0.65%	0.0%	0.06%	0.12%	0.46%	0.32%	0.45%	0.06%	0.0%	0.24%	0.67%	0.23%	0.26%	0.26%	0.0%	0.0%	0.06%	0.25%	0.21%	0.27%	0.28%	0.22%	0.39%	0.52%	0.49%	0.22%	0.13%	0.07%	0.20%	0.13%	0.63%	0.0%	0.24%	0.52%	0.0%	0.0%	0.19%	0.07%	0.0%	0.0%	0.59%					
26	"9. ""Российская экологическая партия ""Зеленые"""	300	9	6	5	3	3	4	4	6	5	3	6	3	1	3	5	7	3	8	2	3	8	4	8	8	4	9	7	5	7	6	7	6	11	8	10	7	7	9	11	12	4	12	9	1	1	6	5	4	3	4	1	4	1	2					
		0.51%	0.76%	0.63%	0.48%	0.34%	0.73%	0.49%	0.65%	0.70%	0.43%	0.28%	0.57%	0.28%	0.10%	0.65%	0.43%	0.47%	0.36%	0.74%	0.32%	0.34%	0.51%	0.34%	0.98%	0.59%	0.31%	0.59%	0.46%	0.39%	0.61%	0.38%	0.43%	0.42%	0.76%	0.56%	0.74%	0.54%	0.52%	1.11%	0.83%	0.82%	0.29%	0.83%	0.59%	0.63%	0.22%	0.49%	0.37%	0.44%	0.45%	0.39%	0.07%	0.56%	0.27%	0.19%					
27	"10. ""Аграрная партия России"""	1368	37	12	25	15	8	20	13	16	31	26	19	24	16	35	38	37	19	30	11	16	26	26	11	35	21	22	33	22	29	33	39	27	43	34	34	25	38	14	35	46	34	34	36	2	10	27	32	25	15	25	27	20	14	26					
		2.34%	3.15%	1.26%	2.40%	1.73%	1.95%	2.46%	2.12%	1.86%	2.68%	2.43%	1.82%	2.31%	1.74%	7.67%	3.30%	2.51%	2.31%	2.81%	1.77%	1.81%	1.67%	2.23%	1.34%	2.62%	1.64%	1.45%	2.19%	1.72%	2.56%	2.13%	2.44%	1.90%	3.00%	2.41%	2.54%	1.96%	2.87%	1.73%	2.66%	3.16%	2.49%	2.36%	2.38%	1.27%	2.23%	2.22%	2.40%	2.75%	2.25%	2.45%	2.12%	2.83%	3.82%	2.56%					
28	"11. ""Истинные патриоты России"""	77	0	2	1	3	6	1	1	0	2	2	2	2	3	1	1	1	1	2	0	0	1	2	0	5	0	1	0	1	1	2	1	1	1	1	0	0	0	1	1	0	2	1	4	0	2	0	2	0	11	3	1	0	1	0					
		0.13%	0.0%	0.21%	0.09%	0.34%	1.46%	0.12%	0.16%	0.0%	0.17%	0.18%	0.19%	0.19%	0.32%	0.21%	0.08%	0.06%	0.12%	0.18%	0.0%	0.0%	0.06%	0.17%	0.0%	0.37%	0.0%	0.06%	0.0%	0.07%	0.08%	0.12%	0.06%	0.07%	0.06%	0.07%	0.0%	0.0%	0.0%	0.12%	0.07%	0.0%	0.14%	0.06%	0.26%	0.0%	0.44%	0.0%	0.15%	0.0%	1.65%	0.29%	0.07%	0.0%	0.27%	0.0%					
29	"12. ""НАРОДНАЯ ПАРТИЯ Российской Федерации"""	1327	31	24	20	20	6	21	15	19	15	28	31	19	15	15	21	36	19	31	13	23	21	15	12	44	32	34	30	15	20	37	44	30	25	48	32	38	47	17	30	33	38	32	46	4	12	26	19	10	17	14	32	6	7	38					
		2.27%	2.64%	2.52%	1.92%	2.31%	1.46%	2.59%	2.45%	2.21%	1.30%	2.62%	2.98%	1.83%	1.63%	3.28%	1.82%	2.44%	2.31%	2.90%	2.10%	2.60%	1.35%	1.29%	1.47%	3.29%	2.5%	2.25%	1.99%	1.17%	1.76%	2.39%	2.76%	2.11%	1.74%	3.40%	2.39%	2.98%	3.55%	2.11%	2.28%	2.26%	2.78%	2.22%	3.04%	2.54%	2.68%	2.13%	1.42%	1.10%	2.56%	1.37%	2.51%	0.84%	1.91%	3.75%					
30	"13. ""Демократическая партия России"""	125	4	3	0	0	0	2	3	1	4	0	1	2	1	0	2	0	0	3	2	2	5	3	3	4	2	3	2	2	8	2	5	4	3	0	2	1	2	3	3	5	7	1	5	0	4	4	3	1	3	2	1	0	0	2					
		0.21%	0.34%	0.31%	0.0%	0.0%	0.0%	0.24%	0.49%	0.11%	0.34%	0.0%	0.09%	0.19%	0.10%	0.0%	0.17%	0.0%	0.0%	0.28%	0.32%	0.22%	0.32%	0.25%	0.36%	0.29%	0.15%	0.19%	0.13%	0.15%	0.70%	0.12%	0.31%	0.28%	0.20%	0.0%	0.14%	0.07%	0.15%	0.37%	0.22%	0.34%	0.51%	0.06%	0.33%	0.0%	0.89%	0.32%	0.22%	0.11%	0.45%	0.19%	0.07%	0.0%	0.0%	0.19%					
31	"14. ""Великая Россия - Евразийский Союз"""	92	1	0	0	1	2	4	0	0	3	2	3	1	6	2	3	5	0	4	3	0	5	2	3	2	2	2	4	0	0	1	3	2	2	2	2	3	1	1	0	1	3	0	1	1	1	0	1	0	2	1	1	1	1	1					
		0.15%	0.08%	0.0%	0.0%	0.11%	0.48%	0.49%	0.0%	0.0%	0.26%	0.18%	0.28%	0.09%	0.65%	0.43%	0.26%	0.33%	0.0%	0.37%	0.48%	0.0%	0.32%	0.17%	0.36%	0.14%	0.15%	0.13%	0.26%	0.0%	0.0%	0.06%	0.18%	0.14%	0.13%	0.14%	0.14%	0.23%	0.07%	0.12%	0.0%	0.06%	0.22%	0.0%	0.06%	0.63%	0.22%	0.0%	0.07%	0.0%	0.30%	0.09%	0.07%	0.14%	0.27%	0.09%					
32	"15. ""Партия СЛОН"""	73	1	0	3	2	0	1	1	2	2	0	1	1	2	3	1	0	1	1	2	0	1	2	0	5	0	1	1	0	2	1	3	0	4	3	4	1	2	1	4	0	2	1	1	0	0	1	4	1	0	1	2	0	0	1					
		0.12%	0.08%	0.0%	0.28%	0.23%	0.0%	0.12%	0.16%	0.23%	0.17%	0.0%	0.09%	0.09%	0.21%	0.65%	0.08%	0.0%	0.12%	0.09%	0.32%	0.0%	0.06%	0.17%	0.0%	0.37%	0.0%	0.06%	0.06%	0.0%	0.17%	0.06%	0.18%	0.0%	0.27%	0.21%	0.29%	0.07%	0.15%	0.12%	0.30%	0.0%	0.14%	0.06%	0.06%	0.0%	0.0%	0.08%	0.30%	0.11%	0.0%	0.09%	0.15%	0.0%	0.0%	0.09%					
33	"16. ""Родина"" (народно-патриотический союз)"""	4821	110	80	133	74	26	64	39	73	91	77	77	76	67	27	139	144	85	77	43	57	129	134	71	101	88	124	139	108	98	128	161	126	107	112	122	102	101	90	104	120	121	104	141	5	35	95	88	53	52	68	89	64	27	55					
		8.27%	9.36%	8.42%	12.78%	8.57%	6.35%	7.90%	6.37%	8.51%	7.89%	7.22%	7.40%	7.32%	7.29%	5.92%	12.08%	9.78%	10.34%	7.21%	6.94%	6.46%	8.33%	11.54%	8.71%	7.57%	6.87%	8.22%	9.22%	8.49%	8.65%	8.28%	10.11%	8.87%	7.47%	7.94%	9.12%	8.00%	7.64%	11.18%	7.90%	8.25%	8.87%	7.22%	9.33%	3.18%	7.82%	7.81%	6.62%	5.84%	7.83%	6.67%	6.99%	9.06%	7.37%	5.42%					
34	"17. ""Партия Мира и Единства (ПМЕ)"""	143	4	2	2	0	1	2	2	2	2	4	6	2	1	0	1	2	2	3	2	2	2	2	2	5	2	2	7	4	2	1	4	5	5	5	5	3	4	0	3	4	8	2	5	1	2	2	3	0	1	2	1	3	1	3					
		0.24%	0.34%	0.21%	0.19%	0.0%	0.24%	0.24%	0.32%	0.23%	0.17%	0.37%	0.57%	0.19%	0.10%	0.0%	0.08%	0.13%	0.24%	0.28%	0.32%	0.22%	0.12%	0.17%	0.24%	0.37%	0.15%	0.13%	0.46%	0.31%	0.17%	0.06%	0.25%	0.35%	0.34%	0.35%	0.37%	0.23%	0.30%	0.0%	0.22%	0.27%	0.58%	0.13%	0.33%	0.63%	0.44%	0.16%	0.22%	0.0%	0.15%	0.19%	0.07%	0.42%	0.27%	0.29%					
35	"18. ""ЛДПР"""	6085	136	91	84	84	72	92	59	69	94	73	98	129	132	53	92	117	83	106	63	94	173	124	90	142	148	150	162	149	133	168	138	160	173	157	141	153	144	73	147	157	126	174	124	6	30	139	134	122	65	107	132	79	36	108					
		10.44%	11.58%	9.57%	8.07%	9.73%	17.60%	11.35%	9.64%	8.05%	8.15%	6.84%	9.42%	12.43%	14.37%	11.62%	8.0%	7.94%	10.09%	9.93%	10.17%	10.65%	11.17%	10.68%	11.04%	10.64%	11.56%	9.94%	10.75%	11.71%	11.74%	10.87%	8.66%	11.27%	12.08%	11.13%	10.54%	12.00%	10.90%	9.06%	11.17%	10.79%	9.24%	12.09%	8.20%	3.82%	6.71%	11.44%	10.08%	13.46%	9.78%	10.50%	10.37%	11.18%	9.83%	10.66%					
36	"19. ""Партия Возрождения России - Российская партия ЖИЗНИ"""	1800	29	20	25	24	21	29	15	31	34	30	40	42	32	12	34	55	36	30	9	36	49	25	20	50	47	37	55	40	33	48	40	47	36	36	50	46	30	25	23	44	27	48	51	2	19	42	46	39	24	31	37	22	17	30					
		3.08%	2.47%	2.10%	2.40%	2.78%	5.13%	3.58%	2.45%	3.61%	2.94%	2.81%	3.84%	4.05%	3.48%	2.63%	2.95%	3.73%	4.37%	2.81%	1.45%	4.08%	3.16%	2.15%	2.45%	3.74%	3.67%	2.45%	3.65%	3.14%	2.91%	3.10%	2.51%	3.31%	2.51%	2.55%	3.73%	3.61%	2.27%	3.10%	1.74%	3.02%	1.98%	3.33%	3.37%	1.27%	4.25%	3.45%	3.46%	4.30%	3.61%	3.04%	2.90%	3.11%	4.64%	2.96%					
37	"20. ""Политическая партия ""Единая Россия"""	17802	382	295	324	281	107	233	184	246	349	299	352	314	278	173	341	455	243	295	178	252	467	322	272	389	416	428	457	374	350	420	536	427	430	409	380	361	356	274	395	425	443	447	492	91	141	408	425	271	214	317	461	189	117	317					
		30.55%	32.53%	31.05%	31.15%	32.56%	26.16%	28.76%	30.06%	28.70%	30.26%	28.04%	33.84%	30.27%	30.28%	37.93%	29.65%	30.91%	29.56%	27.64%	28.75%	28.57%	30.16%	27.73%	33.37%	29.16%	32.5%	28.38%	30.34%	29.40%	30.91%	27.18%	33.66%	30.09%	30.02%	29.00%	28.42%	28.33%	26.94%	34.03%	30.03%	29.22%	32.50%	31.06%	32.56%	57.96%	31.54%	33.58%	31.97%	29.91%	32.22%	31.10%	36.24%	26.77%	31.96%	31.29%					
38	"21. ""Российская Конституционно-демократическая партия"""	92	2	0	0	3	0	2	2	2	1	3	2	0	3	0	0	1	0	3	0	1	7	3	4	3	0	3	0	3	0	1	2	1	2	3	1	3	2	0	2	2	3	1	2	0	1	1	1	2	1	2	5	0	3	3					
		0.15%	0.17%	0.0%	0.0%	0.34%	0.0%	0.24%	0.32%	0.23%	0.08%	0.28%	0.19%	0.0%	0.32%	0.0%	0.0%	0.06%	0.0%	0.28%	0.0%	0.11%	0.45%	0.25%	0.49%	0.22%	0.0%	0.19%	0.0%	0.23%	0.0%	0.06%	0.12%	0.07%	0.13%	0.21%	0.07%	0.23%	0.15%	0.0%	0.15%	0.13%	0.22%	0.06%	0.13%	0.0%	0.22%	0.08%	0.07%	0.22%	0.15%	0.19%	0.39%	0.0%	0.81%	0.29%					
39	"22. ""Развитие предпринимательства"""	181	2	2	0	2	2	1	0	3	1	5	4	3	1	1	7	3	3	1	1	7	10	5	1	1	4	5	7	4	1	14	4	1	7	4	3	7	4	1	6	7	3	4	7	0	1	5	3	2	2	2	3	1	2	1					
		0.31%	0.17%	0.21%	0.0%	0.23%	0.48%	0.12%	0.0%	0.35%	0.08%	0.46%	0.38%	0.28%	0.10%	0.21%	0.60%	0.20%	0.36%	0.09%	0.16%	0.79%	0.64%	0.43%	0.12%	0.07%	0.31%	0.33%	0.46%	0.31%	0.08%	0.90%	0.25%	0.07%	0.48%	0.28%	0.22%	0.54%	0.30%	0.12%	0.45%	0.48%	0.22%	0.27%	0.46%	0.0%	0.22%	0.41%	0.22%	0.22%	0.30%	0.19%	0.23%	0.14%	0.54%	0.09%					
40	"23. ""Коммунистическая партия Российской Федерации (КПРФ)"""	11857	208	210	206	162	73	157	154	174	282	301	191	217	176	68	185	279	162	235	149	180	327	251	141	260	234	341	307	267	233	350	295	312	273	296	279	244	253	130	259	257	245	278	297	17	85	229	330	196	116	245	249	179	64	249					
		20.35%	17.71%	22.10%	19.80%	18.77%	17.84%	19.38%	25.16%	20.30%	24.45%	28.23%	18.36%	20.92%	19.17%	14.91%	16.08%	18.95%	19.70%	22.02%	24.07%	20.40%	21.12%	21.61%	17.30%	19.49%	18.28%	22.61%	20.38%	20.99%	20.58%	22.65%	18.53%	21.98%	19.06%	20.99%	20.86%	19.15%	19.15%	16.14%	19.69%	17.67%	17.97%	19.31%	19.65%	10.82%	19.01%	18.84%	24.83%	21.63%	17.46%	24.04%	19.57%	25.35%	17.48%	24.58%					
																																																													
41	Против всех	2765	33	34	58	45	24	38	22	48	38	39	50	60	35	12	53	58	30	60	28	48	65	51	35	96	81	79	62	75	47	79	64	57	70	67	67	65	87	31	67	88	69	62	72	8	22	59	69	48	25	44	71	19	16	35					
		4.74%	2.81%	3.57%	5.57%	5.21%	5.86%	4.69%	3.59%	5.60%	3.29%	3.65%	4.80%	5.78%	3.81%	2.63%	4.60%	3.94%	3.64%	5.62%	4.52%	5.44%	4.19%	4.39%	4.29%	7.19%	6.32%	5.23%	4.11%	5.89%	4.15%	5.11%	4.02%	4.01%	4.88%	4.75%	5.01%	5.10%	6.58%	3.85%	5.09%	6.05%	5.06%	4.30%	4.76%	5.09%	4.92%	4.85%	5.19%	5.29%	3.76%	4.31%	5.58%	2.69%	4.37%	3.45%					
																																																													
																																																													
																																																													
																																																													
																																																													
																																																													
																																																													
																																																													
																																																													
																																																													
																																																													
																																																													
																																																													
																																																													
																																																													
