Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации седьмого созыва																																
Дата голосования: 18.09.2016																																
																																
Наименование Избирательной комиссии:    Медногорская городская																																
																																
Сводная таблица итогов голосования по федеральному избирательному округу																																
																																
		Сумма	УИК №733	УИК №734	УИК №735	УИК №736	УИК №737	УИК №739	УИК №740	УИК №742	УИК №743	УИК №744	УИК №745	УИК №747	УИК №750	УИК №751	УИК №752	УИК №753	УИК №754	УИК №755	УИК №756	УИК №757	УИК №758									
31	"13. Политическая партия ""ПАТРИОТЫ РОССИИ"""	54	6	5	7	4	2	6	1	6	5	1	2	2	1	2	1	1	1	0	0	1	0									
		0.54%	0.72%	0.62%	1.05%	0.68%	0.28%	0.95%	0.15%	1.09%	1.05%	0.20%	0.27%	0.57%	0.18%	0.39%	0.39%	0.26%	0.29%	0.00%	0.00%	1.61%	0.00%									
32	14. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	535	65	48	45	31	43	51	51	25	34	31	15	16	9	14	6	9	21	9	6	5	1									
		5.38%	7.82%	5.95%	6.74%	5.26%	6.08%	8.10%	7.56%	4.54%	7.14%	6.21%	2.05%	4.57%	1.65%	2.72%	2.36%	2.36%	6.19%	6.47%	5.26%	8.06%	1.16%									
																																
																																
																																
																																
																																
																																
																																
																																
																																
																																
																																
																																
																																
																																
																																
																																
																																
																																
																																
																																
																																
																																
