Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации четвертого созыва																																																			
Дата голосования: 07.12.2003 0:00:00																																																			
																																																			
Наименование Избирательной комиссии:    Каслинская																																																			
																																																			
Сводная таблица итогов голосования по пропорциональной системе выборов (Протокол №2)																																																			
																																																			
		Сумма	УИК №919	УИК №920	УИК №921	УИК №922	УИК №923	УИК №924	УИК №925	УИК №926	УИК №927	УИК №928	УИК №929	УИК №930	УИК №931	УИК №932	УИК №933	УИК №934	УИК №935	УИК №936	УИК №937	УИК №938	УИК №939	УИК №940	УИК №941	УИК №942	УИК №943	УИК №944	УИК №945	УИК №946	УИК №947	УИК №948	УИК №949	УИК №950	УИК №951	УИК №952	УИК №953	УИК №954	УИК №955	УИК №956	УИК №957	УИК №958	УИК №959	УИК №960	УИК №961	УИК №962					
11	"Число открепительных удостоверений, полученных участковыми комиссиями"	406	15	15	15	15	15	15	15	15	15	15	15	15	5	10	10	16	5	10	5	10	10	10	5	5	5	5	10	5	10	5	5	5	10	5	5	5	10	5	5	5	5	10	5	5					
12	"Число открепительных удостоверений, выданных участковыми комиссиями"	97	1	3	4	10	6	1	3	1	4	3	1	1	1	6	2	9	1	0	0	0	4	2	2	1	0	0	3	1	4	0	0	0	8	0	3	0	4	5	1	0	0	2	0	0					
13	"Число избирателей, проголосовавших по открепительным удостоверениям"	94	5	3	2	7	7	2	4	2	1	1	0	2	0	2	0	4	1	3	4	2	1	3	1	0	0	0	1	1	3	1	2	3	5	1	1	0	4	4	2	5	2	2	0	0					
14	Число погашенных открепительных удостоверений	309	14	12	11	5	9	14	12	14	11	12	14	14	4	4	8	7	4	10	5	10	6	8	3	4	5	5	7	4	6	5	5	5	2	5	2	5	6	0	4	5	5	8	5	5					
15	Число открепительных удостоверений выданных ТИК	21	0	1	2	1	1	1	0	0	1	0	0	1	0	0	0	0	0	0	0	0	1	1	2	1	0	0	1	0	1	0	2	0	1	0	0	0	1	0	0	0	1	0	1	0					
16	Число утраченных бюллетеней	2	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	Число не учтенных при получении бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																																																			
18	"1. ""ЕДИНЕНИЕ"""	318	17	17	13	16	22	2	10	10	11	5	4	13	5	5	3	15	4	3	5	10	9	4	14	2	0	2	10	5	0	1	5	2	10	12	4	6	15	13	7	0	0	3	3	1					
		1.95%	2.62%	2.71%	1.34%	1.62%	2.14%	0.55%	2.13%	2.35%	1.71%	1.59%	1.68%	2.62%	9.09%	0.76%	0.77%	1.37%	6.25%	1.34%	4.95%	2.86%	2.63%	1.09%	3.58%	1.17%	0.0%	3.03%	2.34%	0.85%	0.0%	1.92%	3.04%	2.40%	2.23%	6.06%	5.0%	6.12%	2.35%	1.88%	3.36%	0.0%	0.0%	0.78%	2.15%	0.58%					
19	"2. ""СОЮЗ ПРАВЫХ СИЛ"""	343	13	13	23	25	17	6	3	8	20	11	1	6	0	15	4	36	4	6	3	25	5	10	2	0	0	2	0	6	4	0	2	7	8	1	3	0	15	25	4	3	1	5	0	1					
		2.10%	2.00%	2.07%	2.38%	2.54%	1.66%	1.66%	0.63%	1.88%	3.12%	3.50%	0.42%	1.21%	0.0%	2.30%	1.03%	3.31%	6.25%	2.69%	2.97%	7.16%	1.46%	2.73%	0.51%	0.0%	0.0%	3.03%	0.0%	1.02%	3.30%	0.0%	1.21%	8.43%	1.78%	0.50%	3.75%	0.0%	2.35%	3.62%	1.92%	2.0%	0.89%	1.30%	0.0%	0.58%					
20	"3. ""РОССИЙСКАЯ ПАРТИЯ ПЕНСИОНЕРОВ И ПАРТИЯ СОЦИАЛЬНОЙ СПРАВЕДЛИВОСТИ"""	1600	70	48	93	102	95	46	24	56	52	42	15	32	6	88	31	141	5	50	6	62	28	17	22	19	2	5	35	49	16	3	16	8	50	19	13	18	39	37	18	38	10	44	19	11					
		9.83%	10.81%	7.66%	9.65%	10.36%	9.27%	12.74%	5.11%	13.20%	8.11%	13.37%	6.32%	6.46%	10.90%	13.51%	8.05%	12.97%	7.81%	22.42%	5.94%	17.76%	8.18%	4.65%	5.64%	11.17%	2.35%	7.57%	8.19%	8.36%	13.22%	5.76%	9.75%	9.63%	11.18%	9.59%	16.25%	18.36%	6.12%	5.37%	8.65%	25.33%	8.92%	11.48%	13.66%	6.47%					
21	"4. ""Российская демократическая партия ""ЯБЛОКО"""	535	25	24	36	54	49	8	20	24	19	8	6	23	0	32	17	39	2	9	5	9	2	17	3	4	0	1	4	5	0	2	1	1	2	3	1	2	28	34	6	2	2	5	1	0					
		3.28%	3.86%	3.83%	3.73%	5.48%	4.78%	2.21%	4.26%	5.66%	2.96%	2.54%	2.53%	4.64%	0.0%	4.91%	4.41%	3.58%	3.12%	4.03%	4.95%	2.57%	0.58%	4.65%	0.76%	2.35%	0.0%	1.51%	0.93%	0.85%	0.0%	3.84%	0.60%	1.20%	0.44%	1.51%	1.25%	2.04%	4.39%	4.93%	2.88%	1.33%	1.78%	1.30%	0.71%	0.0%					
22	"5. ""За Русь Святую"""	65	5	2	4	0	4	3	1	2	1	3	0	4	0	4	5	3	0	0	2	3	1	0	0	0	0	0	4	0	1	0	1	0	2	2	0	0	1	4	0	1	1	1	0	0					
		0.39%	0.77%	0.31%	0.41%	0.0%	0.39%	0.83%	0.21%	0.47%	0.15%	0.95%	0.0%	0.80%	0.0%	0.61%	1.29%	0.27%	0.0%	0.0%	1.98%	0.85%	0.29%	0.0%	0.0%	0.0%	0.0%	0.0%	0.93%	0.0%	0.82%	0.0%	0.60%	0.0%	0.44%	1.01%	0.0%	0.0%	0.15%	0.58%	0.0%	0.66%	0.89%	0.26%	0.0%	0.0%					
23	"6. ""Объединенная Российская партия ""Русь"""	33	1	0	3	1	3	1	1	0	1	1	1	2	0	0	1	2	0	2	0	2	1	2	0	2	0	0	0	0	0	0	0	0	2	1	1	0	0	0	0	0	0	0	0	2					
		0.20%	0.15%	0.0%	0.31%	0.10%	0.29%	0.27%	0.21%	0.0%	0.15%	0.31%	0.42%	0.40%	0.0%	0.0%	0.25%	0.18%	0.0%	0.89%	0.0%	0.57%	0.29%	0.54%	0.0%	1.17%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.44%	0.50%	1.25%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	1.17%					
24	"7. ""Новый курс - Автомобильная Россия"""	90	1	1	6	5	1	5	1	4	2	2	2	4	0	5	1	9	0	2	0	3	2	0	2	0	0	0	0	0	2	0	1	1	4	1	1	0	11	2	2	0	1	6	0	0					
		0.55%	0.15%	0.15%	0.62%	0.50%	0.09%	1.38%	0.21%	0.94%	0.31%	0.63%	0.84%	0.80%	0.0%	0.76%	0.25%	0.82%	0.0%	0.89%	0.0%	0.85%	0.58%	0.0%	0.51%	0.0%	0.0%	0.0%	0.0%	0.0%	1.65%	0.0%	0.60%	1.20%	0.89%	0.50%	1.25%	0.0%	1.72%	0.29%	0.96%	0.0%	0.89%	1.56%	0.0%	0.0%					
25	"8. ""Народно-республиканская партия России"""	20	1	2	0	0	1	0	0	3	1	0	0	1	0	2	0	1	0	0	0	1	1	0	0	0	0	0	0	0	0	0	1	0	1	1	0	0	1	0	0	0	1	1	0	0					
		0.12%	0.15%	0.31%	0.0%	0.0%	0.09%	0.0%	0.0%	0.70%	0.15%	0.0%	0.0%	0.20%	0.0%	0.30%	0.0%	0.09%	0.0%	0.0%	0.0%	0.28%	0.29%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.60%	0.0%	0.22%	0.50%	0.0%	0.0%	0.15%	0.0%	0.0%	0.0%	0.89%	0.26%	0.0%	0.0%					
26	"9. ""Российская экологическая партия ""Зеленые"""	54	2	5	1	1	3	0	1	1	1	2	0	2	0	6	1	5	0	2	2	3	0	1	0	0	0	0	1	3	0	0	0	0	0	2	0	0	4	0	0	0	0	0	0	5					
		0.33%	0.30%	0.79%	0.10%	0.10%	0.29%	0.0%	0.21%	0.23%	0.15%	0.63%	0.0%	0.40%	0.0%	0.92%	0.25%	0.45%	0.0%	0.89%	1.98%	0.85%	0.0%	0.27%	0.0%	0.0%	0.0%	0.0%	0.23%	0.51%	0.0%	0.0%	0.0%	0.0%	0.0%	1.01%	0.0%	0.0%	0.62%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	2.94%					
27	"10. ""Аграрная партия России"""	770	13	13	31	21	22	11	7	5	12	7	4	5	2	16	12	33	1	17	9	11	39	25	29	15	6	3	43	52	4	3	11	5	43	21	5	5	26	51	18	26	7	20	27	34					
		4.73%	2.00%	2.07%	3.21%	2.13%	2.14%	3.04%	1.49%	1.17%	1.87%	2.22%	1.68%	1.01%	3.63%	2.45%	3.11%	3.03%	1.56%	7.62%	8.91%	3.15%	11.40%	6.84%	7.43%	8.82%	7.05%	4.54%	10.07%	8.87%	3.30%	5.76%	6.70%	6.02%	9.61%	10.60%	6.25%	5.10%	4.08%	7.40%	8.65%	17.33%	6.24%	5.22%	19.42%	20.0%					
28	"11. ""Истинные патриоты России"""	34	1	2	1	2	1	1	1	0	1	1	0	0	2	0	2	1	0	0	1	1	0	0	0	0	0	0	2	2	0	0	2	0	1	0	0	0	5	3	0	0	0	1	0	0					
		0.20%	0.15%	0.31%	0.10%	0.20%	0.09%	0.27%	0.21%	0.0%	0.15%	0.31%	0.0%	0.0%	3.63%	0.0%	0.51%	0.09%	0.0%	0.0%	0.99%	0.28%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.46%	0.34%	0.0%	0.0%	1.21%	0.0%	0.22%	0.0%	0.0%	0.0%	0.78%	0.43%	0.0%	0.0%	0.0%	0.26%	0.0%	0.0%					
29	"12. ""НАРОДНАЯ ПАРТИЯ Российской Федерации"""	132	9	5	5	5	7	0	2	1	8	2	2	5	0	8	2	17	0	1	0	4	1	3	3	2	0	2	1	5	2	0	4	0	5	3	0	2	8	4	0	0	0	3	1	0					
		0.81%	1.39%	0.79%	0.51%	0.50%	0.68%	0.0%	0.42%	0.23%	1.24%	0.63%	0.84%	1.01%	0.0%	1.22%	0.51%	1.56%	0.0%	0.44%	0.0%	1.14%	0.29%	0.82%	0.76%	1.17%	0.0%	3.03%	0.23%	0.85%	1.65%	0.0%	2.43%	0.0%	1.11%	1.51%	0.0%	2.04%	1.25%	0.58%	0.0%	0.0%	0.0%	0.78%	0.71%	0.0%					
30	"13. ""Демократическая партия России"""	51	0	1	1	2	2	1	2	0	1	0	2	0	0	2	0	4	0	0	0	2	0	0	1	0	0	0	2	1	1	1	0	2	2	3	1	0	2	9	0	4	0	2	0	0					
		0.31%	0.0%	0.15%	0.10%	0.20%	0.19%	0.27%	0.42%	0.0%	0.15%	0.0%	0.84%	0.0%	0.0%	0.30%	0.0%	0.36%	0.0%	0.0%	0.0%	0.57%	0.0%	0.0%	0.25%	0.0%	0.0%	0.0%	0.46%	0.17%	0.82%	1.92%	0.0%	2.40%	0.44%	1.51%	1.25%	0.0%	0.31%	1.30%	0.0%	2.66%	0.0%	0.52%	0.0%	0.0%					
31	"14. ""Великая Россия - Евразийский Союз"""	35	1	0	0	1	3	0	2	1	2	0	1	2	0	4	1	3	0	1	0	1	2	1	3	0	0	0	0	1	0	0	1	0	1	0	0	0	0	0	0	0	1	1	1	0					
		0.21%	0.15%	0.0%	0.0%	0.10%	0.29%	0.0%	0.42%	0.23%	0.31%	0.0%	0.42%	0.40%	0.0%	0.61%	0.25%	0.27%	0.0%	0.44%	0.0%	0.28%	0.58%	0.27%	0.76%	0.0%	0.0%	0.0%	0.0%	0.17%	0.0%	0.0%	0.60%	0.0%	0.22%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.89%	0.26%	0.71%	0.0%					
32	"15. ""Партия СЛОН"""	21	1	1	1	2	2	2	1	0	1	0	0	0	0	0	0	1	0	0	0	1	0	1	0	0	1	1	0	0	0	0	0	0	0	0	0	0	2	1	0	0	0	0	1	1					
		0.12%	0.15%	0.15%	0.10%	0.20%	0.19%	0.55%	0.21%	0.0%	0.15%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.09%	0.0%	0.0%	0.0%	0.28%	0.0%	0.27%	0.0%	0.0%	1.17%	1.51%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.31%	0.14%	0.0%	0.0%	0.0%	0.0%	0.71%	0.58%					
33	"16. ""Родина"" (народно-патриотический союз)"""	829	38	29	49	64	53	24	15	27	28	14	22	24	5	65	29	56	5	6	5	11	21	12	11	5	2	3	18	28	5	2	13	2	5	6	4	0	28	54	15	9	6	9	2	0					
		5.09%	5.87%	4.63%	5.08%	6.50%	5.17%	6.64%	3.19%	6.36%	4.36%	4.45%	9.28%	4.84%	9.09%	9.98%	7.53%	5.15%	7.81%	2.69%	4.95%	3.15%	6.14%	3.28%	2.82%	2.94%	2.35%	4.54%	4.21%	4.77%	4.13%	3.84%	7.92%	2.40%	1.11%	3.03%	5.0%	0.0%	4.39%	7.83%	7.21%	6.0%	5.35%	2.34%	1.43%	0.0%					
34	"17. ""Партия Мира и Единства (ПМЕ)"""	43	3	1	0	0	3	1	1	1	4	0	0	0	0	0	1	5	0	0	0	0	0	0	3	2	0	1	1	1	1	1	0	1	1	1	0	0	1	4	0	3	0	1	1	0					
		0.26%	0.46%	0.15%	0.0%	0.0%	0.29%	0.27%	0.21%	0.23%	0.62%	0.0%	0.0%	0.0%	0.0%	0.0%	0.25%	0.45%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.76%	1.17%	0.0%	1.51%	0.23%	0.17%	0.82%	1.92%	0.0%	1.20%	0.22%	0.50%	0.0%	0.0%	0.15%	0.58%	0.0%	2.0%	0.0%	0.26%	0.71%	0.0%					
35	"18. ""ЛДПР"""	1979	74	77	122	115	107	52	52	42	109	42	45	79	7	53	40	97	3	13	17	54	48	47	62	21	12	9	47	64	19	8	21	9	66	28	14	4	68	76	43	4	14	57	16	22					
		12.16%	11.43%	12.30%	12.66%	11.68%	10.44%	14.40%	11.08%	9.90%	17.00%	13.37%	18.98%	15.95%	12.72%	8.14%	10.38%	8.92%	4.68%	5.82%	16.83%	15.47%	14.03%	12.87%	15.89%	12.35%	14.11%	13.63%	11.00%	10.92%	15.70%	15.38%	12.80%	10.84%	14.76%	14.14%	17.5%	4.08%	10.67%	11.03%	20.67%	2.66%	12.49%	14.88%	11.51%	12.94%					
36	"19. ""Партия Возрождения России - Российская партия ЖИЗНИ"""	313	16	15	17	13	8	11	7	1	5	9	7	7	1	14	5	23	1	10	0	5	12	8	13	3	1	1	7	14	2	4	5	1	9	9	1	4	12	23	1	1	4	2	1	0					
		1.92%	2.47%	2.39%	1.76%	1.32%	0.78%	3.04%	1.49%	0.23%	0.78%	2.86%	2.95%	1.41%	1.81%	2.15%	1.29%	2.11%	1.56%	4.48%	0.0%	1.43%	3.50%	2.19%	3.33%	1.76%	1.17%	1.51%	1.63%	2.38%	1.65%	7.69%	3.04%	1.20%	2.01%	4.54%	1.25%	4.08%	1.88%	3.33%	0.48%	0.66%	3.57%	0.52%	0.71%	0.0%					
37	"20. ""Политическая партия ""Единая Россия"""	5980	244	258	402	402	450	120	262	166	275	129	90	186	18	204	143	360	27	68	31	94	97	142	140	48	49	28	104	174	43	18	46	26	154	57	24	28	241	208	62	34	45	176	46	61					
		36.77%	37.71%	41.21%	41.74%	40.85%	43.94%	33.24%	55.86%	39.15%	42.90%	41.08%	37.97%	37.57%	32.72%	31.33%	37.14%	33.11%	42.18%	30.49%	30.69%	26.93%	28.36%	38.90%	35.89%	28.23%	57.64%	42.42%	24.35%	29.69%	35.53%	34.61%	28.04%	31.32%	34.45%	28.78%	30.0%	28.57%	37.83%	30.18%	29.80%	22.66%	40.17%	45.95%	33.09%	35.88%					
38	"21. ""Российская Конституционно-демократическая партия"""	41	2	1	1	0	1	2	1	2	4	0	1	3	1	3	0	8	0	0	1	0	0	0	0	0	0	0	1	0	0	0	1	0	1	0	0	0	4	1	0	1	1	0	0	0					
		0.25%	0.30%	0.15%	0.10%	0.0%	0.09%	0.55%	0.21%	0.47%	0.62%	0.0%	0.42%	0.60%	1.81%	0.46%	0.0%	0.73%	0.0%	0.0%	0.99%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.23%	0.0%	0.0%	0.0%	0.60%	0.0%	0.22%	0.0%	0.0%	0.0%	0.62%	0.14%	0.0%	0.66%	0.89%	0.0%	0.0%	0.0%					
39	"22. ""Развитие предпринимательства"""	35	0	3	4	0	4	0	3	2	1	3	1	0	0	3	0	1	0	0	0	0	1	1	0	0	0	0	0	3	0	0	0	0	1	0	0	1	0	0	0	0	0	2	0	1					
		0.21%	0.0%	0.47%	0.41%	0.0%	0.39%	0.0%	0.63%	0.47%	0.15%	0.95%	0.42%	0.0%	0.0%	0.46%	0.0%	0.09%	0.0%	0.0%	0.0%	0.0%	0.29%	0.27%	0.0%	0.0%	0.0%	0.0%	0.0%	0.51%	0.0%	0.0%	0.0%	0.0%	0.22%	0.0%	0.0%	1.02%	0.0%	0.0%	0.0%	0.0%	0.0%	0.52%	0.0%	0.58%					
40	"23. ""Коммунистическая партия Российской Федерации (КПРФ)"""	1984	67	66	95	93	103	43	33	43	41	19	19	65	2	77	58	170	5	14	4	23	59	65	58	36	10	5	118	139	14	4	17	10	66	17	7	23	87	98	16	18	11	34	13	19					
		12.20%	10.35%	10.54%	9.86%	9.45%	10.05%	11.91%	7.03%	10.14%	6.39%	6.05%	8.01%	13.13%	3.63%	11.82%	15.06%	15.63%	7.81%	6.27%	3.96%	6.59%	17.25%	17.80%	14.87%	21.17%	11.76%	7.57%	27.63%	23.72%	11.57%	7.69%	10.36%	12.04%	14.76%	8.58%	8.75%	23.46%	13.65%	14.22%	7.69%	12.0%	9.82%	8.87%	9.35%	11.17%					
																																																			
41	Против всех	671	25	32	45	42	62	11	13	21	28	9	6	15	4	32	20	41	6	11	6	17	9	5	17	8	2	3	16	20	4	3	12	4	8	8	1	3	27	34	15	5	3	9	3	6					
		4.12%	3.86%	5.11%	4.67%	4.26%	6.05%	3.04%	2.77%	4.95%	4.36%	2.86%	2.53%	3.03%	7.27%	4.91%	5.19%	3.77%	9.37%	4.93%	5.94%	4.87%	2.63%	1.36%	4.35%	4.70%	2.35%	4.54%	3.74%	3.41%	3.30%	5.76%	7.31%	4.81%	1.78%	4.04%	1.25%	3.06%	4.23%	4.93%	7.21%	3.33%	2.67%	2.34%	2.15%	3.52%					
																																																			
																																																			
																																																			
																																																			
																																																			
																																																			
																																																			
																																																			
																																																			
																																																			
																																																			
																																																			
																																																			
																																																			
																																																			
