Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации седьмого созыва																																			
Дата голосования: 18.09.2016																																			
																																			
Наименование Избирательной комиссии:    Терская																																			
																																			
Сводная таблица итогов голосования по федеральному избирательному округу																																			
																																			
		Сумма	УИК №97	УИК №254	УИК №255	УИК №256	УИК №257	УИК №258	УИК №259	УИК №260	УИК №261	УИК №262	УИК №263	УИК №264	УИК №265	УИК №266	УИК №267	УИК №268	УИК №269	УИК №270	УИК №271	УИК №272	УИК №273	УИК №274	УИК №275	УИК №276									
		0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%									
29	"11. Политическая партия ""Российская объединенная демократическая партия ""ЯБЛОКО"""	5	0	1	1	0	1	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
		0.02%	0.00%	0.04%	0.04%	0.00%	0.04%	0.00%	0.32%	0.00%	0.05%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%									
30	"12. Политическая партия ""КОММУНИСТИЧЕСКАЯ ПАРТИЯ РОССИЙСКОЙ ФЕДЕРАЦИИ"""	6117	317	401	378	311	448	356	69	348	375	88	352	59	281	0	229	201	319	325	0	209	321	325	268	137									
		19.05%	23.34%	15.14%	14.78%	13.63%	16.96%	23.80%	22.19%	22.66%	17.47%	25.07%	21.96%	19.80%	22.35%	0.00%	28.41%	22.87%	16.56%	18.86%	0.00%	29.69%	23.67%	23.55%	23.34%	27.96%									
31	"13. Политическая партия ""ПАТРИОТЫ РОССИИ"""	35	3	2	4	3	2	1	0	3	2	0	3	0	7	3	2	0	0	0	0	0	0	0	0	0									
		0.11%	0.22%	0.08%	0.16%	0.13%	0.08%	0.07%	0.00%	0.20%	0.09%	0.00%	0.19%	0.00%	0.56%	0.30%	0.25%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%									
32	14. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	685	27	56	48	37	68	39	16	34	29	17	33	21	35	19	22	21	28	26	15	17	36	18	15	8									
		2.13%	1.99%	2.11%	1.88%	1.62%	2.57%	2.61%	5.14%	2.21%	1.35%	4.84%	2.06%	7.05%	2.78%	1.91%	2.73%	2.39%	1.45%	1.51%	7.25%	2.41%	2.65%	1.30%	1.31%	1.63%									
																																			
																																			
																																			
																																			
																																			
																																			
																																			
																																			
																																			
																																			
																																			
																																			
																																			
																																			
																																			
																																			
																																			
																																			
																																			
																																			
																																			
																																			
