Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации седьмого созыва																																						
Дата голосования: 18.09.2016																																						
																																						
Наименование Избирательной комиссии:    Волосовская																																						
																																						
Сводная таблица итогов голосования по федеральному избирательному округу																																						
																																						
		Сумма	УИК №35	УИК №36	УИК №37	УИК №38	УИК №39	УИК №40	УИК №41	УИК №42	УИК №43	УИК №44	УИК №45	УИК №46	УИК №47	УИК №48	УИК №49	УИК №50	УИК №51	УИК №52	УИК №53	УИК №54	УИК №55	УИК №56	УИК №57	УИК №58	УИК №59	УИК №60	УИК №958									
11	"Число открепительных удостоверений, полученных участковой избирательной комиссией"	600	30	30	30	30	10	25	10	30	25	5	20	10	25	30	20	20	10	30	30	20	25	40	15	40	30	10	0									
12	"Число открепительных удостоверений, выданных на избирательном участке до дня голосования"	364	28	16	17	13	3	6	10	30	17	1	20	10	6	13	0	20	2	3	13	14	25	40	7	16	30	4	0									
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательном участке"	253	6	8	19	14	5	7	10	7	55	9	1	7	4	6	2	7	6	8	8	11	5	11	7	9	11	3	7									
14	Число погашенных неиспользованных открепительных удостоверений	236	2	14	13	17	7	19	0	0	8	4	0	0	19	17	20	0	8	27	17	6	0	0	8	24	0	6	0									
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	36	5	10	7	3	0	1	0	0	2	0	1	1	0	1	1	0	0	0	2	0	0	1	0	0	1	0	0									
16	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
17	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
18	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
																																						
19	"1. ВСЕРОССИЙСКАЯ ПОЛИТИЧЕСКАЯ ПАРТИЯ ""РОДИНА"""	183	14	15	15	7	3	10	10	5	10	0	4	4	10	5	0	1	0	8	2	14	4	7	16	3	11	5	0									
		1.07%	1.53%	1.63%	1.67%	0.85%	1.12%	0.84%	0.91%	1.25%	0.79%	0.00%	0.80%	0.72%	1.53%	0.68%	0.00%	0.29%	0.00%	1.15%	0.40%	2.04%	0.91%	1.02%	2.07%	0.53%	1.41%	0.84%	0.00%									
20	2. Политическая партия КОММУНИСТИЧЕСКАЯ ПАРТИЯ КОММУНИСТЫ РОССИИ	281	14	12	18	17	8	8	10	8	3	1	6	12	16	11	3	5	4	18	14	13	6	21	17	14	9	13	0									
		1.64%	1.53%	1.31%	2.00%	2.06%	2.99%	0.68%	0.91%	1.99%	0.24%	0.56%	1.20%	2.16%	2.45%	1.49%	1.36%	1.47%	0.89%	2.58%	2.79%	1.89%	1.37%	3.07%	2.20%	2.48%	1.16%	2.18%	0.00%									
21	"3. Политическая партия ""Российская партия пенсионеров за справедливость"""	254	27	14	22	9	7	4	13	7	13	2	3	8	13	6	3	3	6	13	6	15	9	10	13	14	7	7	0									
		1.48%	2.95%	1.53%	2.45%	1.09%	2.62%	0.34%	1.19%	1.75%	1.03%	1.12%	0.60%	1.44%	1.99%	0.81%	1.36%	0.88%	1.34%	1.86%	1.20%	2.18%	2.05%	1.46%	1.68%	2.48%	0.90%	1.17%	0.00%									
22	"4. Всероссийская политическая партия ""ЕДИНАЯ РОССИЯ"""	11160	440	438	428	449	158	922	824	221	1076	142	318	362	472	473	153	252	365	374	326	371	310	420	518	301	590	413	44									
		65.02%	48.14%	47.71%	47.61%	54.49%	59.18%	77.81%	75.18%	55.11%	85.19%	79.78%	63.47%	65.11%	72.39%	64.09%	69.55%	74.12%	81.66%	53.58%	65.07%	54.00%	70.62%	61.40%	67.01%	53.27%	75.74%	69.30%	100.00%									
23	"5. Политическая партия ""Российская экологическая партия ""Зеленые"""	58	7	3	6	4	0	4	3	3	1	1	0	4	0	2	1	3	0	2	1	2	1	1	0	5	3	1	0									
		0.34%	0.77%	0.33%	0.67%	0.49%	0.00%	0.34%	0.27%	0.75%	0.08%	0.56%	0.00%	0.72%	0.00%	0.27%	0.45%	0.88%	0.00%	0.29%	0.20%	0.29%	0.23%	0.15%	0.00%	0.88%	0.39%	0.17%	0.00%									
24	"6. Политическая партия ""Гражданская Платформа"""	18	4	1	0	1	0	3	1	1	1	0	0	0	0	1	0	0	0	2	0	1	0	1	0	1	0	0	0									
		0.10%	0.44%	0.11%	0.00%	0.12%	0.00%	0.25%	0.09%	0.25%	0.08%	0.00%	0.00%	0.00%	0.00%	0.14%	0.00%	0.00%	0.00%	0.29%	0.00%	0.15%	0.00%	0.15%	0.00%	0.18%	0.00%	0.00%	0.00%									
25	7. Политическая партия ЛДПР - Либерально-демократическая партия России	1665	97	120	127	91	24	97	74	39	60	13	63	61	46	68	28	18	25	76	65	86	50	85	72	85	36	59	0									
		9.70%	10.61%	13.07%	14.13%	11.04%	8.99%	8.19%	6.75%	9.73%	4.75%	7.30%	12.57%	10.97%	7.06%	9.21%	12.73%	5.29%	5.59%	10.89%	12.97%	12.52%	11.39%	12.43%	9.31%	15.04%	4.62%	9.90%	0.00%									
26	"8. Политическая партия ""Партия народной свободы"" (ПАРНАС)"	70	4	6	8	10	0	0	3	6	2	1	3	0	1	2	1	0	0	3	0	4	3	3	4	0	2	4	0									
		0.41%	0.44%	0.65%	0.89%	1.21%	0.00%	0.00%	0.27%	1.50%	0.16%	0.56%	0.60%	0.00%	0.15%	0.27%	0.45%	0.00%	0.00%	0.43%	0.00%	0.58%	0.68%	0.44%	0.52%	0.00%	0.26%	0.67%	0.00%									
27	"9. Всероссийская политическая партия ""ПАРТИЯ РОСТА"""	199	20	24	19	13	5	11	13	4	11	2	5	5	2	11	1	5	0	9	2	6	2	8	9	6	4	2	0									
		1.16%	2.19%	2.61%	2.11%	1.58%	1.87%	0.93%	1.19%	0.99%	0.87%	1.12%	0.99%	0.90%	0.31%	1.49%	0.45%	1.47%	0.00%	1.29%	0.40%	0.87%	0.46%	1.17%	1.16%	1.06%	0.51%	0.34%	0.00%									
28	"10. Общественная организация Всероссийская политическая партия ""Гражданская Сила"""	30	3	1	4	2	1	1	0	0	2	1	2	0	1	2	0	1	0	0	0	2	0	0	1	0	1	5	0									
		0.17%	0.33%	0.11%	0.44%	0.24%	0.37%	0.08%	0.00%	0.00%	0.16%	0.56%	0.40%	0.00%	0.15%	0.27%	0.00%	0.29%	0.00%	0.00%	0.00%	0.29%	0.00%	0.00%	0.13%	0.00%	0.13%	0.84%	0.00%									
29	"11. Политическая партия ""Российская объединенная демократическая партия ""ЯБЛОКО"""	178	14	19	22	11	0	9	5	3	2	2	4	7	5	4	5	2	0	7	3	19	2	5	8	9	9	2	0									
		1.04%	1.53%	2.07%	2.45%	1.33%	0.00%	0.76%	0.46%	0.75%	0.16%	1.12%	0.80%	1.26%	0.77%	0.54%	2.27%	0.59%	0.00%	1.00%	0.60%	2.77%	0.46%	0.73%	1.03%	1.59%	1.16%	0.34%	0.00%									
30	"12. Политическая партия ""КОММУНИСТИЧЕСКАЯ ПАРТИЯ РОССИЙСКОЙ ФЕДЕРАЦИИ"""	1291	89	92	89	87	23	45	70	57	42	3	53	40	40	54	13	23	17	91	35	69	17	54	43	70	45	30	0									
		7.52%	9.74%	10.02%	9.90%	10.56%	8.61%	3.80%	6.39%	14.21%	3.33%	1.69%	10.58%	7.19%	6.13%	7.32%	5.91%	6.76%	3.80%	13.04%	6.99%	10.04%	3.87%	7.89%	5.56%	12.39%	5.78%	5.03%	0.00%									
31	"13. Политическая партия ""ПАТРИОТЫ РОССИИ"""	46	3	0	5	4	1	3	1	1	5	0	2	0	2	2	0	1	0	1	1	0	0	6	3	2	2	1	0									
		0.27%	0.33%	0.00%	0.56%	0.49%	0.37%	0.25%	0.09%	0.25%	0.40%	0.00%	0.40%	0.00%	0.31%	0.27%	0.00%	0.29%	0.00%	0.14%	0.20%	0.00%	0.00%	0.88%	0.39%	0.35%	0.26%	0.17%	0.00%									
32	14. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	1374	153	153	109	110	27	64	56	39	26	9	36	39	37	53	12	21	12	73	30	69	23	50	50	37	39	47	0									
		8.00%	16.74%	16.67%	12.12%	13.35%	10.11%	5.40%	5.11%	9.73%	2.06%	5.06%	7.19%	7.01%	5.67%	7.18%	5.45%	6.18%	2.68%	10.46%	5.99%	10.04%	5.24%	7.31%	6.47%	6.55%	5.01%	7.89%	0.00%									
																																						
																																						
																																						
																																						
																																						
																																						
																																						
																																						
																																						
																																						
																																						
																																						
																																						
																																						
																																						
																																						
																																						
																																						
																																						
																																						
																																						
																																						
