Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации седьмого созыва																												
Дата голосования: 18.09.2016																												
																												
Наименование Избирательной комиссии:    Дивногорская городская																												
																												
Сводная таблица итогов голосования по федеральному избирательному округу																												
																												
		Сумма	УИК №70	УИК №71	УИК №72	УИК №73	УИК №74	УИК №75	УИК №76	УИК №77	УИК №78	УИК №79	УИК №80	УИК №81	УИК №82	УИК №83	УИК №84	УИК №85	УИК №86									
27	"9. Всероссийская политическая партия ""ПАРТИЯ РОСТА"""	94	0	5	6	14	14	15	8	11	8	6	0	0	0	2	1	3	1									
		1.06%	0.00%	0.55%	0.71%	1.53%	1.46%	1.82%	1.00%	1.06%	1.37%	0.81%	0.00%	0.00%	0.00%	1.41%	0.73%	3.90%	0.55%									
28	"10. Общественная организация Всероссийская политическая партия ""Гражданская Сила"""	10	0	2	0	0	2	0	0	3	3	0	0	0	0	0	0	0	0									
		0.11%	0.00%	0.22%	0.00%	0.00%	0.21%	0.00%	0.00%	0.29%	0.51%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%									
29	"11. Политическая партия ""Российская объединенная демократическая партия ""ЯБЛОКО"""	147	0	9	18	10	10	18	19	24	7	13	0	2	5	5	0	6	1									
		1.66%	0.00%	0.99%	2.14%	1.09%	1.04%	2.19%	2.38%	2.32%	1.20%	1.75%	0.00%	0.78%	1.33%	3.52%	0.00%	7.79%	0.55%									
30	"12. Политическая партия ""КОММУНИСТИЧЕСКАЯ ПАРТИЯ РОССИЙСКОЙ ФЕДЕРАЦИИ"""	1473	11	162	134	189	188	127	135	169	95	115	10	41	36	14	30	9	8									
		16.59%	22.45%	17.76%	15.93%	20.63%	19.60%	15.43%	16.90%	16.33%	16.27%	15.46%	20.83%	16.02%	9.57%	9.86%	21.90%	11.69%	4.37%									
31	"13. Политическая партия ""ПАТРИОТЫ РОССИИ"""	286	0	22	18	26	32	22	21	36	28	18	3	10	32	3	7	6	2									
		3.22%	0.00%	2.41%	2.14%	2.84%	3.34%	2.67%	2.63%	3.48%	4.79%	2.42%	6.25%	3.91%	8.51%	2.11%	5.11%	7.79%	1.09%									
32	14. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	357	1	44	39	26	26	30	26	54	15	38	1	10	14	7	11	5	10									
		4.02%	2.04%	4.82%	4.64%	2.84%	2.71%	3.65%	3.25%	5.22%	2.57%	5.11%	2.08%	3.91%	3.72%	4.93%	8.03%	6.49%	5.46%									
																												
																												
																												
																												
																												
																												
																												
																												
																												
																												
																												
																												
																												
																												
																												
																												
																												
																												
																												
																												
																												
																												
