Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации седьмого созыва																																		
Дата голосования: 18.09.2016																																		
																																		
Наименование Избирательной комиссии:    Вожегодская																																		
																																		
Сводная таблица итогов голосования по федеральному избирательному округу																																		
																																		
		Сумма	УИК №180	УИК №181	УИК №182	УИК №183	УИК №184	УИК №185	УИК №186	УИК №188	УИК №189	УИК №190	УИК №191	УИК №192	УИК №193	УИК №194	УИК №195	УИК №196	УИК №197	УИК №198	УИК №199	УИК №200	УИК №201	УИК №202	УИК №203									
		0.86%	1.18%	0.90%	0.45%	0.00%	1.29%	0.00%	0.00%	0.66%	5.77%	0.65%	0.00%	0.00%	0.00%	1.82%	0.00%	0.41%	0.66%	2.53%	0.00%	0.00%	0.00%	2.53%	0.87%									
30	"12. Политическая партия ""КОММУНИСТИЧЕСКАЯ ПАРТИЯ РОССИЙСКОЙ ФЕДЕРАЦИИ"""	742	175	98	67	2	41	8	8	50	5	33	3	9	7	29	33	29	29	17	21	12	12	26	28									
		13.28%	18.80%	14.63%	14.92%	4.17%	13.27%	8.16%	10.39%	8.22%	9.62%	21.57%	4.41%	6.29%	7.37%	10.55%	12.22%	11.98%	9.54%	21.52%	20.59%	18.75%	9.60%	13.13%	12.23%									
31	"13. Политическая партия ""ПАТРИОТЫ РОССИИ"""	14	3	1	1	0	0	0	1	2	0	2	0	0	1	1	0	0	0	0	0	0	0	1	1									
		0.25%	0.32%	0.15%	0.22%	0.00%	0.00%	0.00%	1.30%	0.33%	0.00%	1.31%	0.00%	0.00%	1.05%	0.36%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.51%	0.44%									
32	14. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	542	128	91	45	8	11	5	4	52	2	8	2	5	3	12	18	17	29	10	10	9	12	29	32									
		9.70%	13.75%	13.58%	10.02%	16.67%	3.56%	5.10%	5.19%	8.55%	3.85%	5.23%	2.94%	3.50%	3.16%	4.36%	6.67%	7.02%	9.54%	12.66%	9.80%	14.06%	9.60%	14.65%	13.97%									
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
