Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации пятого созыва																																																																					
Дата голосования: 02.12.2007																																																																					
																																																																					
Наименование Избирательной комиссии:    Талицкая																																																																					
																																																																					
Сводная таблица результатов выборов																																																																					
																																																																					
		Сумма	УИК №927	УИК №928	УИК №929	УИК №930	УИК №931	УИК №932	УИК №933	УИК №934	УИК №935	УИК №936	УИК №937	УИК №938	УИК №939	УИК №940	УИК №941	УИК №942	УИК №943	УИК №944	УИК №945	УИК №946	УИК №947	УИК №948	УИК №949	УИК №950	УИК №951	УИК №952	УИК №953	УИК №954	УИК №955	УИК №956	УИК №957	УИК №958	УИК №959	УИК №960	УИК №961	УИК №962	УИК №963	УИК №964	УИК №965	УИК №966	УИК №967	УИК №968	УИК №969	УИК №970	УИК №971	УИК №972	УИК №973	УИК №974	УИК №975	УИК №976	УИК №977	УИК №978	УИК №979	УИК №980	УИК №981	УИК №982	УИК №983	УИК №984	УИК №985	УИК №986	УИК №987	УИК №988					
		3.05%	1.87%	1.84%	1.70%	1.99%	1.80%	1.34%	1.25%	2.08%	3.63%	1.62%	2.23%	0.84%	1.35%	1.04%	1.27%	2.05%	3.10%	5.73%	2.36%	2.73%	7.32%	5.84%	6.38%	3.84%	5.30%	5.04%	0.88%	3.91%	4.86%	7.14%	6.47%	6.94%	5.02%	8.05%	9.41%	5.08%	4.62%	0.00%	2.40%	9.13%	6.02%	3.66%	8.82%	1.62%	5.56%	5.56%	4.58%	0.96%	3.70%	1.38%	6.28%	6.01%	1.49%	4.23%	2.80%	4.70%	0.00%	0.00%	1.92%	5.82%	4.26%	3.25%					
19	2.Всероссийская политическая партия «Гражданская Сила»	200	17	14	14	13	13	5	6	1	4	6	6	10	12	7	4	6	0	1	1	2	3	0	0	3	0	0	1	3	0	0	2	1	5	0	2	0	1	0	0	10	1	0	0	7	1	0	4	0	0	0	0	3	0	1	1	1	0	0	0	6	2	0					
		0.83%	2.44%	1.12%	1.03%	1.23%	0.86%	1.34%	1.07%	1.04%	0.76%	1.08%	0.67%	1.05%	1.02%	0.81%	0.56%	0.61%	0.00%	0.44%	0.34%	1.82%	1.22%	0.00%	0.00%	0.82%	0.00%	0.00%	0.88%	1.07%	0.00%	0.00%	0.72%	0.23%	1.93%	0.00%	2.35%	0.00%	0.77%	0.00%	0.00%	3.80%	0.21%	0.00%	0.00%	1.62%	0.79%	0.00%	0.47%	0.00%	0.00%	0.00%	0.00%	0.95%	0.00%	0.14%	0.31%	0.31%	0.00%	0.00%	0.00%	1.09%	1.42%	0.00%					
20	3.Политическая партия «Демократическая партия России»	22	3	3	3	1	0	0	0	0	0	0	0	0	0	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	3	0	0	2	0	0	0	0	0	1	0	0	0	0	0	0					
		0.09%	0.43%	0.24%	0.22%	0.09%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.12%	0.14%	0.10%	0.78%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.48%	0.00%	0.21%	0.00%	0.00%	0.00%	0.00%	0.00%	0.35%	0.00%	0.00%	1.38%	0.00%	0.00%	0.00%	0.00%	0.00%	0.31%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%					
21	4.Политическая партия «Коммунистическая партия Российской Федерации»	1654	50	86	113	76	106	19	59	2	42	56	57	56	63	42	41	76	6	13	29	2	12	7	3	21	5	3	12	7	5	14	16	40	21	5	8	26	5	3	7	12	80	37	8	32	6	3	91	2	2	4	13	17	2	29	12	29	5	1	1	31	15	8					
		6.83%	7.17%	6.88%	8.34%	7.19%	7.05%	5.11%	10.55%	2.08%	8.03%	10.09%	6.35%	5.91%	5.33%	4.85%	5.79%	7.78%	4.65%	5.73%	9.80%	1.82%	4.88%	4.55%	2.13%	5.75%	3.79%	2.16%	10.62%	2.49%	3.47%	8.33%	5.76%	9.26%	8.11%	5.75%	9.41%	6.60%	3.85%	4.41%	3.37%	4.56%	16.60%	19.37%	5.88%	7.42%	4.76%	5.56%	10.69%	1.92%	1.23%	2.76%	3.55%	5.38%	1.49%	3.96%	3.74%	9.09%	9.43%	3.23%	1.92%	5.64%	10.64%	6.50%					
22	5.Политическая партия «СОЮЗ ПРАВЫХ СИЛ»	123	4	7	13	6	9	2	6	0	0	12	5	12	3	13	2	2	0	1	3	0	0	0	0	2	0	1	0	0	2	0	0	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	4	1	0	1	1	1	1	0	0	1	1	1					
		0.51%	0.57%	0.56%	0.96%	0.57%	0.60%	0.54%	1.07%	0.00%	0.00%	2.16%	0.56%	1.27%	0.25%	1.50%	0.28%	0.20%	0.00%	0.44%	1.01%	0.00%	0.00%	0.00%	0.00%	0.55%	0.00%	0.72%	0.00%	0.00%	1.39%	0.00%	0.00%	0.23%	0.77%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.35%	0.00%	0.00%	0.00%	1.09%	0.32%	0.00%	0.14%	0.31%	0.31%	1.89%	0.00%	0.00%	0.18%	0.71%	0.81%					
23	6.Политическая партия «Партия социальной справедливости»	34	0	3	2	1	4	1	1	1	0	0	5	0	1	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	1	0	1	2	1	1	0	0	0	2	0	0					
		0.14%	0.00%	0.24%	0.15%	0.09%	0.27%	0.27%	0.18%	1.04%	0.00%	0.00%	0.56%	0.00%	0.08%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.41%	0.00%	0.00%	0.27%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.36%	0.23%	0.00%	1.15%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.24%	0.00%	0.00%	0.00%	0.27%	0.00%	0.75%	0.27%	0.31%	0.31%	0.00%	0.00%	0.00%	0.36%	0.00%	0.00%					
24	7.Политическая партия «Либерально-демократическая партия России»	2216	68	136	130	126	148	42	64	7	54	66	87	80	116	67	84	78	13	17	22	7	19	13	8	41	22	17	10	18	14	14	47	40	11	8	2	32	6	11	11	21	55	14	5	27	14	7	50	11	17	19	32	29	9	35	25	20	7	0	3	35	15	10					
		9.15%	9.76%	10.88%	9.59%	11.92%	9.85%	11.29%	11.45%	7.29%	10.33%	11.89%	9.70%	8.44%	9.82%	7.74%	11.86%	7.98%	10.08%	7.49%	7.43%	6.36%	7.72%	8.44%	5.67%	11.23%	16.67%	12.23%	8.85%	6.41%	9.72%	8.33%	16.91%	9.26%	4.25%	9.20%	2.35%	8.12%	4.62%	16.18%	5.29%	7.98%	11.41%	7.33%	3.68%	6.26%	11.11%	12.96%	5.88%	10.58%	10.49%	13.10%	8.74%	9.18%	6.72%	4.78%	7.79%	6.27%	13.21%	0.00%	5.77%	6.36%	10.64%	8.13%					
25	8.Политическая партия «СПРАВЕДЛИВАЯ РОССИЯ: РОДИНА/ПЕНСИОНЕРЫ/ЖИЗНЬ»	981	22	63	82	40	68	26	14	2	27	26	36	48	63	33	24	38	3	1	12	2	13	2	2	15	1	5	4	7	5	6	18	12	13	9	3	10	9	0	6	7	16	2	4	13	4	2	37	1	3	6	10	14	6	22	7	15	0	0	2	23	6	11					
		4.05%	3.16%	5.04%	6.05%	3.78%	4.52%	6.99%	2.50%	2.08%	5.16%	4.68%	4.01%	5.06%	5.33%	3.81%	3.39%	3.89%	2.33%	0.44%	4.05%	1.82%	5.28%	1.30%	1.42%	4.11%	0.76%	3.60%	3.54%	2.49%	3.47%	3.57%	6.47%	2.78%	5.02%	10.34%	3.53%	2.54%	6.92%	0.00%	2.88%	2.66%	3.32%	1.05%	2.94%	3.02%	3.17%	3.70%	4.35%	0.96%	1.85%	4.14%	2.73%	4.43%	4.48%	3.01%	2.18%	4.70%	0.00%	0.00%	3.85%	4.18%	4.26%	8.94%					
26	9.Политическая партия «ПАТРИОТЫ РОССИИ»	184	6	12	11	3	5	3	2	0	2	9	7	5	5	10	1	8	0	2	2	1	4	0	1	2	3	0	0	1	1	1	5	5	4	1	0	1	0	1	2	3	3	2	1	1	0	3	11	1	0	1	2	1	0	6	6	6	0	2	0	5	2	2					
		0.76%	0.86%	0.96%	0.81%	0.28%	0.33%	0.81%	0.36%	0.00%	0.38%	1.62%	0.78%	0.53%	0.42%	1.15%	0.14%	0.82%	0.00%	0.88%	0.68%	0.91%	1.63%	0.00%	0.71%	0.55%	2.27%	0.00%	0.00%	0.36%	0.69%	0.60%	1.80%	1.16%	1.54%	1.15%	0.00%	0.25%	0.00%	1.47%	0.96%	1.14%	0.62%	1.05%	0.74%	0.23%	0.00%	5.56%	1.29%	0.96%	0.00%	0.69%	0.55%	0.32%	0.00%	0.82%	1.87%	1.88%	0.00%	6.45%	0.00%	0.91%	1.42%	1.63%					
27	10.Всероссийская политическая партия «ЕДИНАЯ РОССИЯ»	17516	466	876	936	747	1078	260	390	75	365	362	651	700	873	667	531	737	99	174	217	93	174	117	116	258	89	105	83	230	110	119	169	299	180	55	59	297	98	50	168	181	285	129	101	336	92	36	593	87	132	111	274	227	111	582	255	228	40	25	43	402	88	85					
		72.34%	66.86%	70.08%	69.08%	70.67%	71.72%	69.89%	69.77%	78.13%	69.79%	65.23%	72.58%	73.84%	73.92%	77.02%	75.00%	75.44%	76.74%	76.65%	73.31%	84.55%	70.73%	75.97%	82.27%	70.68%	67.42%	75.54%	73.45%	81.85%	76.39%	70.83%	60.79%	69.21%	69.50%	63.22%	69.41%	75.38%	75.38%	73.53%	80.77%	68.82%	59.13%	67.54%	74.26%	77.96%	73.02%	66.67%	69.68%	83.65%	81.48%	76.55%	74.86%	71.84%	82.84%	79.51%	79.44%	71.47%	75.47%	80.65%	82.69%	73.09%	62.41%	69.11%					
28	11.Политическая партия «Российская объединенная демократическая партия «ЯБЛОКО»	208	12	14	14	10	25	4	7	1	9	4	13	9	13	7	2	3	1	2	0	0	1	0	0	0	0	0	0	4	0	2	0	1	7	1	2	2	0	0	5	1	1	0	1	3	1	0	2	1	2	0	0	1	0	3	3	0	0	0	1	8	4	1					
		0.86%	1.72%	1.12%	1.03%	0.95%	1.66%	1.08%	1.25%	1.04%	1.72%	0.72%	1.45%	0.95%	1.10%	0.81%	0.28%	0.31%	0.78%	0.88%	0.00%	0.00%	0.41%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	1.42%	0.00%	1.19%	0.00%	0.23%	2.70%	1.15%	2.35%	0.51%	0.00%	0.00%	2.40%	0.38%	0.21%	0.00%	0.74%	0.70%	0.79%	0.00%	0.24%	0.96%	1.23%	0.00%	0.00%	0.32%	0.00%	0.41%	0.93%	0.00%	0.00%	0.00%	1.92%	1.45%	2.84%	0.81%					
																																																																					
																																																																					
																																																																					
																																																																					
																																																																					
																																																																					
																																																																					
																																																																					
																																																																					
																																																																					
																																																																					
																																																																					
																																																																					
																																																																					
																																																																					
																																																																					
																																																																					
																																																																					
