Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации шестого созыва																																																													
Дата голосования: 04.12.2011																																																													
																																																													
Наименование Избирательной комиссии:    Талицкая 																																																													
																																																													
Сводная таблица результатов выборов																																																													
																																																													
		Сумма	УИК №927	УИК №928	УИК №929	УИК №930	УИК №931	УИК №932	УИК №933	УИК №935	УИК №936	УИК №937	УИК №938	УИК №939	УИК №940	УИК №941	УИК №942	УИК №944	УИК №945	УИК №946	УИК №947	УИК №948	УИК №949	УИК №950	УИК №951	УИК №952	УИК №953	УИК №954	УИК №955	УИК №956	УИК №957	УИК №958	УИК №959	УИК №962	УИК №963	УИК №965	УИК №966	УИК №967	УИК №968	УИК №969	УИК №970	УИК №971	УИК №972	УИК №973	УИК №974	УИК №976	УИК №977	УИК №978	УИК №979	УИК №980	УИК №981	УИК №982	УИК №984	УИК №986	УИК №987	УИК №988					
25	"7. Всероссийская политическая партия ""ПРАВОЕ ДЕЛО"""	717	6	11	29	18	21	11	16	9	11	25	49	53	27	21	16	36	10	0	21	1	0	23	0	0	5	17	2	0	35	7	16	18	1	9	16	26	1	2	27	0	0	57	2	1	10	10	1	11	1	4	5	17	1	1					
		3.42%	1.01%	1.12%	3.15%	1.96%	2.29%	3.73%	3.40%	1.80%	2.30%	3.02%	6.21%	5.36%	3.65%	3.40%	1.99%	16.90%	4.44%	0.00%	7.50%	0.71%	0.00%	6.87%	0.00%	0.00%	1.63%	6.80%	1.89%	0.00%	11.82%	1.69%	4.53%	5.31%	0.80%	4.79%	6.40%	4.75%	0.68%	3.57%	6.70%	0.00%	0.00%	5.96%	1.00%	0.75%	3.16%	3.16%	0.84%	2.24%	0.41%	1.16%	1.08%	2.83%	0.69%	0.97%					
																																																													
																																																													
																																																													
																																																													
																																																													
																																																													
																																																													
																																																													
																																																													
																																																													
																																																													
																																																													
																																																													
																																																													
																																																													
																																																													
																																																													
																																																													
