14	Число неиспользованных открепительных удостоверений	298	2	7	9	4	3	11	1	7	7	0	2	2	8	5	5	5	5	8	9	3	7	6	3	10	1	5	2	8	2	0	2	9	8	4	6	8	7	2	3	10	9	7	10	7	8	4	6	9	4	3	0	0	0	9	1	6	4	5					
15	"Число открепительных удостоверений, выданных избирателям ТИК"	18	0	1	0	0	0	1	0	0	2	2	1	0	0	1	0	0	0	1	0	0	0	0	2	0	1	1	0	1	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0					
16	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17а	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17б	"Число открепительных удостоверений, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
"Число голосов избирателей, поданных за каждый список"																																																																	
18	Богданов Андрей Владимирович	637	19	10	11	10	9	12	12	13	8	19	17	11	14	18	11	16	9	12	9	13	10	13	31	14	8	12	12	13	25	19	14	8	4	11	17	15	18	15	18	10	0	7	4	5	6	9	13	3	5	11	0	1	1	7	7	11	4	3					
		0.96%	1.16%	0.71%	0.86%	0.89%	0.68%	0.90%	0.91%	1.18%	0.68%	1.38%	1.29%	0.90%	0.91%	1.37%	0.89%	1.21%	0.90%	1.15%	0.79%	0.92%	0.87%	0.95%	1.84%	1.15%	0.63%	0.81%	0.90%	1.01%	1.78%	1.40%	1.04%	0.58%	0.31%	0.86%	1.22%	0.92%	1.50%	1.13%	1.30%	1.12%	0.00%	0.88%	0.46%	0.72%	0.67%	0.94%	1.57%	0.38%	0.42%	1.39%	0.00%	0.44%	0.62%	0.75%	0.60%	1.01%	0.47%	0.43%					
19	Жириновский Владимир Вольфович	9978	204	222	212	176	221	183	151	149	188	228	169	161	225	156	237	177	138	126	148	200	163	238	243	145	151	178	180	179	201	287	174	185	172	181	173	240	164	198	220	187	163	164	161	135	156	186	153	132	203	156	10	36	60	129	194	142	137	131					
		15.06%	12.41%	15.79%	16.50%	15.66%	16.65%	13.76%	11.40%	13.55%	15.95%	16.62%	12.78%	13.15%	14.59%	11.84%	19.11%	13.40%	13.87%	12.06%	12.94%	14.22%	14.11%	17.45%	14.41%	11.90%	11.95%	11.96%	13.49%	13.87%	14.30%	21.13%	12.96%	13.33%	13.18%	14.21%	12.43%	14.70%	13.66%	14.93%	15.87%	20.87%	19.34%	20.58%	18.57%	19.34%	17.51%	19.38%	18.48%	16.73%	17.04%	19.77%	7.63%	16.00%	37.04%	13.78%	16.65%	13.03%	16.08%	18.74%					
20	Зюганов Геннадий Андреевич	18130	395	371	325	250	366	414	420	321	250	300	365	338	425	415	266	390	266	316	363	367	317	363	510	401	438	479	419	447	397	324	430	411	441	391	450	511	344	403	364	178	170	192	180	154	189	219	176	205	269	103	27	42	6	272	323	330	193	139					
		27.36%	24.03%	26.39%	25.29%	22.24%	27.58%	31.13%	31.72%	29.18%	21.20%	21.87%	27.61%	27.61%	27.56%	31.49%	21.45%	29.52%	26.73%	30.24%	31.73%	26.10%	27.45%	26.61%	30.25%	32.92%	34.65%	32.19%	31.41%	34.62%	28.24%	23.86%	32.02%	29.61%	33.79%	30.69%	32.33%	31.29%	28.64%	30.39%	26.26%	19.87%	20.17%	24.09%	20.76%	22.06%	21.21%	22.81%	21.26%	25.98%	22.59%	13.05%	20.61%	18.67%	3.70%	29.06%	27.73%	30.28%	22.65%	19.89%					
21	Медведев Дмитрий Анатольевич	36640	1011	786	716	680	716	701	726	604	714	801	752	701	859	715	711	721	569	574	609	802	655	728	878	645	652	796	706	634	764	697	705	774	675	669	734	851	663	701	764	504	499	424	507	392	529	532	473	435	705	493	94	143	86	512	629	599	510	415					
		55.29%	61.50%	55.90%	55.72%	60.50%	53.96%	52.71%	54.83%	54.91%	60.56%	58.38%	56.88%	57.27%	55.71%	54.25%	57.34%	54.58%	57.19%	54.93%	53.23%	57.04%	56.71%	53.37%	52.08%	52.96%	51.58%	53.49%	52.92%	49.11%	54.34%	51.33%	52.49%	55.76%	51.72%	52.51%	52.73%	52.11%	55.20%	52.87%	55.12%	56.25%	59.19%	53.20%	58.48%	56.16%	59.37%	55.42%	57.13%	55.13%	59.19%	62.48%	71.76%	63.56%	53.09%	54.70%	53.99%	54.95%	59.86%	59.37%					
																																																																	
																																																																	
																																																																	
																																																																	
																																																																	
																																																																	
																																																																	
																																																																	
																																																																	
																																																																	
																																																																	
																																																																	
																																																																	
																																																																	
																																																																	
																																																																	
																																																																	
																																																																	
