Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации четвертого созыва																			
Дата голосования: 07.12.2003 0:00:00																			
																			
Наименование Избирательной комиссии:    Галичская городская																			
																			
Сводная таблица итогов голосования по пропорциональной системе выборов (Протокол №2)																			
																			
		Сумма	УИК №129	УИК №130	УИК №131	УИК №132	УИК №133	УИК №134	УИК №135	УИК №136	УИК №137	УИК №138	УИК №139	УИК №140					
36	"19. ""Партия Возрождения России - Российская партия ЖИЗНИ"""	236	10	17	39	20	21	24	17	14	7	27	18	22					
		2.78%	1.59%	3.71%	3.31%	2.60%	2.29%	3.84%	3.04%	2.02%	1.32%	2.71%	2.51%	5.43%					
37	"20. ""Политическая партия ""Единая Россия"""	3178	267	206	414	268	303	239	222	255	232	375	273	124					
		37.56%	42.51%	44.97%	35.17%	34.94%	33.11%	38.24%	39.71%	36.95%	43.85%	37.76%	38.18%	30.61%					
38	"21. ""Российская Конституционно-демократическая партия"""	12	1	2	3	2	0	2	0	0	1	0	0	1					
		0.14%	0.15%	0.43%	0.25%	0.26%	0.0%	0.32%	0.0%	0.0%	0.18%	0.0%	0.0%	0.24%					
39	"22. ""Развитие предпринимательства"""	22	3	2	2	2	4	2	2	2	1	1	0	1					
		0.26%	0.47%	0.43%	0.16%	0.26%	0.43%	0.32%	0.35%	0.28%	0.18%	0.10%	0.0%	0.24%					
40	"23. ""Коммунистическая партия Российской Федерации (КПРФ)"""	1138	58	38	172	140	174	86	59	75	64	135	87	50					
		13.44%	9.23%	8.29%	14.61%	18.25%	19.01%	13.76%	10.55%	10.86%	12.09%	13.59%	12.16%	12.34%					
																			
41	Против всех	322	24	15	44	34	43	27	22	21	19	43	16	14					
		3.80%	3.82%	3.27%	3.73%	4.43%	4.69%	4.32%	3.93%	3.04%	3.59%	4.33%	2.23%	3.45%					
																			
																			
																			
																			
																			
																			
																			
																			
																			
																			
																			
																			
																			
																			
																			
