Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации седьмого созыва																																					
Дата голосования: 18.09.2016																																					
																																					
Наименование Избирательной комиссии:    Сернурская																																					
																																					
Сводная таблица итогов голосования по федеральному избирательному округу																																					
																																					
		Сумма	УИК №465	УИК №466	УИК №467	УИК №468	УИК №469	УИК №470	УИК №471	УИК №472	УИК №473	УИК №474	УИК №475	УИК №476	УИК №477	УИК №478	УИК №479	УИК №480	УИК №481	УИК №482	УИК №483	УИК №484	УИК №485	УИК №486	УИК №487	УИК №488	УИК №489	УИК №490									
		0.21%	0.18%	0.58%	0.20%	0.00%	0.38%	0.20%	0.00%	0.00%	0.00%	0.40%	0.30%	0.13%	0.19%	0.28%	0.00%	0.35%	0.13%	0.00%	0.00%	0.20%	0.00%	0.00%	0.37%	0.00%	0.00%	0.00%									
28	"10. Общественная организация Всероссийская политическая партия ""Гражданская Сила"""	15	1	1	0	0	1	0	1	0	1	1	2	2	0	0	0	0	2	0	0	0	1	1	1	0	0	0									
		0.13%	0.09%	0.10%	0.00%	0.00%	0.10%	0.00%	0.24%	0.00%	0.61%	0.40%	0.61%	0.26%	0.00%	0.00%	0.00%	0.00%	0.26%	0.00%	0.00%	0.00%	0.37%	0.76%	0.19%	0.00%	0.00%	0.00%									
29	"11. Политическая партия ""Российская объединенная демократическая партия ""ЯБЛОКО"""	21	2	3	4	2	1	0	0	0	0	1	1	1	0	0	0	0	1	0	0	2	1	0	1	0	0	1									
		0.18%	0.18%	0.29%	0.81%	0.34%	0.10%	0.00%	0.00%	0.00%	0.00%	0.40%	0.30%	0.13%	0.00%	0.00%	0.00%	0.00%	0.13%	0.00%	0.00%	0.41%	0.37%	0.00%	0.19%	0.00%	0.00%	0.74%									
30	"12. Политическая партия ""КОММУНИСТИЧЕСКАЯ ПАРТИЯ РОССИЙСКОЙ ФЕДЕРАЦИИ"""	3219	395	361	154	211	282	118	151	101	40	98	111	176	82	73	46	120	148	48	24	118	65	52	105	72	43	25									
		28.12%	35.91%	35.12%	31.36%	36.32%	27.12%	23.84%	36.65%	34.71%	24.24%	39.04%	33.64%	22.54%	15.86%	20.62%	33.58%	42.11%	19.12%	18.97%	16.44%	23.94%	23.99%	39.69%	19.44%	26.09%	25.44%	18.52%									
31	"13. Политическая партия ""ПАТРИОТЫ РОССИИ"""	35	2	5	2	2	4	0	2	0	0	4	1	2	2	1	0	0	1	1	0	1	0	1	1	2	0	1									
		0.31%	0.18%	0.49%	0.41%	0.34%	0.38%	0.00%	0.49%	0.00%	0.00%	1.59%	0.30%	0.26%	0.39%	0.28%	0.00%	0.00%	0.13%	0.40%	0.00%	0.20%	0.00%	0.76%	0.19%	0.72%	0.00%	0.74%									
32	14. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	185	45	40	10	16	15	2	3	3	1	1	5	11	1	1	1	3	2	1	3	2	1	0	7	6	4	1									
		1.62%	4.09%	3.89%	2.04%	2.75%	1.44%	0.40%	0.73%	1.03%	0.61%	0.40%	1.52%	1.41%	0.19%	0.28%	0.73%	1.05%	0.26%	0.40%	2.05%	0.41%	0.37%	0.00%	1.30%	2.17%	2.37%	0.74%									
																																					
																																					
																																					
																																					
																																					
																																					
																																					
																																					
																																					
																																					
																																					
																																					
																																					
																																					
																																					
																																					
																																					
																																					
																																					
																																					
																																					
																																					
