7	Число избирательных бюллетеней в переносных ящиках для голосования	3087	30	30	23	48	14	42	47	48	67	53	29	42	31	41	66	69	102	45	35	62	78	35	56	33	40	50	51	52	60	56	90	92	76	35	58	70	84	68	50	61	49	66	47	54	43	69	46	70	50	38	38	29	26	37	41	53	184	3	11	14					
8	Число бюллетеней в стационарных ящиках для голосования	81447	1427	1234	1086	1149	1247	1521	1573	1708	1060	1029	1365	1227	1059	897	1535	1251	1320	1831	1617	1770	1509	1194	1554	1474	1454	1785	1321	1522	1425	1704	1293	1313	1376	1558	1140	1314	1515	1450	1632	1230	948	1142	1386	1219	1413	1770	1483	1317	1507	1723	1356	1316	1551	1686	1693	1796	1738	526	160	48					
9	Число недействительных избирательных бюллетеней	1167	20	15	15	15	20	26	21	37	24	14	16	10	19	18	19	12	21	26	15	20	21	13	19	21	31	25	16	22	21	21	15	25	16	21	19	26	33	25	25	15	14	14	19	20	27	33	23	26	24	19	11	18	18	11	24	27	17	9	0	0					
10	Число действительных избирательных бюллетеней	83367	1437	1249	1094	1182	1241	1537	1599	1719	1103	1068	1378	1259	1071	920	1582	1308	1401	1850	1637	1812	1566	1216	1591	1486	1463	1810	1356	1552	1464	1739	1368	1380	1436	1572	1179	1358	1566	1493	1657	1276	983	1194	1414	1253	1429	1806	1506	1361	1533	1742	1383	1327	1559	1712	1710	1822	1905	520	171	62					
11	Число полученных открепительных  удостоверений	1587	25	25	25	33	30	34	20	148	23	38	28	20	20	15	33	20	20	36	35	28	30	30	28	20	20	35	25	20	33	35	20	20	15	20	23	15	20	30	30	20	30	30	30	15	15	35	29	25	30	25	18	20	20	30	20	30	20	20	0	0					
12	"Число открепительных удостоверений, выданных избирателям на избирательных участках"	1291	24	19	20	26	27	30	14	142	20	28	22	14	14	12	28	15	14	28	32	22	24	21	19	14	15	31	18	18	30	31	16	16	15	19	16	11	18	23	22	13	19	21	19	13	14	33	21	17	25	17	18	17	20	26	16	25	17	12	0	0					
13	"Число избирателей, проголосовавших по открепительным удостоверениям"	1310	16	29	18	28	18	15	42	87	19	39	13	6	13	14	14	16	28	27	22	22	14	10	18	11	8	30	26	21	18	16	33	20	26	16	16	20	26	23	20	16	14	18	34	5	34	34	21	20	28	20	28	21	18	22	16	20	21	18	30	14					
14	Число неиспользованных открепительных удостоверений	296	1	6	5	7	3	4	6	6	3	10	6	6	6	3	5	5	6	8	3	6	6	9	9	6	5	4	7	2	3	4	4	4	0	1	7	4	2	7	8	7	11	9	11	2	1	2	8	8	5	8	0	3	0	4	4	5	3	8	0	0					
15	"Число открепительных удостоверений, выданных избирателям ТИК"	291	2	2	7	4	4	2	5	107	2	0	3	4	2	2	2	5	3	3	2	3	4	4	5	3	3	5	4	5	2	5	2	2	5	2	3	1	3	1	4	0	1	2	4	2	4	8	3	4	4	1	3	6	6	5	1	8	2	0	0	0					
16	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17а	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17б	"Число открепительных удостоверений, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
"Число голосов избирателей, поданных за каждый список"																																																																			
18	Богданов Андрей Владимирович	1411	30	23	9	24	25	29	31	30	10	35	29	30	26	12	32	24	28	33	27	30	13	17	31	39	29	25	26	22	16	30	16	23	21	20	13	27	33	23	19	28	16	23	30	19	20	27	29	19	28	23	20	25	22	18	30	27	33	12	2	0					
		1.67%	2.06%	1.82%	0.81%	2.01%	1.98%	1.86%	1.91%	1.71%	0.89%	3.23%	2.08%	2.36%	2.39%	1.28%	1.99%	1.82%	1.97%	1.76%	1.63%	1.64%	0.82%	1.38%	1.93%	2.59%	1.94%	1.36%	1.90%	1.40%	1.08%	1.70%	1.16%	1.64%	1.45%	1.26%	1.09%	1.95%	2.06%	1.52%	1.13%	2.17%	1.60%	1.90%	2.09%	1.49%	1.37%	1.47%	1.90%	1.37%	1.80%	1.31%	1.43%	1.86%	1.40%	1.04%	1.73%	1.46%	1.72%	2.27%	1.17%	0.00%					
19	Жириновский Владимир Вольфович	10338	171	136	146	120	133	174	200	189	129	114	160	177	107	96	186	130	172	208	209	197	162	119	179	191	192	225	180	176	158	199	180	173	161	225	124	160	199	167	228	154	120	128	227	189	162	241	200	171	227	250	194	200	235	267	232	274	238	56	18	3					
		12.23%	11.74%	10.76%	13.17%	10.03%	10.55%	11.13%	12.35%	10.76%	11.45%	10.54%	11.48%	13.95%	9.82%	10.23%	11.62%	9.85%	12.10%	11.09%	12.65%	10.75%	10.21%	9.68%	11.12%	12.67%	12.85%	12.26%	13.12%	11.18%	10.64%	11.31%	13.02%	12.31%	11.09%	14.12%	10.35%	11.56%	12.45%	11.00%	13.56%	11.93%	12.04%	10.60%	15.84%	14.85%	11.13%	13.10%	13.08%	12.33%	14.58%	14.20%	13.92%	14.87%	14.90%	15.50%	13.38%	14.82%	12.38%	10.59%	10.53%	4.84%					
20	Зюганов Геннадий Андреевич	19195	319	293	232	307	278	404	379	396	253	250	341	261	289	204	370	341	351	454	375	471	374	351	449	369	366	454	315	356	382	408	334	345	328	274	297	315	369	376	368	303	249	315	254	226	319	406	352	259	284	371	303	257	267	348	366	377	427	77	21	16					
		22.71%	21.89%	23.18%	20.92%	25.65%	22.05%	25.85%	23.40%	22.55%	22.45%	23.11%	24.46%	20.57%	26.51%	21.75%	23.11%	25.83%	24.68%	24.20%	22.70%	25.71%	23.57%	28.56%	27.89%	24.49%	24.50%	24.74%	22.96%	22.62%	25.72%	23.18%	24.15%	24.56%	22.59%	17.20%	24.79%	22.76%	23.08%	24.77%	21.88%	23.47%	24.97%	26.08%	17.73%	17.75%	21.91%	22.08%	23.02%	18.67%	18.24%	21.07%	21.74%	19.11%	16.93%	20.20%	21.11%	20.39%	22.22%	14.56%	12.28%	25.81%					
21	Медведев Дмитрий Анатольевич	52423	917	797	707	731	805	930	989	1104	711	669	848	791	649	608	994	813	850	1155	1026	1114	1017	729	932	887	876	1106	835	998	908	1102	838	839	926	1053	745	856	965	927	1042	791	598	728	903	819	928	1132	925	912	994	1098	866	845	1035	1079	1082	1144	1207	375	130	43					
		62.01%	62.94%	63.05%	63.75%	61.07%	63.84%	59.50%	61.05%	62.87%	63.09%	61.83%	60.83%	62.33%	59.54%	64.82%	62.09%	61.59%	59.77%	61.57%	62.11%	60.81%	64.08%	59.32%	57.89%	58.86%	58.63%	60.27%	60.86%	63.41%	61.14%	62.61%	60.59%	59.72%	63.77%	66.10%	62.19%	61.85%	60.35%	61.07%	61.95%	61.27%	59.98%	60.26%	63.01%	64.34%	63.74%	61.56%	60.50%	65.75%	63.84%	62.35%	62.12%	62.83%	65.63%	62.62%	62.40%	61.87%	62.80%	70.89%	76.02%	69.35%					
																																																																			
																																																																			
																																																																			
																																																																			
																																																																			
																																																																			
																																																																			
																																																																			
																																																																			
																																																																			
																																																																			
																																																																			
																																																																			
																																																																			
																																																																			
																																																																			
																																																																			
																																																																			
