Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации шестого созыва																																																										
Дата голосования: 04.12.2011																																																										
																																																										
Наименование Избирательной комиссии:    Инзенская																																																										
																																																										
Сводная таблица результатов выборов																																																										
																																																										
		Сумма	УИК №106	УИК №107	УИК №108	УИК №109	УИК №110	УИК №111	УИК №112	УИК №113	УИК №114	УИК №115	УИК №116	УИК №117	УИК №118	УИК №119	УИК №120	УИК №121	УИК №122	УИК №123	УИК №124	УИК №125	УИК №126	УИК №127	УИК №128	УИК №129	УИК №130	УИК №131	УИК №132	УИК №133	УИК №134	УИК №135	УИК №136	УИК №137	УИК №138	УИК №139	УИК №140	УИК №141	УИК №142	УИК №143	УИК №144	УИК №145	УИК №146	УИК №147	УИК №148	УИК №149	УИК №150	УИК №151	УИК №152	УИК №153	УИК №154	УИК №155	УИК №156					
24	"6. Всероссийская политическая партия ""ЕДИНАЯ РОССИЯ"""	12250	368	228	469	442	348	657	477	326	484	345	245	422	241	210	85	271	391	254	165	52	54	187	240	126	81	80	177	74	221	62	147	32	147	147	64	304	782	495	284	250	249	28	81	493	66	132	115	102	214	182	154					
		61.05%	58.32%	58.16%	56.51%	49.17%	48.88%	57.33%	50.11%	58.11%	56.94%	55.74%	55.30%	53.90%	53.20%	58.99%	60.28%	64.99%	60.99%	42.62%	66.53%	77.61%	44.63%	85.00%	66.85%	64.29%	69.23%	72.73%	72.24%	81.32%	50.00%	72.94%	75.77%	58.18%	62.55%	63.09%	85.33%	80.00%	76.67%	77.34%	76.96%	68.31%	68.60%	65.12%	78.64%	64.70%	36.87%	69.47%	58.08%	60.00%	76.70%	67.66%	70.00%					
25	"7. Всероссийская политическая партия ""ПРАВОЕ ДЕЛО"""	59	2	1	4	5	5	2	8	0	0	4	5	1	1	0	0	1	4	2	0	0	1	4	0	0	0	0	0	0	0	0	1	1	2	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	3	0					
		0.29%	0.32%	0.26%	0.48%	0.56%	0.70%	0.17%	0.84%	0.00%	0.00%	0.65%	1.13%	0.13%	0.22%	0.00%	0.00%	0.24%	0.62%	0.34%	0.00%	0.00%	0.83%	1.82%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.52%	1.82%	0.85%	0.00%	0.00%	0.00%	0.00%	0.16%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.56%	0.00%	0.00%	0.00%	0.00%	1.12%	0.00%					
																																																										
																																																										
																																																										
																																																										
																																																										
																																																										
																																																										
																																																										
																																																										
																																																										
																																																										
																																																										
																																																										
																																																										
																																																										
																																																										
																																																										
																																																										
