Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации пятого созыва																																																											
Дата голосования: 02.12.2007																																																											
																																																											
Наименование Избирательной комиссии:    Инзенская																																																											
																																																											
Сводная таблица результатов выборов																																																											
																																																											
		Сумма	УИК №165	УИК №166	УИК №167	УИК №168	УИК №169	УИК №170	УИК №171	УИК №172	УИК №173	УИК №174	УИК №175	УИК №176	УИК №177	УИК №178	УИК №179	УИК №180	УИК №181	УИК №182	УИК №183	УИК №184	УИК №185	УИК №186	УИК №187	УИК №188	УИК №189	УИК №190	УИК №191	УИК №192	УИК №193	УИК №194	УИК №195	УИК №196	УИК №197	УИК №198	УИК №199	УИК №200	УИК №201	УИК №202	УИК №203	УИК №204	УИК №205	УИК №206	УИК №207	УИК №208	УИК №209	УИК №210	УИК №211	УИК №212	УИК №213	УИК №214	УИК №215	УИК №216					
25	8.Политическая партия «СПРАВЕДЛИВАЯ РОССИЯ: РОДИНА/ПЕНСИОНЕРЫ/ЖИЗНЬ»	1239	31	14	70	55	57	30	43	48	58	55	40	64	23	13	11	32	46	59	7	3	26	8	25	20	12	5	8	12	54	6	2	4	10	6	0	5	21	22	7	4	18	13	13	3	37	28	20	23	7	24	27	10					
		5.65%	4.07%	3.37%	6.45%	6.38%	7.55%	7.81%	4.03%	5.32%	5.47%	5.03%	6.01%	6.97%	4.25%	3.42%	5.61%	7.49%	8.01%	10.24%	2.76%	3.49%	18.31%	3.46%	7.10%	9.05%	8.45%	3.33%	2.86%	9.23%	10.13%	5.50%	0.74%	5.71%	3.85%	2.07%	0.00%	1.45%	2.38%	3.85%	2.06%	2.50%	6.92%	2.97%	18.57%	2.42%	4.81%	15.38%	10.00%	8.27%	3.59%	8.05%	9.15%	3.97%					
26	9.Политическая партия «ПАТРИОТЫ РОССИИ»	94	5	1	6	4	4	2	6	3	2	11	3	3	3	1	0	1	2	3	1	0	1	0	4	1	0	0	0	0	2	1	4	0	1	4	0	0	1	0	1	0	1	4	0	0	4	1	1	0	1	1	0	0					
		0.43%	0.66%	0.24%	0.55%	0.46%	0.53%	0.52%	0.56%	0.33%	0.19%	1.01%	0.45%	0.33%	0.55%	0.26%	0.00%	0.23%	0.35%	0.52%	0.39%	0.00%	0.70%	0.00%	1.14%	0.45%	0.00%	0.00%	0.00%	0.00%	0.38%	0.92%	1.47%	0.00%	0.38%	1.38%	0.00%	0.00%	0.11%	0.00%	0.29%	0.00%	0.38%	0.91%	0.00%	0.00%	0.52%	0.55%	0.50%	0.00%	0.51%	0.34%	0.00%	0.00%					
27	10.Всероссийская политическая партия «ЕДИНАЯ РОССИЯ»	17172	612	315	842	620	501	257	739	664	826	850	509	690	424	322	176	352	442	387	216	76	89	215	266	168	117	134	249	113	397	83	246	60	193	237	74	311	788	498	307	142	202	357	47	113	640	133	135	208	154	245	234	197					
		78.31%	80.31%	75.90%	77.60%	71.93%	66.36%	66.93%	69.19%	73.61%	77.85%	77.77%	76.43%	75.16%	78.37%	84.74%	89.80%	82.44%	77.00%	67.19%	85.04%	88.37%	62.68%	93.07%	75.57%	76.02%	82.39%	89.33%	88.93%	86.92%	74.48%	76.15%	90.44%	85.71%	74.23%	81.72%	91.36%	89.88%	89.34%	87.22%	90.29%	88.75%	77.69%	81.51%	67.14%	91.13%	83.12%	73.08%	67.50%	74.82%	78.97%	82.21%	79.32%	78.17%					
28	11.Политическая партия «Российская объединенная демократическая партия «ЯБЛОКО»	70	3	5	3	1	0	0	7	7	8	8	5	2	0	2	0	0	3	3	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	1	1	2	0	0	2	0	0	0	1	1	0	0	0	0	0	2					
		0.32%	0.39%	1.20%	0.28%	0.12%	0.00%	0.00%	0.66%	0.78%	0.75%	0.73%	0.75%	0.22%	0.00%	0.53%	0.00%	0.00%	0.52%	0.52%	0.39%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.92%	0.00%	0.00%	0.00%	0.34%	0.00%	0.29%	0.11%	0.35%	0.00%	0.00%	0.77%	0.00%	0.00%	0.00%	0.13%	0.55%	0.00%	0.00%	0.00%	0.00%	0.00%	0.79%					
																																																											
																																																											
																																																											
																																																											
																																																											
																																																											
																																																											
																																																											
																																																											
																																																											
																																																											
																																																											
																																																											
																																																											
																																																											
																																																											
																																																											
																																																											
