Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации седьмого созыва																											
Дата голосования: 18.09.2016																											
																											
Наименование Избирательной комиссии:    Сорокинская																											
																											
Сводная таблица итогов голосования по федеральному избирательному округу																											
																											
		Сумма	УИК №1601	УИК №1602	УИК №1603	УИК №1604	УИК №1605	УИК №1606	УИК №1607	УИК №1608	УИК №1609	УИК №1610	УИК №1611	УИК №1612	УИК №1613	УИК №1614	УИК №1615	УИК №1617									
		5.08%	2.91%	2.32%	4.75%	3.37%	8.78%	3.90%	11.61%	10.67%	8.75%	6.53%	6.93%	5.66%	4.64%	13.59%	9.46%	4.71%									
26	"8. Политическая партия ""Партия народной свободы"" (ПАРНАС)"	19	4	3	2	3	1	0	0	0	2	4	0	0	0	0	0	0									
		0.26%	0.28%	0.32%	0.24%	0.31%	0.34%	0.00%	0.00%	0.00%	1.25%	0.62%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%									
27	"9. Всероссийская политическая партия ""ПАРТИЯ РОСТА"""	8	0	4	0	0	1	0	1	0	0	1	0	0	0	0	1	0									
		0.11%	0.00%	0.42%	0.00%	0.00%	0.34%	0.00%	0.37%	0.00%	0.00%	0.16%	0.00%	0.00%	0.00%	0.00%	0.19%	0.00%									
28	"10. Общественная организация Всероссийская политическая партия ""Гражданская Сила"""	13	1	2	3	1	1	0	0	0	0	2	0	1	0	0	1	1									
		0.18%	0.07%	0.21%	0.36%	0.10%	0.34%	0.00%	0.00%	0.00%	0.00%	0.31%	0.00%	0.63%	0.00%	0.00%	0.19%	0.52%									
29	"11. Политическая партия ""Российская объединенная демократическая партия ""ЯБЛОКО"""	29	2	1	5	3	0	2	2	1	2	3	1	2	1	1	2	1									
		0.39%	0.14%	0.11%	0.59%	0.31%	0.00%	0.46%	0.75%	1.33%	1.25%	0.47%	0.99%	1.26%	0.52%	0.97%	0.37%	0.52%									
30	"12. Политическая партия ""КОММУНИСТИЧЕСКАЯ ПАРТИЯ РОССИЙСКОЙ ФЕДЕРАЦИИ"""	303	31	29	47	29	9	10	25	7	18	31	4	7	10	18	17	11									
		4.13%	2.20%	3.05%	5.58%	2.96%	3.04%	2.29%	9.36%	9.33%	11.25%	4.82%	3.96%	4.40%	5.15%	17.48%	3.15%	5.76%									
31	"13. Политическая партия ""ПАТРИОТЫ РОССИИ"""	13	2	5	5	0	1	0	0	0	0	0	0	0	0	0	0	0									
		0.18%	0.14%	0.53%	0.59%	0.00%	0.34%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%									
32	14. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	447	102	48	49	51	22	13	41	11	21	27	11	9	13	7	12	10									
		6.09%	7.25%	5.05%	5.82%	5.20%	7.43%	2.98%	15.36%	14.67%	13.13%	4.20%	10.89%	5.66%	6.70%	6.80%	2.23%	5.24%									
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
