Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации седьмого созыва																																													
Дата голосования: 18.09.2016																																													
																																													
Наименование Избирательной комиссии:    Киренская																																													
																																													
Сводная таблица итогов голосования по федеральному избирательному округу																																													
																																													
		Сумма	УИК №912	УИК №913	УИК №914	УИК №915	УИК №916	УИК №917	УИК №918	УИК №919	УИК №920	УИК №921	УИК №922	УИК №923	УИК №924	УИК №925	УИК №926	УИК №927	УИК №928	УИК №929	УИК №930	УИК №931	УИК №932	УИК №933	УИК №934	УИК №935	УИК №936	УИК №937	УИК №938	УИК №939	УИК №940	УИК №941	УИК №942	УИК №944	УИК №945	УИК №946									
11	"Число открепительных удостоверений, полученных участковой избирательной комиссией"	503	5	6	25	20	20	15	25	20	16	15	25	20	16	10	30	30	8	15	6	8	15	20	25	8	10	15	5	10	15	25	12	2	3	3									
12	"Число открепительных удостоверений, выданных на избирательном участке до дня голосования"	473	5	6	25	20	20	12	15	20	16	15	25	20	16	10	17	30	8	15	5	8	15	20	25	8	10	15	5	10	15	25	12	2	3	0									
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательном участке"	187	0	2	6	4	6	3	6	6	9	18	26	15	5	3	16	11	7	7	3	4	2	2	1	5	9	2	1	0	2	6	0	0	0	0									
14	Число погашенных неиспользованных открепительных удостоверений	30	0	0	0	0	0	3	10	0	0	0	0	0	0	0	13	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3									
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	197	0	0	0	20	2	2	7	13	3	3	6	5	2	0	9	7	0	1	0	0	45	9	13	0	0	4	0	0	17	7	5	9	2	6									
16	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
17	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
18	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
																																													
19	"1. ВСЕРОССИЙСКАЯ ПОЛИТИЧЕСКАЯ ПАРТИЯ ""РОДИНА"""	66	3	0	3	3	1	1	3	5	6	3	5	1	1	2	6	3	0	2	1	3	0	4	2	0	0	1	1	0	0	2	2	0	2	0									
		0.93%	5.88%	0.00%	0.93%	1.55%	0.62%	0.68%	0.57%	0.72%	1.46%	1.80%	1.08%	0.25%	0.66%	2.90%	0.86%	0.54%	0.00%	0.77%	1.69%	7.89%	0.00%	0.86%	0.82%	0.00%	0.00%	0.82%	2.27%	0.00%	0.00%	1.31%	1.34%	0.00%	2.70%	0.00%									
20	2. Политическая партия КОММУНИСТИЧЕСКАЯ ПАРТИЯ КОММУНИСТЫ РОССИИ	297	5	0	12	3	8	8	23	26	24	4	16	19	14	1	27	26	7	14	4	3	2	11	7	1	0	3	1	3	3	7	8	0	6	1									
		4.19%	9.80%	0.00%	3.74%	1.55%	4.94%	5.44%	4.41%	3.76%	5.84%	2.40%	3.47%	4.68%	9.27%	1.45%	3.87%	4.65%	11.48%	5.36%	6.78%	7.89%	1.11%	2.37%	2.87%	1.67%	0.00%	2.46%	2.27%	10.71%	7.32%	4.58%	5.37%	0.00%	8.11%	2.86%									
21	"3. Политическая партия ""Российская партия пенсионеров за справедливость"""	173	1	0	5	1	2	6	15	16	13	6	6	8	2	0	16	11	2	11	1	1	7	13	7	1	1	1	2	0	0	4	9	0	4	1									
		2.44%	1.96%	0.00%	1.56%	0.52%	1.23%	4.08%	2.87%	2.32%	3.16%	3.59%	1.30%	1.97%	1.32%	0.00%	2.29%	1.97%	3.28%	4.21%	1.69%	2.63%	3.89%	2.80%	2.87%	1.67%	3.03%	0.82%	4.55%	0.00%	0.00%	2.61%	6.04%	0.00%	5.41%	2.86%									
22	"4. Всероссийская политическая партия ""ЕДИНАЯ РОССИЯ"""	2586	26	6	141	127	82	49	171	211	155	55	163	130	46	34	225	164	18	112	24	22	78	140	68	29	25	64	28	22	12	65	42	8	34	10									
		36.47%	50.98%	31.58%	43.93%	65.46%	50.62%	33.33%	32.76%	30.54%	37.71%	32.93%	35.36%	32.02%	30.46%	49.28%	32.23%	29.34%	29.51%	42.91%	40.68%	57.89%	43.33%	30.11%	27.87%	48.33%	75.76%	52.46%	63.64%	78.57%	29.27%	42.48%	28.19%	57.14%	45.95%	28.57%									
23	"5. Политическая партия ""Российская экологическая партия ""Зеленые"""	50	0	0	0	1	0	2	1	5	3	1	8	4	0	1	4	3	1	3	0	0	0	3	3	0	0	2	1	0	3	0	0	0	1	0									
		0.71%	0.00%	0.00%	0.00%	0.52%	0.00%	1.36%	0.19%	0.72%	0.73%	0.60%	1.74%	0.99%	0.00%	1.45%	0.57%	0.54%	1.64%	1.15%	0.00%	0.00%	0.00%	0.65%	1.23%	0.00%	0.00%	1.64%	2.27%	0.00%	7.32%	0.00%	0.00%	0.00%	1.35%	0.00%									
24	"6. Политическая партия ""Гражданская Платформа"""	17	0	0	1	1	0	0	1	5	1	0	0	1	0	0	1	3	1	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0									
		0.24%	0.00%	0.00%	0.31%	0.52%	0.00%	0.00%	0.19%	0.72%	0.24%	0.00%	0.00%	0.25%	0.00%	0.00%	0.14%	0.54%	1.64%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	3.03%	0.00%	0.00%	0.00%	0.00%	0.00%	0.67%	0.00%	0.00%	0.00%									
25	7. Политическая партия ЛДПР - Либерально-демократическая партия России	1651	14	2	41	32	41	38	148	188	92	37	101	117	36	25	140	162	21	43	14	8	36	100	51	11	4	14	8	3	8	42	32	6	19	17									
		23.29%	27.45%	10.53%	12.77%	16.49%	25.31%	25.85%	28.35%	27.21%	22.38%	22.16%	21.91%	28.82%	23.84%	36.23%	20.06%	28.98%	34.43%	16.48%	23.73%	21.05%	20.00%	21.51%	20.90%	18.33%	12.12%	11.48%	18.18%	10.71%	19.51%	27.45%	21.48%	42.86%	25.68%	48.57%									
26	"8. Политическая партия ""Партия народной свободы"" (ПАРНАС)"	32	0	0	0	1	0	1	1	3	2	4	3	4	1	0	4	3	0	0	0	0	0	2	1	0	0	0	0	0	1	0	0	0	1	0									
		0.45%	0.00%	0.00%	0.00%	0.52%	0.00%	0.68%	0.19%	0.43%	0.49%	2.40%	0.65%	0.99%	0.66%	0.00%	0.57%	0.54%	0.00%	0.00%	0.00%	0.00%	0.00%	0.43%	0.41%	0.00%	0.00%	0.00%	0.00%	0.00%	2.44%	0.00%	0.00%	0.00%	1.35%	0.00%									
27	"9. Всероссийская политическая партия ""ПАРТИЯ РОСТА"""	48	0	0	0	1	3	1	4	5	4	0	7	4	2	0	5	0	1	1	0	0	0	4	2	1	0	2	0	0	0	1	0	0	0	0									
		0.68%	0.00%	0.00%	0.00%	0.52%	1.85%	0.68%	0.77%	0.72%	0.97%	0.00%	1.52%	0.99%	1.32%	0.00%	0.72%	0.00%	1.64%	0.38%	0.00%	0.00%	0.00%	0.86%	0.82%	1.67%	0.00%	1.64%	0.00%	0.00%	0.00%	0.65%	0.00%	0.00%	0.00%	0.00%									
28	"10. Общественная организация Всероссийская политическая партия ""Гражданская Сила"""	3	1	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
		0.04%	1.96%	0.00%	0.00%	0.00%	0.62%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.14%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%									
29	"11. Политическая партия ""Российская объединенная демократическая партия ""ЯБЛОКО"""	70	0	0	1	1	0	0	8	11	2	3	8	6	0	0	10	4	2	2	0	0	1	3	1	3	0	4	0	0	0	0	0	0	0	0									
		0.99%	0.00%	0.00%	0.31%	0.52%	0.00%	0.00%	1.53%	1.59%	0.49%	1.80%	1.74%	1.48%	0.00%	0.00%	1.43%	0.72%	3.28%	0.77%	0.00%	0.00%	0.56%	0.65%	0.41%	5.00%	0.00%	3.28%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%									
30	"12. Политическая партия ""КОММУНИСТИЧЕСКАЯ ПАРТИЯ РОССИЙСКОЙ ФЕДЕРАЦИИ"""	1553	1	10	96	12	16	34	108	152	82	44	110	79	40	3	188	114	3	51	6	1	37	147	84	11	2	24	2	0	10	26	48	0	6	6									
		21.90%	1.96%	52.63%	29.91%	6.19%	9.88%	23.13%	20.69%	21.99%	19.95%	26.35%	23.86%	19.46%	26.49%	4.35%	26.93%	20.39%	4.92%	19.54%	10.17%	2.63%	20.56%	31.61%	34.43%	18.33%	6.06%	19.67%	4.55%	0.00%	24.39%	16.99%	32.21%	0.00%	8.11%	17.14%									
31	"13. Политическая партия ""ПАТРИОТЫ РОССИИ"""	30	0	0	0	1	1	0	3	2	3	1	2	1	0	0	2	0	0	0	0	0	1	5	4	0	0	0	0	0	1	1	1	0	1	0									
		0.42%	0.00%	0.00%	0.00%	0.52%	0.62%	0.00%	0.57%	0.29%	0.73%	0.60%	0.43%	0.25%	0.00%	0.00%	0.29%	0.00%	0.00%	0.00%	0.00%	0.00%	0.56%	1.08%	1.64%	0.00%	0.00%	0.00%	0.00%	0.00%	2.44%	0.65%	0.67%	0.00%	1.35%	0.00%									
32	14. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	354	0	1	17	7	6	5	26	44	15	8	21	22	1	1	53	44	3	14	8	0	5	26	11	1	0	6	1	0	0	4	4	0	0	0									
		4.99%	0.00%	5.26%	5.30%	3.61%	3.70%	3.40%	4.98%	6.37%	3.65%	4.79%	4.56%	5.42%	0.66%	1.45%	7.59%	7.87%	4.92%	5.36%	13.56%	0.00%	2.78%	5.59%	4.51%	1.67%	0.00%	4.92%	2.27%	0.00%	0.00%	2.61%	2.68%	0.00%	0.00%	0.00%									
																																													
																																													
																																													
																																													
																																													
																																													
																																													
																																													
																																													
																																													
																																													
																																													
																																													
																																													
																																													
																																													
																																													
																																													
																																													
																																													
																																													
																																													
