Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации седьмого созыва																															
Дата голосования: 18.09.2016																															
																															
Наименование Избирательной комиссии:    Тарумовская																															
																															
Сводная таблица итогов голосования по федеральному избирательному округу																															
																															
		Сумма	УИК №1392	УИК №1393	УИК №1394	УИК №1395	УИК №1396	УИК №1397	УИК №1398	УИК №1399	УИК №1400	УИК №1401	УИК №1402	УИК №1403	УИК №1404	УИК №1405	УИК №1406	УИК №1407	УИК №1408	УИК №1409	УИК №1410	УИК №1411									
		0.05%	0.00%	0.00%	0.00%	0.10%	0.90%	0.51%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.19%	0.00%									
28	"10. Общественная организация Всероссийская политическая партия ""Гражданская Сила"""	6	0	1	0	2	1	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0									
		0.03%	0.00%	1.03%	0.00%	0.19%	0.45%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.55%	0.00%	0.00%	0.00%	0.00%	0.00%									
29	"11. Политическая партия ""Российская объединенная демократическая партия ""ЯБЛОКО"""	9	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	4	0	0	3	0									
		0.05%	0.00%	0.00%	0.00%	0.19%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	1.57%	0.00%	0.00%	0.14%	0.00%									
30	"12. Политическая партия ""КОММУНИСТИЧЕСКАЯ ПАРТИЯ РОССИЙСКОЙ ФЕДЕРАЦИИ"""	700	31	33	0	141	61	17	0	0	0	12	197	4	18	15	35	21	12	0	100	3									
		3.96%	4.16%	34.02%	0.00%	13.43%	27.35%	8.72%	0.00%	0.00%	0.00%	0.67%	14.28%	3.28%	5.47%	9.68%	9.62%	8.24%	1.60%	0.00%	4.65%	0.30%									
31	"13. Политическая партия ""ПАТРИОТЫ РОССИИ"""	21	0	0	0	3	2	1	0	0	0	0	0	2	0	0	2	3	6	0	2	0									
		0.12%	0.00%	0.00%	0.00%	0.29%	0.90%	0.51%	0.00%	0.00%	0.00%	0.00%	0.00%	1.64%	0.00%	0.00%	0.55%	1.18%	0.80%	0.00%	0.09%	0.00%									
32	14. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	349	0	19	0	87	3	8	0	0	0	28	70	16	7	20	24	8	21	0	38	0									
		1.98%	0.00%	19.59%	0.00%	8.29%	1.35%	4.10%	0.00%	0.00%	0.00%	1.56%	5.07%	13.11%	2.13%	12.90%	6.59%	3.14%	2.79%	0.00%	1.77%	0.00%									
																															
																															
																															
																															
																															
																															
																															
																															
																															
																															
																															
																															
																															
																															
																															
																															
																															
																															
																															
																															
																															
																															
