Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации седьмого созыва																																																		
Дата голосования: 18.09.2016																																																		
																																																		
Наименование Избирательной комиссии:    район Перово																																																		
																																																		
Сводная таблица итогов голосования по федеральному избирательному округу																																																		
																																																		
		Сумма	УИК №1150	УИК №1151	УИК №1152	УИК №1153	УИК №1154	УИК №1155	УИК №1156	УИК №1157	УИК №1158	УИК №1159	УИК №1160	УИК №1161	УИК №1162	УИК №1163	УИК №1164	УИК №1165	УИК №1166	УИК №1167	УИК №1168	УИК №1169	УИК №1170	УИК №1171	УИК №1172	УИК №1173	УИК №1174	УИК №1175	УИК №1176	УИК №1177	УИК №1178	УИК №1179	УИК №1180	УИК №1181	УИК №1182	УИК №1183	УИК №1184	УИК №1185	УИК №1186	УИК №3680	УИК №8297									
11	"Число открепительных удостоверений, полученных участковой избирательной комиссией"	615	10	10	20	20	20	10	10	10	10	10	10	30	20	20	20	10	20	20	20	10	20	20	10	20	10	20	20	10	20	20	9	11	20	20	20	20	20	0	15									
12	"Число открепительных удостоверений, выданных на избирательном участке до дня голосования"	440	9	9	17	13	13	9	8	9	10	8	4	22	12	13	12	1	16	19	11	10	18	12	9	13	7	20	15	9	13	12	7	10	16	15	11	14	14	0	0									
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательном участке"	744	11	4	55	11	53	3	16	46	99	6	14	3	26	8	56	23	12	13	4	16	14	40	3	7	10	9	6	13	7	3	7	9	3	4	17	7	17	66	23									
14	Число погашенных неиспользованных открепительных удостоверений	175	1	1	3	7	7	1	2	1	0	2	6	8	8	7	8	9	4	1	9	0	2	8	1	7	3	0	5	1	7	8	2	1	4	5	9	6	6	0	15									
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	54	0	2	3	1	1	1	0	1	0	1	4	0	1	4	2	0	3	4	0	1	2	1	0	5	2	3	1	0	2	1	1	2	0	2	1	0	2	0	0									
16	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
17	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
18	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
																																																		
19	"1. ВСЕРОССИЙСКАЯ ПОЛИТИЧЕСКАЯ ПАРТИЯ ""РОДИНА"""	909	26	13	20	22	20	27	23	36	46	29	20	21	23	18	21	2	24	21	20	15	17	20	16	26	19	24	24	21	24	14	32	26	24	36	28	26	26	13	46									
		3.17%	3.65%	2.04%	2.85%	3.45%	2.83%	4.17%	2.22%	4.88%	4.99%	3.63%	2.51%	2.80%	3.31%	2.80%	2.77%	2.60%	3.63%	3.16%	3.23%	3.46%	2.50%	2.67%	1.89%	3.87%	2.40%	3.57%	3.35%	2.39%	2.94%	1.79%	4.07%	2.91%	2.08%	4.33%	3.59%	3.58%	3.11%	2.54%	4.78%									
20	2. Политическая партия КОММУНИСТИЧЕСКАЯ ПАРТИЯ КОММУНИСТЫ РОССИИ	564	16	13	29	10	11	14	19	13	21	17	15	9	18	11	11	0	18	16	11	7	12	25	15	15	12	11	16	30	2	12	13	17	23	16	18	14	14	8	12									
		1.96%	2.25%	2.04%	4.13%	1.57%	1.56%	2.16%	1.83%	1.76%	2.28%	2.13%	1.88%	1.20%	2.59%	1.71%	1.45%	0.00%	2.72%	2.41%	1.78%	1.62%	1.77%	3.34%	1.78%	2.23%	1.52%	1.63%	2.23%	3.42%	0.25%	1.54%	1.65%	1.90%	1.99%	1.92%	2.30%	1.93%	1.68%	1.56%	1.25%									
21	"3. Политическая партия ""Российская партия пенсионеров за справедливость"""	866	24	16	23	20	26	13	28	24	26	30	27	24	6	14	11	2	33	23	21	15	23	24	18	28	27	25	29	29	12	25	31	16	25	25	30	22	29	15	27									
		3.02%	3.37%	2.51%	3.28%	3.14%	3.68%	2.01%	2.70%	3.26%	2.82%	3.75%	3.39%	3.20%	0.86%	2.17%	1.45%	2.60%	4.98%	3.46%	3.39%	3.46%	3.39%	3.21%	2.13%	4.17%	3.41%	3.71%	4.05%	3.30%	1.47%	3.21%	3.94%	1.79%	2.16%	3.00%	3.84%	3.03%	3.47%	2.93%	2.81%									
22	"4. Всероссийская политическая партия ""ЕДИНАЯ РОССИЯ"""	11708	262	257	260	255	267	242	502	254	325	280	276	267	350	328	345	39	247	265	215	143	229	213	404	231	325	258	268	449	386	383	260	343	613	264	283	263	307	303	547									
		40.77%	36.80%	40.28%	37.04%	40.03%	37.82%	37.40%	48.46%	34.46%	35.29%	35.04%	34.67%	35.65%	50.43%	50.93%	45.57%	50.65%	37.31%	39.85%	34.73%	33.03%	33.73%	28.48%	47.81%	34.38%	41.04%	38.34%	37.43%	51.14%	47.30%	49.10%	33.08%	38.37%	53.07%	31.73%	36.24%	36.18%	36.77%	59.18%	56.86%									
23	"5. Политическая партия ""Российская экологическая партия ""Зеленые"""	463	12	13	13	18	15	11	17	7	11	12	10	12	5	8	11	1	18	12	9	9	10	11	10	10	9	11	15	19	7	16	15	10	13	15	27	16	19	4	2									
		1.61%	1.69%	2.04%	1.85%	2.83%	2.12%	1.70%	1.64%	0.95%	1.19%	1.50%	1.26%	1.60%	0.72%	1.24%	1.45%	1.30%	2.72%	1.80%	1.45%	2.08%	1.47%	1.47%	1.18%	1.49%	1.14%	1.63%	2.09%	2.16%	0.86%	2.05%	1.91%	1.12%	1.13%	1.80%	3.46%	2.20%	2.28%	0.78%	0.21%									
24	"6. Политическая партия ""Гражданская Платформа"""	74	2	1	2	3	2	2	0	2	4	2	3	1	1	1	2	0	3	1	2	0	1	3	3	3	0	2	3	0	3	3	4	1	3	3	0	5	1	0	2									
		0.26%	0.28%	0.16%	0.28%	0.47%	0.28%	0.31%	0.00%	0.27%	0.43%	0.25%	0.38%	0.13%	0.14%	0.16%	0.26%	0.00%	0.45%	0.15%	0.32%	0.00%	0.15%	0.40%	0.36%	0.45%	0.00%	0.30%	0.42%	0.00%	0.37%	0.38%	0.51%	0.11%	0.26%	0.36%	0.00%	0.69%	0.12%	0.00%	0.21%									
25	7. Политическая партия ЛДПР - Либерально-демократическая партия России	3669	108	112	89	78	123	98	136	113	126	111	85	131	53	72	103	4	90	87	73	68	73	89	82	100	109	102	110	64	100	79	103	106	100	110	107	80	122	57	116									
		12.78%	15.17%	17.55%	12.68%	12.24%	17.42%	15.15%	13.13%	15.33%	13.68%	13.89%	10.68%	17.49%	7.64%	11.18%	13.61%	5.19%	13.60%	13.08%	11.79%	15.70%	10.75%	11.90%	9.70%	14.88%	13.76%	15.16%	15.36%	7.29%	12.25%	10.13%	13.10%	11.86%	8.66%	13.22%	13.70%	11.00%	14.61%	11.13%	12.06%									
26	"8. Политическая партия ""Партия народной свободы"" (ПАРНАС)"	714	17	20	20	9	18	13	29	26	31	18	32	22	21	17	12	5	12	9	10	16	34	20	11	22	17	15	13	20	23	22	13	9	30	33	23	9	23	3	17									
		2.49%	2.39%	3.13%	2.85%	1.41%	2.55%	2.01%	2.80%	3.53%	3.37%	2.25%	4.02%	2.94%	3.03%	2.64%	1.59%	6.49%	1.81%	1.35%	1.62%	3.70%	5.01%	2.67%	1.30%	3.27%	2.15%	2.23%	1.82%	2.28%	2.82%	2.82%	1.65%	1.01%	2.60%	3.97%	2.94%	1.24%	2.75%	0.59%	1.77%									
27	"9. Всероссийская политическая партия ""ПАРТИЯ РОСТА"""	851	16	14	26	18	14	19	25	23	28	20	26	27	10	18	21	6	19	25	13	13	23	29	21	27	29	25	12	19	30	27	38	23	20	32	30	28	21	5	31									
		2.96%	2.25%	2.19%	3.70%	2.83%	1.98%	2.94%	2.41%	3.12%	3.04%	2.50%	3.27%	3.60%	1.44%	2.80%	2.77%	7.79%	2.87%	3.76%	2.10%	3.00%	3.39%	3.88%	2.49%	4.02%	3.66%	3.71%	1.68%	2.16%	3.68%	3.46%	4.83%	2.57%	1.73%	3.85%	3.84%	3.85%	2.51%	0.98%	3.22%									
28	"10. Общественная организация Всероссийская политическая партия ""Гражданская Сила"""	57	2	2	0	0	1	1	1	0	1	1	6	1	0	0	1	1	1	1	2	1	1	1	0	1	1	0	3	2	1	3	5	0	3	3	5	0	1	2	2									
		0.20%	0.28%	0.31%	0.00%	0.00%	0.14%	0.15%	0.10%	0.00%	0.11%	0.13%	0.75%	0.13%	0.00%	0.00%	0.13%	1.30%	0.15%	0.15%	0.32%	0.23%	0.15%	0.13%	0.00%	0.15%	0.13%	0.00%	0.42%	0.23%	0.12%	0.38%	0.64%	0.00%	0.26%	0.36%	0.64%	0.00%	0.12%	0.39%	0.21%									
29	"11. Политическая партия ""Российская объединенная демократическая партия ""ЯБЛОКО"""	2369	55	44	45	48	42	40	60	64	74	57	84	58	56	55	63	4	54	61	82	58	69	101	65	55	49	56	59	59	90	75	83	98	89	88	57	70	60	14	28									
		8.25%	7.72%	6.90%	6.41%	7.54%	5.95%	6.18%	5.79%	8.68%	8.03%	7.13%	10.55%	7.74%	8.07%	8.54%	8.32%	5.19%	8.16%	9.17%	13.25%	13.39%	10.16%	13.50%	7.69%	8.18%	6.19%	8.32%	8.24%	6.72%	11.03%	9.62%	10.56%	10.96%	7.71%	10.58%	7.30%	9.63%	7.19%	2.73%	2.91%									
30	"12. Политическая партия ""КОММУНИСТИЧЕСКАЯ ПАРТИЯ РОССИЙСКОЙ ФЕДЕРАЦИИ"""	4040	117	93	114	88	110	92	112	99	120	155	129	116	91	61	110	12	96	92	99	50	110	132	141	95	131	89	95	100	96	77	111	143	117	138	120	126	114	56	93									
		14.07%	16.43%	14.58%	16.24%	13.81%	15.58%	14.22%	10.81%	13.43%	13.03%	19.40%	16.21%	15.49%	13.11%	9.47%	14.53%	15.58%	14.50%	13.83%	15.99%	11.55%	16.20%	17.65%	16.69%	14.14%	16.54%	13.22%	13.27%	11.39%	11.76%	9.87%	14.12%	15.99%	10.13%	16.59%	15.36%	17.33%	13.65%	10.94%	9.67%									
31	"13. Политическая партия ""ПАТРИОТЫ РОССИИ"""	181	7	6	2	5	4	4	8	5	8	8	8	5	6	3	11	0	2	0	3	3	2	7	3	3	2	9	7	2	2	4	6	3	10	5	2	6	5	2	3									
		0.63%	0.98%	0.94%	0.28%	0.78%	0.57%	0.62%	0.77%	0.68%	0.87%	1.00%	1.01%	0.67%	0.86%	0.47%	1.45%	0.00%	0.30%	0.00%	0.48%	0.69%	0.29%	0.94%	0.36%	0.45%	0.25%	1.34%	0.98%	0.23%	0.25%	0.51%	0.76%	0.34%	0.87%	0.60%	0.26%	0.83%	0.60%	0.39%	0.31%									
32	14. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	1699	41	34	51	44	42	54	61	51	70	47	54	42	52	37	27	1	37	35	46	21	57	58	49	37	50	33	43	38	32	24	55	80	48	51	41	53	62	18	23									
		5.92%	5.76%	5.33%	7.26%	6.91%	5.95%	8.35%	5.89%	6.92%	7.60%	5.88%	6.78%	5.61%	7.49%	5.75%	3.57%	1.30%	5.59%	5.26%	7.43%	4.85%	8.39%	7.75%	5.80%	5.51%	6.31%	4.90%	6.01%	4.33%	3.92%	3.08%	6.99%	8.95%	4.16%	6.13%	5.25%	7.29%	7.43%	3.52%	2.39%									
																																																		
																																																		
																																																		
																																																		
																																																		
																																																		
																																																		
																																																		
																																																		
																																																		
																																																		
																																																		
																																																		
																																																		
																																																		
																																																		
																																																		
																																																		
																																																		
																																																		
																																																		
																																																		
