Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации седьмого созыва																																										
Дата голосования: 18.09.2016																																										
																																										
Наименование Избирательной комиссии:    Верхнесалдинская																																										
																																										
Сводная таблица итогов голосования по федеральному избирательному округу																																										
																																										
		Сумма	УИК №280	УИК №281	УИК №282	УИК №283	УИК №284	УИК №285	УИК №286	УИК №287	УИК №288	УИК №289	УИК №290	УИК №291	УИК №292	УИК №293	УИК №294	УИК №295	УИК №296	УИК №297	УИК №298	УИК №299	УИК №300	УИК №301	УИК №302	УИК №303	УИК №304	УИК №305	УИК №306	УИК №307	УИК №308	УИК №309	УИК №310									
		1.28%	3.36%	0.00%	0.65%	0.30%	1.60%	1.10%	0.99%	3.50%	1.42%	1.48%	1.25%	1.18%	1.25%	1.87%	1.25%	1.79%	0.70%	1.10%	1.18%	2.11%	1.27%	0.60%	1.28%	1.12%	1.55%	0.00%	0.00%	0.00%	0.47%	0.00%	0.00%									
30	"12. Политическая партия ""КОММУНИСТИЧЕСКАЯ ПАРТИЯ РОССИЙСКОЙ ФЕДЕРАЦИИ"""	1669	14	45	38	40	68	43	61	43	53	53	106	29	31	78	50	74	109	83	114	118	108	17	78	105	50	7	8	16	24	6	0									
		10.39%	9.40%	12.68%	12.26%	12.16%	12.08%	9.45%	10.02%	10.05%	10.75%	11.18%	10.23%	8.53%	7.73%	10.43%	7.81%	10.19%	12.76%	10.16%	12.23%	11.32%	10.56%	2.54%	10.00%	13.06%	11.06%	23.33%	14.04%	6.48%	11.32%	8.82%	0.00%									
31	"13. Политическая партия ""ПАТРИОТЫ РОССИИ"""	48	0	0	4	3	3	4	2	0	0	0	2	2	1	5	1	3	1	1	3	4	5	1	1	1	1	0	0	0	0	0	0									
		0.30%	0.00%	0.00%	1.29%	0.91%	0.53%	0.88%	0.33%	0.00%	0.00%	0.00%	0.19%	0.59%	0.25%	0.67%	0.16%	0.41%	0.12%	0.12%	0.32%	0.38%	0.49%	0.15%	0.13%	0.12%	0.22%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%									
32	14. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	2572	19	59	32	45	87	52	119	67	81	83	170	37	52	127	101	115	155	151	142	157	184	127	133	158	52	1	5	24	30	6	1									
		16.01%	12.75%	16.62%	10.32%	13.68%	15.45%	11.43%	19.54%	15.65%	16.43%	17.51%	16.41%	10.88%	12.97%	16.98%	15.78%	15.84%	18.15%	18.48%	15.24%	15.07%	17.99%	18.96%	17.05%	19.65%	11.50%	3.33%	8.77%	9.72%	14.15%	8.82%	4.55%									
																																										
																																										
																																										
																																										
																																										
																																										
																																										
																																										
																																										
																																										
																																										
																																										
																																										
																																										
																																										
																																										
																																										
																																										
																																										
																																										
																																										
																																										
