Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации четвертого созыва																																																								
Дата голосования: 07.12.2003 0:00:00																																																								
																																																								
Наименование Избирательной комиссии:    Краснозерская																																																								
																																																								
Сводная таблица итогов голосования по пропорциональной системе выборов (Протокол №2)																																																								
																																																								
		Сумма	УИК №490	УИК №491	УИК №492	УИК №493	УИК №494	УИК №495	УИК №496	УИК №497	УИК №498	УИК №499	УИК №500	УИК №501	УИК №502	УИК №503	УИК №504	УИК №505	УИК №506	УИК №507	УИК №508	УИК №509	УИК №510	УИК №511	УИК №512	УИК №513	УИК №514	УИК №515	УИК №516	УИК №517	УИК №518	УИК №519	УИК №520	УИК №521	УИК №522	УИК №523	УИК №524	УИК №525	УИК №526	УИК №527	УИК №528	УИК №529	УИК №530	УИК №531	УИК №532	УИК №533	УИК №534	УИК №535	УИК №536	УИК №537	УИК №538					
24	"7. ""Новый курс - Автомобильная Россия"""	69	2	0	3	1	0	0	0	0	1	0	1	3	0	3	1	5	2	1	0	0	1	1	0	2	0	0	0	3	1	2	0	0	3	0	2	1	1	3	3	0	0	0	1	0	1	3	4	13	1					
		0.33%	0.27%	0.0%	0.98%	0.20%	0.0%	0.0%	0.0%	0.0%	0.43%	0.0%	0.35%	0.97%	0.0%	0.43%	0.29%	1.04%	1.56%	0.16%	0.0%	0.0%	0.22%	0.13%	0.0%	0.34%	0.0%	0.0%	0.0%	0.39%	0.86%	0.46%	0.0%	0.0%	1.38%	0.0%	0.45%	0.16%	1.25%	0.44%	0.62%	0.0%	0.0%	0.0%	0.23%	0.0%	0.93%	0.21%	0.22%	0.91%	0.42%					
25	"8. ""Народно-республиканская партия России"""	49	0	3	0	0	2	1	0	1	0	0	1	1	0	4	1	3	0	0	0	0	2	1	0	4	1	1	3	1	0	1	0	0	1	0	3	0	1	3	1	2	1	1	0	0	1	2	0	1	1					
		0.23%	0.0%	0.66%	0.0%	0.0%	0.87%	0.23%	0.0%	0.25%	0.0%	0.0%	0.35%	0.32%	0.0%	0.57%	0.29%	0.62%	0.0%	0.0%	0.0%	0.0%	0.44%	0.13%	0.0%	0.69%	0.47%	0.62%	0.42%	0.13%	0.0%	0.23%	0.0%	0.0%	0.46%	0.0%	0.68%	0.0%	1.25%	0.44%	0.20%	0.88%	0.23%	0.51%	0.0%	0.0%	0.93%	0.14%	0.0%	0.07%	0.42%					
26	"9. ""Российская экологическая партия ""Зеленые"""	26	1	2	0	1	0	0	0	0	1	0	0	0	0	1	0	1	1	0	0	1	0	1	0	3	0	0	1	1	0	0	2	0	0	0	0	0	0	0	0	0	0	1	3	0	0	0	3	1	1					
		0.12%	0.13%	0.44%	0.0%	0.20%	0.0%	0.0%	0.0%	0.0%	0.43%	0.0%	0.0%	0.0%	0.0%	0.14%	0.0%	0.20%	0.78%	0.0%	0.0%	0.24%	0.0%	0.13%	0.0%	0.51%	0.0%	0.0%	0.14%	0.13%	0.0%	0.0%	1.19%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.51%	0.71%	0.0%	0.0%	0.0%	0.17%	0.07%	0.42%					
27	"10. ""Аграрная партия России"""	2724	57	59	44	87	21	28	7	60	71	5	13	36	5	89	64	66	12	96	30	51	126	160	84	91	12	5	93	84	27	57	11	8	22	29	77	153	17	94	72	11	35	61	31	7	7	108	183	140	18					
		13.21%	7.88%	13.14%	14.37%	18.08%	9.21%	6.55%	7.44%	15.22%	30.73%	7.35%	4.60%	11.65%	4.76%	12.80%	18.93%	13.83%	9.37%	15.71%	31.57%	12.62%	28.31%	21.50%	18.42%	15.74%	5.74%	3.14%	13.32%	11.09%	23.47%	13.38%	6.58%	7.07%	10.18%	27.88%	17.5%	25.12%	21.25%	13.94%	14.96%	4.88%	8.25%	31.12%	7.39%	4.63%	6.54%	7.88%	10.46%	9.87%	7.56%					
28	"11. ""Истинные патриоты России"""	26	0	0	0	0	0	0	0	0	0	0	2	4	0	0	10	0	1	0	0	0	1	0	0	2	0	0	1	1	0	1	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	1	0					
		0.12%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.70%	1.29%	0.0%	0.0%	2.95%	0.0%	0.78%	0.0%	0.0%	0.0%	0.22%	0.0%	0.0%	0.34%	0.0%	0.0%	0.14%	0.13%	0.0%	0.23%	0.0%	0.0%	0.0%	0.0%	0.0%	0.16%	0.0%	0.0%	0.20%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.07%	0.0%					
29	"12. ""НАРОДНАЯ ПАРТИЯ Российской Федерации"""	133	7	6	3	6	1	4	1	3	3	1	0	0	0	5	0	2	1	1	0	3	9	7	0	3	2	0	12	2	0	3	1	0	0	2	4	7	0	2	4	1	1	1	1	0	0	5	7	9	3					
		0.64%	0.96%	1.33%	0.98%	1.24%	0.43%	0.93%	1.06%	0.76%	1.29%	1.47%	0.0%	0.0%	0.0%	0.71%	0.0%	0.41%	0.78%	0.16%	0.0%	0.74%	2.02%	0.94%	0.0%	0.51%	0.95%	0.0%	1.71%	0.26%	0.0%	0.70%	0.59%	0.0%	0.0%	1.92%	0.90%	1.14%	0.0%	0.29%	0.83%	0.44%	0.23%	0.51%	0.23%	0.0%	0.0%	0.36%	0.40%	0.63%	1.26%					
30	"13. ""Демократическая партия России"""	37	1	3	0	2	0	1	1	6	0	0	0	0	0	0	0	0	0	2	0	1	3	2	3	0	0	0	1	0	0	1	0	0	0	1	0	0	0	0	0	1	0	0	1	0	0	1	0	6	0					
		0.17%	0.13%	0.66%	0.0%	0.41%	0.0%	0.23%	1.06%	1.52%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.32%	0.0%	0.24%	0.67%	0.26%	0.65%	0.0%	0.0%	0.0%	0.14%	0.0%	0.0%	0.23%	0.0%	0.0%	0.0%	0.96%	0.0%	0.0%	0.0%	0.0%	0.0%	0.44%	0.0%	0.0%	0.23%	0.0%	0.0%	0.07%	0.0%	0.42%	0.0%					
31	"14. ""Великая Россия - Евразийский Союз"""	39	2	1	0	2	0	0	1	2	0	0	1	1	0	4	0	1	0	2	0	2	0	7	0	1	3	0	0	2	0	0	0	0	0	0	1	0	0	0	1	0	2	0	0	0	0	1	0	1	1					
		0.18%	0.27%	0.22%	0.0%	0.41%	0.0%	0.0%	1.06%	0.50%	0.0%	0.0%	0.35%	0.32%	0.0%	0.57%	0.0%	0.20%	0.0%	0.32%	0.0%	0.49%	0.0%	0.94%	0.0%	0.17%	1.43%	0.0%	0.0%	0.26%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.22%	0.0%	0.0%	0.0%	0.20%	0.0%	0.47%	0.0%	0.0%	0.0%	0.0%	0.07%	0.0%	0.07%	0.42%					
32	"15. ""Партия СЛОН"""	17	2	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	1	2	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	6	2	0	0					
		0.08%	0.27%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.14%	0.29%	0.0%	0.0%	0.0%	0.0%	0.0%	0.22%	0.26%	0.0%	0.0%	0.0%	0.0%	0.0%	0.13%	0.0%	0.0%	0.0%	0.0%	0.46%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.43%	0.11%	0.0%	0.0%					
33	"16. ""Родина"" (народно-патриотический союз)"""	882	53	11	9	24	3	13	3	21	9	0	16	14	3	13	10	12	5	21	1	10	16	9	5	12	5	1	22	21	1	16	2	0	9	2	24	12	6	35	27	7	24	1	15	0	2	110	136	88	23					
		4.27%	7.33%	2.44%	2.94%	4.98%	1.31%	3.04%	3.19%	5.32%	3.89%	0.0%	5.67%	4.53%	2.85%	1.87%	2.95%	2.51%	3.90%	3.43%	1.05%	2.47%	3.59%	1.20%	1.09%	2.07%	2.39%	0.62%	3.15%	2.77%	0.86%	3.75%	1.19%	0.0%	4.16%	1.92%	5.45%	1.97%	7.5%	5.19%	5.61%	3.11%	5.66%	0.51%	3.57%	0.0%	1.86%	8.03%	7.78%	6.20%	9.66%					
34	"17. ""Партия Мира и Единства (ПМЕ)"""	63	1	2	1	0	1	0	0	1	1	1	1	3	5	3	3	1	2	1	0	3	1	2	0	1	0	0	5	0	1	0	1	0	0	0	0	1	0	3	2	0	0	1	1	2	1	4	4	3	0					
		0.30%	0.13%	0.44%	0.32%	0.0%	0.43%	0.0%	0.0%	0.25%	0.43%	1.47%	0.35%	0.97%	4.76%	0.43%	0.88%	0.20%	1.56%	0.16%	0.0%	0.74%	0.22%	0.26%	0.0%	0.17%	0.0%	0.0%	0.71%	0.0%	0.86%	0.0%	0.59%	0.0%	0.0%	0.0%	0.0%	0.16%	0.0%	0.44%	0.41%	0.0%	0.0%	0.51%	0.23%	1.32%	0.93%	0.29%	0.22%	0.21%	0.0%					
35	"18. ""ЛДПР"""	3149	101	48	60	42	19	90	10	61	34	13	46	67	26	117	57	67	17	56	7	59	55	96	90	123	29	24	106	115	18	61	22	34	24	5	57	48	15	83	68	69	81	52	93	22	21	211	270	238	22					
		15.27%	13.96%	10.69%	19.60%	8.73%	8.33%	21.07%	10.63%	15.48%	14.71%	19.11%	16.31%	21.68%	24.76%	16.83%	16.86%	14.04%	13.28%	9.16%	7.36%	14.60%	12.35%	12.90%	19.73%	21.28%	13.87%	15.09%	15.18%	15.19%	15.65%	14.31%	13.17%	30.08%	11.11%	4.80%	12.95%	7.88%	18.75%	12.31%	14.13%	30.66%	19.10%	26.53%	22.19%	14.56%	19.62%	15.41%	15.44%	16.78%	9.24%					
36	"19. ""Партия Возрождения России - Российская партия ЖИЗНИ"""	339	14	8	7	12	0	13	4	3	4	1	5	5	0	6	9	6	1	3	2	6	9	1	0	15	2	4	9	25	2	1	1	2	10	3	9	17	0	11	13	1	11	1	4	1	2	21	31	22	2					
		1.64%	1.93%	1.78%	2.28%	2.49%	0.0%	3.04%	4.25%	0.76%	1.73%	1.47%	1.77%	1.61%	0.0%	0.86%	2.66%	1.25%	0.78%	0.49%	2.10%	1.48%	2.02%	0.13%	0.0%	2.59%	0.95%	2.51%	1.28%	3.30%	1.73%	0.23%	0.59%	1.76%	4.62%	2.88%	2.04%	2.79%	0.0%	1.63%	2.70%	0.44%	2.59%	0.51%	0.95%	0.66%	1.86%	1.53%	1.77%	1.55%	0.84%					
37	"20. ""Политическая партия ""Единая Россия"""	6912	315	180	105	157	131	152	24	133	45	11	122	100	30	200	96	164	53	252	38	108	87	208	156	113	71	36	202	337	42	172	84	44	89	48	98	174	18	202	145	64	147	40	181	101	55	502	529	499	52					
		33.53%	43.56%	40.08%	34.31%	32.64%	57.45%	35.59%	25.53%	33.75%	19.48%	16.17%	43.26%	32.36%	28.57%	28.77%	28.40%	34.38%	41.40%	41.24%	40.0%	26.73%	19.55%	27.95%	34.21%	19.55%	33.97%	22.64%	28.93%	44.51%	36.52%	40.37%	50.29%	38.93%	41.20%	46.15%	22.27%	28.57%	22.5%	29.97%	30.14%	28.44%	34.66%	20.40%	43.19%	66.88%	51.40%	36.66%	30.26%	35.19%	21.84%					
38	"21. ""Российская Конституционно-демократическая партия"""	49	3	1	0	1	1	3	0	1	1	0	0	0	0	3	0	0	1	2	0	3	1	3	0	4	0	2	2	4	0	1	0	0	1	0	1	0	0	2	1	0	0	0	3	0	1	0	2	1	0					
		0.23%	0.41%	0.22%	0.0%	0.20%	0.43%	0.70%	0.0%	0.25%	0.43%	0.0%	0.0%	0.0%	0.0%	0.43%	0.0%	0.0%	0.78%	0.32%	0.0%	0.74%	0.22%	0.40%	0.0%	0.69%	0.0%	1.25%	0.28%	0.52%	0.0%	0.23%	0.0%	0.0%	0.46%	0.0%	0.22%	0.0%	0.0%	0.29%	0.20%	0.0%	0.0%	0.0%	0.71%	0.0%	0.93%	0.0%	0.11%	0.07%	0.0%					
39	"22. ""Развитие предпринимательства"""	66	4	0	0	0	0	3	0	1	0	0	0	3	1	1	3	1	0	0	0	2	0	0	0	5	0	1	0	0	0	0	0	0	0	0	0	0	0	7	0	0	1	0	1	0	0	22	8	2	0					
		0.32%	0.55%	0.0%	0.0%	0.0%	0.0%	0.70%	0.0%	0.25%	0.0%	0.0%	0.0%	0.97%	0.95%	0.14%	0.88%	0.20%	0.0%	0.0%	0.0%	0.49%	0.0%	0.0%	0.0%	0.86%	0.0%	0.62%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	1.03%	0.0%	0.0%	0.23%	0.0%	0.23%	0.0%	0.0%	1.60%	0.45%	0.14%	0.0%					
40	"23. ""Коммунистическая партия Российской Федерации (КПРФ)"""	3727	93	69	37	92	31	64	31	57	37	28	31	47	24	161	56	98	14	133	9	105	66	166	71	143	59	68	161	82	12	61	24	14	38	7	100	132	9	164	91	37	74	24	59	10	2	238	321	201	76					
		18.08%	12.86%	15.36%	12.09%	19.12%	13.59%	14.98%	32.97%	14.46%	16.01%	41.17%	10.99%	15.21%	22.85%	23.16%	16.56%	20.54%	10.93%	21.76%	9.47%	25.99%	14.83%	22.31%	15.57%	24.74%	28.22%	42.76%	23.06%	10.83%	10.43%	14.31%	14.37%	12.38%	17.59%	6.73%	22.72%	21.67%	11.25%	24.33%	18.91%	16.44%	17.45%	12.24%	14.08%	6.62%	1.86%	17.38%	18.36%	14.17%	31.93%					
																																																								
41	Против всех	568	18	24	11	10	0	18	7	9	9	3	8	7	2	27	7	14	9	8	0	12	20	13	3	11	10	2	20	23	2	12	2	4	4	2	13	10	4	18	10	7	12	2	12	1	3	15	69	48	13					
		2.75%	2.48%	5.34%	3.59%	2.07%	0.0%	4.21%	7.44%	2.28%	3.89%	4.41%	2.83%	2.26%	1.90%	3.88%	2.07%	2.93%	7.03%	1.30%	0.0%	2.97%	4.49%	1.74%	0.65%	1.90%	4.78%	1.25%	2.86%	3.03%	1.73%	2.81%	1.19%	3.53%	1.85%	1.92%	2.95%	1.64%	5.0%	2.67%	2.07%	3.11%	2.83%	1.02%	2.86%	0.66%	2.80%	1.09%	3.94%	3.38%	5.46%					
																																																								
																																																								
																																																								
																																																								
																																																								
																																																								
																																																								
																																																								
																																																								
																																																								
																																																								
																																																								
																																																								
																																																								
																																																								
